feature_name,included_flag,feature_family,trainability_status,imputation_policy,missingness_flag_created,encoding_policy,transform_policy,model_ready_dtype,selection_reason,exclusion_reason
feature_historical_residual_above_floor_units_avg,NO,feature_historical,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_historical_under_floor_missed_demand_rate,NO,feature_historical,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_historical_under_floor_lost_units_avg,NO,feature_historical,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_historical_memory_category_fallback_flag,NO,feature_historical,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_historical_memory_department_fallback_flag,NO,feature_historical,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_units_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_units_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_promo_units_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_promo_units_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_avg_daily_units_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_avg_daily_units_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_promo_avg_daily_units_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_promo_avg_daily_units_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_promo_to_nonpromo_demand_ratio_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_promo_to_nonpromo_demand_ratio_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_discount_elasticity_proxy,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_realised_prior_promo_lift_proxy,NO,feature_engineered,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_POST_PROMO_OUTCOME
feature_promo_period_days,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_promo_period_target_units,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_day_one_target_stock_units,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_end_of_promo_target_floor_units,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_trust_floor_units_dynamic,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_end_of_promo_target_days_cover,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_end_of_promo_target_units,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_end_of_promo_target_regime,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_high_underlying_demand_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_high_base_demand_end_cover_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_no_promo_history_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_month_end_cash_runoff_pressure_flag,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_month_end_inventory_efficiency_target,NO,feature_engineered,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
feature_days_cover_vs_billing_cycle_target,NO,feature_engineered,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
feature_cash_runoff_target_days_cover,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_days_cover_cap_for_cashflow,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_trust_floor_breach_risk_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_end_shape_success_target_flag,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_excess_month_end_capital_drag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_cashflow_efficiency_score,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_target_units_above_current_logic,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_target_units_below_current_logic,NO,feature_engineered,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
feature_non_promo_30d_avg_daily_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_56d_avg_daily_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_84d_avg_daily_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_30d_std_daily_units,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_56d_std_daily_units,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_base_trend_30d_vs_56d,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_base_trend_30d_vs_84d,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_days_with_sales_ratio_30d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_days_with_sales_ratio_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_recent_acceleration_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_base_demand_growing_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_non_promo_history_available_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_low_history_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_non_promo_stable_history_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_recent_slope_units_per_day,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_long_slope_units_per_day,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_second_derivative_proxy,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_acceleration_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_deceleration_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_convexity_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_recent_to_long_slope_ratio,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_flattening_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_decay_persistence_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_monotonic_improvement_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_monotonic_decline_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_noise_penalty_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_confidence_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_growth_curve_late_window_momentum_vs_baseline,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_same_discount_prior_event_count,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_prior_units_avg,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_prior_units_median,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_prior_units_std,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_prior_sell_through_avg,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_prior_stock_cover_avg,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_prior_uplift_ratio_avg,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,cap_by_percentile,float64,trainability_MODEL_READY,
feature_same_discount_prior_uplift_ratio_median,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,cap_by_percentile,float64,trainability_MODEL_READY,
feature_same_discount_prior_uplift_ratio_std,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,cap_by_percentile,float64,trainability_MODEL_READY,
feature_same_discount_recent_event_count,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_days_since_last_event,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_history_available_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_discount_elasticity_estimate,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,NO,NONE,winsorise,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_discount_elasticity_abs,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,NO,NONE,winsorise,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_discount_elasticity_confidence_score,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,NO,NONE,winsorise,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_discount_response_slope,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,NO,NONE,winsorise,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_discount_response_r_squared,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_discount_response_event_count,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_discount_response_direction_consistent_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_discount_response_instability_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_sales_interval_days_mean_56d,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_sales_interval_days_std_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_sales_interval_days_cv_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_days_since_last_sale,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_days_with_sales_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_days_with_sales_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_average_units_per_selling_day_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_average_units_per_selling_day_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_intermittent_demand_flag,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_sparse_repeat_purchase_flag,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_sales_day_density_28d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_sales_day_density_56d,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_probability_poisson_expected_units,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_poisson_zero_sale_probability,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_poisson_one_or_more_sale_probability,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_poisson_tail_probability,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_poisson_overallocation_risk_score,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_negative_binomial_expected_units,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_negative_binomial_zero_sale_probability,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_negative_binomial_tail_probability,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_negative_binomial_dispersion_score,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_negative_binomial_overallocation_risk_score,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_bayesian_poisson_prior_rate,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_bayesian_poisson_posterior_rate,NO,feature_engineered,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
feature_probability_bayesian_poisson_expected_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_bayesian_poisson_tail_probability,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_bayesian_poisson_confidence_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_zero_inflation_rate,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_zero_inflated_expected_units,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_zero_inflated_zero_sale_probability,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_zero_inflated_nonzero_probability,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_probability_zero_inflated_overallocation_risk_score,YES,feature_engineered,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_units_lift_effect_size,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_units_lift_p_value,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_units_lift_sample_size,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_units_lift_confidence_interval_width,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_units_lift_stability_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_attach_rate_lift,YES,feature_basket,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_basket_attach_rate_p_value,YES,feature_basket,MODEL_READY_WITH_MISSINGNESS_FLAG,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY_WITH_MISSINGNESS_FLAG,
feature_same_discount_repeatability_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_response_variance,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_same_discount_response_p_value,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_sold_in_multi_item_basket_rate,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_probability_sold_as_solo_item_rate,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_companion_dependency_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_probability_basket_depth_when_sold,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_companion_overallocation_risk_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_probability_expected_units_consensus,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_zero_sale_consensus,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_tail_risk_consensus,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_overallocation_risk_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_demand_confidence_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_model_use_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_attach_rate,NO,feature_basket,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_sku_solo_purchase_rate,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_basket_avg_items_when_sku_present,YES,feature_basket,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_basket_median_items_when_sku_present,YES,feature_basket,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_basket_avg_value_when_sku_present,YES,feature_basket,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_basket_median_value_when_sku_present,YES,feature_basket,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_sku_basket_dependency_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_top_companion_sku_1_share,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_top_companion_sku_2_share,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_companion_concentration_index,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_basket_diversity_when_sku_present,NO,feature_basket,BLOCK_CONSTANT,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_CONSTANT_COLUMN
