source_frame_columns_before,source_frame_columns_after,merged_features_count,blocked_features_count,diagnostics_only_features_count,brain_used_features_before,brain_used_features_after,governance_used_features_before,report_used_features_before,report_used_features_after,leakage_risk_features_excluded,duplicate_semantic_fields_excluded,safe_merged_feature_count
53,161,108,128,1,56,10,5,6,6,13,0,108
