merged_feature_count,leak_safe_feature_count,ATS_supported_rows,calibration_eligible_segments,human_reviewed_rows,actual_outcome_rows,unsafe_rows,recommended_training_status
108,108,0,0,0,640,1324,READY_FOR_SHADOW_RETRAINING
