total_engineered_columns,total_numeric_columns,total_object_columns,model_ready_feature_count,leak_safe_model_input_count,blocked_feature_count,broken_feature_count,high_value_but_not_brain_visible_count,brain_feature_visibility_score,legacy_selector_block_count,feature_families_missing_from_brain,top_features_to_repair,top_features_to_merge,top_features_to_block,visibility_status
661,597,64,386,406,229,20,367,61.42,1,ats_evidence;date_field;feature_basket;feature_engineered;feature_historical;other;prior_promo_history;probability_model;shadow_brain,capital_at_risk_adjusted_dollars;feature_capital_at_risk;feature_profit_risk_asymmetry;feature_allocation_vs_baseline_demand_ratio;feature_allocation_vs_required_implied_demand_ratio;feature_total_stock_pressure_ratio;feature_stock_to_promo_days_ratio;feature_same_discount_prior_uplift_ratio_avg;feature_same_discount_prior_uplift_ratio_median;feature_same_discount_prior_uplift_ratio_std,priority_rank;review_flag;low_soh_policy_candidate_flag;shadow_policy_candidate_flag;model_confidence_percent;retail_risk_reward_ratio;discount_percent;stockout_probability_percent;projected_on_hand_at_promo_start;promo_allocated_units,operator_decision;order_units;store_action_label;store_action_label_v2;store_action_reason;store_action;human_review_required_flag;low_nonzero_value_relief_delta;raw_model_order_units;provisional_review_order_units,BLOCKED_BY_LEGACY_SELECTORS
