customer_release_recommendation,primary_blocker,phase6a_deployment_status,feature_merge_plan_generated,safe_merged_features_count,blocked_feature_count,diagnostics_only_feature_count,core_frame_columns_before,core_frame_columns_after,ats_strong_evidence_rows,ats_weak_evidence_rows,ats_supported_calibration_rows,calibration_segments_ready_for_human_approval,brain_retraining_readiness_status,auto_orders_approved,notes
NO_RELEASE,no_segment_calibration_allowed_rows,PROPOSED_NOT_DEPLOYED,YES,108,128,1,53,161,0,1597,0,0,READY_FOR_SHADOW_RETRAINING,NO,Phase 6E merges safe features and strengthens ATS; does not deploy calibration
