shadow_run_id,total_journal_rows,top_50_rows,top_100_rows,mission_sku_rows,long_tail_rows,overstock_run_down_rows,understocked_high_convexity_rows,brain_governed_action_mismatch_count,estimated_learning_value,estimated_economic_value,customer_release_recommendation,shadow_recommendation
phase5t01-20260623T023554Z,100,50,100,0,18,0,0,100,3744.0999999999995,-892.072,NO_RELEASE,SHADOW_TOP_100_REVIEW
