sku_number,sku_description,department,feature_basket_3plus_attach_rate,feature_basket_5plus_attach_rate,feature_avg_basket_gp_when_present,feature_sister_club_attach_rate,mission_sku_score,basket_completion_sku_score,range_trust_sku_score,long_tail_mission_sku_flag,mission_sku_reason
193722,0.0,SKINCARE,0.0,0.0,6.988,0.2222,23.1,0.0,12.7,NO,standard_mission_profile
188711,0.0,SKINCARE,0.0,0.0,4.232,0.2727,23.1,0.0,12.7,NO,standard_mission_profile
406333,0.0,DIGESTIVE CARE,0.0,0.0,6.375,0.4118,23.1,0.0,12.7,NO,standard_mission_profile
388823,0.0,SKINCARE,0.0,0.0,6.711,0.3158,23.1,0.0,12.7,NO,standard_mission_profile
55494,0.0,SKINCARE,0.0,0.0,14.32,0.25,23.1,0.0,12.7,NO,standard_mission_profile
195645,0.0,COLOUR COSMETICS,0.0,0.0,6.967,0.2105,23.0,0.0,12.6,NO,standard_mission_profile
187645,0.0,SUNCARE,0.0,0.0,3.589,0.4737,23.0,0.0,12.6,NO,standard_mission_profile
72013,0.0,SKINCARE,0.0,0.0,13.063,0.1538,23.0,0.0,12.6,NO,standard_mission_profile
94039,0.0,SKINCARE,0.0,0.0,7.332,0.1,23.0,0.0,12.6,NO,standard_mission_profile
87417,0.0,SKINCARE,0.0,0.0,6.816,0.25,23.0,0.0,12.6,NO,standard_mission_profile
193722,0.0,SKINCARE,0.0,0.0,6.972,0.2105,23.0,0.0,12.6,NO,standard_mission_profile
203688,0.0,FRAGRANCE,0.0,0.0,19.345,0.5333,23.0,0.0,12.6,NO,standard_mission_profile
74667,0.0,VITAMIN SUPPLEMENT,0.0,0.0,10.549,0.3182,23.0,0.0,12.6,NO,standard_mission_profile
199337,0.0,DIGESTIVE CARE,0.0,0.0,6.562,0.3333,23.0,0.0,12.6,NO,standard_mission_profile
483753,0.0,SKINCARE,0.0,0.0,12.878,0.1667,23.0,0.0,12.6,NO,standard_mission_profile
70978,0.0,SKINCARE,0.0,0.0,13.641,0.4412,23.0,0.0,12.6,NO,standard_mission_profile
185183,0.0,SKINCARE,0.0,0.0,6.04,0.5,23.0,0.0,12.6,NO,standard_mission_profile
195134,0.0,SKINCARE,0.0,0.0,7.479,0.3548,23.0,0.0,12.6,NO,standard_mission_profile
199337,0.0,DIGESTIVE CARE,0.0,0.0,6.562,0.3333,23.0,0.0,12.6,NO,standard_mission_profile
44033,0.0,SKINCARE,0.0,0.0,6.599,0.3333,23.0,0.0,12.6,NO,standard_mission_profile
492817,0.0,SKINCARE,0.0,0.0,7.394,0.0625,23.0,0.0,12.6,NO,standard_mission_profile
199962,0.0,VITAMIN SUPPLEMENT,0.0,0.0,9.575,0.4,23.0,0.0,12.6,NO,standard_mission_profile
92848,0.0,SKINCARE,0.0,0.0,5.947,0.5,22.9,0.0,12.6,NO,standard_mission_profile
17959,0.0,FRAGRANCE,0.0,0.0,7.259,0.0909,22.9,0.0,12.6,NO,standard_mission_profile
18253,0.0,TANNING,0.0,0.0,10.36,0.1429,22.9,0.0,12.6,NO,standard_mission_profile
194163,0.0,FRAGRANCE,0.0,0.0,21.0,1.0,22.8,0.0,12.5,NO,standard_mission_profile
196549,0.0,SKINCARE,0.0,0.0,9.542,1.0,22.8,0.0,12.5,NO,standard_mission_profile
3006,0.0,FRAGRANCE,0.0,0.0,47.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
37016,0.0,FRAGRANCE,0.0,0.0,19.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
388823,0.0,SKINCARE,0.0,0.0,6.506,0.3077,22.8,0.0,12.5,NO,standard_mission_profile
44021,0.0,SKINCARE,0.0,0.0,14.315,1.0,22.8,0.0,12.5,NO,standard_mission_profile
52382,0.0,TANNING,0.0,0.0,5.88,0.5,22.8,0.0,12.5,NO,standard_mission_profile
63475,0.0,SKINCARE,0.0,0.0,10.56,0.3333,22.8,0.0,12.5,NO,standard_mission_profile
67249,0.0,NUTRITION WELLBEIN,0.0,0.0,10.306,1.0,22.8,0.0,12.5,NO,standard_mission_profile
73770,0.0,VITAMIN SUPPLEMENT,0.0,0.0,12.024,1.0,22.8,0.0,12.5,NO,standard_mission_profile
809160,0.0,VITAMIN SUPPLEMENT,0.0,0.0,17.936,1.0,22.8,0.0,12.5,NO,standard_mission_profile
861758,0.0,FRAGRANCE,0.0,0.0,30.227,1.0,22.8,0.0,12.5,NO,standard_mission_profile
87754,0.0,SKINCARE,0.0,0.0,18.136,1.0,22.8,0.0,12.5,NO,standard_mission_profile
188521,0.0,BEAUTY ACCESSORIES,0.0,0.0,10.179,1.0,22.8,0.0,12.5,NO,standard_mission_profile
194077,0.0,FRAGRANCE,0.0,0.0,9.546,1.0,22.8,0.0,12.5,NO,standard_mission_profile
194163,0.0,FRAGRANCE,0.0,0.0,21.0,1.0,22.8,0.0,12.5,NO,standard_mission_profile
196549,0.0,SKINCARE,0.0,0.0,9.542,1.0,22.8,0.0,12.5,NO,standard_mission_profile
198076,0.0,COLOUR COSMETICS,0.0,0.0,11.439,1.0,22.8,0.0,12.5,NO,standard_mission_profile
3006,0.0,FRAGRANCE,0.0,0.0,47.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
345172,0.0,FRAGRANCE,0.0,0.0,14.954,1.0,22.8,0.0,12.5,NO,standard_mission_profile
37016,0.0,FRAGRANCE,0.0,0.0,19.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
371939,0.0,FRAGRANCE,0.0,0.0,18.773,1.0,22.8,0.0,12.5,NO,standard_mission_profile
4782,0.0,FRAGRANCE,0.0,0.0,34.364,1.0,22.8,0.0,12.5,NO,standard_mission_profile
52382,0.0,TANNING,0.0,0.0,5.88,0.5,22.8,0.0,12.5,NO,standard_mission_profile
54088,0.0,FRAGRANCE,0.0,0.0,34.682,1.0,22.8,0.0,12.5,NO,standard_mission_profile
861758,0.0,FRAGRANCE,0.0,0.0,30.227,1.0,22.8,0.0,12.5,NO,standard_mission_profile
88628,0.0,HAIRCARE,0.0,0.0,11.953,1.0,22.8,0.0,12.5,NO,standard_mission_profile
89380,0.0,FRAGRANCE,0.0,0.0,20.682,1.0,22.8,0.0,12.5,NO,standard_mission_profile
938580,0.0,FRAGRANCE,0.0,0.0,34.045,1.0,22.8,0.0,12.5,NO,standard_mission_profile
4782,0.0,FRAGRANCE,0.0,0.0,34.364,1.0,22.8,0.0,12.5,NO,standard_mission_profile
88133,0.0,SKINCARE,0.0,0.0,12.088,1.0,22.8,0.0,12.5,NO,standard_mission_profile
88628,0.0,HAIRCARE,0.0,0.0,11.953,1.0,22.8,0.0,12.5,NO,standard_mission_profile
938580,0.0,FRAGRANCE,0.0,0.0,34.045,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93909,0.0,FRAGRANCE,0.0,0.0,31.818,1.0,22.8,0.0,12.5,NO,standard_mission_profile
3006,0.0,FRAGRANCE,0.0,0.0,47.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
345172,0.0,FRAGRANCE,0.0,0.0,14.954,1.0,22.8,0.0,12.5,NO,standard_mission_profile
44021,0.0,SKINCARE,0.0,0.0,14.315,1.0,22.8,0.0,12.5,NO,standard_mission_profile
89503,0.0,BEAUTY ACCESSORIES,0.0,0.0,10.169,1.0,22.8,0.0,12.5,NO,standard_mission_profile
90806,0.0,HAIR REMOVAL,0.0,0.0,39.868,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93342,0.0,FRAGRANCE,0.0,0.0,38.182,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93413,0.0,FRAGRANCE,0.0,0.0,73.182,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94466,0.0,FRAGRANCE,0.0,0.0,25.136,1.0,22.8,0.0,12.5,NO,standard_mission_profile
185142,0.0,SKINCARE,0.0,0.0,10.561,0.5,22.8,0.0,12.5,NO,standard_mission_profile
192006,0.0,SKINCARE,0.0,0.0,20.039,1.0,22.8,0.0,12.5,NO,standard_mission_profile
194163,0.0,FRAGRANCE,0.0,0.0,21.0,1.0,22.8,0.0,12.5,NO,standard_mission_profile
195979,0.0,HAIRCARE,0.0,0.0,10.179,1.0,22.8,0.0,12.5,NO,standard_mission_profile
196234,0.0,VITAMIN SUPPLEMENT,0.0,0.0,10.497,1.0,22.8,0.0,12.5,NO,standard_mission_profile
196549,0.0,SKINCARE,0.0,0.0,12.721,1.0,22.8,0.0,12.5,NO,standard_mission_profile
3006,0.0,FRAGRANCE,0.0,0.0,47.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
345172,0.0,FRAGRANCE,0.0,0.0,14.954,1.0,22.8,0.0,12.5,NO,standard_mission_profile
4782,0.0,FRAGRANCE,0.0,0.0,34.364,1.0,22.8,0.0,12.5,NO,standard_mission_profile
73770,0.0,VITAMIN SUPPLEMENT,0.0,0.0,12.024,1.0,22.8,0.0,12.5,NO,standard_mission_profile
809160,0.0,VITAMIN SUPPLEMENT,0.0,0.0,17.936,1.0,22.8,0.0,12.5,NO,standard_mission_profile
87754,0.0,SKINCARE,0.0,0.0,18.136,1.0,22.8,0.0,12.5,NO,standard_mission_profile
88637,0.0,HAIRCARE,0.0,0.0,14.923,1.0,22.8,0.0,12.5,NO,standard_mission_profile
89380,0.0,FRAGRANCE,0.0,0.0,20.682,1.0,22.8,0.0,12.5,NO,standard_mission_profile
938580,0.0,FRAGRANCE,0.0,0.0,34.045,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93909,0.0,FRAGRANCE,0.0,0.0,31.818,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94496,0.0,SKINCARE,0.0,0.0,11.133,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94920,0.0,ORAL HEALTH,0.0,0.0,20.679,1.0,22.8,0.0,12.5,NO,standard_mission_profile
191354,0.0,FRAGRANCE,0.0,0.0,19.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
194077,0.0,FRAGRANCE,0.0,0.0,9.546,1.0,22.8,0.0,12.5,NO,standard_mission_profile
3006,0.0,FRAGRANCE,0.0,0.0,47.727,1.0,22.8,0.0,12.5,NO,standard_mission_profile
345172,0.0,FRAGRANCE,0.0,0.0,14.954,1.0,22.8,0.0,12.5,NO,standard_mission_profile
354260,0.0,ANALGESICS,0.0,0.0,10.146,1.0,22.8,0.0,12.5,NO,standard_mission_profile
4782,0.0,FRAGRANCE,0.0,0.0,34.364,1.0,22.8,0.0,12.5,NO,standard_mission_profile
67249,0.0,NUTRITION WELLBEIN,0.0,0.0,10.306,1.0,22.8,0.0,12.5,NO,standard_mission_profile
861758,0.0,FRAGRANCE,0.0,0.0,30.227,1.0,22.8,0.0,12.5,NO,standard_mission_profile
89380,0.0,FRAGRANCE,0.0,0.0,20.682,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93342,0.0,FRAGRANCE,0.0,0.0,38.182,1.0,22.8,0.0,12.5,NO,standard_mission_profile
938580,0.0,FRAGRANCE,0.0,0.0,34.045,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93909,0.0,FRAGRANCE,0.0,0.0,31.818,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94508,0.0,FRAGRANCE,0.0,0.0,36.591,1.0,22.8,0.0,12.5,NO,standard_mission_profile
192006,0.0,SKINCARE,0.0,0.0,20.039,1.0,22.8,0.0,12.5,NO,standard_mission_profile
199333,0.0,TANNING,0.0,0.0,15.591,1.0,22.8,0.0,12.5,NO,standard_mission_profile
52382,0.0,TANNING,0.0,0.0,5.88,0.5,22.8,0.0,12.5,NO,standard_mission_profile
87754,0.0,SKINCARE,0.0,0.0,18.136,1.0,22.8,0.0,12.5,NO,standard_mission_profile
90901,0.0,SKINCARE,0.0,0.0,13.361,1.0,22.8,0.0,12.5,NO,standard_mission_profile
91440,0.0,HAIRCARE,0.0,0.0,20.338,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93413,0.0,FRAGRANCE,0.0,0.0,73.182,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94498,0.0,SKINCARE,0.0,0.0,9.542,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94669,0.0,SKINCARE,0.0,0.0,21.624,1.0,22.8,0.0,12.5,NO,standard_mission_profile
195286,0.0,SKINCARE,0.0,0.0,18.769,1.0,22.8,0.0,12.5,NO,standard_mission_profile
354260,0.0,ANALGESICS,0.0,0.0,10.146,1.0,22.8,0.0,12.5,NO,standard_mission_profile
73770,0.0,VITAMIN SUPPLEMENT,0.0,0.0,12.024,1.0,22.8,0.0,12.5,NO,standard_mission_profile
809160,0.0,VITAMIN SUPPLEMENT,0.0,0.0,17.936,1.0,22.8,0.0,12.5,NO,standard_mission_profile
88688,0.0,HAIRCARE,0.0,0.0,10.933,1.0,22.8,0.0,12.5,NO,standard_mission_profile
91440,0.0,HAIRCARE,0.0,0.0,20.338,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93909,0.0,FRAGRANCE,0.0,0.0,31.818,1.0,22.8,0.0,12.5,NO,standard_mission_profile
191480,0.0,EYES EARS,0.0,0.0,11.919,1.0,22.8,0.0,12.5,NO,standard_mission_profile
195286,0.0,SKINCARE,0.0,0.0,18.769,1.0,22.8,0.0,12.5,NO,standard_mission_profile
199333,0.0,TANNING,0.0,0.0,15.591,1.0,22.8,0.0,12.5,NO,standard_mission_profile
64179,0.0,FRAGRANCE,0.0,0.0,38.818,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93413,0.0,FRAGRANCE,0.0,0.0,73.182,1.0,22.8,0.0,12.5,NO,standard_mission_profile
93909,0.0,FRAGRANCE,0.0,0.0,31.818,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94498,0.0,SKINCARE,0.0,0.0,9.542,1.0,22.8,0.0,12.5,NO,standard_mission_profile
95116,0.0,VITAMIN SUPPLEMENT,0.0,0.0,22.396,1.0,22.8,0.0,12.5,NO,standard_mission_profile
345172,0.0,FRAGRANCE,0.0,0.0,14.954,1.0,22.8,0.0,12.5,NO,standard_mission_profile
938580,0.0,FRAGRANCE,0.0,0.0,34.045,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94508,0.0,FRAGRANCE,0.0,0.0,36.591,1.0,22.8,0.0,12.5,NO,standard_mission_profile
94984,0.0,FRAGRANCE,0.0,0.0,79.546,1.0,22.8,0.0,12.5,NO,standard_mission_profile
194088,0.0,FRAGRANCE,0.0,0.0,14.743,0.5,22.8,0.0,12.5,NO,standard_mission_profile
345172,0.0,FRAGRANCE,0.0,0.0,14.954,1.0,22.8,0.0,12.5,NO,standard_mission_profile
57983,0.0,VITAMIN SUPPLEMENT,0.0,0.0,11.451,1.0,22.8,0.0,12.5,NO,standard_mission_profile
