long_tail_protection_value_before,long_tail_protection_value_after,long_tail_in_top_50_before,long_tail_in_top_50_after,long_tail_in_top_250_before,long_tail_in_top_250_after,blocked_long_tail_count,basket_evidence_unknown_before,basket_evidence_unknown_after
1762.155,2491.661,5,9,11,16,320,52285,17846
