report_total_skus,mgr_total_skus,report_total_order_units,mgr_total_recommended_order_units,report_skus_positive_gap,mgr_skus_with_stock_gap_before_launch,report_total_gap_units,mgr_total_stock_gap_units_before_launch,report_total_pre_promo_demand,mgr_total_projected_pre_promo_sales_units,report_total_promo_window_demand,mgr_total_projected_first_7_days_units
3531,3531,10929,10929,2080,2080,17231,17231,18406.0,18406,14124.0,3527
