sku_number,selected_demand_units,total_expected_demand_units,order_units,raw_stock_gap_units,feature_expected_total_units_first_7_days,feature_probability_expected_units_consensus,historical_units_same_discount_avg,expected_units_total_promo,demand_evidence_label,demand_evidence_class,feature_signal_max,feature_exceeds_final_by
192838,1,1,0,0,0.01148,6.8,8.1429,1,LOW_NONZERO_DEMAND,low_nonzero_demand,8.1429,7.142899999999999
87748,1,1,0,0,0.0041533333333333,8.0,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,8.0,7.0
674400,1,1,0,0,0.01358,7.928571428571429,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,7.928571428571429,6.928571428571429
200956,1,1,0,0,0.0041533333333333,7.428571428571429,7.4286,1,LOW_NONZERO_DEMAND,low_nonzero_demand,7.4286,6.4286
195978,1,1,1,1,0.0010733333333333,3.50805,7.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,7.0,6.0
42110,1,1,0,0,0.0198333333333333,7.0,7.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,7.0,6.0
445650,12,12,0,1,0.0219333333333333,17.941176470588236,12.6667,12,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,17.941176470588236,5.9411764705882355
62765,1,1,0,0,0.0052266666666666,6.833333333333333,6.8333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.833333333333333,5.833333333333333
475114,1,1,0,0,0.0125066666666666,6.642857142857143,6.6429,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.6429,5.6429
798169,1,1,0,0,0.0104066666666666,6.625,6.625,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.625,5.625
194887,1,1,0,0,0.0104066666666666,6.5,5.8333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.5,5.5
49087,1,1,0,0,0.0094266666666666,6.5,6.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.5,5.5
490563,1,1,0,0,0.0031733333333333,6.428571428571429,6.4286,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.4286,5.4286
188766,1,1,0,0,0.0177333333333333,6.333333333333333,6.3333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.333333333333333,5.333333333333333
187118,4,4,0,3,0.0041533333333333,4.53115,9.0,4,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,9.0,5.0
187116,4,4,0,3,0.0041533333333333,4.53115,9.0,4,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,9.0,5.0
62768,1,1,0,0,0.0052266666666666,6.0,6.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.0,5.0
259519,2,18,4,4,7.0,0.88,0.88,2,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,7.0,5.0
190061,1,1,0,0,0.01568,6.0,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,6.0,5.0
252999,1,1,0,0,0.0052266666666666,5.875,5.875,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.875,4.875
94286,1,2,0,0,0.0,5.666666666666667,5.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.6667,4.6667
1236,1,1,1,1,0.0041533333333333,5.521739130434782,5.5217,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.521739130434782,4.521739130434782
94233,1,1,0,0,0.0010733333333333,5.50805,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.50805,4.50805
610055,1,1,0,0,0.0062533333333333,5.5,5.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.5,4.5
247596,1,1,0,0,0.0041533333333333,5.5,5.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.5,4.5
15736,1,1,0,0,0.0041533333333333,5.294117647058823,5.2941,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.294117647058823,4.294117647058823
390941,1,1,0,0,0.0104066666666666,5.214285714285714,5.2143,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.2143,4.2143
95868,3,27,7,7,7.0,1e-06,0.0,3,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,7.0,4.0
372722,1,2,1,1,0.0,2.5000005,5.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.0,4.0
49091,1,1,0,0,0.01358,5.0,5.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.0,4.0
49093,1,1,0,0,0.01148,5.0,5.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.0,4.0
188031,1,1,0,0,0.2444564705882352,5.0,5.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.0,4.0
60949,1,1,0,0,0.0208133333333333,5.0,5.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.0,4.0
191888,1,1,2,2,0.0031733333333333,2.5238,5.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,5.0,4.0
24383,1,1,0,0,0.0094266666666666,4.956521739130435,4.9565,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.956521739130435,3.9565217391304346
190066,1,1,0,0,0.0073266666666666,4.888888888888889,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.888888888888889,3.8888888888888893
37986,1,1,0,0,0.0031733333333333,4.875,4.875,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.875,3.875
193713,2,2,0,0,0.0021,5.166666666666667,5.8,2,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,5.8,3.8
194422,1,1,0,0,0.0208133333333333,4.777777777777778,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.777777777777778,3.7777777777777777
192186,1,1,0,0,0.0010733333333333,4.666666666666667,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.666666666666667,3.666666666666667
93921,1,1,0,0,0.0083533333333333,4.666666666666667,3.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.666666666666667,3.666666666666667
190076,1,1,0,0,0.0010733333333333,4.666666666666667,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.666666666666667,3.666666666666667
385395,1,1,0,0,0.0010733333333333,4.6,0.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.6,3.5999999999999996
33269,1,1,0,0,0.0104066666666666,4.571428571428571,4.5714,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.571428571428571,3.571428571428571
55054,2,2,2,2,0.0031733333333333,5.565217391304348,5.5652,2,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,5.565217391304348,3.5652173913043477
72537,1,1,0,0,0.01876,4.55,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.55,3.55
636886,1,1,0,0,0.0145599999999999,4.454545454545454,4.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.5,3.5
60948,1,1,0,0,0.01568,4.5,4.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.5,3.5
90765,1,1,1,1,0.0010733333333333,4.5,2.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.5,3.5
192205,1,1,0,0,0.0052266666666666,4.5,4.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.5,3.5
90139,1,1,1,1,0.0021,4.5,4.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.5,3.5
96593,1,1,1,1,0.0021,4.5,4.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.5,3.5
346268,1,1,0,0,0.0094266666666666,4.4,4.4,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.4,3.4000000000000004
43840,1,1,0,0,0.0010733333333333,4.375,4.375,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.375,3.375
242853,1,1,0,0,0.0177333333333333,4.352941176470588,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.352941176470588,3.352941176470588
192837,1,1,0,0,0.0021,3.6666666666666665,4.2857,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.2857,3.2857000000000003
193204,6,6,0,6,0.0104066666666666,9.272727272727272,9.2727,6,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,9.272727272727272,3.2727272727272716
206431,1,1,0,0,0.0031733333333333,4.2,4.2,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.2,3.2
191661,1,1,0,0,0.0062533333333333,4.181818181818182,4.1818,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.181818181818182,3.1818181818181817
384240,1,1,0,0,0.0021,4.117647058823529,2.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.117647058823529,3.117647058823529
56157,1,1,0,0,0.0021,4.111111111111111,3.4286,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.111111111111111,3.1111111111111107
984248,1,1,0,0,0.0073266666666666,4.083333333333333,4.0833,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.083333333333333,3.083333333333333
94659,1,1,1,1,0.0,4.0000005,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0000005,3.0000004999999996
94130,1,1,0,0,0.0010733333333333,4.0,4.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
90781,1,1,0,0,0.0,2.0000005,4.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
94219,1,1,2,2,0.0125066666666666,4.0,4.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
187645,1,1,0,0,0.0041533333333333,4.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
63823,4,4,0,0,0.01876,7.0,7.0,4,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,7.0,3.0
195115,1,1,0,0,0.0062533333333333,4.0,4.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
190097,1,1,0,0,0.0031733333333333,4.0,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
90331,1,1,0,0,0.0021,2.3333333333333335,4.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
187119,1,1,0,0,0.0021,2.01575,4.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.0,3.0
37032,1,1,1,1,0.0041533333333333,3.8666666666666663,3.8667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.8667,2.8667
63109,1,1,0,0,0.0052266666666666,3.823529411764706,3.8235,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.823529411764706,2.823529411764706
63821,2,2,0,2,0.0125066666666666,4.8,4.8,2,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,4.8,2.8
15186,1,1,0,0,0.0021,3.75,3.75,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.75,2.75
68375,1,1,2,2,0.0021,3.75,3.75,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.75,2.75
49607,1,1,1,1,0.0010733333333333,3.7333333333333334,3.7333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.7333333333333334,2.7333333333333334
195429,1,1,0,0,0.0021,3.7058823529411766,3.7059,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.7059,2.7059
72934,1,1,1,1,0.0010733333333333,3.25,3.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6667,2.6667
984256,1,1,0,0,0.0031733333333333,3.6666666666666665,3.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6667,2.6667
93920,1,1,0,0,0.0083533333333333,3.6666666666666665,3.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6666666666666665,2.6666666666666665
94478,1,1,1,1,0.0,3.6666666666666665,0.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6666666666666665,2.6666666666666665
33267,1,1,0,0,0.0052266666666666,3.642857142857143,3.6429,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6429,2.6429
41542,1,1,0,0,0.0073266666666666,3.6,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6,2.6
10432,1,1,0,0,0.0031733333333333,3.5,3.6,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6,2.6
73683,1,1,0,0,0.0104066666666666,3.6,2.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6,2.6
42436,1,1,0,0,0.0094266666666666,3.6,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.6,2.6
190067,1,1,0,0,0.0031733333333333,3.5555555555555554,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5555555555555554,2.5555555555555554
190072,1,1,0,0,0.0021,3.5555555555555554,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5555555555555554,2.5555555555555554
41594,1,1,0,0,0.0094266666666666,3.5217391304347827,3.5217,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5217391304347827,2.5217391304347827
60947,1,1,0,0,0.0083533333333333,3.5000005,3.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5000005,2.5000005
96600,1,1,1,1,0.0010733333333333,3.5,3.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5,2.5
820504,1,1,1,1,0.0010733333333333,3.272727272727273,3.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5,2.5
41319,1,1,0,0,0.0021,3.5,3.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5,2.5
49090,1,1,1,1,0.0073266666666666,3.5,3.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.5,2.5
688304,1,1,0,0,0.0031733333333333,3.4705882352941178,2.3333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.4705882352941178,2.4705882352941178
437883,1,1,0,0,0.0010733333333333,3.4444444444444446,1.8,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.4444444444444446,2.4444444444444446
33265,1,1,0,0,0.0062533333333333,3.4285714285714284,3.4286,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.4286,2.4286
36133,1,1,1,1,0.0021,3.391304347826087,3.3913,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.391304347826087,2.391304347826087
41548,1,1,0,0,0.0041533333333333,3.388888888888889,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.388888888888889,2.388888888888889
36115,1,1,0,0,0.0021,3.363636363636364,3.3636,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.363636363636364,2.363636363636364
63386,1,1,0,0,0.0,3.3333333333333335,1.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.3333333333333335,2.3333333333333335
94131,1,1,1,1,0.0,3.3333333333333335,3.3333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.3333333333333335,2.3333333333333335
93924,1,1,0,0,0.01148,3.3333333333333335,0.5,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.3333333333333335,2.3333333333333335
193413,1,1,1,1,0.0010733333333333,3.3333333333333335,3.3333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.3333333333333335,2.3333333333333335
94132,2,1,4,4,0.0041533333333333,4.333333333333333,4.3333,1,LOW_NONZERO_DEMAND,low_nonzero_demand,4.333333333333333,2.333333333333333
72541,1,1,0,0,0.0010733333333333,3.2857142857142856,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.2857142857142856,2.2857142857142856
958840,1,1,0,0,0.0083533333333333,3.2857142857142856,3.2857,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.2857142857142856,2.2857142857142856
65913,1,1,0,0,0.0031733333333333,3.272727272727273,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.272727272727273,2.272727272727273
189236,1,1,0,0,0.0010733333333333,3.260869565217391,3.2609,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.2609,2.2609
15719,1,1,0,0,0.0021,3.176470588235294,3.1765,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.1765,2.1765
195171,1,1,1,1,0.0031733333333333,3.176470588235294,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.176470588235294,2.176470588235294
43765,1,1,1,1,0.0,3.1666666666666665,3.1667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.1667,2.1667
200980,1,1,0,0,0.0125066666666666,3.142857142857143,3.1429,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.1429,2.1429
485861,1,1,1,1,0.0062533333333333,3.142857142857143,3.1429,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.1429,2.1429
11035,1,1,0,0,0.0104066666666666,3.142857142857143,3.1429,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.1429,2.1429
193207,1,1,0,0,0.0010733333333333,3.136363636363636,3.1364,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.1364,2.1364
190077,1,1,0,0,0.0073266666666666,3.111111111111111,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.111111111111111,2.111111111111111
75006,1,1,0,0,0.0021,3.090909090909091,1.7778,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.090909090909091,2.090909090909091
193197,1,1,0,0,0.0062533333333333,3.090909090909091,3.0909,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.090909090909091,2.090909090909091
15840,1,1,0,0,0.0010733333333333,3.0588235294117645,3.0588,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0588235294117645,2.0588235294117645
38390,1,1,0,0,0.0010733333333333,3.0454545454545454,3.0455,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0455,2.0455
521278,1,1,0,0,0.0031733333333333,3.0454545454545454,3.0455,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0455,2.0455
491071,1,1,0,0,0.0104066666666666,3.0000005,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0000005,2.0000005
65465,1,1,0,0,0.0031733333333333,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
92858,1,1,0,0,0.0,1.5000005,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
90839,1,1,1,1,0.0,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
611271,1,1,0,0,0.0041533333333333,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
97989,1,1,0,0,0.0031733333333333,1.5238,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
62472,1,1,0,0,0.591304347826087,1.5238,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
90841,1,1,1,1,0.0031733333333333,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
190074,1,1,0,0,0.0052266666666666,3.0,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
196554,1,2,0,0,0.0,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
523852,1,1,0,0,0.0041533333333333,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
34855,1,1,0,0,0.0031733333333333,2.9,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
92854,1,1,2,2,0.0,2.3333333333333335,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
31192,1,1,0,0,0.0021,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
97995,1,1,0,0,0.0062533333333333,1.5469,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
277772,1,1,0,0,0.0041533333333333,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
187117,1,1,1,1,0.0511111111111111,1.50805,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
198639,1,2,0,0,0.0,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
93918,1,1,0,0,0.0052266666666666,3.0,1.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
92258,1,1,0,0,0.0021,2.6666666666666665,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
94559,1,1,0,0,0.0010733333333333,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
386359,1,1,0,0,0.0031733333333333,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
191288,1,1,0,0,0.0073266666666666,3.0,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
67890,1,1,1,1,0.0073266666666666,3.0,2.2857,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
90771,1,1,0,0,0.0,1.5000005,3.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,3.0,2.0
260606,1,1,0,0,0.0083533333333333,2.9473684210526314,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.9473684210526314,1.9473684210526314
304956,4,4,0,0,0.0094266666666666,5.9411764705882355,4.2222,4,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,5.9411764705882355,1.9411764705882355
396168,1,1,0,0,0.0073266666666666,2.909090909090909,2.7143,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.909090909090909,1.9090909090909092
191950,1,1,1,1,0.0021,2.875,2.875,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.875,1.875
553586,1,1,0,0,0.0021,2.875,2.875,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.875,1.875
9159,1,1,0,0,0.0041533333333333,2.869565217391304,2.8696,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.8696,1.8696000000000002
185193,1,1,1,1,0.0010733333333333,2.8666666666666667,2.8667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.8667,1.8666999999999998
198650,1,1,0,0,0.0010733333333333,2.857142857142857,2.8571,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.857142857142857,1.8571428571428572
184851,1,1,0,0,0.0,2.6,2.8571,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.8571,1.8571
70358,1,1,0,0,0.0052266666666666,2.823529411764706,2.8235,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.823529411764706,1.823529411764706
192619,1,1,0,0,0.0021,2.8181818181818183,2.8182,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.8182,1.8182
51156,1,2,1,1,0.0,2.7999999999999994,2.8,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.8,1.7999999999999998
26779,1,1,1,1,0.0021,2.8,2.8,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.8,1.7999999999999998
333786,1,1,2,2,0.0041533333333333,2.7857142857142856,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.7857142857142856,1.7857142857142856
366773,1,1,0,0,0.0021,2.7777777777777777,2.7778,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.7778,1.7778
190060,1,1,0,0,0.0062533333333333,2.7777777777777777,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.7777777777777777,1.7777777777777777
190062,1,1,0,0,0.0010733333333333,2.7777777777777777,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.7777777777777777,1.7777777777777777
887455,1,1,0,0,0.0031733333333333,2.764705882352941,1.7778,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.764705882352941,1.7647058823529411
65836,1,1,3,3,0.0,2.4,2.75,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.75,1.75
65467,1,1,0,0,0.0062533333333333,2.75,2.75,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.75,1.75
260622,1,1,0,0,0.0094266666666666,2.736842105263158,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.736842105263158,1.736842105263158
958859,1,1,0,0,0.0062533333333333,2.7142857142857144,2.7143,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.7143,1.7143000000000002
516600,1,1,0,0,0.0125066666666666,2.6875,0.0,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.6875,1.6875
5909,1,1,0,0,0.0021,2.6666666666666665,2.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.6667,1.6667
626309,1,1,0,0,0.0010733333333333,2.6666666666666665,2.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.6667,1.6667
199839,1,1,0,0,0.0010733333333333,2.6666666666666665,2.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.6667,1.6667
690783,1,1,0,0,0.0052266666666666,2.6666666666666665,2.6667,1,LOW_NONZERO_DEMAND,low_nonzero_demand,2.6667,1.6667
