row_count,understocked_count,overstocked_count,optimal_base_soh_coverage_pct,average_distance_to_optimal_before,average_distance_to_optimal_after,promo_exit_success_rate,missed_demand_risk_units,leftover_units_above_optimal,cash_tied_above_optimal,gp_captured_proxy,gp_missed_proxy,net_value_proxy,expected_promo_uplift_units_total,expected_units_until_promo_start_total,stage
52285,48898,2076,100.0,3.162887042172707,1.9593733958114177,76.43683656880559,9019.348,17267.641000000003,83230.085,235559.63999999998,35996.22131,116333.38906999999,14978.349000000002,0.0,phase5i_stock_outcome_order
52285,48898,2076,100.0,3.162887042172707,1.0071367313761117,95.19173759204361,5643.0,5197.62,25052.592999999997,235559.63999999998,20835.360000000004,189671.75160000002,14978.349000000002,0.0,phase5j_optimal_stock_position
