promotion_row_key,source_training_slice,store_number,sku_number,promotion_name,department,category,inferred_supplier_number,realized_sales_units,target_actual_units_sold,sufficient_stock_demand_units_target,target_quality_label,target_weight,target_repair_basis,target_warning,stock_integrity_issue_flag
772|49794|2024-06-24|2024-06-30|772-49794-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,49794,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,RIMMEL,11813,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|49932|2024-06-24|2024-06-30|772-49932-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,49932,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,BEAUTY ACCESSORIES,MANICURE PEDICURE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|49933|2024-06-24|2024-06-30|772-49933-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,49933,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,BEAUTY ACCESSORIES,MANICURE PEDICURE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|4995|2024-06-24|2024-06-30|772-4995-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,4995,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,SHAMPOO CONDITIONE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|50067|2024-06-24|2024-06-30|772-50067-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,50067,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,EVERYDAY SKIN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|50382|2024-06-24|2024-06-30|772-50382-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,50382,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,THERAPEUTIC,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|50395|2024-06-24|2024-06-30|772-50395-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,50395,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,THERAPEUTIC,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|504300|2024-06-24|2024-06-30|772-504300-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,504300,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,COLOURANTS,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|50452|2024-06-24|2024-06-30|772-50452-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,50452,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,SHAMPOO CONDITIONE,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|50456|2024-06-24|2024-06-30|772-50456-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,50456,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,HAIR STYLING,99999,5.0,5.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51014|2024-06-24|2024-06-30|772-51014-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51014,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51016|2024-06-24|2024-06-30|772-51016-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51016,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51017|2024-06-24|2024-06-30|772-51017-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51017,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51020|2024-06-24|2024-06-30|772-51020-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51020,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51021|2024-06-24|2024-06-30|772-51021-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51021,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51023|2024-06-24|2024-06-30|772-51023-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51023,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51028|2024-06-24|2024-06-30|772-51028-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51028,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51042|2024-06-24|2024-06-30|772-51042-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51042,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51045|2024-06-24|2024-06-30|772-51045-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51045,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51070|2024-06-24|2024-06-30|772-51070-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51070,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51072|2024-06-24|2024-06-30|772-51072-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51072,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51073|2024-06-24|2024-06-30|772-51073-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51073,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51074|2024-06-24|2024-06-30|772-51074-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51074,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51154|2024-06-24|2024-06-30|772-51154-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51154,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SUNCARE,SUN PROTECTION,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51492|2024-06-24|2024-06-30|772-51492-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51492,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,LIP CARE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51493|2024-06-24|2024-06-30|772-51493-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51493,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,LIP CARE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51499|2024-06-24|2024-06-30|772-51499-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51499,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,MENS GROOMING,MENS SHAVING AIDS,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|515007|2024-06-24|2024-06-30|772-515007-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,515007,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51583|2024-06-24|2024-06-30|772-51583-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51583,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,COSMECEUTICAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51584|2024-06-24|2024-06-30|772-51584-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51584,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,COSMECEUTICAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51645|2024-06-24|2024-06-30|772-51645-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51645,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,EVERYDAY SKIN,99999,9.0,9.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51690|2024-06-24|2024-06-30|772-51690-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51690,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,LIP CARE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51763|2024-06-24|2024-06-30|772-51763-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51763,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,SHAMPOO CONDITIONE,10685,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51769|2024-06-24|2024-06-30|772-51769-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51769,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,SHAMPOO CONDITIONE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51770|2024-06-24|2024-06-30|772-51770-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51770,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,HAIR STYLING,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51771|2024-06-24|2024-06-30|772-51771-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51771,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,HAIRCARE,HAIR STYLING,10685,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|518274|2024-06-24|2024-06-30|772-518274-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,518274,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51889|2024-06-24|2024-06-30|772-51889-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51889,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,RIMMEL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51890|2024-06-24|2024-06-30|772-51890-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51890,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,RIMMEL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51934|2024-06-24|2024-06-30|772-51934-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51934,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,MENS GROOMING,MENS SKINCARE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51940|2024-06-24|2024-06-30|772-51940-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51940,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,MENS GROOMING,MENS SKINCARE,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|51941|2024-06-24|2024-06-30|772-51941-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,51941,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,MENS GROOMING,MENS SKINCARE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|520924|2024-06-24|2024-06-30|772-520924-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,520924,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|520940|2024-06-24|2024-06-30|772-520940-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,520940,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|520999|2024-06-24|2024-06-30|772-520999-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,520999,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|52105|2024-06-24|2024-06-30|772-52105-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,52105,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|52106|2024-06-24|2024-06-30|772-52106-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,52106,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521062|2024-06-24|2024-06-30|772-521062-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521062,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|52107|2024-06-24|2024-06-30|772-52107-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,52107,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521070|2024-06-24|2024-06-30|772-521070-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521070,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|52110|2024-06-24|2024-06-30|772-52110-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,52110,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521120|2024-06-24|2024-06-30|772-521120-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521120,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521179|2024-06-24|2024-06-30|772-521179-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521179,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521195|2024-06-24|2024-06-30|772-521195-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521195,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521468|2024-06-24|2024-06-30|772-521468-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521468,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521484|2024-06-24|2024-06-30|772-521484-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521484,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|52149|2024-06-24|2024-06-30|772-52149-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,52149,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,SKINCARE,EVERYDAY SKIN,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521526|2024-06-24|2024-06-30|772-521526-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521526,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521542|2024-06-24|2024-06-30|772-521542-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521542,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521567|2024-06-24|2024-06-30|772-521567-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521567,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|521575|2024-06-24|2024-06-30|772-521575-20240624|Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,policy-measurement-envfix-hard5k-20260522,772,521575,Allocation Report - SE1 SKINCARE CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
