promotion_row_key,source_training_slice,store_number,sku_number,promotion_name,department,category,inferred_supplier_number,realized_sales_units,target_actual_units_sold,sufficient_stock_demand_units_target,target_quality_label,target_weight,target_repair_basis,target_warning,stock_integrity_issue_flag
772|10045|2026-04-09|2026-04-22|772-10045-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,10045,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,MEDICATED HAIR,99999,6.0,6.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|101948|2026-04-09|2026-04-22|772-101948-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,101948,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|102054|2026-04-09|2026-04-22|772-102054-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,102054,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10431|2026-04-09|2026-04-22|772-10431-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,10431,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,COLOURANTS,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10432|2026-04-09|2026-04-22|772-10432-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,10432,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,COLOURANTS,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10433|2026-04-09|2026-04-22|772-10433-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,10433,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,COLOURANTS,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10434|2026-04-09|2026-04-22|772-10434-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,10434,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,COLOURANTS,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|105822|2026-04-09|2026-04-22|772-105822-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,105822,Allocation Report - WK41&42 SKINCARE GOODY BAG,VITAMIN SUPPLEMENT,IMMUNE HEALTH SUPP,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|107947|2026-04-09|2026-04-22|772-107947-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,107947,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11008|2026-04-09|2026-04-22|772-11008-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,11008,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,THERAPEUTIC,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11494|2026-04-09|2026-04-22|772-11494-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,11494,Allocation Report - WK41&42 SKINCARE GOODY BAG,ORAL HEALTH,AT HOME WHITENING,99999,3.0,3.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|115658|2026-04-09|2026-04-22|772-115658-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,115658,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|115912|2026-04-09|2026-04-22|772-115912-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,115912,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,HAIR STYLING,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11607|2026-04-09|2026-04-22|772-11607-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,11607,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11608|2026-04-09|2026-04-22|772-11608-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,11608,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11631|2026-04-09|2026-04-22|772-11631-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,11631,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|116646|2026-04-09|2026-04-22|772-116646-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,116646,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|116671|2026-04-09|2026-04-22|772-116671-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,116671,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|116745|2026-04-09|2026-04-22|772-116745-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,116745,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|116900|2026-04-09|2026-04-22|772-116900-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,116900,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11833|2026-04-09|2026-04-22|772-11833-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,11833,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,10865,4.0,4.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11838|2026-04-09|2026-04-22|772-11838-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,11838,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,10865,14.0,14.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|12004|2026-04-09|2026-04-22|772-12004-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,12004,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,1248,13.0,13.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|12006|2026-04-09|2026-04-22|772-12006-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,12006,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,1248,11.0,11.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|12510|2026-04-09|2026-04-22|772-12510-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,12510,Allocation Report - WK41&42 SKINCARE GOODY BAG,COUGH COLD,SINUS,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|1262|2026-04-09|2026-04-22|772-1262-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,1262,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|12715|2026-04-09|2026-04-22|772-12715-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,12715,Allocation Report - WK41&42 SKINCARE GOODY BAG,ALLERGY,ALLERGY SPRAY,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|12757|2026-04-09|2026-04-22|772-12757-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,12757,Allocation Report - WK41&42 SKINCARE GOODY BAG,BEAUTY ACCESSORIES,MANICURE PEDICURE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|13142|2026-04-09|2026-04-22|772-13142-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,13142,Allocation Report - WK41&42 SKINCARE GOODY BAG,ANALGESICS,PAIN LIQUIDS,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|13143|2026-04-09|2026-04-22|772-13143-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,13143,Allocation Report - WK41&42 SKINCARE GOODY BAG,ANALGESICS,PAIN LIQUIDS,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|1341|2026-04-09|2026-04-22|772-1341-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,1341,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|1342|2026-04-09|2026-04-22|772-1342-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,1342,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|13440|2026-04-09|2026-04-22|772-13440-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,13440,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIR REMOVAL,REMOVAL WAX CREAM,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|13563|2026-04-09|2026-04-22|772-13563-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,13563,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,ESSIE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|13628|2026-04-09|2026-04-22|772-13628-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,13628,Allocation Report - WK41&42 SKINCARE GOODY BAG,FEMININE CARE,FEMININE HYGIENE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|13629|2026-04-09|2026-04-22|772-13629-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,13629,Allocation Report - WK41&42 SKINCARE GOODY BAG,FEMININE CARE,FEMININE HYGIENE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|14234|2026-04-09|2026-04-22|772-14234-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,14234,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|1478|2026-04-09|2026-04-22|772-1478-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,1478,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,THERAPEUTIC,99999,4.0,4.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|1485|2026-04-09|2026-04-22|772-1485-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,1485,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,99999,8.0,8.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|14945|2026-04-09|2026-04-22|772-14945-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,14945,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,SALLY HANSEN,11813,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16235|2026-04-09|2026-04-22|772-16235-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16235,Allocation Report - WK41&42 SKINCARE GOODY BAG,ANALGESICS,PAIN TABS CAPS,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16306|2026-04-09|2026-04-22|772-16306-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16306,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,99999,8.0,8.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16316|2026-04-09|2026-04-22|772-16316-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16316,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,99999,5.0,5.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16491|2026-04-09|2026-04-22|772-16491-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16491,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16525|2026-04-09|2026-04-22|772-16525-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16525,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,COSMECEUTICAL,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16527|2026-04-09|2026-04-22|772-16527-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16527,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,COSMECEUTICAL,99999,6.0,6.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16529|2026-04-09|2026-04-22|772-16529-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16529,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,COSMECEUTICAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16565|2026-04-09|2026-04-22|772-16565-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16565,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16566|2026-04-09|2026-04-22|772-16566-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16566,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,99999,3.0,3.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16728|2026-04-09|2026-04-22|772-16728-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16728,Allocation Report - WK41&42 SKINCARE GOODY BAG,FRAGRANCE,SINGLES MALE,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|16857|2026-04-09|2026-04-22|772-16857-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,16857,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|17096|2026-04-09|2026-04-22|772-17096-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,17096,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|17266|2026-04-09|2026-04-22|772-17266-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,17266,Allocation Report - WK41&42 SKINCARE GOODY BAG,VITAMIN SUPPLEMENT,HEALTHY AGEING SUP,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|17549|2026-04-09|2026-04-22|772-17549-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,17549,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,COSMECEUTICAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|17913|2026-04-09|2026-04-22|772-17913-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,17913,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,TREATMENT,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|18022|2026-04-09|2026-04-22|772-18022-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,18022,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|18024|2026-04-09|2026-04-22|772-18024-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,18024,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|18030|2026-04-09|2026-04-22|772-18030-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,18030,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|18251|2026-04-09|2026-04-22|772-18251-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,18251,Allocation Report - WK41&42 SKINCARE GOODY BAG,TANNING,TANNING SKIN,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184615|2026-04-09|2026-04-22|772-184615-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184615,Allocation Report - WK41&42 SKINCARE GOODY BAG,FRAGRANCE,SINGLES FEMALE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184616|2026-04-09|2026-04-22|772-184616-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184616,Allocation Report - WK41&42 SKINCARE GOODY BAG,FRAGRANCE,SINGLES FEMALE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184628|2026-04-09|2026-04-22|772-184628-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184628,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,KIND,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184632|2026-04-09|2026-04-22|772-184632-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184632,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,KIND,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
