sku_number,raw_predicted_units_sold,feature_probability_expected_units_consensus,feature_expected_total_units_first_7_days,feature_historical_units_same_discount_avg,feature_signal_max,raw_prediction,feature_exceeds_raw_by,flat_cohort_flag
92853,0.1092156212756676,4.05495,0.0083733333333333,8.0,8.0,0.1092156212756676,7.890784378724333,False
11838,1.2709969365922962,9.125,0.01666,9.125,9.125,1.2709969365922962,7.854003063407704,False
198880,0.2073416672734546,8.0,0.01568,8.0,8.0,0.2073416672734546,7.792658332726545,False
674400,0.2607610770954225,7.928571428571429,0.01358,0.0,7.928571428571429,0.2607610770954225,7.667810351476007,False
195446,0.3755582349443933,8.0,0.0250133333333333,8.0,8.0,0.3755582349443933,7.6244417650556064,False
193205,0.2198691226881941,7.818181818181818,0.0104066666666666,7.818181818181818,7.818181818181818,0.2198691226881941,7.598312695493624,False
321943,0.2486909495290732,7.823529411764706,0.0198333333333333,5.666666666666667,7.823529411764706,0.2486909495290732,7.574838462235633,False
188857,0.1986689236612631,7.666666666666667,0.0021,7.666666666666667,7.666666666666667,0.1986689236612631,7.467997743005403,False
188848,0.0616250444880151,7.5,0.0031733333333333,3.0,7.5,0.0616250444880151,7.438374955511985,False
90935,0.1092156212756676,7.5,0.0010733333333333,2.0,7.5,0.1092156212756676,7.390784378724333,False
93951,0.167620779251391,7.0,0.0229133333333333,7.5,7.5,0.167620779251391,7.332379220748609,False
186369,0.3395196908114332,7.647058823529412,0.0125066666666666,7.666666666666667,7.666666666666667,0.3395196908114332,7.327146975855234,False
194048,0.2011003727414207,7.5,0.0104066666666666,7.5,7.5,0.2011003727414207,7.298899627258579,False
93336,0.2321636059793369,7.5000005,0.0066999999999999,7.5,7.5000005,0.2321636059793369,7.267836894020663,False
88081,0.0702977881002066,7.333333333333333,0.0229133333333333,7.333333333333333,7.333333333333333,0.0702977881002066,7.2630355452331266,False
591904,0.2134879522126423,7.470588235294118,0.0125066666666666,6.666666666666667,7.470588235294118,0.2134879522126423,7.257100283081475,False
193212,0.2111963790760025,7.363636363636363,0.0062533333333333,7.363636363636363,7.363636363636363,0.2111963790760025,7.152439984560361,False
200956,0.3520779433196363,7.428571428571429,0.0041533333333333,7.428571428571429,7.428571428571429,0.3520779433196363,7.076493485251793,False
93968,0.0527796386427607,0.2727272727272727,7.0,0.2727272727272727,7.0,0.0527796386427607,6.947220361357239,True
36223,0.0527796386427607,0.3809523809523809,7.0,0.3809523809523809,7.0,0.0527796386427607,6.947220361357239,True
91901,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
94074,0.0527796386427607,0.1428571428571428,7.0,0.1428571428571428,7.0,0.0527796386427607,6.947220361357239,True
91866,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
96615,0.0527796386427607,0.50000025,7.0,0.5,7.0,0.0527796386427607,6.947220361357239,True
90457,0.0527796386427607,5.5555555555555555e-08,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
92157,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
96473,0.0527796386427607,1.25e-07,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
102634,0.0527796386427607,0.3636363636363636,7.0,0.3636363636363636,7.0,0.0527796386427607,6.947220361357239,True
93967,0.0527796386427607,0.0909090909090909,7.0,0.0909090909090909,7.0,0.0527796386427607,6.947220361357239,True
91953,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91882,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
96624,0.0527796386427607,2.5e-07,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
54481,0.0527796386427607,0.5,7.0,0.5,7.0,0.0527796386427607,6.947220361357239,True
94874,0.0527796386427607,1.6666666666666667,7.0,0.5,7.0,0.0527796386427607,6.947220361357239,True
198735,0.0527796386427607,0.8,7.0,0.8,7.0,0.0527796386427607,6.947220361357239,True
30162,0.0527796386427607,0.25,7.0,0.25,7.0,0.0527796386427607,6.947220361357239,True
57928,0.0527796386427607,1.2608695652173914,7.0,1.2608695652173914,7.0,0.0527796386427607,6.947220361357239,True
95879,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
93973,0.0527796386427607,0.2727272727272727,7.0,0.2727272727272727,7.0,0.0527796386427607,6.947220361357239,True
91013,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
196930,0.0527796386427607,0.5294117647058824,7.0,0.5294117647058824,7.0,0.0527796386427607,6.947220361357239,True
91952,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91073,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91885,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
94055,0.0527796386427607,0.2857142857142857,7.0,0.2857142857142857,7.0,0.0527796386427607,6.947220361357239,True
90169,0.0527796386427607,0.125,7.0,0.125,7.0,0.0527796386427607,6.947220361357239,True
91874,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
350165,0.0527796386427607,2.2142857142857144,7.0,2.2142857142857144,7.0,0.0527796386427607,6.947220361357239,True
95877,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
93974,0.0527796386427607,0.1818181818181818,7.0,0.1818181818181818,7.0,0.0527796386427607,6.947220361357239,True
93971,0.0527796386427607,0.2727272727272727,7.0,0.2727272727272727,7.0,0.0527796386427607,6.947220361357239,True
192991,0.0527796386427607,0.1428571428571428,7.0,0.1428571428571428,7.0,0.0527796386427607,6.947220361357239,True
95888,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91025,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91011,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91056,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91900,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91950,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
93982,0.0527796386427607,0.1818181818181818,7.0,0.1818181818181818,7.0,0.0527796386427607,6.947220361357239,True
91903,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
93981,0.0527796386427607,0.1818181818181818,7.0,0.1818181818181818,7.0,0.0527796386427607,6.947220361357239,True
90999,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
189519,0.0527796386427607,1.2941176470588236,7.0,1.2941176470588236,7.0,0.0527796386427607,6.947220361357239,True
96605,0.0527796386427607,2.5e-07,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91063,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
196240,0.0527796386427607,0.2727272727272727,7.0,0.2727272727272727,7.0,0.0527796386427607,6.947220361357239,True
18258,0.0527796386427607,0.3076923076923077,7.0,0.3076923076923077,7.0,0.0527796386427607,6.947220361357239,True
653048,0.0527796386427607,0.4210526315789473,7.0,0.4210526315789473,7.0,0.0527796386427607,6.947220361357239,True
192940,0.0527796386427607,1.0909090909090908,7.0,1.0909090909090908,7.0,0.0527796386427607,6.947220361357239,True
57933,0.0527796386427607,1.631578947368421,7.0,1.631578947368421,7.0,0.0527796386427607,6.947220361357239,True
87610,0.0527796386427607,0.2857142857142857,7.0,0.2857142857142857,7.0,0.0527796386427607,6.947220361357239,True
192363,0.0527796386427607,1e-07,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
194017,0.0527796386427607,1.6666666666666665e-07,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
91864,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
94688,0.0527796386427607,0.125,7.0,0.125,7.0,0.0527796386427607,6.947220361357239,True
91051,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
93997,0.0527796386427607,0.2727272727272727,7.0,0.2727272727272727,7.0,0.0527796386427607,6.947220361357239,True
198728,0.0527796386427607,0.5714285714285714,7.0,0.5714285714285714,7.0,0.0527796386427607,6.947220361357239,True
39394,0.0527796386427607,0.8260869565217391,7.0,0.8260869565217391,7.0,0.0527796386427607,6.947220361357239,True
192929,0.0527796386427607,0.2,7.0,0.2,7.0,0.0527796386427607,6.947220361357239,True
91029,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
194133,0.0527796386427607,0.1111111111111111,7.0,0.1111111111111111,7.0,0.0527796386427607,6.947220361357239,True
193126,0.0527796386427607,1.5294117647058822,7.0,1.5294117647058822,7.0,0.0527796386427607,6.947220361357239,True
94005,0.0527796386427607,0.8181818181818182,7.0,0.8181818181818182,7.0,0.0527796386427607,6.947220361357239,True
91015,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
94807,0.0527796386427607,0.5,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
92155,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
46754,0.0527796386427607,1.0869565217391304,7.0,1.0869565217391304,7.0,0.0527796386427607,6.947220361357239,True
32866,0.0527796386427607,1.0,7.0,1.0,7.0,0.0527796386427607,6.947220361357239,True
95494,0.0527796386427607,0.75,7.0,0.75,7.0,0.0527796386427607,6.947220361357239,True
190137,0.0527796386427607,0.6,7.0,0.6,7.0,0.0527796386427607,6.947220361357239,True
341556,0.0527796386427607,0.5294117647058824,7.0,0.5625,7.0,0.0527796386427607,6.947220361357239,True
97059,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
521120,0.0527796386427607,0.5,7.0,0.5,7.0,0.0527796386427607,6.947220361357239,True
195978,0.0527796386427607,3.50805,0.0010733333333333,7.0,7.0,0.0527796386427607,6.947220361357239,True
729841,0.0527796386427607,0.4666666666666667,7.0,0.4666666666666667,7.0,0.0527796386427607,6.947220361357239,True
52118,0.0527796386427607,1.4545454545454544,7.0,1.4545454545454546,7.0,0.0527796386427607,6.947220361357239,True
67697,0.0527796386427607,0.8125,7.0,0.8125,7.0,0.0527796386427607,6.947220361357239,True
645745,0.0527796386427607,1.125,7.0,1.125,7.0,0.0527796386427607,6.947220361357239,True
52116,0.0527796386427607,1.6363636363636365,7.0,1.6363636363636365,7.0,0.0527796386427607,6.947220361357239,True
19966,0.0527796386427607,1.0,7.0,1.0,7.0,0.0527796386427607,6.947220361357239,True
37411,0.0527796386427607,1.3636363636363635,7.0,1.5555555555555556,7.0,0.0527796386427607,6.947220361357239,True
521213,0.0527796386427607,1.6666666666666667,7.0,1.6666666666666667,7.0,0.0527796386427607,6.947220361357239,True
73217,0.0527796386427607,0.6363636363636364,7.0,0.6363636363636364,7.0,0.0527796386427607,6.947220361357239,True
731188,0.0527796386427607,0.9047619047619048,7.0,0.9047619047619048,7.0,0.0527796386427607,6.947220361357239,True
195432,0.0527796386427607,0.6470588235294118,7.0,0.6470588235294118,7.0,0.0527796386427607,6.947220361357239,True
29850,0.0527796386427607,0.8333333333333334,7.0,0.8333333333333334,7.0,0.0527796386427607,6.947220361357239,True
67911,0.0527796386427607,0.3529411764705882,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
1226,0.0527796386427607,0.4782608695652174,7.0,0.4782608695652174,7.0,0.0527796386427607,6.947220361357239,True
97120,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
95495,0.0527796386427607,0.75,7.0,0.75,7.0,0.0527796386427607,6.947220361357239,True
102282,0.0527796386427607,0.1111111111111111,7.0,0.1111111111111111,7.0,0.0527796386427607,6.947220361357239,True
95025,0.0527796386427607,1.6666666666666667,7.0,1.6666666666666667,7.0,0.0527796386427607,6.947220361357239,True
94872,0.0527796386427607,0.3333334999999999,7.0,0.3333333333333333,7.0,0.0527796386427607,6.947220361357239,True
97058,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
196931,0.0527796386427607,0.1764705882352941,7.0,0.1764705882352941,7.0,0.0527796386427607,6.947220361357239,True
196932,0.0527796386427607,0.0588235294117647,7.0,0.0588235294117647,7.0,0.0527796386427607,6.947220361357239,True
46574,0.0527796386427607,0.2307692307692307,7.0,0.0909090909090909,7.0,0.0527796386427607,6.947220361357239,True
727,0.0527796386427607,0.3125,7.0,0.3125,7.0,0.0527796386427607,6.947220361357239,True
14083,0.0527796386427607,0.375,7.0,0.375,7.0,0.0527796386427607,6.947220361357239,True
88301,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
679208,0.0527796386427607,1.0,7.0,1.0,7.0,0.0527796386427607,6.947220361357239,True
90149,0.0527796386427607,1.0,7.0,1.0,7.0,0.0527796386427607,6.947220361357239,True
54487,0.0527796386427607,0.25,7.0,0.25,7.0,0.0527796386427607,6.947220361357239,True
806463,0.0527796386427607,0.4,7.0,0.4,7.0,0.0527796386427607,6.947220361357239,True
310832,0.0527796386427607,1.0,7.0,1.0,7.0,0.0527796386427607,6.947220361357239,True
95868,0.0527796386427607,1e-06,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
41206,0.0527796386427607,0.2692307692307692,7.0,0.2692307692307692,7.0,0.0527796386427607,6.947220361357239,True
43878,0.0527796386427607,0.4375,7.0,0.4666666666666667,7.0,0.0527796386427607,6.947220361357239,True
93344,0.0527796386427607,5e-07,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
192359,0.0527796386427607,0.6,7.0,0.6,7.0,0.0527796386427607,6.947220361357239,True
94869,0.0527796386427607,0.3333333333333333,7.0,0.3333333333333333,7.0,0.0527796386427607,6.947220361357239,True
67686,0.0527796386427607,0.5789473684210527,7.0,0.5789473684210527,7.0,0.0527796386427607,6.947220361357239,True
66788,0.0527796386427607,0.375,7.0,0.375,7.0,0.0527796386427607,6.947220361357239,True
40732,0.0527796386427607,1.0769230769230769,7.0,0.0,7.0,0.0527796386427607,6.947220361357239,True
974331,0.0527796386427607,0.6363636363636364,7.0,0.6363636363636364,7.0,0.0527796386427607,6.947220361357239,True
