sku_number,raw_predicted_units_sold,feature_probability_expected_units_consensus,feature_expected_total_units_first_7_days,feature_historical_units_same_discount_avg,feature_signal_max,raw_prediction,feature_exceeds_raw_by,flat_cohort_flag
188705,0.0,113.0,0.0094266666666666,0.0,113.0,0.0,113.0,False
188706,0.0,113.0,0.0104066666666666,0.0,113.0,0.0,113.0,False
192047,0.0,77.0,0.0062533333333333,0.0,77.0,0.0,77.0,False
188707,1.3250950722128343,68.0,0.0041533333333333,0.0,68.0,1.3250950722128343,66.67490492778717,False
192046,20.658096400788256,73.0,0.727168,73.0,73.0,20.658096400788256,52.34190359921175,False
192083,2.290590486345638,17.6799,0.0856666666666666,35.0,35.0,2.290590486345638,32.709409513654364,False
841250,0.1380356416655887,30.714285714285715,0.0125066666666666,0.0,30.714285714285715,0.1380356416655887,30.576250072620127,False
188698,9.189066400613989,39.5,0.01148,0.0,39.5,9.189066400613989,30.31093359938601,False
188712,2.0237369478852125,15.06265,0.0083533333333333,30.0,30.0,2.0237369478852125,27.97626305211479,False
188715,1.9370092764490845,13.6561,0.09366,27.0,27.0,1.9370092764490845,25.062990723550914,False
188710,1.990521910258932,13.53115,0.0041533333333333,27.0,27.0,1.990521910258932,25.00947808974107,False
188711,2.0234917393110954,13.5938,0.0125066666666666,27.0,27.0,2.0234917393110954,24.976508260688906,False
188721,2.0237369478852125,13.6176,0.06048,27.0,27.0,2.0237369478852125,24.97626305211479,False
52115,0.0616250444880151,2.090909090909091,24.5,2.090909090909091,24.5,0.0616250444880151,24.438374955511986,False
94902,1.776788542079141,26.0,0.1103261538461538,26.0,26.0,1.776788542079141,24.223211457920858,False
188736,0.1599768769105691,22.666666666666668,0.0041533333333333,3.0,22.666666666666668,0.1599768769105691,22.5066897897561,False
92850,0.0448128071536814,22.53115,0.0041533333333333,0.0,22.53115,0.0448128071536814,22.486337192846317,False
192033,0.0602324756482809,21.75,0.0010733333333333,1.5,21.75,0.0602324756482809,21.68976752435172,False
69756,0.0602324756482809,21.625,0.0021,2.5,21.625,0.0602324756482809,21.56476752435172,False
698520,0.0277680562791268,21.454545454545453,0.0083533333333333,5.333333333333333,21.454545454545453,0.0277680562791268,21.426777398266328,False
92846,1.937715216320574,11.5861,0.01148,23.0,23.0,1.937715216320574,21.062284783679427,False
91149,0.0527796386427607,1.2,21.0,0.0,21.0,0.0527796386427607,20.94722036135724,True
195518,0.0527796386427607,0.3333333333333333,21.0,0.3636363636363636,21.0,0.0527796386427607,20.94722036135724,True
195412,0.0527796386427607,0.2352941176470588,21.0,0.2352941176470588,21.0,0.0527796386427607,20.94722036135724,True
188713,1.6807080104606138,11.1092,0.0145599999999999,22.0,22.0,1.6807080104606138,20.319291989539387,False
16859,1.6638281218829325,21.666666666666668,0.0385933333333333,21.666666666666668,21.666666666666668,1.6638281218829325,20.002838544783735,False
90912,1.6804628018864969,10.6176,0.0365866666666666,21.0,21.0,1.6804628018864969,19.319537198113505,False
63361,0.0602324756482809,19.125,0.0,0.6666666666666666,19.125,0.0602324756482809,19.06476752435172,False
189553,7.783553087019446,26.666666666666668,0.06566,26.666666666666668,26.666666666666668,7.783553087019446,18.883113579647222,False
92847,1.5939803390244858,10.12495,0.0476,20.0,20.0,1.5939803390244858,18.406019660975513,False
188699,1.6720352668484222,10.0392,0.0052266666666666,20.0,20.0,1.6720352668484222,18.32796473315158,False
192198,0.1114519778137143,17.636363636363637,0.0052266666666666,1.8888888888888888,17.636363636363637,0.1114519778137143,17.52491165854992,False
88414,0.0527796386427607,1e-06,17.5,0.0,17.5,0.0527796386427607,17.44722036135724,True
87550,1.6625633347518958,19.0,0.0021,19.0,19.0,1.6625633347518958,17.337436665248106,False
188704,1.3486006550501377,9.06265,0.0083533333333333,18.0,18.0,1.3486006550501377,16.651399344949862,False
445650,1.4313910135299577,17.941176470588236,0.0219333333333333,12.666666666666666,17.941176470588236,1.4313910135299577,16.50978545705828,False
199738,0.1266007907840575,16.0,0.0,1.0,16.0,0.1266007907840575,15.873399209215943,False
96596,0.0527796386427607,3.0,15.400000000000002,3.0,15.400000000000002,0.0527796386427607,15.347220361357241,True
698571,1.7676854598098342,16.818181818181817,0.01904,16.818181818181817,16.818181818181817,1.7676854598098342,15.050496358371982,False
1485,0.4698238032406708,15.411764705882351,0.01148,5.666666666666667,15.411764705882351,0.4698238032406708,14.941940902641681,False
948829,1.7160843529464225,16.333333333333332,0.0312666666666666,16.333333333333332,16.333333333333332,1.7160843529464225,14.61724898038691,False
90914,1.4637647248070251,8.07805,0.0237866666666666,16.0,16.0,1.4637647248070251,14.536235275192976,False
92848,1.6506820787412324,8.2737,0.0595809523809523,16.0,16.0,1.6506820787412324,14.349317921258768,False
92849,1.7016914136537935,8.2268,0.055296,16.0,16.0,1.7016914136537935,14.298308586346206,False
389404,0.0527796386427607,2.5e-07,14.0,0.0,14.0,0.0527796386427607,13.947220361357239,True
799718,0.0527796386427607,1.0,14.0,1.0,14.0,0.0527796386427607,13.947220361357239,True
91058,0.0527796386427607,1e-06,14.0,0.0,14.0,0.0527796386427607,13.947220361357239,True
96617,0.0527796386427607,2.5e-07,14.0,0.0,14.0,0.0527796386427607,13.947220361357239,True
88458,0.0527796386427607,0.6363636363636364,14.0,0.6363636363636364,14.0,0.0527796386427607,13.947220361357239,True
199053,0.0527796386427607,1.625,14.0,1.625,14.0,0.0527796386427607,13.947220361357239,True
67690,0.0527796386427607,0.5625,14.0,0.5625,14.0,0.0527796386427607,13.947220361357239,True
192936,0.3518327347455192,8.318181818181818,14.0,8.318181818181818,14.0,0.3518327347455192,13.64816726525448,False
367011,2.2342358006388134,15.5,0.0412982424242424,15.5,15.5,2.2342358006388134,13.265764199361186,False
87418,1.811620043476692,15.0,0.0281866666666666,15.0,15.0,1.811620043476692,13.188379956523308,False
27193,2.3397988964772747,15.333333333333334,0.03024,15.333333333333334,15.333333333333334,2.3397988964772747,12.99353443685606,False
478354,0.0616250444880151,1e-06,12.727272727272728,0.0,12.727272727272728,0.0616250444880151,12.665647682784714,False
195445,2.3397988964772747,15.0,0.03024,15.0,15.0,2.3397988964772747,12.660201103522725,False
199846,1.5893196426499645,14.0,0.0270666666666666,14.0,14.0,1.5893196426499645,12.410680357350035,False
43839,1.4740763304326556,13.625,0.0012692592592592,13.625,13.625,1.4740763304326556,12.150923669567344,False
188720,1.3394543727532469,6.6092,0.0145599999999999,13.0,13.0,1.3394543727532469,11.660545627246753,False
184707,1.44303921644154,13.0,0.0094266666666666,13.0,13.0,1.44303921644154,11.55696078355846,False
612448,1.1689060564039897,12.705882352941176,0.01568,10.666666666666666,12.705882352941176,1.1689060564039897,11.536976296537187,False
195051,1.8467977739836807,13.333333333333334,0.0208133333333333,13.333333333333334,13.333333333333334,1.8467977739836807,11.486535559349653,False
32861,0.4698238032406708,11.823529411764708,0.01666,9.666666666666666,11.823529411764708,0.4698238032406708,11.353705608524038,False
188709,1.6802703256665354,6.56265,0.0083533333333333,13.0,13.0,1.6802703256665354,11.319729674333464,False
15789,1.3761469473820491,12.529411764705882,0.0083533333333333,12.529411764705882,12.529411764705882,1.3761469473820491,11.153264817323834,False
90903,0.0616250444880151,11.0000005,0.0,0.0,11.0000005,0.0616250444880151,10.938375455511986,False
63416,1.426894183783834,12.333333333333334,0.0145599999999999,12.333333333333334,12.333333333333334,1.426894183783834,10.9064391495495,False
580,1.5677113242491572,12.444444444444445,0.0260866666666666,12.444444444444445,12.444444444444445,1.5677113242491572,10.876733120195288,False
199243,1.2495231505373083,6.0392,0.0052266666666666,12.0,12.0,1.2495231505373083,10.750476849462691,False
188996,1.971312758261417,12.625,0.0104066666666666,12.625,12.625,1.971312758261417,10.653687241738583,False
90462,0.0527796386427607,0.6666666666666666,10.5,0.6666666666666666,10.5,0.0527796386427607,10.447220361357239,True
90432,0.0527796386427607,0.4285714285714285,10.5,0.4285714285714285,10.5,0.0527796386427607,10.447220361357239,True
192118,0.0527796386427607,0.4230769230769231,10.5,0.4230769230769231,10.5,0.0527796386427607,10.447220361357239,True
93993,0.0527796386427607,0.9090909090909092,10.5,0.9090909090909092,10.5,0.0527796386427607,10.447220361357239,True
90990,0.0527796386427607,1e-06,10.5,0.0,10.5,0.0527796386427607,10.447220361357239,True
192032,0.0616250444880151,10.5,0.0,1.8333333333333333,10.5,0.0616250444880151,10.438374955511986,False
15792,1.3674742037698575,11.764705882352942,0.0073266666666666,11.764705882352942,11.764705882352942,1.3674742037698575,10.397231678583085,False
193203,1.3285563705943968,11.636363636363637,0.01148,11.636363636363637,11.636363636363637,1.3285563705943968,10.30780726576924,False
63079,1.453257156339746,11.705882352941176,0.0145599999999999,11.705882352941176,11.705882352941176,1.453257156339746,10.25262519660143,False
55533,1.8113579389242784,12.0,0.0239866666666666,12.0,12.0,1.8113579389242784,10.188642061075722,False
188700,28.950378148954503,39.0,0.0052266666666666,0.0,39.0,28.950378148954503,10.049621851045497,False
49686,1.4637647248070251,11.5,0.0083533333333333,11.5,11.5,1.4637647248070251,10.036235275192976,False
93335,0.2408363495915285,10.0,0.0145599999999999,10.0,10.0,0.2408363495915285,9.759163650408471,False
365033,0.0527796386427607,1.9230769230769231,9.8,0.0,9.8,0.0527796386427607,9.74722036135724,True
87417,1.2583685563825626,5.5392,0.0082133333333333,11.0,11.0,1.2583685563825626,9.741631443617438,False
93339,0.2744530790358075,10.0,0.0250133333333333,10.0,10.0,0.2744530790358075,9.725546920964192,False
94903,1.2866595937767968,11.0,0.0145599999999999,11.0,11.0,1.2866595937767968,9.713340406223203,False
195091,1.3307816291410552,5.55495,0.0073266666666666,11.0,11.0,1.3307816291410552,9.669218370858944,False
188716,1.3307816291410552,5.53115,0.0041533333333333,11.0,11.0,1.3307816291410552,9.669218370858944,False
192050,1.3394543727532469,5.5707,0.0094266666666666,11.0,11.0,1.3394543727532469,9.660545627246753,False
199841,0.6779872354331966,10.0,0.0145599999999999,10.0,10.0,0.6779872354331966,9.322012764566804,False
94071,0.0527796386427607,1.1428571428571428,9.333333333333332,1.1428571428571428,9.333333333333332,0.0527796386427607,9.280553694690571,True
193696,0.0527796386427607,0.6666666666666666,9.333333333333332,0.6666666666666666,9.333333333333332,0.0527796386427607,9.280553694690571,True
67700,0.0527796386427607,1.125,9.333333333333332,1.125,9.333333333333332,0.0527796386427607,9.280553694690571,True
194014,0.0527796386427607,2.5e-07,9.333333333333332,0.0,9.333333333333332,0.0527796386427607,9.280553694690571,True
195102,0.0616250444880151,9.25,0.0,1.5,9.25,0.0616250444880151,9.188374955511986,False
18512,0.4848554063242044,9.666666666666666,0.0177333333333333,9.666666666666666,9.666666666666666,0.4848554063242044,9.181811260342462,False
188833,1.599457170150859,10.666666666666666,0.0425333333333333,10.666666666666666,10.666666666666666,1.599457170150859,9.067209496515806,False
193204,0.2198691226881941,9.272727272727272,0.0104066666666666,9.272727272727272,9.272727272727272,0.2198691226881941,9.052858150039077,False
37987,1.508522199986306,10.5,0.0208133333333333,10.5,10.5,1.508522199986306,8.991477800013694,False
187116,0.0616250444880151,4.53115,0.0041533333333333,9.0,9.0,0.0616250444880151,8.938374955511986,False
187118,0.0616250444880151,4.53115,0.0041533333333333,9.0,9.0,0.0616250444880151,8.938374955511986,False
90766,0.0616250444880151,9.0,0.0052266666666666,5.0,9.0,0.0616250444880151,8.938374955511986,False
87758,0.1597505332208443,9.0000005,0.0041533333333333,0.0,9.0000005,0.1597505332208443,8.840249966779156,False
188719,0.1597505332208443,4.5469,0.0080399999999999,9.0,9.0,0.1597505332208443,8.840249466779156,False
46889,0.2111963790760025,9.0,0.0052266666666666,9.0,9.0,0.2111963790760025,8.788803620923998,False
87753,0.2321636059793369,9.0000005,0.0080399999999999,9.0,9.0000005,0.2321636059793369,8.767836894020663,False
94904,0.2408363495915285,9.0000005,0.01666,9.0,9.0000005,0.2408363495915285,8.759164150408472,False
20798,2.0598051201382344,10.77777777777778,0.01568,10.77777777777778,10.77777777777778,2.0598051201382344,8.717972657639546,False
96608,0.0527796386427607,1.5,8.75,1.5,8.75,0.0527796386427607,8.697220361357239,True
87755,0.1424405731659571,8.5000005,0.0075933333333333,8.5,8.5000005,0.1424405731659571,8.357559926834043,False
193213,0.0527796386427607,1.6363636363636365,8.4,1.6363636363636365,8.4,0.0527796386427607,8.34722036135724,True
198637,0.5294156518300672,8.75,0.0052266666666666,8.75,8.75,0.5294156518300672,8.220584348169933,False
655035,2.1716232591579705,10.333333333333334,0.03332,10.333333333333334,10.333333333333334,2.1716232591579705,8.161710074175364,False
655084,2.18518946811224,10.333333333333334,0.0250133333333333,10.333333333333334,10.333333333333334,2.18518946811224,8.148143865221094,False
495891,0.1881636177412837,8.333333333333334,0.0239866666666666,8.333333333333334,8.333333333333334,0.1881636177412837,8.14516971559205,False
390763,0.2607610770954225,8.4,0.0083533333333333,8.4,8.4,0.2607610770954225,8.139238922904578,False
189518,0.0527796386427607,1.6470588235294117,8.166666666666668,1.6470588235294117,8.166666666666668,0.0527796386427607,8.113887028023907,True
192838,0.1690081986319646,6.8,0.01148,8.142857142857142,8.142857142857142,0.1690081986319646,7.973848944225177,False
87748,0.0527796386427607,8.0,0.0041533333333333,0.0,8.0,0.0527796386427607,7.947220361357239,True
97057,0.0527796386427607,1e-06,8.0,0.0,8.0,0.0527796386427607,7.947220361357239,True
