model_run_id,model_root,units_model_path,units_model_exists,inference_schema_path,trained_at_utc,target_mode,train_rows,test_rows,train_last_date,test_last_date,decision_surface_run_id,repredict_max_abs_diff_from_stored_raw,repredict_mean_abs_diff_from_stored_raw,stored_raw_matches_repredict_yes_no
golden-20260520-commercial-20260601b-handofffix-e2e,/Users/paulmorison/Library/CloudStorage/OneDrive-Management4HealthPtyLtd/Coding & Data/Fourth Form Signal/tmp/promotions_policyreplay-existing-model-20260602a/training/models/golden-20260520-commercial-20260601b-handofffix-e2e,/Users/paulmorison/Library/CloudStorage/OneDrive-Management4HealthPtyLtd/Coding & Data/Fourth Form Signal/tmp/promotions_policyreplay-existing-model-20260602a/training/models/golden-20260520-commercial-20260601b-handofffix-e2e/units_gradient_boosting.joblib,True,/Users/paulmorison/Library/CloudStorage/OneDrive-Management4HealthPtyLtd/Coding & Data/Fourth Form Signal/tmp/promotions_policyreplay-existing-model-20260602a/training/models/golden-20260520-commercial-20260601b-handofffix-e2e/inference_schema.json,2026-06-01T13:23:39.417328+00:00,current_trainer_contract,96610,52285,2025-03-03,2026-04-23,e2e-live-20260619T123109,23.62752395,0.07147311,NO
