run_id,units_target_mode,units_target_column,units_target_weight_used,live_units_training_target_column,production_units_gb_path,shadow_units_gb_path,shadow_predictions_path
phase4b-shadow-sufficient-stock-smoke,sufficient_stock_shadow,sufficient_stock_demand_units_target,True,target_actual_units_sold,/Users/paulmorison/Library/CloudStorage/OneDrive-Management4HealthPtyLtd/Coding & Data/Fourth Form Signal/tmp/phase4b_shadow_trainer_smoke/promotions_artifacts/training/models/phase4b-shadow-sufficient-stock-smoke/units_gradient_boosting.joblib,/Users/paulmorison/Library/CloudStorage/OneDrive-Management4HealthPtyLtd/Coding & Data/Fourth Form Signal/tmp/phase4b_shadow_trainer_smoke/promotions_artifacts/training/models/phase4b-shadow-sufficient-stock-smoke/target_mode_shadow_sufficient_stock_units_gb.joblib,/Users/paulmorison/Library/CloudStorage/OneDrive-Management4HealthPtyLtd/Coding & Data/Fourth Form Signal/tmp/phase4b_shadow_trainer_smoke/promotions_artifacts/training/models/phase4b-shadow-sufficient-stock-smoke/test_set_predictions_sufficient_stock_shadow.parquet
