customer_release_recommendation,primary_blocker,phase6a_deployment_status,phase6c_adjacent_validation_status,phase6c_feature_reconciliation_status,phase6c_active_learning_candidates,phase6c_adjacent_path_wape,phase6c_adjacent_path_bias_pct,phase6c_adjacent_beats_model_rate,dag_current_coverage_score,dag_repairable_coverage_score,kg_enriched_edge_count,ats_validation_status,false_zero_demand_risk_count,top_ml_next_action,auto_orders_approved,notes
NO_RELEASE,no_segment_calibration_allowed_rows,PROPOSED_NOT_DEPLOYED,UNDERPERFORMS_MODEL,RECONCILED,100,0.6294944521497919,-47.579223300970874,40.3125,0.4375,0.9375,17749,PASS,0,Continue advisory use; do not replace forecast,NO,Phase 6C validates Phase 6B layers; does not deploy calibration or create orders
