total_columns_in_source_frame,total_feature_rows_audited,identity_columns_count,raw_input_columns_count,derived_feature_columns_count,brain_eligible_columns_count,brain_used_columns_count,governance_only_columns_count,report_only_columns_count,diagnostics_only_columns_count,excluded_leakage_columns_count,excluded_legacy_limit_columns_count,catalog_features_present_in_source,count_reconciliation_status,count_reconciliation_note
53,81,3,17,5,56,56,0,6,0,6,6,17,RECONCILED,81 rows = catalogued feature names across families; 17 present in sampled source frame; 56 brain-eligible per family/leakage rules (includes features not yet merged into frame).
