sku_number,sku_description,department,promotion_name,decision_triage_class,buyer_review_priority_score,buyer_review_queue_rank,brain_action_label,final_governed_action_label,final_governed_order_units,optimal_stock_position_order_units,regime_adjusted_decision_value,expected_promo_uplift_units,leftover_units_above_optimal,missed_demand_penalty,calibrated_regime_conviction_score,conviction_downgrade_reason,decision_triage_reason,human_interpretation_summary
199848,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,43.0,1,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,56.189,2.327,0.0,35.88,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
61549,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,40.2,2,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,53.932,2.669,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
90543,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39.8,3,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,61.173,1.856,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
65610,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39.8,4,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,60.59,2.029,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
94668,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39.8,5,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,50.64,1.929,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
70978,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39.7,6,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,51.066,1.629,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
65586,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39.5,7,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,48.957,2.907,2.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
195087,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39.3,8,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,46.211,1.858,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
40357,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39.2,9,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,47.288,1.804,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
195049,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,38.3,10,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,40.586,2.573,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
94669,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,38.0,11,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,41.291,1.557,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
188990,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,37.7,12,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,37.734,2.461,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
65560,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,37.5,13,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,38.253,2.191,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
65589,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,37.3,14,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,35.04,3.167,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
61549,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,37.1,15,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,35.65,2.84,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
199901,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,36.8,16,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,35.108,2.029,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
87637,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,36.1,17,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,27.641,2.979,0.0,4.69,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
60548,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,35.5,18,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,27.875,1.378,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
65559,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,35.0,19,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,24.448,2.424,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
92434,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,35.0,20,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.722,2.046,0.0,0.0,35.0,small_sample_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
87747,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,35.0,21,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,24.937,2.001,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
195081,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,34.9,22,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,58.578,2.25,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
190070,0.0,BEAUTY ACCESSORIES,unknown,HIGH_PRIORITY_BUY_REVIEW,34.4,23,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,23.501,1.571,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
194049,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,34.1,24,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,21.877,1.511,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
483699,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,34.0,25,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,36.19,1.479,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
196550,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.6,26,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,17.515,3.3,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
65591,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,33.6,27,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,84.653,1.01,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
90795,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.6,28,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,19.304,1.505,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
198651,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.4,29,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,18.589,2.546,1.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
69749,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.3,30,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,17.985,1.552,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
198462,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.3,31,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,17.898,1.715,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
94217,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.2,32,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,14.659,2.033,0.0,3.18,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
49817,0.0,BATH TOILETRIES,unknown,HIGH_PRIORITY_BUY_REVIEW,33.1,33,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,16.784,1.388,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
199069,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,33.0,34,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,13.945,1.393,0.0,4.08,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
483788,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.0,35,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,21.784,1.394,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
87807,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.0,36,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,13.879,2.854,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
195116,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,33.0,37,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,14.766,2.096,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
65607,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.9,38,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,16.089,1.51,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
188990,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.8,39,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,15.383,1.457,0.917,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
483788,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.8,40,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,35.549,1.107,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, cash, promo; constraints: none"
65837,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.8,41,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,15.187,1.773,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
198293,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.7,42,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,12.962,2.115,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
198293,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.6,43,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,12.713,1.929,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
188953,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.6,44,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,12.96,1.967,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
192118,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.5,45,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,12.984,1.449,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
369403,0.0,INCONTINENCE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.5,46,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,13.263,2.233,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
250236,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.5,47,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,12.206,2.002,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
94496,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.4,48,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,12.925,1.929,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
20841,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.4,49,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,11.759,1.929,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
94005,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,32.3,50,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,11.738,1.374,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
195117,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.3,51,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,39.094,1.052,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, cash, promo; constraints: none"
472581,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.3,52,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,11.492,1.679,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
90153,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,32.2,53,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,12.946,1.247,0.0,7.7,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
369403,0.0,INCONTINENCE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.2,54,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,10.917,2.813,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
41547,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,32.2,55,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,12.987,2.277,1.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
24359,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.1,56,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,36.755,1.142,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, cash, stock; constraints: none"
102088,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,32.1,57,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,10.986,1.41,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
28286,0.0,INCONTINENCE,unknown,HIGH_PRIORITY_BUY_REVIEW,32.0,58,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,10.843,2.113,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
67686,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.9,59,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,10.121,1.29,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
90154,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.8,60,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,9.253,1.345,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
309146,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.8,61,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,8.901,2.009,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
90164,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.8,62,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,9.362,1.29,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
66822,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.7,63,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,12.324,1.235,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
199865,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.7,64,AGGRESSIVE_BUY,AGGRESSIVE_BUY,7.0,7.0,33.923,2.55,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes AGGRESSIVE_BUY for 7 units; top drivers: promo, demand, cash; constraints: none"
10434,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.7,65,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,8.164,2.285,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
191181,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.6,66,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,8.377,1.149,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
41541,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,31.6,67,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,7.875,2.777,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
191181,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.6,68,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,8.609,1.273,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
20866,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.5,69,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,9.273,1.1,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
74131,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.5,70,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,8.919,1.727,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
65843,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.5,71,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,7.636,1.759,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
198725,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.5,72,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,7.824,1.218,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
