sku_number,sku_description,department,promotion_name,decision_triage_class,buyer_review_priority_score,buyer_review_queue_rank,brain_action_label,final_governed_action_label,final_governed_order_units,optimal_stock_position_order_units,regime_adjusted_decision_value,expected_promo_uplift_units,leftover_units_above_optimal,missed_demand_penalty,calibrated_regime_conviction_score,conviction_downgrade_reason,decision_triage_reason,human_interpretation_summary
645745,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,23.7,376,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.243,0.837,0.0,0.0,37.0,model_bias_dangerously_negative_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
92434,0.0,SUNCARE,unknown,STANDARD_RUN_DOWN_REVIEW,23.7,377,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,0.0,0.0,3.481,1.732,1.0,0.0,5.0,high_wape_regime_cap,standard_run_down_review,"Brain proposes NO_BUY_RUN_DOWN for 0 units; top drivers: promo, demand, cash; constraints: overstock_run_down_no_buy"
68375,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.7,378,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,3.508,1.777,0.857,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, promo, cash; constraints: none"
32866,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.7,379,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,15.605,1.429,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
57385,0.0,DIGESTIVE CARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.6,380,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,18.562,1.522,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
744247,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,23.6,381,AGGRESSIVE_BUY,AGGRESSIVE_BUY,7.0,7.0,-10.576,5.165,2.857,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes AGGRESSIVE_BUY for 7 units; top drivers: promo, demand, cash; constraints: none"
194019,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,23.5,382,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,27.818,1.082,0.0,0.0,32.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: cash, demand, stock; constraints: none"
190871,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,23.5,383,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,17.454,1.633,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
90149,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.5,384,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.037,0.823,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
197355,0.0,HAIR ACC BRUSHES,unknown,HIGH_PRIORITY_BUY_REVIEW,23.5,385,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,17.845,1.395,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
198287,0.0,SKINCARE,unknown,STANDARD_RUN_DOWN_REVIEW,23.5,386,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,0.0,0.0,-2.28,1.429,1.857,0.0,5.0,small_sample_regime_cap,standard_run_down_review,"Brain proposes NO_BUY_RUN_DOWN for 0 units; top drivers: demand, cash, promo; constraints: overstock_run_down_no_buy"
88519,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.5,387,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,18.375,2.229,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
333778,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,23.5,388,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,29.289,2.167,0.0,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: demand, promo, cash; constraints: none"
93999,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.5,389,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.894,0.823,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
74656,0.0,VITAMIN SUPPLEMENT,unknown,HIGH_PRIORITY_BUY_REVIEW,23.4,390,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,17.133,1.703,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
252668,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.4,391,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,37.68,0.0,0.0,0.0,32.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: cash, supplier, stock; constraints: none"
36122,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.4,392,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.729,0.673,0.0,0.0,37.0,model_bias_dangerously_negative_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, stock, demand; constraints: none"
191996,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.4,393,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,2.0,2.0,7.182,2.2,1.0,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 2 units; top drivers: promo, demand, cash; constraints: none"
192981,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,23.4,394,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,18.59,2.777,2.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
679024,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.3,395,CONTROLLED_BUY,CONTROLLED_BUY,8.0,8.0,8.721,2.125,0.107,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes CONTROLLED_BUY for 8 units; top drivers: demand, cash, promo; constraints: none"
36121,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.3,396,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.879,0.811,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
94713,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.3,397,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,1.951,0.794,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
73094,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.3,398,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,16.643,1.868,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
191997,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.2,399,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,3.701,1.707,0.857,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, promo, cash; constraints: none"
22488,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,23.2,400,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,33.969,0.159,0.0,0.0,32.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: cash, supplier, stock; constraints: none"
34113,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.2,401,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.612,0.823,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
385948,0.0,INCONTINENCE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.2,402,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,13.709,1.748,0.0,6.06,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
90972,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.2,403,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,15.549,2.37,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
15841,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,23.2,404,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.426,0.973,0.0,0.0,10.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, cash, promo; constraints: none"
379395,0.0,VITAMIN SUPPLEMENT,unknown,HIGH_PRIORITY_BUY_REVIEW,23.1,405,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,15.825,1.484,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
90147,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,23.1,406,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,7.769,1.117,0.0,0.0,10.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, cash, promo; constraints: none"
186738,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,23.1,407,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,16.312,1.123,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
41516,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,23.1,408,AGGRESSIVE_BUY,AGGRESSIVE_BUY,6.0,6.0,14.307,2.807,1.0,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes AGGRESSIVE_BUY for 6 units; top drivers: promo, demand, cash; constraints: none"
195081,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.0,409,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,15.184,2.038,0.786,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: demand, cash, promo; constraints: none"
94287,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.0,410,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,13.216,1.429,0.857,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
645753,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,23.0,411,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.618,0.941,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
192065,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,23.0,412,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,12.076,1.429,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
93996,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.0,413,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,10.386,0.766,0.0,0.0,17.0,small_sample_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
43994,0.0,COUGH COLD,unknown,STANDARD_BUY_REVIEW,23.0,414,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,6.412,1.279,0.0,0.0,35.0,small_sample_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 1 units; top drivers: promo, demand, cash; constraints: none"
91016,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,23.0,415,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,1.947,0.823,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
91441,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,22.9,416,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,44.945,3.01,0.0,0.0,12.0,small_sample_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
93457,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.9,417,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,11.946,2.601,0.0,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
197206,0.0,BEAUTY ACCESSORIES,unknown,HIGH_PRIORITY_BUY_REVIEW,22.9,418,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,14.724,1.63,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
88236,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,22.9,419,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.596,0.751,0.0,0.0,37.0,model_bias_dangerously_negative_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
90043,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.9,420,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,14.875,1.371,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
90436,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,22.9,421,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,2.0,2.0,10.026,0.477,0.0,0.0,37.0,model_bias_dangerously_negative_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 2 units; top drivers: cash, demand, stock; constraints: none"
385395,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.9,422,CONTROLLED_BUY,CONTROLLED_BUY,7.0,7.0,7.491,2.907,0.929,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes CONTROLLED_BUY for 7 units; top drivers: demand, cash, promo; constraints: none"
88302,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,22.9,423,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,1.294,0.823,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
16525,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.9,424,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,11.698,1.429,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
95023,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.9,425,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,1.654,1.535,0.857,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
199407,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.9,426,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,15.998,2.169,0.0,3.44,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
190072,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,22.8,427,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,11.495,0.859,0.0,0.0,17.0,small_sample_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
65486,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.8,428,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,11.013,1.429,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
91442,0.0,HAIRCARE,unknown,STANDARD_RUN_DOWN_REVIEW,22.8,429,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,0.0,0.0,51.188,3.305,0.857,0.0,5.0,high_wape_regime_cap,standard_run_down_review,"Brain proposes NO_BUY_RUN_DOWN for 0 units; top drivers: promo, demand, cash; constraints: overstock_run_down_no_buy"
576009,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.8,430,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,14.278,1.552,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
37849,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.8,431,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,13.578,2.382,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
87470,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.8,432,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,12.275,1.929,0.0,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
380600,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.8,433,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,-2.317,1.512,1.0,0.0,10.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, promo, cash; constraints: none"
88098,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.7,434,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,12.461,1.853,0.0,0.0,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: demand, cash, promo; constraints: none"
190320,0.0,HAIR ACC BRUSHES,unknown,HIGH_PRIORITY_BUY_REVIEW,22.7,435,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,17.695,1.423,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
28179,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,22.7,436,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.971,0.718,0.0,0.0,37.0,model_bias_dangerously_negative_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, stock, demand; constraints: none"
15839,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,22.7,437,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,8.961,0.766,0.0,0.0,17.0,small_sample_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: cash, demand, stock; constraints: none"
189249,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,22.7,438,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,7.093,0.939,0.0,0.0,10.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, cash, stock; constraints: none"
196312,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.7,439,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,13.988,1.485,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
234931,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.7,440,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,5.236,1.744,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
94039,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,22.7,441,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,46.769,1.24,0.0,0.0,5.0,small_sample_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: cash, demand, supplier; constraints: none"
94120,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,22.6,442,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,23.811,1.586,1.0,0.0,5.0,small_sample_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
70978,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,22.6,443,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,39.425,2.025,0.0,0.0,35.0,high_wape_regime_cap,standard_buy_review,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: cash, stock, supplier; constraints: none"
62123,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.6,444,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,13.263,1.819,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
196313,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.6,445,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,13.255,1.485,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
31831,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.6,446,CONTROLLED_BUY,CONTROLLED_BUY,6.0,6.0,12.07,2.426,0.173,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes CONTROLLED_BUY for 6 units; top drivers: demand, cash, stock; constraints: none"
781207,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,22.5,447,AGGRESSIVE_BUY,AGGRESSIVE_BUY,6.0,6.0,14.295,2.06,0.0,2.16,5.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes AGGRESSIVE_BUY for 6 units; top drivers: promo, demand, cash; constraints: none"
94039,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,22.5,448,CONTROLLED_BUY,CONTROLLED_BUY,6.0,6.0,49.076,3.5,0.0,7.52,5.0,high_wape_regime_cap,standard_buy_review,"Brain proposes CONTROLLED_BUY for 6 units; top drivers: cash, stock, supplier; constraints: none"
67283,0.0,NUTRITION WELLBEIN,unknown,HIGH_PRIORITY_BUY_REVIEW,22.5,449,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,12.729,1.461,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
