total_skus,canonical_demand_fields_present_yes_no,stale_output_yes_no,rows_selected_demand_eq_1,rows_selected_demand_eq_0,rows_positive_demand_no_demand_label,rows_positive_demand_no_demand_audit,rows_positive_gap,rows_positive_gap_zero_order,rows_positive_gap_zero_order_no_explicit_blocker,total_stock_gap_units,total_order_units,total_pre_promo_demand_units,total_promo_window_demand_units,all_zero_order_output_yes_no,rows_demand_collapse_warning,internal_fields_leaking_yes_no,customer_ready_yes_no,rows_feature_signal_exceeds_final_by_2plus,internal_leak_columns,audit_internal_token_counts,canonical_missing,source,phase2_note,top_blocker_1,top_blocker_2,top_blocker_3
3531,YES,NO,3506,4,0,0,1746,14,0,4804,4788,18406.0,3527.0,NO,160,NO,NO,692,none,"{'raw_units=': 0, 'provisional_units=': 0, 'final_units=': 0}",none,tmp/stage11_phase2_export_demand_rerun_output/governed/promotions/priceline/772/prediction/2026-07-23/772_2026-07-23_allocation-report-se01-skincare-sales-event.csv,Phase 2 changes trainer backtest export only; Stage 11 DS uses Phase 1 calibrated demand semantics.,demand_collapsed_to_0_or_1,none,none
