sku_number,sku_description,department,promotion_name,decision_triage_class,economic_priority_rank,economic_net_value_score,missed_sales_avoidance_value,brain_action_label,final_governed_action_label,current_soh,expected_soh_at_promo_start_before_order,long_tail_sku_flag,basket_completion_sku_flag,basket_attachment_score,basket_mission_importance_score,long_tail_stockout_risk_score,basket_loss_multiplier,long_tail_protection_value,basket_trust_convexity_value,long_tail_basket_protection_reason
92157,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,126,-21.777,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
69756,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,127,-0.186,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
195102,0.0,SKINCARE,unknown,STANDARD_RUN_DOWN_REVIEW,128,27.938,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,4.0,4.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
68445,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,129,53.05,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,YES,NO,0.0,0.0,70.0,1.5,0.0,0.0,verify_2_unit_minimum_soh_open_for_sale
92157,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,130,-22.141,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
95872,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,131,-22.141,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
95888,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,132,-22.141,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199949,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,133,2.217,19.76,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,70.0,1.0,0.0,0.0,standard_volume_protection
44251,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,134,-20.316,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92150,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,135,-21.95,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
65583,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,136,36.988,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,NO,NO,0.0,0.0,50.0,1.0,0.0,0.0,standard_volume_protection
21964,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,137,-22.74,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
91052,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,138,-22.626,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92150,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,139,-22.466,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92152,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,140,-22.624,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
21963,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,141,-22.645,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
727,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,142,-22.318,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
91052,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,143,-22.531,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
91884,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,144,-22.321,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
15826,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,145,-21.615,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
65591,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,146,3.902,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
27193,0.0,SUNCARE,unknown,STANDARD_BUY_REVIEW,147,115.644,158.197,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.0,0.0,NO,NO,0.0,0.0,70.0,1.0,0.0,0.0,standard_volume_protection
32159,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,148,-22.993,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
369403,0.0,INCONTINENCE,unknown,HIGH_PRIORITY_BUY_REVIEW,149,-16.485,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
94659,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,150,-22.325,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
90766,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,151,34.764,17.96,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,2.0,2.0,NO,NO,0.0,0.0,39.6,1.0,0.0,0.0,standard_volume_protection
369403,0.0,INCONTINENCE,unknown,HIGH_PRIORITY_BUY_REVIEW,152,-18.041,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
10434,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,153,-23.343,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
87764,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,154,-23.398,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
483699,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,155,58.452,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,NO,NO,0.0,0.0,50.0,1.0,0.0,0.0,standard_volume_protection
385301,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,156,-11.058,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
185497,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,157,-24.0,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
199069,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,158,-24.0,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
90153,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,159,-24.0,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
94005,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,160,-24.0,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
44743,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,161,-20.873,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
184856,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,162,-19.094,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
55990,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,163,-24.464,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
67859,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,164,-24.363,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
198650,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,165,9.837,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
28286,0.0,INCONTINENCE,unknown,HIGH_PRIORITY_BUY_REVIEW,166,-19.465,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
89761,0.0,TANNING,unknown,STANDARD_RUN_DOWN_REVIEW,167,-12.829,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,6.0,6.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
39410,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,168,-21.567,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
42830,0.0,SKINCARE,unknown,STANDARD_RUN_DOWN_REVIEW,169,-17.059,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,6.0,6.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
188990,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,170,-13.233,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
20866,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,171,-20.034,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
88315,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,172,-26.114,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199841,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,173,108.653,124.805,CONTROLLED_BUY,CONTROLLED_BUY,4.0,4.0,NO,NO,0.0,0.0,40.0,1.0,0.0,0.0,standard_volume_protection
51926,0.0,MENS GROOMING,unknown,HIGH_PRIORITY_BUY_REVIEW,174,-17.587,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92334,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,175,0.228,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
94904,0.0,SKINCARE,unknown,STANDARD_RUN_DOWN_REVIEW,176,29.489,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,6.0,6.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
92848,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,177,113.879,145.732,CONTROLLED_BUY,CONTROLLED_BUY,6.0,6.0,NO,NO,0.0,0.0,20.0,1.0,0.0,0.0,standard_volume_protection
230758,0.0,BATH TOILETRIES,unknown,HIGH_PRIORITY_BUY_REVIEW,178,-19.679,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
24359,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,179,-4.684,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
271519,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,180,-21.903,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
187118,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,181,137.524,50.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,2.0,2.0,YES,NO,0.0,0.0,60.0,1.5,74.85,0.0,long_tail_mission_relevance_review
192181,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,182,-3.008,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
193456,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,183,78.121,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,NO,NO,0.0,0.0,50.0,1.0,0.0,0.0,standard_volume_protection
41541,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,184,-20.733,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199845,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,185,20.41,28.057,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,54.0,1.0,0.0,0.0,standard_volume_protection
95870,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,186,-22.104,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
95893,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,187,-22.966,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
90155,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,188,-27.911,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
199044,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,189,-19.964,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
483788,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,190,-13.439,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92642,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,191,-19.935,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
94921,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,192,-17.775,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199844,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,193,32.943,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,2.0,2.0,NO,NO,0.0,0.0,20.0,1.0,0.0,0.0,standard_volume_protection
90934,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,194,-17.858,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
94905,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,195,27.997,34.742,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,56.4,1.0,0.0,0.0,standard_volume_protection
21964,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,196,-23.059,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
5446,0.0,FOOTCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,197,-20.399,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92260,0.0,BATH TOILETRIES,unknown,HIGH_PRIORITY_BUY_REVIEW,198,-21.255,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199849,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,199,-32.394,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
194045,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,200,-15.856,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
56483,0.0,SUNCARE,unknown,STANDARD_RUN_DOWN_REVIEW,201,-16.421,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,6.0,6.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
38436,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,202,-17.266,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199846,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,203,28.522,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
21773,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,204,-22.668,12.62,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,48.1,1.0,0.0,0.0,standard_volume_protection
91442,0.0,HAIRCARE,unknown,STANDARD_RUN_DOWN_REVIEW,205,-11.345,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,7.0,7.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
192981,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,206,-14.201,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92331,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,207,137.719,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,YES,NO,0.0,0.0,70.0,1.5,0.0,0.0,verify_2_unit_minimum_soh_open_for_sale
195081,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,208,-8.415,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
188745,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,209,-13.919,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
42784,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,210,-21.255,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
47723,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,211,-16.437,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
92434,0.0,SUNCARE,unknown,STANDARD_RUN_DOWN_REVIEW,212,-16.554,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,5.0,5.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
16525,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,213,-18.581,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
61289,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,214,-22.189,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
655791,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,215,-22.337,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
49692,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,216,-18.339,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
74656,0.0,VITAMIN SUPPLEMENT,unknown,HIGH_PRIORITY_BUY_REVIEW,217,-20.159,21.32,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,70.0,1.0,0.0,0.0,standard_volume_protection
24925,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,218,-11.156,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
93466,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,219,-19.13,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
198717,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,220,-21.772,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
186457,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,221,-9.871,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
67686,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,222,-21.319,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
65591,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,223,8.388,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
192531,0.0,TANNING,unknown,HIGH_PRIORITY_BUY_REVIEW,224,-19.688,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
481130,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,225,49.5,66.774,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,70.0,1.0,0.0,0.0,standard_volume_protection
195049,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,226,-4.107,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
38297,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,227,-7.669,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
