sku_number,sku_description,final_governed_action_label,brain_learned_action_label,brain_value_gap_vs_current,economic_net_value_score,brain_expected_economic_value,brain_expected_stock_exit_distance,long_tail_protection_value,basket_trust_convexity_value,stock_exit_gap,missed_demand_risk_gap,basket_trust_gap
94054,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,4.812,26.414,31.226,1.993,0.0,0.0,1.993,0.0,0.0
94508,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.742,-0.567,4.175,0.998,0.0,0.0,0.998,0.0,0.0
93580,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.717,-73.871,-69.154,2.86,0.0,0.0,2.86,0.0,0.0
40898,0.0,BLOCKED_UNSAFE,BUYER_REVIEW_REQUIRED,4.682,-14.264,-9.582,0.999,0.0,0.0,0.999,0.0,0.0
73378,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,4.618,-4.235,0.383,0.999,0.0,0.0,0.999,0.0,0.0
195698,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.598,-40.007,-35.409,3.97,0.0,0.0,3.97,0.0,0.0
67890,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,4.597,-11.703,-7.106,0.999,0.0,0.0,0.999,0.0,0.0
87748,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.538,-6.048,-1.51,9.143,0.0,0.0,9.143,0.0,0.0
192034,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,4.509,-53.672,-49.163,1.868,0.0,0.0,1.868,0.0,0.0
665877,0.0,BLOCKED_UNSAFE,BUYER_REVIEW_REQUIRED,4.5,6.353,10.853,1.993,0.0,0.0,1.993,0.0,0.0
289140,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,4.481,-53.644,-49.163,2.96,0.0,0.0,2.96,0.0,0.0
189553,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,4.468,-87.926,-83.458,18.809,0.0,0.0,18.809,0.0,0.0
192981,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,4.429,-14.201,-9.772,1.993,0.0,0.0,1.993,0.0,0.0
90322,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,4.422,-53.585,-49.163,1.994,0.0,0.0,1.994,0.0,0.0
417216,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.416,-21.138,-16.722,0.999,0.0,0.0,0.999,0.0,0.0
193726,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.375,-20.652,-16.277,0.999,0.0,0.0,0.999,0.0,0.0
92332,0.0,BLOCKED_UNSAFE,BUYER_REVIEW_REQUIRED,4.367,13.013,17.38,1.993,0.0,0.0,1.993,0.0,0.0
90349,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,4.315,-53.478,-49.163,1.994,0.0,0.0,1.994,0.0,0.0
90346,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.303,4.839,9.142,1.993,0.0,0.0,1.993,0.0,0.0
71203,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,4.301,-43.983,-39.682,5.677,0.0,0.0,5.677,0.0,0.0
195639,0.0,BLOCKED_UNSAFE,HOLD_FOR_REPLENISHMENT,4.278,39.035,43.313,0.999,0.0,0.0,0.999,0.0,0.0
58219,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,4.276,-53.443,-49.167,5.763,0.0,0.0,5.763,0.0,0.0
16316,0.0,NO_BUY_RUN_DOWN,BUYER_REVIEW_REQUIRED,4.233,41.151,45.384,1.993,16.136,9.021,1.993,0.0,25.157
71228,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,4.212,-53.375,-49.163,1.232,0.0,0.0,1.232,0.0,0.0
94453,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.202,-3.333,0.869,0.999,0.0,0.0,0.999,0.0,0.0
66258,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,4.192,-78.394,-74.202,8.602,0.0,0.0,8.602,0.0,0.0
24553,0.0,CONTROLLED_BUY,BUYER_REVIEW_REQUIRED,4.186,27.021,31.207,3.36,0.421,0.0,3.36,0.0,0.421
41313,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,4.185,-53.652,-49.467,3.475,0.0,0.0,3.475,0.0,0.0
195446,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,4.181,-53.344,-49.163,2.449,0.0,0.0,2.449,0.0,0.0
91439,0.0,AGGRESSIVE_BUY,BLOCKED_UNSAFE,4.174,8.227,12.401,6.72,0.0,0.0,6.72,0.0,0.0
42784,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.163,-2.838,1.325,1.993,0.0,0.0,1.993,0.0,0.0
335444,0.0,BLOCKED_UNSAFE,BUYER_REVIEW_REQUIRED,4.102,-13.684,-9.582,1.993,0.0,0.0,1.993,0.0,0.0
66937,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.099,-3.606,0.493,1.993,0.0,0.0,1.993,0.0,0.0
43328,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,4.092,-53.255,-49.163,7.176,0.0,0.0,7.176,0.0,0.0
43328,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,4.092,-53.255,-49.163,1.134,0.0,0.0,1.134,0.0,0.0
597575,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.072,-20.794,-16.722,0.013,0.0,0.0,0.013,0.0,0.0
90014,0.0,AGGRESSIVE_BUY,BLOCKED_UNSAFE,4.057,10.393,14.45,3.97,0.0,0.0,3.97,0.0,0.0
88144,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,4.004,-4.504,-0.5,0.999,0.0,0.0,0.999,0.0,0.0
606421,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.975,4.885,8.86,18.036,0.885,0.0,18.036,0.0,0.885
445185,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,3.945,-11.051,-7.106,0.999,0.0,0.0,0.999,0.0,0.0
55681,0.0,BLOCKED_UNSAFE,HOLD_FOR_REPLENISHMENT,3.928,-4.989,-1.061,0.992,0.0,0.0,0.992,0.0,0.0
341835,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,3.925,-14.764,-10.839,0.999,0.0,0.0,0.999,0.0,0.0
190871,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,3.91,-11.016,-7.106,0.013,0.0,0.0,0.013,0.0,0.0
247596,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,3.896,-64.544,-60.648,3.998,0.0,0.0,3.998,0.0,0.0
94039,0.0,CONTROLLED_BUY,BUYER_REVIEW_REQUIRED,3.893,47.284,51.177,1.988,0.0,0.0,1.988,0.0,0.0
613398,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,3.871,-64.728,-60.857,5.79,0.0,0.0,5.79,0.0,0.0
195560,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.836,-52.999,-49.163,1.684,0.0,0.0,1.684,0.0,0.0
948829,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.815,17.271,21.086,6.071,0.439,0.0,6.071,0.0,0.439
196549,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.688,14.065,17.753,1.659,0.0,0.0,1.659,0.0,0.0
54088,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.628,-29.324,-25.696,1.974,0.0,0.0,1.974,0.0,0.0
194040,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.623,15.756,19.379,0.714,0.0,0.0,0.714,0.0,0.0
193713,0.0,CONTROLLED_BUY,BLOCKED_UNSAFE,3.584,11.849,15.433,4.357,0.0,0.0,4.357,0.0,0.0
192751,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.572,-53.038,-49.466,5.766,0.0,0.0,5.766,0.0,0.0
93339,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,3.538,-13.827,-10.289,1.975,0.0,0.0,1.975,0.0,0.0
87755,0.0,CONTROLLED_BUY,BUYER_REVIEW_REQUIRED,3.538,24.062,27.6,6.06,0.924,0.0,6.06,0.0,0.924
27875,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,3.516,-52.679,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
94277,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.494,11.779,15.273,1.993,0.0,0.0,1.993,0.0,0.0
655035,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.473,-1.436,2.037,13.636,0.0,0.0,13.636,0.0,0.0
194018,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.462,-72.122,-68.66,1.532,0.0,0.0,1.532,0.0,0.0
51690,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.454,-52.617,-49.163,1.825,0.0,0.0,1.825,0.0,0.0
91593,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.439,3.437,6.876,0.431,0.0,0.0,0.431,0.0,0.0
212849,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,3.402,-52.565,-49.163,2.314,0.0,0.0,2.314,0.0,0.0
199955,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.4,-53.215,-49.815,6.414,0.0,0.0,6.414,0.0,0.0
92899,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,3.398,47.502,50.9,0.142,0.454,0.0,0.142,0.0,0.454
26169,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,3.376,-52.543,-49.167,7.275,0.0,0.0,7.275,0.0,0.0
57420,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,3.35,-52.513,-49.163,3.59,0.0,0.0,3.59,0.0,0.0
192748,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.306,-52.772,-49.466,6.094,0.0,0.0,6.094,0.0,0.0
186358,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.253,-52.416,-49.163,0.746,0.0,0.0,0.746,0.0,0.0
336629,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,3.212,-72.442,-69.23,7.309,0.0,0.0,7.309,0.0,0.0
57419,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,3.196,-2.332,0.864,8.957,0.0,0.0,8.957,0.0,0.0
386359,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,3.191,-64.048,-60.857,5.859,0.0,0.0,5.859,0.0,0.0
194048,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,3.181,-78.271,-75.09,6.084,0.0,0.0,6.084,0.0,0.0
195445,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.171,-64.683,-61.512,3.282,0.0,0.0,3.282,0.0,0.0
188851,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,3.159,28.816,31.975,2.269,0.59,0.0,2.269,0.0,0.59
194901,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,3.15,-52.313,-49.163,5.695,0.0,0.0,5.695,0.0,0.0
75453,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,3.145,-52.308,-49.163,1.916,0.0,0.0,1.916,0.0,0.0
72013,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.111,37.982,41.093,0.013,0.0,0.0,0.013,0.0,0.0
189553,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,3.076,-75.502,-72.426,5.982,0.0,0.0,5.982,0.0,0.0
63836,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,3.056,-7.136,-4.08,3.601,0.054,0.0,3.601,0.0,0.054
72934,0.0,CONTROLLED_BUY,BUYER_REVIEW_REQUIRED,3.026,36.139,39.165,2.522,1.01,0.0,2.522,0.0,1.01
31685,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,3.023,12.69,15.713,0.013,0.0,0.0,0.013,0.0,0.0
59860,0.0,TOP_UP_TO_OPTIMAL,BLOCKED_UNSAFE,2.999,3.662,6.661,1.993,0.0,0.0,1.993,0.0,0.0
188833,0.0,AGGRESSIVE_BUY,HOLD_FOR_REPLENISHMENT,2.991,-5.285,-2.294,7.112,0.0,0.0,7.112,0.0,0.0
948829,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.991,-31.401,-28.41,4.669,0.0,0.0,4.669,0.0,0.0
72934,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.972,30.697,33.669,2.122,1.006,0.0,2.122,0.0,1.006
44199,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.954,10.618,13.572,1.993,0.0,0.0,1.993,0.0,0.0
26169,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,2.948,-52.115,-49.167,6.802,0.0,0.0,6.802,0.0,0.0
50394,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.863,10.951,13.814,0.999,0.0,0.0,0.999,0.0,0.0
655084,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.856,-63.504,-60.648,2.663,0.0,0.0,2.663,0.0,0.0
39545,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.851,9.924,12.775,0.013,0.0,0.0,0.013,0.0,0.0
94920,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.828,6.166,8.994,0.999,0.0,0.0,0.999,0.0,0.0
199903,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.818,9.957,12.775,0.999,0.0,0.0,0.999,0.0,0.0
195639,0.0,BLOCKED_UNSAFE,HOLD_FOR_REPLENISHMENT,2.765,40.548,43.313,0.999,0.0,0.0,0.999,0.0,0.0
11189,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.761,-52.228,-49.467,2.648,0.0,0.0,2.648,0.0,0.0
42514,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.708,-52.604,-49.896,6.508,0.0,0.0,6.508,0.0,0.0
191317,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.693,10.082,12.775,0.013,0.0,0.0,0.013,0.0,0.0
188698,0.0,HOLD_FOR_REPLENISHMENT,BUYER_REVIEW_REQUIRED,2.646,5.901,8.547,4.809,0.096,0.0,4.809,0.0,0.096
88139,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.644,-51.807,-49.163,0.499,0.0,0.0,0.499,0.0,0.0
62854,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.638,11.176,13.814,0.999,0.0,0.0,0.999,0.0,0.0
192047,0.0,HOLD_FOR_REPLENISHMENT,BUYER_REVIEW_REQUIRED,2.615,5.17,7.785,25.488,0.0,0.0,25.488,0.0,0.0
88139,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.598,-1.343,1.255,1.993,0.0,0.0,1.993,0.0,0.0
94668,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.574,35.692,38.266,0.013,0.0,0.0,0.013,0.0,0.0
46535,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,2.574,-51.737,-49.163,1.172,0.0,0.0,1.172,0.0,0.0
195102,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.56,-52.026,-49.466,5.665,0.0,0.0,5.665,0.0,0.0
59972,0.0,NO_BUY_RUN_DOWN,BUYER_REVIEW_REQUIRED,2.533,10.695,13.228,1.993,16.67,1.211,1.993,0.0,17.881
88080,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,2.515,27.945,30.46,0.008,0.0,0.0,0.008,0.0,0.0
193456,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.506,10.852,13.358,1.283,0.0,0.0,1.283,0.0,0.0
87418,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.503,-13.34,-10.837,1.974,0.0,0.0,1.974,0.0,0.0
193454,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,2.503,29.011,31.514,2.768,0.591,0.0,2.768,0.0,0.591
31874,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.497,-51.66,-49.163,1.768,0.0,0.0,1.768,0.0,0.0
65617,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.467,10.197,12.664,0.013,0.0,0.0,0.013,0.0,0.0
966436,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,2.436,-9.672,-7.236,2.647,0.0,0.0,2.647,0.0,0.0
95632,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,2.436,-51.603,-49.167,3.282,0.0,0.0,3.282,0.0,0.0
60949,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,2.435,-70.723,-68.288,7.295,0.0,0.0,7.295,0.0,0.0
185219,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.434,-51.989,-49.555,2.398,0.0,0.0,2.398,0.0,0.0
187203,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.416,10.359,12.775,0.013,0.0,0.0,0.013,0.0,0.0
189900,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.41,-51.573,-49.163,3.101,0.0,0.0,3.101,0.0,0.0
65557,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.404,-9.294,-6.89,2.552,0.0,0.0,2.552,0.0,0.0
90330,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,2.375,-77.519,-75.144,8.602,0.0,0.0,8.602,0.0,0.0
87462,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.371,10.404,12.775,0.999,0.0,0.0,0.999,0.0,0.0
192421,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,2.365,-51.528,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
41543,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,2.354,-71.584,-69.23,7.332,0.0,0.0,7.332,0.0,0.0
186538,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.345,-51.508,-49.163,2.014,0.0,0.0,2.014,0.0,0.0
190137,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.326,10.449,12.775,0.013,0.0,0.0,0.013,0.0,0.0
65610,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.316,10.348,12.664,0.046,0.0,0.0,0.046,0.0,0.0
194822,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.306,10.469,12.775,0.013,0.0,0.0,0.013,0.0,0.0
65585,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.298,7.804,10.102,0.29,0.0,0.0,0.29,0.0,0.0
69756,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.253,-52.157,-49.904,2.479,0.0,0.0,2.479,0.0,0.0
92333,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.252,10.523,12.775,0.013,0.0,0.0,0.013,0.0,0.0
65557,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.244,10.531,12.775,0.013,0.0,0.0,0.013,0.0,0.0
298557,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,2.231,-51.309,-49.078,2.96,0.0,0.0,2.96,0.0,0.0
91147,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.217,-51.684,-49.467,2.96,0.0,0.0,2.96,0.0,0.0
195101,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.171,10.604,12.775,0.013,0.0,0.0,0.013,0.0,0.0
90140,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,2.167,-10.143,-7.976,2.541,0.0,0.0,2.541,0.0,0.0
188636,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.159,7.36,9.519,0.626,0.0,0.0,0.626,0.0,0.0
87758,0.0,NO_BUY_RUN_DOWN,BUYER_REVIEW_REQUIRED,2.132,73.93,76.062,1.993,47.55,0.0,1.993,0.0,47.55
90811,0.0,HOLD_FOR_REPLENISHMENT,BLOCKED_UNSAFE,2.107,7.995,10.102,0.29,0.0,0.0,0.29,0.0,0.0
51690,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,2.102,-63.32,-61.218,7.395,0.0,0.0,7.395,0.0,0.0
24552,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.091,-14.227,-12.136,2.869,0.237,0.0,2.869,0.0,0.237
87452,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,2.091,51.943,54.034,3.021,0.591,0.0,3.021,0.0,0.591
922706,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,2.044,-51.207,-49.163,1.642,0.0,0.0,1.642,0.0,0.0
187119,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,2.015,10.76,12.775,1.993,0.0,0.0,1.993,0.0,0.0
64711,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,2.009,-51.172,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
192032,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,2.007,-62.864,-60.857,5.346,0.0,0.0,5.346,0.0,0.0
184836,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.99,10.785,12.775,0.013,0.0,0.0,0.013,0.0,0.0
188992,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.985,-53.109,-51.124,6.448,0.0,0.0,6.448,0.0,0.0
195287,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.984,-51.888,-49.904,3.942,0.0,0.0,3.942,0.0,0.0
40356,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.982,-51.145,-49.163,1.825,0.0,0.0,1.825,0.0,0.0
69284,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.966,13.239,15.205,0.498,0.0,0.0,0.498,0.0,0.0
94903,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.962,-17.024,-15.062,0.999,0.0,0.0,0.999,0.0,0.0
190840,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.953,-51.116,-49.163,4.659,0.0,0.0,4.659,0.0,0.0
698571,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.947,-51.114,-49.167,5.038,0.0,0.0,5.038,0.0,0.0
55228,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.938,2.214,4.152,0.999,0.0,0.0,0.999,0.0,0.0
89304,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.928,-8.341,-6.413,0.999,0.0,0.0,0.999,0.0,0.0
267575,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,1.926,49.226,51.152,0.994,0.0,0.0,0.994,0.0,0.0
188520,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.921,-51.084,-49.163,2.96,0.0,0.0,2.96,0.0,0.0
195978,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.888,10.887,12.775,1.993,0.0,0.0,1.993,0.0,0.0
94040,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.887,10.777,12.664,0.046,0.0,0.0,0.046,0.0,0.0
89753,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,1.877,24.024,25.901,0.994,0.0,0.0,0.994,0.0,0.0
655118,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.873,-51.036,-49.163,0.747,0.0,0.0,0.747,0.0,0.0
52586,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.861,-51.328,-49.467,2.847,0.0,0.0,2.847,0.0,0.0
91439,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.847,-10.115,-8.268,1.599,0.234,0.0,1.599,0.0,0.234
199535,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.819,-2.449,-0.63,0.999,0.0,0.0,0.999,0.0,0.0
188716,0.0,NO_BUY_RUN_DOWN,BUYER_REVIEW_REQUIRED,1.815,28.762,30.577,1.993,25.62,4.577,1.993,0.0,30.197
60548,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.814,10.961,12.775,0.999,0.0,0.0,0.999,0.0,0.0
188359,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.802,-50.969,-49.167,4.371,0.0,0.0,4.371,0.0,0.0
826074,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.768,-51.235,-49.467,2.96,0.0,0.0,2.96,0.0,0.0
95645,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.751,-50.914,-49.163,0.57,0.0,0.0,0.57,0.0,0.0
90773,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.749,13.19,14.939,0.013,0.0,0.0,0.013,0.0,0.0
688711,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.745,-76.889,-75.144,8.589,0.0,0.0,8.589,0.0,0.0
20312,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.742,12.072,13.814,0.855,0.0,0.0,0.855,0.0,0.0
95602,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.718,-73.02,-71.302,9.708,0.0,0.0,9.708,0.0,0.0
16525,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.697,6.946,8.643,0.013,0.0,0.0,0.013,0.0,0.0
94902,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.697,-32.814,-31.117,2.166,0.0,0.0,2.166,0.0,0.0
94039,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.677,13.575,15.252,0.999,0.0,0.0,0.999,0.0,0.0
26169,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.665,-50.832,-49.167,2.744,0.0,0.0,2.744,0.0,0.0
90349,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.633,-50.796,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
193713,0.0,CONTROLLED_BUY,BLOCKED_UNSAFE,1.613,5.983,7.596,1.345,0.0,0.0,1.345,0.0,0.0
587220,0.0,TOP_UP_TO_OPTIMAL,BLOCKED_UNSAFE,1.592,-26.347,-24.755,2.274,0.0,0.0,2.274,0.0,0.0
188705,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,1.592,-12.007,-10.415,2.605,4.675,6.678,2.605,0.0,11.353
188810,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.59,11.185,12.775,0.013,0.0,0.0,0.013,0.0,0.0
67891,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,1.587,13.112,14.699,0.013,0.0,0.0,0.013,0.0,0.0
62471,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.568,11.207,12.775,0.999,0.0,0.0,0.999,0.0,0.0
