sku_number,sku_description,final_governed_action_label,brain_learned_action_label,brain_value_gap_vs_current,economic_net_value_score,brain_expected_economic_value,brain_expected_stock_exit_distance,long_tail_protection_value,basket_trust_convexity_value,stock_exit_gap,missed_demand_risk_gap,basket_trust_gap
87452,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.559,11.216,12.775,0.999,0.0,0.0,0.999,0.0,0.0
63823,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,1.551,-15.35,-13.799,0.929,0.0,0.0,0.929,0.0,0.0
30845,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.545,-72.847,-71.302,9.69,0.0,0.0,9.69,0.0,0.0
735078,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.528,-9.504,-7.976,1.719,0.0,0.0,1.719,0.0,0.0
192210,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.483,7.16,8.643,0.013,0.0,0.0,0.013,0.0,0.0
186538,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.47,-50.633,-49.163,0.856,0.0,0.0,0.856,0.0,0.0
198652,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,1.46,10.194,11.654,0.999,0.0,0.0,0.999,0.0,0.0
188736,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.447,-76.591,-75.144,8.716,0.0,0.0,8.716,0.0,0.0
12005,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.44,-22.63,-21.19,4.676,0.036,0.0,4.676,0.0,0.036
87651,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.436,12.378,13.814,0.431,0.0,0.0,0.431,0.0,0.0
188698,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.435,-48.16,-46.725,4.681,0.0,0.0,4.681,0.0,0.0
199849,0.0,AGGRESSIVE_BUY,HOLD_FOR_REPLENISHMENT,1.434,-10.354,-8.92,2.952,0.0,0.0,2.952,0.0,0.0
196613,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.432,-50.595,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
187272,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.431,12.383,13.814,0.999,0.0,0.0,0.999,0.0,0.0
342491,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.43,-48.155,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
43839,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.43,-53.416,-51.986,14.108,0.0,0.0,14.108,0.0,0.0
195074,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.429,11.346,12.775,0.013,0.0,0.0,0.013,0.0,0.0
196470,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.428,-50.895,-49.467,2.648,0.0,0.0,2.648,0.0,0.0
194041,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.425,-10.156,-8.731,0.855,0.0,0.0,0.855,0.0,0.0
94120,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.425,12.481,13.906,0.013,0.0,0.0,0.013,0.0,0.0
11838,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.422,-36.102,-34.68,16.039,0.0,0.0,16.039,0.0,0.0
712124,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.418,-48.143,-46.725,1.843,0.0,0.0,1.843,0.0,0.0
90914,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.409,-50.572,-49.163,0.57,0.0,0.0,0.57,0.0,0.0
70978,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.405,-10.136,-8.731,0.714,0.0,0.0,0.714,0.0,0.0
58637,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.405,-50.568,-49.163,0.856,0.0,0.0,0.856,0.0,0.0
96228,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.396,-48.121,-46.725,4.659,0.0,0.0,4.659,0.0,0.0
90804,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.39,-48.115,-46.725,1.994,0.0,0.0,1.994,0.0,0.0
94496,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.39,-10.022,-8.632,0.999,0.0,0.0,0.999,0.0,0.0
51409,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.389,-10.12,-8.731,0.999,0.0,0.0,0.999,0.0,0.0
89753,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.386,-10.117,-8.731,0.999,0.0,0.0,0.999,0.0,0.0
188711,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.381,-48.11,-46.729,2.302,0.0,0.0,2.302,0.0,0.0
22488,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.376,-10.107,-8.731,0.648,0.0,0.0,0.648,0.0,0.0
188979,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.374,-48.099,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
566748,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.372,-48.097,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
90374,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.371,-62.566,-61.195,7.332,0.0,0.0,7.332,0.0,0.0
67326,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.369,14.031,15.4,0.999,0.0,0.0,0.999,0.0,0.0
626171,0.0,NO_BUY_RUN_DOWN,BUYER_REVIEW_REQUIRED,1.356,-11.105,-9.749,4.377,0.0,0.0,4.377,0.0,0.0
46889,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.352,-52.476,-51.124,4.738,0.0,0.0,4.738,0.0,0.0
88131,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.351,-3.412,-2.061,0.999,0.0,0.0,0.999,0.0,0.0
88129,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.35,-30.391,-29.041,0.999,0.726,1.209,0.999,0.0,1.935
92186,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.347,-48.072,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
483796,0.0,TOP_UP_TO_OPTIMAL,BLOCKED_UNSAFE,1.346,2.573,3.919,2.78,1.082,0.0,2.78,0.0,1.082
96594,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.344,-48.069,-46.725,4.381,0.0,0.0,4.381,0.0,0.0
96595,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.344,-48.069,-46.725,3.376,0.0,0.0,3.376,0.0,0.0
188710,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.342,-48.067,-46.725,3.835,0.0,0.0,3.835,0.0,0.0
195258,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.335,4.927,6.262,2.274,0.0,0.0,2.274,0.0,0.0
43531,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.329,11.446,12.775,0.999,0.0,0.0,0.999,0.0,0.0
94217,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.328,-12.529,-11.201,1.993,0.109,0.0,1.993,0.0,0.109
11838,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.327,-69.987,-68.66,7.232,0.0,0.0,7.232,0.0,0.0
63109,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.314,-50.477,-49.163,4.359,0.0,0.0,4.359,0.0,0.0
96259,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.309,-47.953,-46.644,4.666,0.0,0.0,4.666,0.0,0.0
188712,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.306,-48.031,-46.725,3.823,0.0,0.0,3.823,0.0,0.0
2295,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.306,-48.031,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
193712,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.304,-48.037,-46.733,4.689,0.0,0.0,4.689,0.0,0.0
49692,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.302,-18.339,-17.037,1.986,0.0,0.0,1.986,0.0,0.0
96594,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.299,11.41,12.709,1.993,1.452,2.42,1.993,0.0,3.872
92901,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.297,-10.172,-8.875,0.013,0.0,0.0,0.013,0.0,0.0
93976,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,1.296,-6.651,-5.355,8.962,0.24,0.0,8.962,0.0,0.24
57316,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.289,13.118,14.407,0.999,0.0,0.0,0.999,0.0,0.0
10045,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,1.284,58.809,60.093,1.988,11.734,19.555,1.988,0.0,31.289
95583,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.283,-72.585,-71.302,9.69,0.0,0.0,9.69,0.0,0.0
33087,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.282,-7.103,-5.821,1.988,0.155,0.0,1.988,0.0,0.155
193212,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.282,-48.007,-46.725,4.681,0.0,0.0,4.681,0.0,0.0
90903,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.276,-47.57,-46.294,4.999,0.0,0.0,4.999,0.0,0.0
92184,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.272,-47.997,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
91147,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.271,-50.738,-49.467,2.96,0.0,0.0,2.96,0.0,0.0
46889,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.269,-47.998,-46.729,2.456,0.0,0.0,2.456,0.0,0.0
65557,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.266,-12.566,-11.3,2.84,0.0,0.0,2.84,0.0,0.0
192244,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.266,-12.566,-11.3,2.84,0.0,0.0,2.84,0.0,0.0
189774,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.266,-12.566,-11.3,2.84,0.0,0.0,2.84,0.0,0.0
24924,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.261,-12.561,-11.3,1.885,0.0,0.0,1.885,0.0,0.0
668038,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.255,-9.986,-8.731,0.387,0.0,0.0,0.387,0.0,0.0
668988,0.0,TOP_UP_TO_OPTIMAL,BLOCKED_UNSAFE,1.255,-9.986,-8.731,0.387,0.0,0.0,0.387,0.0,0.0
55498,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.249,-50.412,-49.163,1.843,0.0,0.0,1.843,0.0,0.0
92209,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.247,-12.547,-11.3,0.013,0.0,0.0,0.013,0.0,0.0
95387,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.247,-10.014,-8.767,0.035,0.0,0.0,0.035,0.0,0.0
186457,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.239,-9.871,-8.632,0.999,0.0,0.0,0.999,0.0,0.0
70977,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.237,-9.968,-8.731,0.891,0.0,0.0,0.891,0.0,0.0
198633,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.235,-5.203,-3.968,1.166,0.0,0.0,1.166,0.0,0.0
198633,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.235,-5.203,-3.968,0.564,0.0,0.0,0.564,0.0,0.0
73683,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.234,-50.397,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
91170,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.233,-50.396,-49.163,0.432,0.0,0.0,0.432,0.0,0.0
188861,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.233,-47.958,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
195098,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.233,-9.964,-8.731,0.169,0.0,0.0,0.169,0.0,0.0
75790,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.229,-9.96,-8.731,0.984,0.0,0.0,0.984,0.0,0.0
200239,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.228,-47.953,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
188990,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.225,-12.426,-11.201,0.92,0.0,0.0,0.92,0.0,0.0
190277,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.224,-62.081,-60.857,5.214,0.0,0.0,5.214,0.0,0.0
37039,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.219,-9.95,-8.731,0.013,0.0,0.0,0.013,0.0,0.0
192807,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.217,-50.573,-49.356,4.165,0.0,0.0,4.165,0.0,0.0
199580,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.214,-47.939,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
192181,0.0,TOP_UP_TO_OPTIMAL,BLOCKED_UNSAFE,1.213,-3.008,-1.795,0.999,0.0,0.0,0.999,0.0,0.0
193458,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.212,-9.943,-8.731,1.517,0.0,0.0,1.517,0.0,0.0
94640,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.212,-12.512,-11.3,0.013,0.0,0.0,0.013,0.0,0.0
958816,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.207,-9.938,-8.731,2.126,0.042,0.0,2.126,0.0,0.042
192035,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.206,-46.197,-44.991,1.284,0.0,0.0,1.284,0.0,0.0
87822,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.203,-46.194,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
34860,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,1.198,11.577,12.775,2.126,0.09,0.0,2.126,0.0,0.09
107213,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.198,-47.923,-46.725,0.291,0.0,0.0,0.291,0.0,0.0
194018,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.197,-50.36,-49.163,3.365,0.0,0.0,3.365,0.0,0.0
908150,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.196,-9.927,-8.731,0.387,0.0,0.0,0.387,0.0,0.0
75495,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.196,-50.359,-49.163,0.856,0.0,0.0,0.856,0.0,0.0
68163,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.192,-12.492,-11.3,0.013,0.0,0.0,0.013,0.0,0.0
67603,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.187,-50.35,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
190711,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.187,-46.178,-44.991,2.025,0.0,0.0,2.025,0.0,0.0
67621,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.184,-33.857,-32.673,3.962,0.0,0.0,3.962,0.0,0.0
654988,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.177,-46.168,-44.991,1.066,0.0,0.0,1.066,0.0,0.0
184856,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.175,-19.094,-17.919,0.013,0.0,0.0,0.013,0.0,0.0
188805,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.172,5.925,7.097,1.842,0.0,0.0,1.842,0.0,0.0
94903,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.163,-51.067,-49.904,3.104,0.0,0.0,3.104,0.0,0.0
55533,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.155,-50.71,-49.555,4.73,0.0,0.0,4.73,0.0,0.0
189356,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.151,-9.882,-8.731,2.274,0.0,0.0,2.274,0.0,0.0
23677,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.145,-18.671,-17.526,7.022,0.0,0.0,7.022,0.0,0.0
22455,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.145,-46.136,-44.991,2.307,0.0,0.0,2.307,0.0,0.0
604887,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.14,-46.131,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
188992,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.137,-50.603,-49.466,6.133,0.0,0.0,6.133,0.0,0.0
564834,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.137,-46.128,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
43837,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.137,-48.055,-46.918,5.154,0.0,0.0,5.154,0.0,0.0
91533,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.137,-48.055,-46.918,5.148,0.0,0.0,5.148,0.0,0.0
87757,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.13,11.645,12.775,1.993,0.0,0.0,1.993,0.0,0.0
94467,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.127,-9.858,-8.731,0.999,0.0,0.0,0.999,0.0,0.0
49692,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.122,-47.847,-46.725,3.823,0.0,0.0,3.823,0.0,0.0
92899,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.119,-12.564,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
190266,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.119,-46.11,-44.991,1.66,0.0,0.0,1.66,0.0,0.0
94276,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.119,-12.419,-11.3,0.999,0.0,0.0,0.999,0.0,0.0
187763,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.118,-9.993,-8.875,1.993,0.0,0.0,1.993,0.0,0.0
372102,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.104,-9.835,-8.731,3.595,0.0,0.0,3.595,0.0,0.0
10433,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.103,-9.834,-8.731,2.313,0.0,0.0,2.313,0.0,0.0
33550,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.102,-46.093,-44.991,1.994,0.0,0.0,1.994,0.0,0.0
185448,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.097,-46.088,-44.991,1.994,0.0,0.0,1.994,0.0,0.0
195389,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.097,-46.088,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
63051,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.097,-46.088,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
91439,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.096,-12.541,-11.445,1.993,0.0,0.0,1.993,0.0,0.0
37849,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.095,-46.086,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
69723,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.094,-9.969,-8.875,0.676,0.127,0.0,0.676,0.0,0.127
186808,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.093,-50.908,-49.815,5.784,0.0,0.0,5.784,0.0,0.0
68454,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.089,-47.814,-46.725,2.032,0.0,0.0,2.032,0.0,0.0
656089,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.088,-47.813,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
714836,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.088,-47.813,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
46535,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.086,-47.811,-46.725,1.388,0.0,0.0,1.388,0.0,0.0
195445,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.085,-50.248,-49.163,0.856,0.0,0.0,0.856,0.0,0.0
24359,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.083,13.456,14.539,0.999,0.0,0.0,0.999,0.0,0.0
191996,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.082,11.693,12.775,0.013,0.0,0.0,0.013,0.0,0.0
195738,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.081,-12.526,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
185438,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.075,-46.066,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
102088,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.07,-12.37,-11.3,0.013,0.0,0.0,0.013,0.0,0.0
199406,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.065,-12.365,-11.3,0.013,0.0,0.0,0.013,0.0,0.0
94039,0.0,TOP_UP_TO_OPTIMAL,BUYER_REVIEW_REQUIRED,1.059,35.492,36.551,1.988,5.534,9.224,1.988,0.0,14.758
12007,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.058,-46.049,-44.991,2.64,0.0,0.0,2.64,0.0,0.0
195092,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.056,-12.356,-11.3,0.07,0.0,0.0,0.07,0.0,0.0
445827,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.055,-46.046,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
92857,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.055,-46.046,-44.991,6.287,0.0,0.0,6.287,0.0,0.0
385948,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.055,-45.848,-44.793,4.636,0.0,0.0,4.636,0.0,0.0
195932,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.047,-9.539,-8.492,2.126,0.0,0.0,2.126,0.0,0.0
94105,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.047,-9.778,-8.731,0.999,0.0,0.0,0.999,0.0,0.0
88145,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.042,-12.487,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
193122,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.042,-46.033,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
198785,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.042,-46.033,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
87715,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.039,-46.03,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
188698,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.038,-47.763,-46.725,8.869,0.0,0.0,8.869,0.0,0.0
89256,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.037,-46.028,-44.991,5.14,0.0,0.0,5.14,0.0,0.0
92958,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.036,-12.481,-11.445,0.999,0.0,0.0,0.999,0.0,0.0
92847,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.031,-50.198,-49.167,3.507,0.0,0.0,3.507,0.0,0.0
88064,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.031,-12.476,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
192806,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.031,-47.756,-46.725,0.432,0.0,0.0,0.432,0.0,0.0
655084,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.03,-62.542,-61.512,1.308,0.0,0.0,1.308,0.0,0.0
198147,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.027,-47.752,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
304565,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,1.022,-50.489,-49.467,2.654,0.0,0.0,2.654,0.0,0.0
93904,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.02,-17.944,-16.924,1.993,4.829,0.937,1.993,0.0,5.766
198787,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.019,-46.01,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
198624,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.014,-46.005,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
396176,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.013,-4.989,-3.976,7.144,0.0,0.0,7.144,0.0,0.0
447692,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.011,-44.269,-43.258,4.357,0.0,0.0,4.357,0.0,0.0
198292,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.01,6.594,7.604,0.013,0.0,0.0,0.013,0.0,0.0
186518,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.009,-47.734,-46.725,1.172,0.0,0.0,1.172,0.0,0.0
188992,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.008,-52.132,-51.124,4.893,0.0,0.0,4.893,0.0,0.0
192168,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,1.007,-12.307,-11.3,1.993,0.0,0.0,1.993,0.0,0.0
72014,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.005,11.77,12.775,0.999,0.0,0.0,0.999,0.0,0.0
