shadow_run_id,shadow_created_at,store_number,promotion_id,promotion_name,promotion_start_date,promotion_end_date,sku_number,sku_description,department,category,brain_validated_action_label,brain_validated_expected_value,brain_learned_action_label,brain_expected_economic_value,brain_expected_uplift_units,brain_expected_stock_exit_distance,brain_top_feature_1,brain_top_feature_2,brain_top_feature_3,validated_alpha_pattern_label,final_governed_action_label,final_governed_order_units,decision_triage_class,economic_net_value_score,buyer_review_priority_score,shadow_candidate_class,shadow_candidate_score,shadow_candidate_rank,human_buyer_decision,human_order_units,human_decision_reason,human_override_flag,human_override_reason,human_confidence_score,human_reviewed_at,human_reviewer,current_soh,expected_soh_at_promo_start_before_order,optimal_base_soh_units,target_day_one_promo_soh,target_end_promo_soh,expected_promo_uplift_units,mission_sku_score,long_tail_sku_flag,basket_attachment_source_quality,segment_historical_bias_pct,segment_historical_wape,expected_shadow_learning_question,shadow_observation_plan,shadow_expected_learning_value,actual_units_sold_promo,actual_gp_promo,actual_start_soh,actual_end_soh,actual_stockout_flag,actual_lost_sales_proxy,actual_basket_gp_when_present,actual_basket_attachment_observed,actual_end_distance_to_optimal_soh,actual_cash_tied_above_optimal,actual_overstock_reduction_units,promo_exit_success_flag_actual,brain_would_have_been_better_flag,brain_vs_human_value_delta,brain_vs_governed_value_delta,brain_prediction_error,brain_action_correctness_label,human_action_correctness_label,lesson_learned_label,lesson_learned_note,human_review_status,human_decision_valid_flag,human_decision_validation_error,human_decision_merge_status,actual_outcome_merge_status,actual_outcome_quality,actual_outcome_proxy_flag,actual_outcome_missing_reason,brain_value_realised_proxy,human_value_realised_proxy,governed_value_realised_proxy,human_vs_governed_value_delta,governed_action_correctness_label,brain_update_recommendation,governance_update_recommendation,data_quality_update_recommendation,stockout_suspected_flag,leftover_units_estimate,promo_start_soh_resolved,distance_to_optimal_end_soh,promo_exit_success_flag,simulated_missed_demand_units,feature_basket_3plus_attach_rate,feature_avg_basket_gp_when_present,missed_units_risk,cash_tied_above_optimal_cost,lesson_weight,brain_positive_reinforcement_weight,brain_negative_reinforcement_weight,governance_relaxation_candidate_flag,governance_tightening_candidate_flag,long_tail_reinforcement_flag,human_review_reinforcement_flag,data_quality_repair_priority_flag,long_tail_update_recommendation,human_review_policy_recommendation,next_learning_action,human_notes,human_review_valid_flag,human_review_validation_error,human_review_merge_status,human_feedback_signal,human_feedback_weight,human_disagrees_with_brain_flag,human_disagrees_with_governed_flag,human_accepts_brain_flag,human_accepts_governed_flag,human_override_direction,human_feedback_learning_note
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190093|2026-02-19|2026-03-04|772-190093-20260219|Allocation Report - WK34&35 AUTUMN PART 1,unknown,2026-02-19,2026-03-04,190093,0.0,BEAUTY ACCESSORIES,MANICURE PEDICURE,HOLD_FOR_REPLENISHMENT,-20.806,HOLD_FOR_REPLENISHMENT,-36.923,0.823,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-37.005,13.0,SHADOW_TOP_50_CANDIDATE,26.5,28,,,,,,,,,0.0,0.0,2.0,3.428,2.0,1.428,11.5,NO,LOW,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.9,1.0,,,,0,,,,,,,,YES,-20.806,16.199,-0.177,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.731,0.157,-0.35,0.507,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,3.134,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|8686|2026-03-26|2026-04-08|772-8686-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,unknown,2026-03-26,2026-04-08,8686,0.0,VITAMIN SUPPLEMENT,IMMUNE HEALTH SUPP,HOLD_FOR_REPLENISHMENT,-26.072,HOLD_FOR_REPLENISHMENT,-44.991,0.926,0.014,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,4.0,HIGH_PRIORITY_BUY_REVIEW,-45.459,11.7,SHADOW_TOP_50_CANDIDATE,26.5,29,,,,,,,,,0.0,0.0,2.0,3.647,2.0,1.647,10.9,NO,LOW,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.7,2.0,,,,0,,,,,,,,NO,-26.072,19.387,-1.074,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.907,0.18,0.0,0.18,RIGHT,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,3.603,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|185192|2025-12-25|2026-01-14|772-185192-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,185192,0.0,SUNCARE,SUN PROTECTION,HOLD_FOR_REPLENISHMENT,-4.752,HOLD_FOR_REPLENISHMENT,-20.917,2.64,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-20.865,26.4,SHADOW_TOP_50_CANDIDATE,26.4,30,,,,,,,,,0.0,0.0,2.0,3.232,2.0,1.232,17.3,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,34.3,3.0,,,,0,,,,,,,,YES,-4.752,16.113,-0.36,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.425,0.354,1.05,-0.696,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,0.0,0.0,7.08,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|20866|2025-12-25|2026-01-14|772-20866-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,20866,0.0,HAIRCARE,SHAMPOO CONDITIONE,HOLD_FOR_REPLENISHMENT,-1.307,HOLD_FOR_REPLENISHMENT,-19.887,0.865,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-20.034,31.5,SHADOW_TOP_50_CANDIDATE,26.4,31,,,,,,,,,0.0,0.0,2.0,3.1,2.0,1.1,17.2,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,34.3,2.0,,,,0,,,,,,,,NO,-1.307,18.727,-1.135,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,0.069,0.207,0.35,-0.143,RIGHT,MONITOR,MONITOR,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,4.136,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|22069|2025-12-25|2026-01-14|772-22069-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,22069,0.0,VITAMIN SUPPLEMENT,DIGESTIVE HLTH SUP,HOLD_FOR_REPLENISHMENT,-22.517,HOLD_FOR_REPLENISHMENT,-35.34,0.665,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-34.735,15.4,SHADOW_TOP_50_CANDIDATE,26.4,32,,,,,,,,,0.0,0.0,2.0,2.904,2.0,0.904,15.8,NO,LOW,10.23,0.4521,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,34.0,2.0,,,,0,,,,,,,,NO,-22.517,12.218,-1.335,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.052,0.612,0.35,0.262,RIGHT,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,12.247,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|198756|2026-04-23|2026-05-06|772-198756-20260423|Allocation Report - WK43&44 HEALTH & BEAUTY OFFERS,unknown,2026-04-23,2026-05-06,198756,0.0,DIGESTIVE CARE,BOWEL,HOLD_FOR_REPLENISHMENT,-28.039,HOLD_FOR_REPLENISHMENT,-44.991,0.948,0.014,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-45.967,11.2,SHADOW_TOP_50_CANDIDATE,26.4,33,,,,,,,,,0.0,0.0,2.0,3.342,2.0,1.342,10.4,NO,LOW,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.6,1.0,,,,0,,,,,,,,YES,-28.039,17.928,-0.052,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.454,0.102,-0.35,0.452,RIGHT,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,2.036,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|388823|2025-12-25|2026-01-14|772-388823-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,388823,0.0,SKINCARE,THERAPEUTIC,HOLD_FOR_REPLENISHMENT,-14.629,HOLD_FOR_REPLENISHMENT,-11.3,0.823,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-12.077,26.3,SHADOW_TOP_50_CANDIDATE,26.3,34,,,,,,,,,0.0,0.0,2.0,3.231,2.0,1.231,15.4,NO,MEDIUM,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.8,1.0,,,,0,,,,,,,,YES,-14.629,-2.552,-0.177,CORRECT,CORRECT,BRAIN_RIGHT_HUMAN_RIGHT,Brain and human both aligned with realised outcome.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.113,0.345,-0.35,0.695,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,6.896,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|198934|2025-12-25|2026-01-14|772-198934-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,198934,0.0,BEAUTY ACCESSORIES,FASHION ACCESS,HOLD_FOR_REPLENISHMENT,-3.15,HOLD_FOR_REPLENISHMENT,-16.604,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-16.519,27.9,SHADOW_TOP_50_CANDIDATE,26.2,35,,,,,,,,,0.0,0.0,2.0,3.037,2.0,1.037,15.7,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.9,1.0,,,,0,,,,,,,,NO,-3.15,13.369,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,0.035,0.239,-0.35,0.589,PARTIAL,MONITOR,MONITOR,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,4.778,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|306779|2025-12-25|2026-01-14|772-306779-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,306779,0.0,COLOUR COSMETICS,LOREAL,HOLD_FOR_REPLENISHMENT,-34.554,HOLD_FOR_REPLENISHMENT,-39.916,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-39.885,15.4,SHADOW_TOP_50_CANDIDATE,26.2,36,,,,,,,,,0.0,0.0,2.0,2.718,2.0,0.718,14.3,NO,MEDIUM,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.6,1.0,,,,0,,,,,,,,NO,-34.554,5.331,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-3.105,0.2,-0.35,0.55,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,4.008,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190082|2026-03-05|2026-03-18|772-190082-20260305|Allocation Report - OP21 FEMALE FOUNDERS,unknown,2026-03-05,2026-03-18,190082,0.0,BEAUTY ACCESSORIES,MANICURE PEDICURE,HOLD_FOR_REPLENISHMENT,-25.834,HOLD_FOR_REPLENISHMENT,-38.297,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-38.742,4.5,SHADOW_TOP_50_CANDIDATE,26.2,37,,,,,,,,,0.0,0.0,2.0,2.802,2.0,0.802,8.9,NO,MEDIUM,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.2,1.0,,,,0,,,,,,,,NO,-25.834,12.908,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.233,0.08,-0.35,0.43,RIGHT,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,1.598,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|94618|2026-04-23|2026-05-06|772-94618-20260423|Allocation Report - WK43&44 HEALTH & BEAUTY OFFERS,unknown,2026-04-23,2026-05-06,94618,0.0,COLOUR COSMETICS,ELF,HOLD_FOR_REPLENISHMENT,-33.865,HOLD_FOR_REPLENISHMENT,-35.34,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-35.57,18.5,SHADOW_TOP_50_CANDIDATE,26.2,38,,,,,,,,,0.0,0.0,2.0,2.748,2.0,0.748,14.5,NO,LOW,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.6,1.0,,,,0,,,,,,,,NO,-33.865,1.705,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-3.037,0.693,-0.35,1.043,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,13.858,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|195422|2025-12-11|2025-12-24|772-195422-20251211|Allocation Report - WK24&25 XMAS PT4 MAJOR VITAMINS,unknown,2025-12-11,2025-12-24,195422,0.0,COLOUR COSMETICS,NYX,HOLD_FOR_REPLENISHMENT,-36.87,HOLD_FOR_REPLENISHMENT,-39.916,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-39.775,15.3,SHADOW_TOP_50_CANDIDATE,26.1,39,,,,,,,,,0.0,0.0,2.0,2.79,2.0,0.79,14.1,NO,MEDIUM,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.5,1.0,,,,0,,,,,,,,NO,-36.87,2.905,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-3.337,0.275,-0.35,0.625,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,5.5,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|21072|2025-12-25|2026-01-14|772-21072-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,21072,0.0,COLOUR COSMETICS,SALLY HANSEN,HOLD_FOR_REPLENISHMENT,-26.641,HOLD_FOR_REPLENISHMENT,-39.916,0.665,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-40.177,12.2,SHADOW_TOP_50_CANDIDATE,26.1,40,,,,,,,,,0.0,0.0,2.0,2.668,2.0,0.668,13.6,NO,MEDIUM,-8.56,0.4629,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.4,2.0,,,,0,,,,,,,,NO,-26.641,13.536,-1.335,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.464,0.181,0.35,-0.169,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,3.617,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|51409|2025-12-25|2026-01-14|772-51409-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,51409,0.0,TANNING,TANNING SKIN,HOLD_FOR_REPLENISHMENT,-2.346,HOLD_FOR_REPLENISHMENT,-8.731,0.665,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-10.12,26.5,SHADOW_TOP_50_CANDIDATE,26.1,41,,,,,,,,,0.0,0.0,2.0,3.138,2.0,1.138,15.3,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.8,2.0,,,,0,,,,,,,,NO,-2.346,7.774,-1.335,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.035,0.276,0.35,-0.074,RIGHT,MONITOR,MONITOR,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,5.512,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|191176|2026-01-22|2026-02-04|772-191176-20260122|Allocation Report - WK30&31 HAIRCARE GOODY BAG,unknown,2026-01-22,2026-02-04,191176,0.0,COLOUR COSMETICS,MAYBELLINE,HOLD_FOR_REPLENISHMENT,-4.606,HOLD_FOR_REPLENISHMENT,-13.776,2.415,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-14.047,25.3,SHADOW_TOP_50_CANDIDATE,26.1,42,,,,,,,,,0.0,0.0,2.0,2.79,2.0,0.79,13.6,NO,MEDIUM,-8.56,0.4629,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.4,3.0,,,,0,,,,,,,,YES,-4.606,9.441,-0.585,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.411,0.286,1.05,-0.764,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,0.0,0.0,5.725,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190268|2026-02-19|2026-03-04|772-190268-20260219|Allocation Report - WK34&35 AUTUMN PART 1,unknown,2026-02-19,2026-03-04,190268,0.0,HAIR ACC BRUSHES,HAIR ACCESSORIES,HOLD_FOR_REPLENISHMENT,-26.056,HOLD_FOR_REPLENISHMENT,-38.297,0.665,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-38.162,5.1,SHADOW_TOP_50_CANDIDATE,26.1,43,,,,,,,,,0.0,0.0,2.0,2.924,2.0,0.924,7.3,NO,MEDIUM,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,31.8,2.0,,,,0,,,,,,,,NO,-26.056,12.106,-1.335,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.406,0.081,0.35,-0.269,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,1.615,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
