shadow_run_id,shadow_created_at,store_number,promotion_id,promotion_name,promotion_start_date,promotion_end_date,sku_number,sku_description,department,category,brain_validated_action_label,brain_validated_expected_value,brain_learned_action_label,brain_expected_economic_value,brain_expected_uplift_units,brain_expected_stock_exit_distance,brain_top_feature_1,brain_top_feature_2,brain_top_feature_3,validated_alpha_pattern_label,final_governed_action_label,final_governed_order_units,decision_triage_class,economic_net_value_score,buyer_review_priority_score,shadow_candidate_class,shadow_candidate_score,shadow_candidate_rank,human_buyer_decision,human_order_units,human_decision_reason,human_override_flag,human_override_reason,human_confidence_score,human_reviewed_at,human_reviewer,current_soh,expected_soh_at_promo_start_before_order,optimal_base_soh_units,target_day_one_promo_soh,target_end_promo_soh,expected_promo_uplift_units,mission_sku_score,long_tail_sku_flag,basket_attachment_source_quality,segment_historical_bias_pct,segment_historical_wape,expected_shadow_learning_question,shadow_observation_plan,shadow_expected_learning_value,actual_units_sold_promo,actual_gp_promo,actual_start_soh,actual_end_soh,actual_stockout_flag,actual_lost_sales_proxy,actual_basket_gp_when_present,actual_basket_attachment_observed,actual_end_distance_to_optimal_soh,actual_cash_tied_above_optimal,actual_overstock_reduction_units,promo_exit_success_flag_actual,brain_would_have_been_better_flag,brain_vs_human_value_delta,brain_vs_governed_value_delta,brain_prediction_error,brain_action_correctness_label,human_action_correctness_label,lesson_learned_label,lesson_learned_note,human_review_status,human_decision_valid_flag,human_decision_validation_error,human_decision_merge_status,actual_outcome_merge_status,actual_outcome_quality,actual_outcome_proxy_flag,actual_outcome_missing_reason,brain_value_realised_proxy,human_value_realised_proxy,governed_value_realised_proxy,human_vs_governed_value_delta,governed_action_correctness_label,brain_update_recommendation,governance_update_recommendation,data_quality_update_recommendation,stockout_suspected_flag,leftover_units_estimate,promo_start_soh_resolved,distance_to_optimal_end_soh,promo_exit_success_flag,simulated_missed_demand_units,feature_basket_3plus_attach_rate,feature_avg_basket_gp_when_present,missed_units_risk,cash_tied_above_optimal_cost,lesson_weight,brain_positive_reinforcement_weight,brain_negative_reinforcement_weight,governance_relaxation_candidate_flag,governance_tightening_candidate_flag,long_tail_reinforcement_flag,human_review_reinforcement_flag,data_quality_repair_priority_flag,long_tail_update_recommendation,human_review_policy_recommendation,next_learning_action,human_notes,human_review_valid_flag,human_review_validation_error,human_review_merge_status,human_feedback_signal,human_feedback_weight,human_disagrees_with_brain_flag,human_disagrees_with_governed_flag,human_accepts_brain_flag,human_accepts_governed_flag,human_override_direction,human_feedback_learning_note
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|394289|2026-04-09|2026-04-22|772-394289-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,unknown,2026-04-09,2026-04-22,394289,0.0,BEAUTY ACCESSORIES,MANICURE PEDICURE,HOLD_FOR_REPLENISHMENT,-9.513,HOLD_FOR_REPLENISHMENT,-17.028,0.946,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,2.0,STANDARD_BUY_REVIEW,-16.304,8.8,SHADOW_TOP_50_CANDIDATE,37.9,12,,,,,,,,,1.0,1.0,2.0,2.838,2.0,0.838,12.0,YES,MEDIUM,17.9,0.358,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,58.0,1.0,,,,1,,,,,,,,YES,-9.513,6.791,-0.054,INCORRECT,PENDING,LONG_TAIL_PROTECTION_CONFIRMED,Long-tail SKU outcome supports basket-trust review.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.601,0.165,0.0,0.165,RIGHT,REINFORCE_LONG_TAIL_VALUE,MAINTAIN_GOVERNANCE,MAINTAIN_BASKET_EVIDENCE,1,0.0,1.0,0.0,YES,0.0,0.0,3.294,0.0,0.0,1.25,0.2,0.0,NO,NO,YES,NO,NO,INCREASE_PROTECTION_PRIORITY_CAPPED,MAINTAIN_REVIEW,REINFORCE_BASKET_TRUST_FEATURES,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|55584|2026-04-09|2026-04-22|772-55584-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,unknown,2026-04-09,2026-04-22,55584,0.0,HAIRCARE,SHAMPOO CONDITIONE,BUYER_REVIEW_REQUIRED,-7.427,HOLD_FOR_REPLENISHMENT,-20.486,1.4,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-19.734,13.9,SHADOW_TOP_50_CANDIDATE,37.6,13,,,,,,,,,1.0,1.0,2.0,3.652,2.0,1.652,9.8,YES,LOW,17.9,0.358,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,57.4,1.0,,,,1,,,,,,,,YES,-7.427,12.307,0.4,INCORRECT,PENDING,LONG_TAIL_PROTECTION_CONFIRMED,Long-tail SKU outcome supports basket-trust review.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.941,0.143,-0.35,0.493,RIGHT,REINFORCE_LONG_TAIL_VALUE,MAINTAIN_GOVERNANCE,MAINTAIN_BASKET_EVIDENCE,1,0.0,1.0,1.0,NO,0.0,0.0,2.861,0.0,4.82,1.25,0.2,0.0,NO,NO,YES,NO,NO,INCREASE_PROTECTION_PRIORITY_CAPPED,MAINTAIN_REVIEW,REINFORCE_BASKET_TRUST_FEATURES,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|399795|2026-02-19|2026-03-04|772-399795-20260219|Allocation Report - WK34&35 AUTUMN PART 1,unknown,2026-02-19,2026-03-04,399795,0.0,DIGESTIVE CARE,BOWEL,HOLD_FOR_REPLENISHMENT,-14.36,HOLD_FOR_REPLENISHMENT,-30.572,0.946,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,2.0,STANDARD_BUY_REVIEW,-30.385,7.3,SHADOW_TOP_50_CANDIDATE,37.4,14,,,,,,,,,1.0,1.0,2.0,2.792,2.0,0.792,7.7,YES,LOW,17.9,0.358,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,56.9,1.0,,,,1,,,,,,,,YES,-14.36,16.025,-0.054,INCORRECT,PENDING,LONG_TAIL_PROTECTION_CONFIRMED,Long-tail SKU outcome supports basket-trust review.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.086,0.115,0.0,0.115,RIGHT,REINFORCE_LONG_TAIL_VALUE,MAINTAIN_GOVERNANCE,MAINTAIN_BASKET_EVIDENCE,1,0.0,1.0,0.0,YES,0.0,0.0,2.291,0.0,0.0,1.25,0.2,0.0,NO,NO,YES,NO,NO,INCREASE_PROTECTION_PRIORITY_CAPPED,MAINTAIN_REVIEW,REINFORCE_BASKET_TRUST_FEATURES,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|47021|2026-04-09|2026-04-22|772-47021-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,unknown,2026-04-09,2026-04-22,47021,0.0,SKINCARE,THERAPEUTIC,BUYER_REVIEW_REQUIRED,7.754,HOLD_FOR_REPLENISHMENT,-5.828,2.85,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Mission SKU stockout trust risk,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-6.778,0.1,SHADOW_TOP_50_CANDIDATE,36.0,15,,,,,,,,,1.0,1.0,2.0,4.429,2.0,2.429,14.5,YES,LOW,-24.5,0.483,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,56.6,3.0,,,,1,,,,,,,,YES,7.754,14.532,-0.15,INCORRECT,PENDING,LONG_TAIL_PROTECTION_CONFIRMED,Long-tail SKU outcome supports basket-trust review.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,1.325,0.21,1.05,-0.84,RIGHT,REINFORCE_LONG_TAIL_VALUE,MAINTAIN_GOVERNANCE,MAINTAIN_BASKET_EVIDENCE,1,0.0,1.0,1.0,YES,0.0,0.0,4.196,0.0,0.0,1.25,0.2,0.0,NO,NO,YES,NO,NO,INCREASE_PROTECTION_PRIORITY_CAPPED,MAINTAIN_REVIEW,REINFORCE_BASKET_TRUST_FEATURES,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|59330|2026-04-09|2026-04-22|772-59330-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,unknown,2026-04-09,2026-04-22,59330,0.0,SKINCARE,THERAPEUTIC,HOLD_FOR_REPLENISHMENT,-16.589,HOLD_FOR_REPLENISHMENT,-23.158,2.85,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Mission SKU stockout trust risk,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-23.568,0.0,SHADOW_TOP_50_CANDIDATE,34.3,16,,,,,,,,,1.0,1.0,2.0,4.429,2.0,2.429,16.4,YES,MEDIUM,-24.5,0.483,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,57.1,3.0,,,,1,,,,,,,,YES,-16.589,6.979,-0.15,INCORRECT,PENDING,LONG_TAIL_PROTECTION_CONFIRMED,Long-tail SKU outcome supports basket-trust review.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.109,0.101,1.05,-0.949,RIGHT,REINFORCE_LONG_TAIL_VALUE,MAINTAIN_GOVERNANCE,MAINTAIN_BASKET_EVIDENCE,1,0.0,1.0,1.0,YES,0.0,0.0,2.028,0.0,0.0,1.25,0.2,0.0,NO,NO,YES,NO,NO,INCREASE_PROTECTION_PRIORITY_CAPPED,MAINTAIN_REVIEW,REINFORCE_BASKET_TRUST_FEATURES,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|90865|2026-04-09|2026-04-22|772-90865-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,unknown,2026-04-09,2026-04-22,90865,0.0,SKINCARE,LIP CARE,HOLD_FOR_REPLENISHMENT,-16.767,HOLD_FOR_REPLENISHMENT,-23.623,4.446,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Mission SKU stockout trust risk,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-24.376,0.0,SHADOW_TOP_50_CANDIDATE,34.3,17,,,,,,,,,1.0,1.0,2.0,4.429,2.0,2.429,16.3,YES,MEDIUM,-24.5,0.483,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,57.1,4.0,,,,1,,,,,,,,YES,-16.767,7.609,0.446,INCORRECT,PENDING,LONG_TAIL_PROTECTION_CONFIRMED,Long-tail SKU outcome supports basket-trust review.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.277,0.098,1.05,-0.952,RIGHT,REINFORCE_LONG_TAIL_VALUE,MAINTAIN_GOVERNANCE,MAINTAIN_BASKET_EVIDENCE,1,0.0,1.0,2.0,YES,0.0,0.0,1.951,0.0,0.0,1.25,0.2,0.0,NO,NO,YES,NO,NO,INCREASE_PROTECTION_PRIORITY_CAPPED,MAINTAIN_REVIEW,REINFORCE_BASKET_TRUST_FEATURES,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|73950|2026-04-09|2026-04-22|772-73950-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,unknown,2026-04-09,2026-04-22,73950,0.0,SKINCARE,LIP CARE,HOLD_FOR_REPLENISHMENT,-17.742,HOLD_FOR_REPLENISHMENT,-23.9,6.447,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Mission SKU stockout trust risk,TOP_UP_TO_OPTIMAL,4.0,STANDARD_BUY_REVIEW,-24.451,0.0,SHADOW_TOP_50_CANDIDATE,34.2,18,,,,,,,,,1.0,1.0,2.0,5.24,2.0,3.24,15.6,YES,MEDIUM,-24.5,0.483,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,56.9,6.0,,,,1,,,,,,,,YES,-17.742,6.709,0.447,INCORRECT,PENDING,LONG_TAIL_PROTECTION_CONFIRMED,Long-tail SKU outcome supports basket-trust review.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.674,0.079,1.4,-1.321,RIGHT,REINFORCE_LONG_TAIL_VALUE,MAINTAIN_GOVERNANCE,MAINTAIN_BASKET_EVIDENCE,1,0.0,1.0,2.0,YES,1.0,0.0,1.574,1.0,0.0,1.25,0.2,0.0,NO,NO,YES,NO,NO,INCREASE_PROTECTION_PRIORITY_CAPPED,MAINTAIN_REVIEW,REINFORCE_BASKET_TRUST_FEATURES,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|94922|2026-02-05|2026-02-18|772-94922-20260205|Allocation Report - WK32&33 BEAUTY BOX,unknown,2026-02-05,2026-02-18,94922,0.0,ORAL HEALTH,ORAL ELECTRICAL,BLOCKED_UNSAFE,17.056,BUYER_REVIEW_REQUIRED,35.212,1.84,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,5.0,HIGH_PRIORITY_BUY_REVIEW,41.797,27.9,SHADOW_TOP_50_CANDIDATE,31.0,19,,,,,,,,,0.0,0.0,2.0,4.75,2.0,2.75,15.1,NO,LOW,27.53,0.4157,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.8,1.0,,,,0,,,,,,,,YES,17.056,-24.741,0.84,CORRECT,CORRECT,BRAIN_RIGHT_HUMAN_RIGHT,Brain and human both aligned with realised outcome.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,0.959,1.265,-1.05,2.315,WRONG,REVIEW_ALL_ACTORS,REVIEW_GOVERNANCE,REVIEW_DATA_QUALITY,0,0.0,0.0,2.0,NO,0.0,0.0,25.292,0.0,9.64,1.2,0.0,0.15,NO,YES,NO,YES,YES,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,STRUCTURAL_REVIEW,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|49493|2025-12-25|2026-01-14|772-49493-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,49493,0.0,BATH TOILETRIES,PERSONAL WASH,HOLD_FOR_REPLENISHMENT,-4.021,BLOCKED_UNSAFE,2.877,3.827,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,3.042,25.8,SHADOW_TOP_50_CANDIDATE,28.3,20,,,,,,,,,0.0,0.0,2.0,2.889,2.0,0.889,11.7,NO,HIGH,12.07,0.4692,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.9,4.0,,,,0,,,,,,,,YES,-4.021,-7.063,-0.173,CORRECT,CORRECT,BRAIN_RIGHT_HUMAN_RIGHT,Brain and human both aligned with realised outcome.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.002,0.095,1.05,-0.955,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,1.0,0.0,1.902,1.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|49817|2025-12-25|2026-01-14|772-49817-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,49817,0.0,BATH TOILETRIES,PERSONAL WASH,HOLD_FOR_REPLENISHMENT,9.237,HOLD_FOR_REPLENISHMENT,-8.593,1.021,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-7.902,33.1,SHADOW_TOP_50_CANDIDATE,28.1,21,,,,,,,,,0.0,0.0,2.0,3.388,2.0,1.388,12.3,NO,LOW,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.1,1.0,,,,0,,,,,,,,YES,9.237,17.139,0.021,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,1.274,0.114,-0.35,0.464,PARTIAL,REVIEW_BRAIN_WEIGHTS,NO_GOVERNANCE_UPDATE,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,2.288,0.0,0.0,1.05,0.15,0.0,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,REINFORCE_BRAIN_WITH_REVIEW,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|187759|2026-03-05|2026-03-18|772-187759-20260305|Allocation Report - OP21 FEMALE FOUNDERS,unknown,2026-03-05,2026-03-18,187759,0.0,HAIRCARE,SHAMPOO CONDITIONE,HOLD_FOR_REPLENISHMENT,-20.449,HOLD_FOR_REPLENISHMENT,-35.34,1.549,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,4.0,HIGH_PRIORITY_BUY_REVIEW,-35.363,15.8,SHADOW_TOP_50_CANDIDATE,27.2,22,,,,,,,,,0.0,0.0,2.0,3.902,2.0,1.902,17.8,NO,MEDIUM,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,34.4,3.0,,,,0,,,,,,,,NO,-20.449,14.914,-1.451,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.495,0.253,0.7,-0.447,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,5.054,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|23075|2025-12-25|2026-01-14|772-23075-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,23075,0.0,BEAUTY ELECTRICAL,HAIR ELECTRICAL,HOLD_FOR_REPLENISHMENT,-24.58,HOLD_FOR_REPLENISHMENT,-36.923,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-36.314,13.1,SHADOW_TOP_50_CANDIDATE,26.8,23,,,,,,,,,0.0,0.0,2.0,2.944,2.0,0.944,19.1,NO,MEDIUM,10.23,0.4521,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,34.8,1.0,,,,0,,,,,,,,NO,-24.58,11.734,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.108,0.413,-0.35,0.763,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,8.26,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|24919|2025-12-25|2026-01-14|772-24919-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,24919,0.0,SKINCARE,COSMECEUTICAL,HOLD_FOR_REPLENISHMENT,-13.939,HOLD_FOR_REPLENISHMENT,-13.776,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-12.622,26.5,SHADOW_TOP_50_CANDIDATE,26.8,24,,,,,,,,,0.0,0.0,2.0,2.9,2.0,0.9,20.1,NO,MEDIUM,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,35.0,1.0,,,,0,,,,,,,,NO,-13.939,-1.317,-0.402,INCORRECT,CORRECT,BRAIN_WRONG_HUMAN_RIGHT,Human buyer outperformed brain advisory ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-1.044,0.477,-0.35,0.827,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,9.543,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|90024|2026-03-05|2026-03-18|772-90024-20260305|Allocation Report - OP21 FEMALE FOUNDERS,unknown,2026-03-05,2026-03-18,90024,0.0,DIGESTIVE CARE,HYDRATION,BLOCKED_UNSAFE,-25.398,HOLD_FOR_REPLENISHMENT,-44.991,0.598,0.014,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-45.117,11.5,SHADOW_TOP_50_CANDIDATE,26.6,25,,,,,,,,,0.0,0.0,2.0,3.119,2.0,1.119,12.5,NO,LOW,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.1,1.0,,,,0,,,,,,,,NO,-25.398,19.719,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.19,0.156,-0.35,0.506,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,3.118,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|92214|2025-12-25|2026-01-14|772-92214-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,92214,0.0,SKINCARE,EVERYDAY SKIN,HOLD_FOR_REPLENISHMENT,0.424,HOLD_FOR_REPLENISHMENT,-26.344,3.664,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-26.176,19.9,SHADOW_TOP_50_CANDIDATE,26.5,26,,,,,,,,,0.0,0.0,2.0,2.885,2.0,0.885,16.1,NO,MEDIUM,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,34.0,4.0,,,,0,,,,,,,,YES,0.424,26.6,-0.336,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,0.442,0.288,1.05,-0.762,RIGHT,MONITOR,MONITOR,NONE,0,0.0,0.0,2.0,YES,1.0,0.0,5.767,1.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190082|2026-02-19|2026-03-04|772-190082-20260219|Allocation Report - WK34&35 AUTUMN PART 1,unknown,2026-02-19,2026-03-04,190082,0.0,BEAUTY ACCESSORIES,MANICURE PEDICURE,HOLD_FOR_REPLENISHMENT,-25.398,HOLD_FOR_REPLENISHMENT,-44.991,2.415,1.994,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-45.445,11.8,SHADOW_TOP_50_CANDIDATE,26.5,27,,,,,,,,,0.0,0.0,2.0,3.007,2.0,1.007,10.8,NO,MEDIUM,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.7,3.0,,,,0,,,,,,,,YES,-25.398,20.047,-0.585,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.49,0.08,1.05,-0.97,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,0.0,0.0,1.599,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
