human_wins,brain_wins,governed_wins,unscorable,review_required_recommendation,review_queue_change_recommendation,where_human_still_beats_brain,where_brain_should_be_watched_more_closely,operational_trial_recommendation
28,1,23,1,MAINTAIN_HUMAN_REVIEW,CONTINUE_TOP_100_SHADOW_REVIEW,23075;24919;90024;190093;8686,49817,DO_NOT_MOVE_TO_OPERATIONAL_TRIAL
