long_tail_rows_scored,long_tail_confirmed_count,long_tail_false_positive_count,mission_sku_confirmed_count,basket_trust_value_before,basket_trust_value_recommended_adjustment,top_confirmed_long_tail_skus,recommendation
18,18,0,0,0.0,0.086,95116;94457;92331;92334;67282,INCREASE_REVIEW_PRIORITY_WITHIN_CAPS
