sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,reason_short,audit_notes
96580,Nude Hydra Sunlit Brnz 01 Haze,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=37; capital_risk=$25.80; risk_reward=0.39; sku_bias=NO_COMPARABLE_EVENTS
74330,Exc Cool 8.11 Ult Ash Lgt Bnd,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$23.57; risk_reward=0.62; sku_bias=NO_COMPARABLE_EVENTS
88688,Roh Scalp Renew Serum 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_falling_base_launch_total_conflict.,review=policy_falling_base_launch_total_conflict; demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$21.83; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
89593,Roh Reset Scalp Wsh 350Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_falling_base_launch_total_conflict.,review=policy_falling_base_launch_total_conflict; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$20.94; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
192248,Lor Ret Perm 6 Light Brown,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$18.46; risk_reward=0.61; sku_bias=NO_COMPARABLE_EVENTS
96315,The Ord Lash Curl Finisher,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=62; capital_risk=$17.76; risk_reward=0.65; sku_bias=NO_COMPARABLE_EVENTS
31554,Sukin P/Age Restor Nt Cr 120Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$16.08; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
350173,Mf Masc False Lash Black/Brown,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$15.35; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
98136,Jf Fe Touch Up Creme 113G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$13.30; risk_reward=0.50; sku_bias=NO_COMPARABLE_EVENTS
98137,Jf Fr Ease Day Nour Leav-In Cd,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$13.04; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
90463,Mf Mp Wow Liner Dark Navy,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$12.72; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
98110,Jf Vlt Cr Int Prp Shp 250Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$12.49; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
98119,J Frieda Frizz E Inf Smth Sp,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$12.49; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
98120,J Frieda Frizz E Inf Smth Cd,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$12.49; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
38392,May Fit Me Loose Pwd Light Med,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,5,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=4; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$10.94; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
20726,Tommy Hilfig Tommy Girl Edt100,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,4,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$93.58; risk_reward=0.46; sku_bias=NO_COMPARABLE_EVENTS
94247,Jojoba Boost Skin Barrier Sup,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,4,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$33.17; risk_reward=0.64; sku_bias=NO_COMPARABLE_EVENTS
64520,Gdy Semi Ex Girl Pink 148Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,4,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$20.26; risk_reward=0.48; sku_bias=NO_COMPARABLE_EVENTS
94980,Uj Golden Rule Body Gloss,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,4,Policy review override: policy_falling_base_launch_total_conflict.,review=policy_falling_base_launch_total_conflict; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$18.71; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
92928,Uj Face Cream 50G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,4,Policy review override: policy_falling_base_launch_total_conflict.,review=policy_falling_base_launch_total_conflict; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=74; capital_risk=$14.31; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
67095,Bondi/S Sport Spf50+ Lot 150Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,4,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$13.48; risk_reward=0.57; sku_bias=NO_COMPARABLE_EVENTS
190280,Pl Elastics Thick Blonde 10Pk,REVIEW,NO_DEMAND,REVIEW,0,1,4,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$1.66; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
199013,Esi Gel Co 553 Pinky Ring,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,4,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$1.05; risk_reward=0.55; sku_bias=NO_COMPARABLE_EVENTS
94984,Giorgio Armani Si Parfum 100Ml,REVIEW,NO_DEMAND,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$502.10; risk_reward=0.39; sku_bias=NO_COMPARABLE_EVENTS
97539,Narciso Pure Musc Blanc Pi100,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$215.86; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
97531,Jc I Want Choo With Love P100,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$199.55; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
92669,Mj Daisy Wild Edp 100Ml 3Pc Gs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$155.80; risk_reward=0.74; sku_bias=NO_COMPARABLE_EVENTS
97541,Nr For Him Musc Santal Pi100,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$150.96; risk_reward=0.68; sku_bias=NO_COMPARABLE_EVENTS
97671,Mj Perfect Edp 100Ml 3P Gs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$119.89; risk_reward=1.07; sku_bias=NO_COMPARABLE_EVENTS
97670,Mj Daisy Wild Edp 100Ml 3P Gs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$109.40; risk_reward=1.06; sku_bias=NO_COMPARABLE_EVENTS
97669,Mj Daisy Esf Edt 125Ml 3P Gs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$104.76; risk_reward=0.99; sku_bias=NO_COMPARABLE_EVENTS
98139,Ch Very Good Girl 3Pc Giftset,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$103.04; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
95826,Hb The Scent T100 3P Gs 2025,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=47; capital_risk=$101.09; risk_reward=0.94; sku_bias=NO_COMPARABLE_EVENTS
93909,D&G Light Blue Edt 100Ml 25,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$100.34; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
192830,Hb Bottled Edt 100Ml 3P Set,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Forecast requires manager review.,review=Forecast requires manager review; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$98.93; risk_reward=0.91; sku_bias=NO_COMPARABLE_EVENTS
17133,Versace Brght Crys Edt 50M 3Pc,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$92.36; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
97668,Mj Daisy Edt 100Ml 3P Gs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$85.72; risk_reward=1.11; sku_bias=NO_COMPARABLE_EVENTS
92695,Rabanne 1 Million T100 2P Gs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$76.69; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
94499,Coach Man Minis P4.5 4P Gs 25,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$68.04; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
97675,Kylie Cosmic Edp 100Ml 3P Gs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$66.02; risk_reward=1.01; sku_bias=NO_COMPARABLE_EVENTS
97629,Guess Iconic Blue Edp 100Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$58.64; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
194402,Swiish Glow Marine Collgn 135G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$50.92; risk_reward=0.79; sku_bias=NO_COMPARABLE_EVENTS
97434,Emily In Paris New Begin P100,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Forecast requires manager review.,review=Forecast requires manager review; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$47.69; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
97435,Emily In Paris Paris Kiss P100,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Forecast requires manager review.,review=Forecast requires manager review; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$47.69; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
94040,No7 P&P Ints Adv Serum 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$39.83; risk_reward=0.68; sku_bias=NO_COMPARABLE_EVENTS
97676,Kylie Cosmic Duo Penspray Set,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$31.21; risk_reward=1.00; sku_bias=NO_COMPARABLE_EVENTS
59065,Guess Sed Homme T100 3P Set,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$30.83; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
44019,Avene Dermabsolu Day Crm 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$30.48; risk_reward=1.02; sku_bias=NO_COMPARABLE_EVENTS
97630,Guess Iconic Blue Edp 30Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$29.25; risk_reward=1.07; sku_bias=NO_COMPARABLE_EVENTS
97188,Swiish Body Protein Peptides,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$28.60; risk_reward=1.06; sku_bias=NO_COMPARABLE_EVENTS
25408,Jacq Bog Silver Scent 100 2P,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$27.82; risk_reward=1.12; sku_bias=NO_COMPARABLE_EVENTS
193422,Braun Style Kit Sk3400,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$25.71; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
199838,Swiish Supergreens 10 Pack,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Forecast requires manager review.,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$23.36; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
97201,Lunz Bonze Ul/Ecpse Mss 200Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=60; capital_risk=$21.49; risk_reward=1.24; sku_bias=NO_COMPARABLE_EVENTS
