sku_number,sku_description,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,audit_notes
88447,Mf Masterpiece Brow Lami Med,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$15.47; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
96481,May Face Lifter Fdn 118,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=38; capital_risk=$14.70; risk_reward=0.80; sku_bias=NO_COMPARABLE_EVENTS
66529,Nude Perf Primer Hydrt&Illumin,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$14.53; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
96483,May Face Lifter Fdn 120,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=38; capital_risk=$14.53; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
64523,Gdy Semi H/Col Blue Ruin 148Ml,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$13.88; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
102282,Mf Lipfinity Spirtual,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$13.68; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
96480,May Face Lifter Fdn 117,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$13.39; risk_reward=0.88; sku_bias=NO_COMPARABLE_EVENTS
90114,May Super Fluff 257 Med Brown,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=24; capital_risk=$12.70; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
88551,May Ls Sky High Burgundy Haze,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$12.60; risk_reward=0.75; sku_bias=NO_COMPARABLE_EVENTS
193125,Npmu Ult Es Pal Warm Neutr,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=70; capital_risk=$12.33; risk_reward=1.12; sku_bias=NO_COMPARABLE_EVENTS
93991,May Face Lift Stix 45 Nu Int,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$12.33; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
636548,Codral C&F+Cough Mucus 16,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$12.32; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
32161,Lor Magic Ret 8 Cool Drk Brn,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.28; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
90154,Npmu Lip Iv Drippin' In Rose,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$12.00; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
193126,Npmu Ult Es Pal I Know Tha,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$11.88; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
90155,Npmu Lip Iv Blush Rush,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$11.88; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
70356,Npmu Bwm Sr N Calm Conc Fair,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$11.86; risk_reward=0.75; sku_bias=NO_COMPARABLE_EVENTS
1226,May Fit Me Mte Pore Fdn Porc,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=38; capital_risk=$11.67; risk_reward=0.80; sku_bias=NO_COMPARABLE_EVENTS
90105,May Iar Col Corrector Pink,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$11.67; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
199067,Npmu Btrmlt Blsh U Know Butta,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$11.49; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
90140,Npmu Face Glue Primer,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$11.47; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
15769,Npmu 3C Palette Light,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=36; capital_risk=$11.45; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
195441,Npmu Buttermelt Deserve Butta,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$11.20; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
94078,Npmu Brow Glue Crazy Lift 01,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$11.03; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
199746,Rim Kind&Free Lsh Ldr Masc B/B,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$10.88; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
91533,Hask Kerat Smth Hair Oil 100Ml,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$10.59; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
43897,Clairol Ni 6 Light Brown,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=38; capital_risk=$10.24; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
90113,May Super Fluff 255 Soft Brown,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$10.14; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
96510,May Sculp Stix 015 Smoth Espre,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$10.12; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
195986,May Tat Liner Gel Penc Black,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$10.01; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
96598,Npmu Ling Ll Stain Send Nudes,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$9.99; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
287334,Olay T/Eff Foundatn Spf15 50G,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$9.92; risk_reward=1.36; sku_bias=NO_COMPARABLE_EVENTS
199329,Bondi Sands Tech Emerald 50Ml,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$9.79; risk_reward=0.87; sku_bias=NO_COMPARABLE_EVENTS
70357,Npmu Bwm Sr N Calm Conc Light,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$9.70; risk_reward=0.92; sku_bias=NO_COMPARABLE_EVENTS
68560,Auglow Tan Express Dark 200Ml,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=61; capital_risk=$9.60; risk_reward=1.29; sku_bias=NO_COMPARABLE_EVENTS
90164,Npmu Bmelt Hlight Glaze Butta,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$9.56; risk_reward=0.86; sku_bias=NO_COMPARABLE_EVENTS
70394,Npmu Plumping Primer 01,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$9.55; risk_reward=1.03; sku_bias=NO_COMPARABLE_EVENTS
96608,Npmu Make Em Wndr Fdn Nude,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$9.55; risk_reward=1.03; sku_bias=NO_COMPARABLE_EVENTS
199055,Npmu Wondr Stk Blush Lt Peach,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$9.53; risk_reward=0.86; sku_bias=NO_COMPARABLE_EVENTS
94058,Npmu Bmelt Blsh Butta Together,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$9.51; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
191176,May Superstay Glow Tint 03,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$9.48; risk_reward=1.35; sku_bias=NO_COMPARABLE_EVENTS
90149,Npmu Duck Plump Ll Sienna,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$9.46; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
90163,Npmu Bmelt Hlight Bright Butta,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$9.43; risk_reward=0.87; sku_bias=NO_COMPARABLE_EVENTS
90153,Npmu Lip Iv Bubblegum Burst,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$9.42; risk_reward=0.87; sku_bias=NO_COMPARABLE_EVENTS
197891,May Super Lock Brow Glue,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$9.40; risk_reward=0.68; sku_bias=NO_COMPARABLE_EVENTS
70358,Npmu Bwm Sr N Calm Conc Vnilla,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$9.31; risk_reward=0.95; sku_bias=NO_COMPARABLE_EVENTS
193203,May Ls Sky High Wsh,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$9.28; risk_reward=1.01; sku_bias=NO_COMPARABLE_EVENTS
24382,May Iar Conc Fair,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=46; capital_risk=$9.07; risk_reward=0.93; sku_bias=NO_COMPARABLE_EVENTS
96606,Npmu Make Em Wndr Fdn Vanila,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$8.98; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
93999,May Lift Glaze 006 Caramel Glo,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$8.94; risk_reward=0.75; sku_bias=NO_COMPARABLE_EVENTS
199069,Npmu Btrmlt Blsh Feeling Butta,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=44; capital_risk=$8.92; risk_reward=0.89; sku_bias=NO_COMPARABLE_EVENTS
90151,Npmu Lip Iv Hydra-Honey,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=46; capital_risk=$8.87; risk_reward=0.93; sku_bias=NO_COMPARABLE_EVENTS
525920,1000Hr Lash/Brow Dye Natrlblk,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$8.86; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
15839,Npmu Lg Butter Madeleine,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$8.84; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
41596,May Mc Met Hl Mlten Rse Gld,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=37; capital_risk=$8.81; risk_reward=0.80; sku_bias=NO_COMPARABLE_EVENTS
93977,May Poreless Jelly Primer Int,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$8.80; risk_reward=1.03; sku_bias=NO_COMPARABLE_EVENTS
95382,Dominate Out Of Bed Clay 100G,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$8.73; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
90111,May Iar Col Corrector Orange,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$8.72; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
70392,Npmu Tisi Brow Ms Espr,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$8.64; risk_reward=0.88; sku_bias=NO_COMPARABLE_EVENTS
96641,Npmu Wndr Pwd Cheeky Cherry,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$8.59; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
96605,Npmu Make Em Wndr Fdn Light,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$8.56; risk_reward=1.15; sku_bias=NO_COMPARABLE_EVENTS
63111,Npmu Pore Filler Prim 01,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=3; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$8.55; risk_reward=1.04; sku_bias=NO_COMPARABLE_EVENTS
36115,May Fitme Concealer Ivory,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=36; capital_risk=$8.54; risk_reward=0.79; sku_bias=NO_COMPARABLE_EVENTS
94057,Npmu Bmelt Brnz Butta Biscuit,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=47; capital_risk=$8.43; risk_reward=0.94; sku_bias=NO_COMPARABLE_EVENTS
94568,May Brow Ultra Slim Soft Brwn,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=38; capital_risk=$8.37; risk_reward=0.80; sku_bias=NO_COMPARABLE_EVENTS
96640,Npmu Wndr Pwd Sugar Serve,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$8.32; risk_reward=0.99; sku_bias=NO_COMPARABLE_EVENTS
46883,May Fit Me Concealer Hazelnut,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=Forecast requires manager review; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$8.24; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
193196,May Lash Sensational Intns Blk,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$8.19; risk_reward=1.02; sku_bias=NO_COMPARABLE_EVENTS
