sku_number,report_expected_promo_demand,order_units,projected_stock_gap_units,expected_promo_demand,expected_units_total_promo,feature_expected_total_units_first_7_days,feature_probability_expected_units_consensus,historical_units_same_discount_avg,feature_pre_promo_rolling_demand_units,demand_evidence_label,demand_evidence_class,feature_signal_max,final_minus_feature,feature_exceeds_final_by
62472,1,0,1,1,1,130.43478260869566,8.5,3.0,14.0,NO_DEMAND,low_nonzero_demand,130.43478260869566,-129.43478260869566,129.43478260869566
63361,1,0,53,1,1,51.20596666666666,19.125,0.0,0.0,NO_DEMAND,low_nonzero_demand,51.20596666666666,-50.20596666666666,50.20596666666666
194048,1,0,0,1,1,1.05,47.89473684210526,49.8182,24.5,NO_DEMAND,low_nonzero_demand,49.8182,-48.8182,48.8182
98062,1,0,3,1,1,2.8000000000000003,42.0,0.0,42.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,42.0,-41.0,41.0
613487,3,0,0,3,3,6.559259259259259,35.77777777777777,0.0,35.77777777777777,NEVER_SOLD_IN_PROMO,healthy_nonzero_demand,35.77777777777777,-32.77777777777777,32.77777777777777
194746,3,0,0,3,3,3.2666666666666666,34.333333333333336,0.0,14.0,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,34.333333333333336,-31.333333333333336,31.333333333333336
88478,1,0,0,1,1,1.8666666666666667,30.0,4.0,56.0,NO_DEMAND,low_nonzero_demand,30.0,-29.0,29.0
46535,1,0,0,1,1,0.9333333333333332,28.0,0.0,28.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,28.0,-27.0,27.0
63582,1,0,1,1,1,1.4,28.0,0.0,28.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,28.0,-27.0,27.0
96317,1,0,0,1,1,1.4,28.0,0.0,28.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,28.0,-27.0,27.0
66937,1,0,0,1,1,1.4,28.0,0.0,28.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,28.0,-27.0,27.0
97170,1,0,0,1,1,1.4,28.0,0.0,28.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,28.0,-27.0,27.0
87827,1,0,1,1,1,1.4,28.0,0.0,28.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,28.0,-27.0,27.0
20925,2,0,3,2,2,6.666666666666667,25.0,0.0,25.0,NEVER_SOLD_IN_PROMO,healthy_nonzero_demand,25.0,-23.0,23.0
194879,1,0,1,1,1,23.809523809523817,7.5,1.0,14.0,NO_DEMAND,low_nonzero_demand,23.809523809523817,-22.809523809523817,22.809523809523817
23575,1,0,0,1,1,0.7777777777777778,23.333333333333336,0.0,23.333333333333336,NEVER_SOLD_IN_PROMO,low_nonzero_demand,23.333333333333336,-22.333333333333336,22.333333333333336
196885,1,0,0,1,1,0.7777777777777778,23.333333333333336,0.0,23.333333333333336,NEVER_SOLD_IN_PROMO,low_nonzero_demand,23.333333333333336,-22.333333333333336,22.333333333333336
93941,1,0,0,1,1,3.7916666666666665,22.75,0.0,22.75,NEVER_SOLD_IN_PROMO,low_nonzero_demand,22.75,-21.75,21.75
20924,4,0,2,4,4,7.140000000000001,25.2,0.0,25.2,NEVER_SOLD_IN_PROMO,healthy_nonzero_demand,25.2,-21.2,21.2
192033,1,0,0,1,1,0.6222222222222221,21.75,0.0,18.666666666666664,NO_DEMAND,low_nonzero_demand,21.75,-20.75,20.75
69756,1,0,2,1,1,0.5833333333333333,21.625,0.0,17.5,NO_DEMAND,low_nonzero_demand,21.625,-20.625,20.625
46547,1,0,0,1,1,0.7000000000000001,21.0,0.0,21.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,21.0,-20.0,20.0
190201,1,0,0,1,1,1.4,21.0,0.0,21.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,21.0,-20.0,20.0
193652,1,0,1,1,1,1.4,21.0,0.0,21.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,21.0,-20.0,20.0
33264,1,0,1,1,1,0.9333333333333332,21.0,0.0,21.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,21.0,-20.0,20.0
87823,1,0,0,1,1,1.4,21.0,0.0,21.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,21.0,-20.0,20.0
88917,0,0,0,0,0,1.5555555555555554,18.666666666666664,0.0,18.666666666666664,NEVER_SOLD_IN_PROMO,true_zero_demand,18.666666666666664,-18.666666666666664,18.666666666666664
195108,1,0,3,1,1,2.286666666666667,19.6,0.0,19.6,NEVER_SOLD_IN_PROMO,low_nonzero_demand,19.6,-18.6,18.6
198633,1,0,0,1,1,1.5555555555555554,18.666666666666664,0.0,18.666666666666664,NEVER_SOLD_IN_PROMO,low_nonzero_demand,18.666666666666664,-17.666666666666664,17.666666666666664
68415,1,0,1,1,1,0.8555555555555555,18.666666666666664,0.0,18.666666666666664,NEVER_SOLD_IN_PROMO,low_nonzero_demand,18.666666666666664,-17.666666666666664,17.666666666666664
445650,2,0,0,2,2,0.9074074074074072,19.071428571428573,19.0714,20.22222222222222,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,19.071428571428573,-17.071428571428573,17.071428571428573
26169,2,0,0,2,2,5.066666666666666,19.0,0.0,19.0,NEVER_SOLD_IN_PROMO,healthy_nonzero_demand,19.0,-17.0,17.0
45285,1,0,0,1,1,2.7,18.0,0.0,18.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,18.0,-17.0,17.0
22450,1,0,0,1,1,3.860606060606061,17.818181818181817,0.0,17.818181818181817,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.818181818181817,-16.818181818181817,16.818181818181817
1485,1,0,0,1,1,1.9444444444444449,17.5,0.0,23.333333333333336,NO_DEMAND,low_nonzero_demand,17.5,-16.5,16.5
67910,1,0,0,1,1,0.5833333333333333,17.5,0.0,17.5,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.5,-16.5,16.5
89256,1,0,0,1,1,1.75,17.5,0.0,17.5,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.5,-16.5,16.5
855413,1,0,0,1,1,1.75,17.5,0.0,17.5,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.5,-16.5,16.5
716731,1,0,0,1,1,0.5833333333333333,17.5,0.0,17.5,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.5,-16.5,16.5
194735,4,0,0,4,4,6.5625,20.5,0.0,21.875,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,20.5,-16.5,16.5
186538,1,0,0,1,1,1.75,17.5,0.0,17.5,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.5,-16.5,16.5
98066,1,0,1,1,1,1.75,17.5,0.0,17.5,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.5,-16.5,16.5
190711,1,0,0,1,1,3.137037037037037,17.111111111111114,0.0,17.111111111111114,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.111111111111114,-16.111111111111114,16.111111111111114
92312,1,0,0,1,1,3.137037037037037,17.111111111111114,0.0,17.111111111111114,NEVER_SOLD_IN_PROMO,low_nonzero_demand,17.111111111111114,-16.111111111111114,16.111111111111114
268941,1,0,0,1,1,1.4,17.0,6.0,28.0,NO_DEMAND,low_nonzero_demand,17.0,-16.0,16.0
97195,1,0,0,1,1,1.96,16.8,0.0,16.8,NEVER_SOLD_IN_PROMO,low_nonzero_demand,16.8,-15.8,15.8
94473,1,0,0,1,1,1.96,16.8,0.0,16.8,NEVER_SOLD_IN_PROMO,low_nonzero_demand,16.8,-15.8,15.8
58219,2,0,0,2,2,4.083333333333334,17.5,0.0,17.5,NEVER_SOLD_IN_PROMO,healthy_nonzero_demand,17.5,-15.5,15.5
545589,2,0,0,2,2,3.7916666666666665,15.5,17.4286,22.75,CREDIBLE_PROMO_DEMAND,healthy_nonzero_demand,17.4286,-15.4286,15.4286
43328,1,0,0,1,1,2.177777777777778,16.333333333333336,0.0,16.333333333333336,NEVER_SOLD_IN_PROMO,low_nonzero_demand,16.333333333333336,-15.333333333333336,15.333333333333336
636886,1,0,0,1,1,1.2444444444444445,16.333333333333336,0.0,16.333333333333336,NEVER_SOLD_IN_PROMO,low_nonzero_demand,16.333333333333336,-15.333333333333336,15.333333333333336
94996,1,0,0,1,1,2.3999999999999995,16.0,0.0,16.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,16.0,-15.0,15.0
192221,1,0,0,1,1,2.3999999999999995,16.0,0.0,16.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,16.0,-15.0,15.0
194870,1,0,0,1,1,15.873015873015875,7.5,1.0,14.0,NO_DEMAND,low_nonzero_demand,15.873015873015875,-14.873015873015875,14.873015873015875
199853,1,0,0,1,1,15.873015873015872,1.00000025,1.0,14.0,NO_DEMAND,low_nonzero_demand,15.873015873015872,-14.873015873015872,14.873015873015872
186539,1,0,0,1,1,2.625,15.75,0.0,15.75,NEVER_SOLD_IN_PROMO,low_nonzero_demand,15.75,-14.75,14.75
94922,1,0,0,1,1,15.503875968992247,1.00000025,2.0,14.0,NO_DEMAND,low_nonzero_demand,15.503875968992247,-14.503875968992247,14.503875968992247
557463,1,0,0,1,1,1.1666666666666663,15.5,3.0,28.0,NO_DEMAND,low_nonzero_demand,15.5,-14.5,14.5
96315,1,0,5,1,1,3.309090909090909,15.272727272727272,0.0,15.272727272727272,NEVER_SOLD_IN_PROMO,low_nonzero_demand,15.272727272727272,-14.272727272727272,14.272727272727272
74457,5,0,0,5,5,5.7749999999999995,19.25,0.0,19.25,NEVER_SOLD_IN_PROMO,healthy_nonzero_demand,19.25,-14.25,14.25
97042,1,0,1,1,1,0.9333333333333332,15.0,2.0,28.0,NO_DEMAND,low_nonzero_demand,15.0,-14.0,14.0
32738,1,0,1,1,1,14.814814814814817,8.0,2.0,14.0,NO_DEMAND,low_nonzero_demand,14.814814814814817,-13.814814814814817,13.814814814814817
718246,1,0,0,1,1,1.4,14.5,0.0,28.0,NO_DEMAND,low_nonzero_demand,14.5,-13.5,13.5
22454,14,0,7,14,14,11.880555555555556,27.416666666666664,0.0,27.416666666666664,NEVER_SOLD_IN_PROMO,healthy_nonzero_demand,27.416666666666664,-13.416666666666664,13.416666666666664
671614,1,0,0,1,1,1.2133333333333334,14.2,6.0,22.4,NO_DEMAND,low_nonzero_demand,14.2,-13.2,13.2
672211,1,0,1,1,1,1.1083333333333334,14.125,9.0,19.25,NO_DEMAND,low_nonzero_demand,14.125,-13.125,13.125
94472,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
93940,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
89022,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
194878,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97497,1,0,1,1,1,1.1666666666666663,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
87826,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88958,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
554081,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
95570,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
195107,1,0,0,1,1,1.6333333333333333,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
87822,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
90508,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88869,1,0,2,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
93943,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
95577,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
93942,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
96114,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
186540,1,0,0,1,1,1.4,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88918,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
90509,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88916,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
192196,1,0,0,1,1,1.4,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88079,1,0,1,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88120,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
91550,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
90041,1,0,0,1,1,1.4,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
196035,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
72449,1,0,2,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88919,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97508,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
90045,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
95659,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
68418,1,0,2,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
559709,1,0,3,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
95116,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97963,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88960,1,0,0,1,1,1.1666666666666663,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
98116,1,0,3,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
95448,1,0,2,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
63448,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
454222,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
849782,1,0,2,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
66938,1,0,2,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
66936,1,0,1,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
72032,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
190608,1,0,3,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
90179,1,0,2,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
96029,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
50676,1,0,15,1,1,14.0,0.3529411764705882,0.1429,0.0,NO_DEMAND,low_nonzero_demand,14.0,-13.0,13.0
198632,1,0,0,1,1,2.333333333333333,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
194777,1,0,0,1,1,1.1666666666666663,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88959,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97964,1,0,2,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
196845,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
33265,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
96111,1,0,2,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
87729,1,0,1,1,1,1.4,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
820504,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88066,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
192040,1,0,1,1,1,2.1,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
96318,1,0,0,1,1,1.4,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88954,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
75188,1,0,15,1,1,14.0,1.1428571428571428,1.0,0.0,NO_DEMAND,low_nonzero_demand,14.0,-13.0,13.0
43916,1,0,2,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
90180,1,0,2,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
93945,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
58218,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
192037,1,0,0,1,1,1.1666666666666663,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
96730,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
21210,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
49504,1,0,0,1,1,1.1666666666666663,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
192034,1,0,0,1,1,1.4,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
33267,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
33269,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
91529,1,0,2,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
51986,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97162,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97451,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88914,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
95818,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
496693,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
22129,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
194778,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
387002,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88065,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97198,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
63449,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
33266,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97452,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
51982,1,0,2,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
23380,1,0,0,1,1,2.333333333333333,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
90929,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
196844,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
199238,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
73220,1,0,1,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88064,1,0,1,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
43877,1,0,0,1,1,0.9333333333333332,14.0,0.0,28.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
87730,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
87728,1,0,1,1,1,1.4,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
187204,1,0,0,1,1,1.1666666666666663,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97193,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88957,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
192035,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
37114,1,0,2,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97196,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97507,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97245,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
92938,1,0,3,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
96245,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
88953,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97197,1,0,0,1,1,0.4666666666666667,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
22453,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97199,1,0,0,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
49692,1,0,0,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
22455,1,0,0,1,1,1.6333333333333333,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
97509,1,0,1,1,1,0.7000000000000001,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
95814,1,0,1,1,1,0.9333333333333332,14.0,0.0,14.0,NEVER_SOLD_IN_PROMO,low_nonzero_demand,14.0,-13.0,13.0
