run_id,export_folder,reports_exported,missing_reports,qa_blockers,qa_warnings,release_recommendation,primary_blocker,phase6e_safe_merged_features,phase6e_ats_supported_calibration_rows,phase6e_brain_retraining_readiness,phase6f_leak_safe_model_input_count,phase6f_brain_visibility_score,phase6f_visibility_status,phase6f_shadow_training_status
2026-06-23_phase6f01_operating_pack,promotions/priceline/772/2026-06-23_phase6f_feature_quality_operating_pack,PROMO_ORDER_PLAN.csv;PROMO_ERROR_RATE_DASHBOARD.csv;PROMO_RELEASE_GATE_SUMMARY.csv;PROMO_MANAGER_SUMMARY.csv;PROMO_BUYER_ACTION_PACK.xlsx;PROMO_SHADOW_TOP_100_REVIEW.xlsx;PROMO_REPORT_QA_SUMMARY.csv;PROMO_RUN_MANIFEST.csv;PROMO_FEATURE_VISIBILITY_AUDIT.csv;PROMO_ADJACENT_PATH_REVIEW.csv;PROMO_DAG_KG_COVERAGE_AUDIT.csv;PROMO_ACTIVE_LEARNING_REVIEW_QUEUE.csv;PROMO_ADJACENT_PATH_VALIDATION.csv;PROMO_GRAPH_COVERAGE_REPAIR_PLAN.csv;PROMO_FEATURE_INVENTORY_RECONCILIATION.csv;PROMO_ATS_VALIDATION.csv;PROMO_ML_INNOVATION_ROADMAP.csv;PROMO_PHASE6C_RELEASE_GATE.csv;PROMO_DAG_STATE_POPULATION.csv;PROMO_DAG_STATE_COVERAGE_SUMMARY.csv;PROMO_ADJACENT_CONFIDENCE_CALIBRATION.csv;PROMO_ADJACENT_POLICY_REVIEW.csv;ACTIVE_LEARNING_TOP_100_REVIEW.xlsx;PROMO_FEATURE_MERGE_OPPORTUNITY_REVIEW.csv;PROMO_SEGMENT_CALIBRATION_ELIGIBILITY_REPAIR.csv;PROMO_PHASE6D_RELEASE_GATE.csv;PROMO_FEATURE_MERGE_PLAN.csv;PROMO_CORE_FRAME_MERGE_AUDIT.csv;PROMO_ATS_EVIDENCE_STRENGTHENING.csv;PROMO_SEGMENT_CALIBRATION_ELIGIBILITY_AFTER_MERGE.csv;PROMO_BRAIN_RETRAINING_READINESS.csv;PROMO_PHASE6E_RELEASE_GATE.csv;PROMO_FEATURE_QUALITY_SUMMARY.csv;PROMO_FEATURE_QUALITY_PROFILE.csv;PROMO_BROKEN_FEATURE_REPAIR_PLAN.csv;PROMO_EXTREME_VALUE_POLICY.csv;PROMO_LEAKAGE_ACTION_TARGET_REVIEW.csv;PROMO_BRAIN_VISIBILITY_SCORECARD.csv;PROMO_LEAK_SAFE_MODEL_INPUT_FEATURE_SET.csv;PROMO_SHADOW_MODEL_PERFORMANCE.csv;PROMO_PHASE6F_RELEASE_GATE.csv,,2,0,NO_RELEASE,no_segment_calibration_allowed_rows,108,0,READY_FOR_SHADOW_RETRAINING,406,61.33,BLOCKED_BY_LEGACY_SELECTORS,BLOCKED_BY_FEATURE_QUALITY
