recommendation,primary_blocker,limited_release_rows,release_ready_rows,unsafe_rows,avg_raw_conviction,avg_calibrated_conviction,buyer_review_required_count,unsafe_capped_count,notes
NO_RELEASE,model_bias_dangerously_negative,0,4624,46728,99.61021325427943,13.879697810079373,52285,46728,phase5l_conviction_must_be_earned
