sku_number,sku_description,department,promotion_name,decision_triage_class,buyer_review_priority_score,triage_priority_score_v2,economic_priority_rank,economic_net_value_score,review_roi_score,review_roi_label,expected_gp_capture_value,missed_sales_avoidance_value,overstock_cash_release_value,brain_action_label,final_governed_action_label,priority_rank_change,priority_rank_change_reason
516600,0.0,ORAL HEALTH,unknown,STANDARD_RUN_DOWN_REVIEW,7.3,19.4,1767,-40.791,-2.549,VERY_LOW,4.084,0.0,1.292,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,1044,economic_roi_major_uplift
93976,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,3.5,17.8,2638,-22.753,-1.422,VERY_LOW,0.445,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,1044,economic_roi_major_uplift
196460,0.0,HAIR ACC BRUSHES,unknown,STANDARD_BUY_REVIEW,7.2,19.3,1773,-37.437,-2.34,VERY_LOW,3.563,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1043,economic_roi_major_uplift
190291,0.0,HAIR ACC BRUSHES,unknown,STANDARD_RUN_DOWN_REVIEW,5.1,18.3,2331,-39.211,-2.451,VERY_LOW,2.961,0.0,0.39,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,1042,economic_roi_major_uplift
23677,0.0,ORAL HEALTH,unknown,STANDARD_BUY_REVIEW,0.0,16.5,3976,-33.755,-2.11,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1040,economic_roi_major_uplift
43839,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,15.1,25.1,276,20.095,0.837,VERY_LOW,81.056,0.0,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,1038,economic_roi_major_uplift
36998,0.0,SUNCARE,unknown,STANDARD_BUY_REVIEW,2.3,17.5,2860,-40.041,-2.503,VERY_LOW,0.959,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1037,economic_roi_major_uplift
193504,0.0,VITAMIN SUPPLEMENT,unknown,STANDARD_BUY_REVIEW,12.2,23.5,639,26.704,1.669,LOW,11.589,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1036,economic_roi_major_uplift
190122,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,2.3,17.5,2864,-40.206,-2.513,VERY_LOW,0.794,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,1036,economic_roi_major_uplift
198633,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,0.0,16.8,3736,-5.203,-0.325,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,1035,economic_roi_major_uplift
267575,0.0,FRAGRANCE,unknown,STANDARD_BUY_REVIEW,8.7,20.6,1355,49.226,3.077,LOW,13.597,0.0,1.205,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1034,economic_roi_major_uplift
193203,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,0.0,16.8,3735,-29.458,-1.841,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1031,economic_roi_major_uplift
13621,0.0,ACHE PAIN SUPPORT,unknown,STANDARD_BUY_REVIEW,5.2,18.3,2325,-38.09,-2.381,VERY_LOW,2.91,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1028,economic_roi_major_uplift
318051,0.0,FAMILY PLANNING,unknown,HIGH_PRIORITY_BUY_REVIEW,7.7,19.7,1647,-46.418,-1.934,VERY_LOW,2.582,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1028,economic_roi_major_uplift
217034,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,9.9,21.4,1119,-29.179,-1.824,VERY_LOW,4.581,0.0,1.062,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1027,economic_roi_major_uplift
92210,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,3.1,17.7,2718,-22.453,-1.403,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1027,economic_roi_major_uplift
16857,0.0,SUNCARE,unknown,STANDARD_BUY_REVIEW,5.1,18.3,2353,-33.081,-2.068,VERY_LOW,7.919,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1026,economic_roi_major_uplift
192810,0.0,ORAL HEALTH,unknown,STANDARD_BUY_REVIEW,2.6,17.6,2826,-38.223,-2.389,VERY_LOW,2.777,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,1024,economic_roi_major_uplift
39202,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,0.2,17.0,3558,-11.453,-0.716,VERY_LOW,1.197,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1023,economic_roi_major_uplift
26779,0.0,SUNCARE,unknown,STANDARD_BUY_REVIEW,0.2,17.0,3557,-11.412,-0.713,VERY_LOW,1.868,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1022,economic_roi_major_uplift
33087,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,3.3,17.7,2685,-7.258,-0.454,VERY_LOW,2.107,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1022,economic_roi_major_uplift
36996,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,11.1,22.5,855,-14.899,-0.621,VERY_LOW,13.212,0.0,1.205,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1022,economic_roi_major_uplift
92331,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,16.6,27.0,74,137.719,8.607,MEDIUM,38.089,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1019,economic_roi_major_uplift
90325,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.3,17.5,2896,-40.406,-2.525,VERY_LOW,0.594,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1018,economic_roi_major_uplift
33267,0.0,FEMININE CARE,unknown,STANDARD_BUY_REVIEW,2.6,17.6,2835,-39.936,-2.496,VERY_LOW,1.064,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,1016,economic_roi_major_uplift
534617,0.0,FIRSTAID WOUNDCARE,unknown,STANDARD_BUY_REVIEW,2.0,17.4,2959,-40.482,-2.53,VERY_LOW,0.518,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1016,economic_roi_major_uplift
64039,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.2,17.5,2936,-40.062,-2.504,VERY_LOW,0.938,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1011,economic_roi_major_uplift
71204,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.0,17.4,2966,-41.039,-2.565,VERY_LOW,0.865,0.0,0.301,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1011,economic_roi_major_uplift
199628,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,5.6,18.4,2280,-10.276,-0.642,VERY_LOW,2.014,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1011,economic_roi_major_uplift
92164,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,8.4,20.2,1493,-14.562,-0.91,VERY_LOW,2.272,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1009,economic_roi_major_uplift
195440,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,2.8,17.6,2797,-23.007,-1.438,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1009,economic_roi_major_uplift
195976,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,0.0,16.5,3974,-33.93,-2.121,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1009,economic_roi_major_uplift
95133,0.0,DIGESTIVE CARE,unknown,STANDARD_BUY_REVIEW,4.9,18.2,2393,-39.037,-2.44,VERY_LOW,1.963,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1008,economic_roi_major_uplift
48510,0.0,HAIRCARE,unknown,STANDARD_RUN_DOWN_REVIEW,8.7,20.5,1397,-40.464,-2.529,VERY_LOW,7.337,0.0,1.808,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,1007,economic_roi_major_uplift
196288,0.0,HAIRCARE,unknown,STANDARD_RUN_DOWN_REVIEW,12.0,23.3,694,-16.266,-1.017,VERY_LOW,38.163,0.0,4.477,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,1007,economic_roi_major_uplift
280441,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,3.2,17.7,2724,-39.224,-2.452,VERY_LOW,1.776,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1006,economic_roi_major_uplift
798177,0.0,DEODORANTS,unknown,HIGH_PRIORITY_BUY_REVIEW,5.5,18.3,2295,-47.19,-1.966,VERY_LOW,1.81,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1004,economic_roi_major_uplift
59330,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,5.7,18.4,2275,-29.337,-1.834,VERY_LOW,2.928,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1001,economic_roi_major_uplift
188716,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,5.8,18.4,2260,-42.476,-1.77,VERY_LOW,7.211,0.0,0.229,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,997,economic_roi_major_uplift
189299,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,7.8,19.7,1657,-41.902,-2.619,VERY_LOW,1.431,0.0,0.601,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,997,economic_roi_major_uplift
196453,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,5.8,18.4,2263,-37.909,-2.369,VERY_LOW,3.091,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,995,economic_roi_major_uplift
27234,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,7.7,19.6,1688,-26.461,-1.103,VERY_LOW,3.719,20.998,0.0,CONTROLLED_BUY,CONTROLLED_BUY,992,economic_roi_major_uplift
92229,0.0,DEODORANTS,unknown,STANDARD_BUY_REVIEW,3.0,17.6,2760,-39.879,-2.492,VERY_LOW,1.121,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,990,economic_roi_major_uplift
93614,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,3.6,17.7,2669,-24.596,-1.537,VERY_LOW,2.062,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,987,economic_roi_major_uplift
63380,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.8,17.6,2827,-39.143,-2.446,VERY_LOW,1.857,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,987,economic_roi_major_uplift
188705,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,8.2,20.0,1561,-50.116,-2.088,VERY_LOW,13.084,0.0,1.909,AGGRESSIVE_BUY,AGGRESSIVE_BUY,986,economic_roi_major_uplift
36233,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,2.0,17.4,2999,-23.657,-1.479,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,986,economic_roi_major_uplift
192124,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,10.3,21.6,1055,-28.437,-1.185,VERY_LOW,30.013,0.0,2.258,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,983,economic_roi_major_uplift
197357,0.0,HAIR ACC BRUSHES,unknown,STANDARD_RUN_DOWN_REVIEW,6.1,18.5,2207,-39.237,-2.452,VERY_LOW,3.567,0.0,0.601,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,982,economic_roi_major_uplift
90140,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,0.0,16.8,3726,-5.729,-0.358,VERY_LOW,0.0,18.261,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,982,economic_roi_major_uplift
12510,0.0,COUGH COLD,unknown,STANDARD_BUY_REVIEW,2.9,17.6,2803,-23.315,-1.457,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,980,economic_roi_major_uplift
349332,0.0,VITAMIN SUPPLEMENT,unknown,STANDARD_BUY_REVIEW,7.6,19.5,1727,8.487,0.53,VERY_LOW,3.497,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,979,economic_roi_major_uplift
655118,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,8.5,20.2,1469,7.924,0.495,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,975,economic_roi_major_uplift
68463,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,5.9,18.4,2264,-50.097,-2.087,VERY_LOW,1.451,0.0,0.85,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,974,economic_roi_major_uplift
643181,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,12.7,23.5,616,-0.525,-0.033,VERY_LOW,19.811,0.0,0.86,CONTROLLED_BUY,CONTROLLED_BUY,972,economic_roi_major_uplift
188698,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,7.9,19.7,1650,-42.622,-2.664,VERY_LOW,6.701,0.0,1.55,CONTROLLED_BUY,CONTROLLED_BUY,970,economic_roi_major_uplift
74313,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,3.9,17.8,2616,-29.553,-1.847,VERY_LOW,1.087,4.791,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,968,economic_roi_major_uplift
188952,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,4.7,18.1,2477,-19.171,-1.198,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,967,economic_roi_major_uplift
90140,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,3.6,17.7,2690,-23.869,-1.492,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,967,economic_roi_major_uplift
246476,0.0,COUGH COLD,unknown,STANDARD_BUY_REVIEW,2.5,17.5,2903,-39.691,-2.481,VERY_LOW,1.309,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,962,economic_roi_major_uplift
17096,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,8.2,19.9,1571,-45.965,-1.915,VERY_LOW,5.49,0.0,0.818,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,960,economic_roi_major_uplift
7315,0.0,HAIR ACC BRUSHES,unknown,STANDARD_BUY_REVIEW,3.2,17.6,2758,-39.862,-2.491,VERY_LOW,1.138,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,957,economic_roi_major_uplift
196580,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,3.0,17.6,2806,-38.227,-2.389,VERY_LOW,2.773,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,957,economic_roi_major_uplift
190129,0.0,BEAUTY ACCESSORIES,unknown,HIGH_PRIORITY_BUY_REVIEW,7.7,19.5,1718,-47.256,-1.969,VERY_LOW,1.744,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,955,economic_roi_major_uplift
188706,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,5.2,18.2,2405,-19.256,-1.204,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,954,economic_roi_major_uplift
347302,0.0,ORAL HEALTH,unknown,STANDARD_BUY_REVIEW,1.9,17.4,3072,-39.908,-2.494,VERY_LOW,1.092,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,953,economic_roi_major_uplift
17913,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,4.0,17.8,2625,-22.1,-1.381,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,946,economic_roi_major_uplift
610055,0.0,TANNING,unknown,STANDARD_BUY_REVIEW,0.0,16.8,3718,-29.3,-1.831,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,946,economic_roi_major_uplift
194418,0.0,HAIR ACC BRUSHES,unknown,STANDARD_BUY_REVIEW,3.1,17.6,2795,-38.544,-2.409,VERY_LOW,2.456,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,944,economic_roi_major_uplift
353841,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,8.1,19.8,1625,-53.727,-2.239,VERY_LOW,2.507,0.0,2.411,AGGRESSIVE_BUY,AGGRESSIVE_BUY,943,economic_roi_major_uplift
198832,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,0.0,16.6,3873,-39.475,-2.467,VERY_LOW,3.337,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,943,economic_roi_major_uplift
57327,0.0,GIFTING,unknown,HIGH_PRIORITY_BUY_REVIEW,7.1,19.1,1936,-37.597,-1.567,VERY_LOW,5.513,8.107,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,941,economic_roi_major_uplift
93915,0.0,HAIR ACC BRUSHES,unknown,STANDARD_BUY_REVIEW,0.0,16.3,4220,-3.014,-0.188,VERY_LOW,7.746,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,940,economic_roi_major_uplift
209304,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,7.0,19.0,1971,-13.775,-0.861,VERY_LOW,2.655,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,939,economic_roi_major_uplift
196343,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.1,17.4,3020,-23.855,-1.491,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,938,economic_roi_major_uplift
43830,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.1,17.4,3022,-39.569,-2.473,VERY_LOW,1.691,0.0,0.087,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,938,economic_roi_major_uplift
5208,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.1,17.4,3024,-39.327,-2.458,VERY_LOW,1.673,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,937,economic_roi_major_uplift
75495,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,7.0,19.0,1987,-50.359,-2.098,VERY_LOW,1.739,0.0,1.033,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,933,economic_roi_major_uplift
194417,0.0,HAIR ACC BRUSHES,unknown,STANDARD_RUN_DOWN_REVIEW,4.4,17.9,2557,-44.795,-2.8,VERY_LOW,3.652,0.0,1.74,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,932,economic_roi_major_uplift
87417,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,8.4,20.0,1551,-39.992,-2.5,VERY_LOW,11.154,0.0,2.065,CONTROLLED_BUY,CONTROLLED_BUY,932,economic_roi_major_uplift
61296,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,2.8,17.5,2871,-24.26,-1.516,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,931,economic_roi_major_uplift
95449,0.0,DEODORANTS,unknown,STANDARD_BUY_REVIEW,0.0,16.5,3965,-24.457,-1.529,VERY_LOW,1.378,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,930,economic_roi_major_uplift
196554,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,3.1,17.6,2818,-20.612,-1.288,VERY_LOW,2.201,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,929,economic_roi_major_uplift
195299,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,9.8,21.0,1237,16.96,1.06,LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,929,economic_roi_major_uplift
280398,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,3.8,17.7,2680,-32.699,-2.044,VERY_LOW,0.471,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,925,economic_roi_major_uplift
95822,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,4.0,17.8,2654,-22.145,-1.384,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,925,economic_roi_major_uplift
52711,0.0,ACHE PAIN SUPPORT,unknown,STANDARD_RUN_DOWN_REVIEW,5.4,18.2,2396,-39.675,-2.48,VERY_LOW,2.356,0.0,0.343,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,925,economic_roi_major_uplift
188706,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,5.0,18.1,2468,-25.19,-1.574,VERY_LOW,1.104,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,924,economic_roi_major_uplift
94473,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,8.7,20.2,1476,-47.362,-1.973,VERY_LOW,12.901,0.0,1.636,AGGRESSIVE_BUY,AGGRESSIVE_BUY,922,economic_roi_major_uplift
246476,0.0,COUGH COLD,unknown,STANDARD_BUY_REVIEW,2.2,17.4,3011,-39.8,-2.488,VERY_LOW,1.2,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,921,economic_roi_major_uplift
190711,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,4.5,17.9,2554,-21.701,-1.356,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,920,economic_roi_major_uplift
198463,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,12.1,22.9,768,-10.515,-0.438,VERY_LOW,50.119,0.0,2.137,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,920,economic_roi_major_uplift
57931,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,2.4,17.4,2960,-26.139,-1.634,VERY_LOW,0.0,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,918,economic_roi_major_uplift
27193,0.0,SUNCARE,unknown,STANDARD_BUY_REVIEW,6.0,18.3,2292,-29.902,-1.869,VERY_LOW,11.098,0.0,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,916,economic_roi_major_uplift
859494,0.0,FEMININE CARE,unknown,STANDARD_BUY_REVIEW,0.0,16.7,3791,-43.626,-2.727,VERY_LOW,0.624,0.0,1.083,CONTROLLED_BUY,CONTROLLED_BUY,915,economic_roi_major_uplift
192725,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,3.7,17.7,2733,-39.154,-2.447,VERY_LOW,1.846,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,915,economic_roi_major_uplift
55585,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,3.7,17.7,2735,-22.344,-1.396,VERY_LOW,1.924,0.0,0.093,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,915,economic_roi_major_uplift
92141,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,4.4,17.9,2587,-29.567,-1.848,VERY_LOW,0.646,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,915,economic_roi_major_uplift
23677,0.0,ORAL HEALTH,unknown,STANDARD_BUY_REVIEW,0.0,16.5,3958,-33.755,-2.11,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,913,economic_roi_major_uplift
42179,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,1.6,17.3,3179,-40.766,-2.548,VERY_LOW,0.0,-0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,913,economic_roi_major_uplift
1485,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,0.0,16.3,4203,-37.315,-2.332,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,912,economic_roi_major_uplift
190109,0.0,BEAUTY ACCESSORIES,unknown,STANDARD_BUY_REVIEW,2.4,17.4,2970,-39.277,-2.455,VERY_LOW,1.723,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,911,economic_roi_major_uplift
94058,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,2.8,17.5,2899,-25.21,-1.576,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,909,economic_roi_major_uplift
354392,0.0,VITAMIN SUPPLEMENT,unknown,STANDARD_BUY_REVIEW,7.4,19.2,1851,-6.755,-0.422,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,908,economic_roi_major_uplift
188713,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,3.4,17.6,2784,-24.444,-1.528,VERY_LOW,0.0,0.0,0.0,CONTROLLED_BUY,CONTROLLED_BUY,906,economic_roi_major_uplift
95379,0.0,DEODORANTS,unknown,STANDARD_BUY_REVIEW,6.3,18.4,2232,-40.314,-2.52,VERY_LOW,3.097,0.0,0.804,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,906,economic_roi_major_uplift
64801,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,5.2,18.1,2442,-31.741,-1.984,VERY_LOW,1.524,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,906,economic_roi_major_uplift
387762,0.0,COUGH COLD,unknown,STANDARD_BUY_REVIEW,1.8,17.3,3131,-40.451,-2.528,VERY_LOW,0.549,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,903,economic_roi_major_uplift
197891,0.0,COLOUR COSMETICS,unknown,STANDARD_BUY_REVIEW,12.2,22.9,763,5.94,0.371,VERY_LOW,4.954,28.525,0.71,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,902,economic_roi_major_uplift
58637,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,8.7,20.1,1518,-40.279,-2.517,VERY_LOW,1.026,0.0,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,899,economic_roi_major_uplift
