report_total_skus,mgr_total_skus,report_total_order_units,mgr_total_recommended_order_units,report_skus_positive_gap,mgr_skus_with_stock_gap_before_launch,report_total_gap_units,mgr_total_stock_gap_units_before_launch,report_total_pre_promo_demand,mgr_total_projected_pre_promo_sales_units,report_total_promo_window_demand,mgr_total_projected_first_7_days_units
3531,3531,4788,4788,1746,1746,4804,4804,18406.0,18406,3527.0,3527
