sku_number,promotion_name,raw,calibrated,policy_adjusted,feature_consensus,ratio_cal_over_raw,ratio_pol_over_cal,ratio_pol_over_raw,policy_adjustment_reason,department,category,supplier,forecast_source_used,forecast_source_raw_units,selected_demand_units,promo_window_demand_units
88364,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,COLOUR COSMETICS,ESSENCE,0,predicted_units_sold,0.0184728735249662,1,1
95840,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0527796386427607,1e-06,1.0,1.0,1.0,sparse_history_multi_driver_baseline_only,COLOUR COSMETICS,ESSENCE,0,baseline_expected_units,7.0,1,1
91042,Allocation Report - SE01 SKINCARE SALES EVENT,0.0616250444880151,0.0616250444880151,0.0010733333333333,0.0161,1.0,0.017417161192346774,0.017417161192346774,sparse_history_multi_driver_baseline_only,COLOUR COSMETICS,CATRICE,0,required_implied_units,0.0161,1,1
188706,Allocation Report - SE01 SKINCARE SALES EVENT,0.0,0.0,0.0,113.0,1.0,1.0,1.0,sparse_history_multi_driver_baseline_only,SKINCARE,THERAPEUTIC,0,required_implied_units,10.0002,0,0
192047,Allocation Report - SE01 SKINCARE SALES EVENT,0.0,0.0,0.0,77.0,1.0,1.0,1.0,sparse_history_multi_driver_baseline_only,SKINCARE,THERAPEUTIC,0,required_implied_units,1.9999,0,0
188705,Allocation Report - SE01 SKINCARE SALES EVENT,0.0,0.0,0.0,113.0,1.0,1.0,1.0,sparse_history_multi_driver_baseline_only,SKINCARE,THERAPEUTIC,0,required_implied_units,1.9999,0,0
167133,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,COLOUR COSMETICS,ESSENCE,0,predicted_units_sold,0.0184728735249662,1,1
95114,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,SKINCARE,EVERYDAY SKIN,0,predicted_units_sold,0.0184728735249662,1,1
95875,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,COLOUR COSMETICS,ESSENCE,0,predicted_units_sold,0.0184728735249662,1,1
167145,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,COLOUR COSMETICS,ESSENCE,0,predicted_units_sold,0.0184728735249662,1,1
167101,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,COLOUR COSMETICS,ESSENCE,0,predicted_units_sold,0.0184728735249662,1,1
94274,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0010733333333333,0.0010733333333333,2.5e-07,0.02033612508410986,1.0,0.02033612508410986,weak_elasticity_uplift_restraint,SKINCARE,ACNE,0,required_implied_units,0.0161,2,1
69352,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0010733333333333,0.0010733333333333,0.50805,0.02033612508410986,1.0,0.02033612508410986,weak_same_discount_and_uplift_cap,SKINCARE,COSMECEUTICAL,0,required_implied_units,0.0161,1,1
89770,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0021,0.0315,1.0,0.039788070816737915,0.039788070816737915,sparse_history_multi_driver_baseline_only,TANNING,TANNING SKIN,0,required_implied_units,0.0315,1,1
97859,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,HAIRCARE,DRY SHAMPOO,0,predicted_units_sold,0.0184728735249662,1,1
97858,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,HAIRCARE,DRY SHAMPOO,0,predicted_units_sold,0.0184728735249662,1,1
97857,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,HAIRCARE,DRY SHAMPOO,0,predicted_units_sold,0.0184728735249662,1,1
97856,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,HAIRCARE,DRY SHAMPOO,0,predicted_units_sold,0.0184728735249662,1,1
97861,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,HAIRCARE,TREATMENT,0,predicted_units_sold,0.0184728735249662,1,1
89561,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,SKINCARE,EVERYDAY SKIN,0,predicted_units_sold,0.0184728735249662,1,1
89563,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0184728735249662,1e-06,1.0,0.34999999999999915,0.34999999999999915,sparse_history_multi_driver_baseline_only,SKINCARE,EVERYDAY SKIN,0,predicted_units_sold,0.0184728735249662,1,1
199941,Allocation Report - SE01 SKINCARE SALES EVENT,0.0527796386427607,0.0527796386427607,0.0369457470499325,1.25e-07,1.0,0.7000000000000001,0.7000000000000001,weak_elasticity_uplift_restraint,SKINCARE,ACNE,0,predicted_units_sold,0.0369457470499325,1,1
