total_skus,unit_scale,horizon_multiply_bug,rows_raw_flat_at_0.0528,pct_raw_flat_modal,rows_calibration_capped,pct_calibration_capped,median_shrink_cal_over_raw,median_shrink_pol_over_cal,median_shrink_pol_over_raw,rows_policy_reduced_from_cal,rows_policy_fired,rows_raw_total_ge5_pol_lt1,rows_raw_total_ge10_pol_lt1,rows_feature_consensus_ge5_pol_lt1,rows_feature_consensus_ge10_pol_lt1,rows_forecast_source_ge3_selected_eq1,raw_model_plausible,calibration_over_shrinks,policy_adjustment_over_shrinks,policy_dampens_demand_not_just_orders,stockout_contaminated_calibration_likely,store_disaggregation_implicated,anti_collapse_floor_masks_true_zero,stage11_policy_cap_on_forecast_total,earliest_collapse_function,recommended_repair_target,patch_now,customer_ready,report_can_be_released
3531,TOTAL promo-window units (not per-day); confirmed by scoring_service.py comment and Stage 11 forecast resolution,NO — no layer multiplies promo days twice on model output,2960,83.8%,1959,55.5%,0.1189,1.0,0.0787,1298,3529,5,3,187,66,785,NO — 83.8% of SKUs share identical raw=0.0528 total promo-window units; commercially implausible for skincare event,YES — caps 55.6% of rows; median cal/raw=0.119 via apply_allocation_aware_units_cap,"PARTIAL — 36.8% rows reduced vs calibrated; 99.9% policy fired; primary rules: weak_elasticity (69%), sparse_history_baseline_only (25%)",YES — scoring_service sets predicted_units_sold = adjusted_order_cap_units (demand field),LIKELY — target_actual_units_sold derived from actual_units_sold (realized sales); sparse promo history features all zero,NO — predictions already per-store; collapse is flat cohort output not disaggregation,YES — _integerize_forecast_total_units lifts 0<value<0.5 to 1; masks ~0.05 true predictions,YES — 785 rows: forecast source >=3 crushed to selected=1 via policy_adjusted_total_cap_units ceiling in _build_download_forecast_outputs,src/runtime/promotions/scoring_service.py units_model.predict (flat raw cohort) → src/models/promotions/allocation_calibration.py apply_allocation_aware_units_cap → src/models/promotions/order_policy_adjustments.py build_order_policy_adjustments,PRIMARY: model training target/inference (flat 0.053 cohort). SECONDARY: order_policy_adjustments — stop writing adjusted_order_cap_units into predicted_units_sold demand field. TERTIARY: Stage 11 _build_download_forecast_outputs — do not apply order policy cap to resolved forecast total for demand contract.,NO — requires targeted upstream repair design; do not patch Stage 11 alone,NO,NO
