soh_coverage_before_pct,soh_coverage_after_pct,supplier_coverage_after_pct,inbound_coverage_after_pct,stock_outcome_wape_before,stock_outcome_wape_after,baseline_wape,missed_sales_before,missed_sales_after,cash_tied_up_before,cash_tied_up_after,end_stock_success_before_pct,end_stock_success_after_pct,limited_release_rows,unsafe_rows,recommendation,primary_blocker,notes
100.0,100.0,29.45586688342737,0.0,0.6750660935421146,0.6750660935421146,1.0825491556647222,132.51999999999998,7609.0,188029.91,620565.36,6.097351056708425,5.605814287080425,0,46728,NO_RELEASE,stock_outcome_cash_tie_up_explosion,phase5i_blocks_full_customer_release_by_default
