customer_release_recommendation,primary_blocker,phase6a_deployment_status,dynamic_registry_generated,total_engineered_features,dynamic_registry_active_model_input_features,brain_visibility_score_before,brain_visibility_score_after,visibility_status_after,model_matrices_ready_count,models_ready_for_phase6h_shadow_training,legacy_selector_fallback_preserved,dynamic_selector_scope,production_model_deployed,auto_orders_approved,governed_actions_overwritten,notes
NO_RELEASE,future_promo_or_missing_actuals_for_shadow_training,PROPOSED_NOT_DEPLOYED,YES,661,406,61.42,61.42,PARTIAL,5,5,YES,ADVISORY_SHADOW_MATRIX_ONLY,NO,NO,NO,Phase 6G dynamic registry; legacy selectors preserved as fallback
