run_id,export_folder,reports_exported,dynamic_registry_active_model_input_features,brain_visibility_score_after,visibility_status_after,models_ready_for_phase6h_shadow_training,release_recommendation,primary_blocker
phase6g01_store_772_export,promotions/priceline/772/2026-06-23_phase6g_dynamic_feature_registry_pack,PROMO_DYNAMIC_FEATURE_REGISTRY.csv;PROMO_LEGACY_SELECTOR_DIFF.csv;PROMO_BRAIN_VISIBILITY_AFTER_REGISTRY.csv;PROMO_UPLIFT_MODEL_FEATURE_SET.csv;PROMO_ECONOMIC_VALUE_MODEL_FEATURE_SET.csv;PROMO_STOCK_EXIT_MODEL_FEATURE_SET.csv;PROMO_ACTION_CLASSIFIER_FEATURE_SET.csv;PROMO_ACTIVE_LEARNING_MODEL_FEATURE_SET.csv;PROMO_MODEL_MATRIX_MANIFEST.csv;PROMO_SHADOW_MATRIX_READINESS.csv;PROMO_PHASE6G_RELEASE_GATE.csv,406,61.42,PARTIAL,5,NO_RELEASE,future_promo_or_missing_actuals_for_shadow_training
