total_engineered_features,leak_safe_model_input_features,dynamic_registry_model_input_features,features_visible_to_brain_before,features_visible_to_brain_after,high_value_features_not_seen_before,high_value_features_not_seen_after,brain_feature_visibility_score_before,brain_feature_visibility_score_after,legacy_selector_blocker_count_before,legacy_selector_blocker_count_after,legacy_selector_features_outside_old_map,visibility_status_before,visibility_status_after
661,406,406,2,406,367,0,61.42,61.42,1,0,405,BLOCKED_BY_LEGACY_SELECTORS,PARTIAL
