variant,wape,mae,rmse,bias_pct,model_beats_baseline_pct,model_beats_historical_proxy_pct,p75_abs_error,p95_abs_error,estimated_missed_sales_units,estimated_leftover_units,estimated_net_value_proxy,baseline_wape,historical_proxy_wape
raw_model,0.6729103469450415,0.628766089700679,3.3908448924721455,-50.32906150854569,61.62570526919766,61.62570526919766,0.44399999999999995,2.6,34766.0,15725.0,64967.100000000006,1.0825491556647222,1.0825491761334562
calibrated_model,0.6705042144304575,0.6265178042650856,3.33592833793783,-25.381964871558694,60.795639284689685,60.795639284689685,0.56561,2.380572199999992,34766.0,15725.0,64967.100000000006,1.0825491556647222,1.0825491761334562
baseline,1.0825491556647222,1.0115317777565267,3.5294644822510595,2.705825401698906,0.0,0.005737783303050588,1.0,3.167,34766.0,15725.0,64967.100000000006,1.0825491556647222,1.0825491761334562
historical_proxy,1.0825491761334562,1.011531796882471,3.5294644981691863,2.7058151673319,0.003825188868700392,0.0,1.0,3.167,34766.0,15725.0,64967.100000000006,1.0825491556647222,1.0825491761334562
