segment,row_count,actual_units_total,forecast_units_total,forecast_bias_units,forecast_bias_pct,wape,mae,rmse,model_beats_baseline_pct,model_beats_historical_proxy_pct,median_actual_units,median_forecast_units,p75_abs_error,p95_abs_error,baseline_wape,historical_proxy_wape,segment_row_share_pct
department=COUGH COLD,276,207.0,160.095,-46.905,-22.659420289855074,0.5389710144927536,0.40422826086956526,0.8325618160450501,59.05797101449275,59.05797101449275,0.0,0.053,0.5347500000000001,1.675,1.115719806763285,1.115719806763285,0.5278760638806541
department=DEODORANTS,626,931.0,533.625,-397.375,-42.682599355531686,0.5549119226638024,0.8252763578274761,1.518905673729248,66.13418530351439,66.13418530351439,1.0,0.933,1.067,3.58325,0.9786004296455424,0.9786004296455424,1.1972841159032228
department=DIGESTIVE CARE,448,346.0,251.315,-94.68500000000002,-27.365606936416192,0.5609913294797688,0.43326562500000004,0.944150642253585,62.94642857142857,62.94642857142857,0.0,0.053,0.44599999999999995,2.0428499999999987,1.1673179190751446,1.1673179190751446,0.8568423065888878
department=DISEASE STATE MGMT,10,2.0,2.1260000000000003,0.12600000000000008,6.300000000000004,0.19699999999999995,0.03939999999999999,0.04420633438773225,10.0,10.0,0.0,0.041,0.053,0.06699999999999995,0.5,0.5,0.01912594434350196
department=EYES EARS,424,147.0,95.387,-51.61300000000001,-35.1108843537415,0.6221020408163265,0.21568160377358486,0.6356154442149187,24.528301886792452,24.528301886792452,0.0,0.037,0.053,0.9996999999999999,1.137108843537415,1.137108843537415,0.8109400401644831
department=FAMILY PLANNING,73,46.0,42.595,-3.405000000000002,-7.402173913043483,0.5044565217391304,0.3178767123287671,0.6020036521984513,57.534246575342465,57.534246575342465,0.0,0.053,0.41700000000000004,1.1517999999999982,1.1130217391304347,1.1130217391304347,0.13961939370756432
department=FEMININE CARE,392,929.0,430.39200000000005,-498.60799999999995,-53.67147470398277,0.6237739504843918,1.478280612244898,2.518512820402273,66.83673469387756,66.83673469387756,2.0,0.933,2.133,5.711999999999997,0.9959128094725511,0.9959128094725511,0.7497370182652768
department=FIRSTAID WOUNDCARE,198,260.0,185.79000000000002,-74.21,-28.542307692307688,0.5285923076923077,0.6941111111111111,1.4396855752404951,51.010101010101,51.010101010101,0.5,0.07550000000000001,0.867,3.0329999999999924,0.9730076923076925,0.9730076923076925,0.3786936980013388
department=FOOTCARE,193,142.0,111.663,-30.337000000000003,-21.364084507042254,0.4975985915492958,0.36610880829015546,0.6427832493924229,71.50259067357513,71.50259067357513,0.0,0.053,0.595,1.4699999999999989,1.055725352112676,1.055725352112676,0.36913072582958784
department=FRAGRANCE,2002,437.0,306.054,-130.946,-29.96475972540046,0.6560137299771167,0.1431958041958042,0.486651068772342,26.273726273726272,26.273726273726272,0.0,0.034,0.053,0.933,1.276345537757437,1.276345537757437,3.8290140575690925
