raw_model_wape,calibrated_model_wape,baseline_wape,raw_bias_pct,calibrated_bias_pct,release_ready_rows,limited_release_rows,unsafe_rows,economic_value_proxy,recommendation,primary_blocker,notes
0.6729103469450415,0.6705042144304575,1.0825491556647222,-50.32906150854569,-25.381964871558694,0,0,45168,64967.100000000006,NO_RELEASE,calibrated_bias_outside_allowed_range,
