sku_number,sku_description,promo_units_expected_to_sell,promo_period_demand_source,promo_period_demand_fallback_flag,promo_demand_unsafe_flag,promo_demand_model_source,model_promo_forecast_units,same_discount_promo_units,baseline_period_demand_units,unsafe_or_fallback_reason,available_alternative_sources,recommended_remediation
167118,Es Blur Souffle Matte Lip Crea,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167123,Es Aura Points Colour Changing,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91012,Catr Big Bold Wp Ex Vol Masc,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91917,Catr 4In1 Lumnzr 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
168259,May Lash Sensat Body Masc Wp,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167120,Es Hydra Kiss Lip Oil 10,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
36653,May Fitme Mp Fdn Truffle,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167086,Es Slky Blr Hydr Lngwear Conc,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167117,Es Blur Souffle Matte Lip Crea,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167097,Es Get Big! Lashes Curl Boost,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167121,Es Juicy Bomb Glossy Butter Ba,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91955,Catr Melt&Plump Lip Plmpr,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167134,Es Uv Rescue Nail Repair Treat,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91935,Catr G&D Prmr Msc,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91001,Catr 24H Brush Liner 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90992,Catr Liq Cmflg Covrge Conc 048,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91865,Catr Clr&Fix Brow Gel Masc 020,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91927,Catr Plump Lip Bster,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90791,Jojoba Hand Cream 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167114,Es Extreme Shine Volume Lipglo,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
95884,Es Lip Swirl Caring Mask 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97982,Rim Thrl Skr Shmer Shk El E/B,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91053,Catr Allround Wp Mascara 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
95881,Es Satin Glow Lum Shine Ls 03,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
668319,Esi Ne Luxeff Set In Stones,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91879,Catr Vitamin C Fresh Glw Primr,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91943,Catr Es Pal 030,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167144,Es Gel Nail Polish 16,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167150,Es Gel Nail Polish 31,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167153,Es Gel Nail Polish 37,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167156,Es Gel Nail Polish 45,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91899,Catr Liq Blsh 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92152,Es Jcy Bmb Glsy Butter Balm 02,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90993,Catr Liq Cmflg Covrge Conc 060,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90994,Catr Liq Cmflg Covrge Conc 080,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91932,Catr Car Lipblm 030,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91890,Catr 20H Gel Eye Pencil Wp 110,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91896,Catr 20H Gel Wp Eye Pencil 120,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167079,Es Glassy Ice Mini Nail Polish,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167122,Es Extreme Shine Volume Lipglo,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167596,Catr Gls Obs Lp Glaze 060,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167103,Es Mono Eyeshadow Glitter 02,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
189857,Es Extreme Shine Vol Lg 102,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
21963,Es Coverstick 20 Matt Sand,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
199941,Hey Bud Acne Body Wash 350Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
187272,Wrinkles/S Chest Wrinkle Patch,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92922,Uj Face Serum 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92921,Uj K/I Face Oil 33Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94249,Jojoba Bean Exfoliant 80G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
45536,Jojoba Firming Eye Balm 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
667998,Esi N/E Sugar,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97545,Cetaphil Adv Def Serum 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90790,Jojoba Neck Lifting Con 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97804,Gm Hair Smoothing Oil 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97805,Gm Hair Slick Balm 20G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
6480,Essano Coll Firming Serum 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96622,Npmu Make Em Wndr Fdn Capuccin,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
87605,Rim Thrlskr Glsygls Bry,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
192069,Q+A Vitamin C Body Cream 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97507,Garn Vit C Sorbet Crm 100G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97508,Garn Hyal Sorbet Crm 100G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97509,Garn Salicylic Sorbet Crm 85G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
15272,Sun Bum Face Stick Spf30 13G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
668046,Esi Ne Buy Me A Cameo,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96544,Cetaphil Daily Adv U/H Lot 100,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97770,Cake Fin Touch Pist 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97771,Cake Fin Touch Pnk Jasm 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97772,Cake Fin Touch Van Mac 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97773,Curl Fnd Smth Blw Magic 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94256,C/Beauty B-Gone Drops 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97767,Cake Care Taker Shp 295Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97768,Cake Care Taker Cnd 295Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92926,Uj Body Lotion 500Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
87651,Illuminating Jojoba 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
193305,Rim Lastfin 35Hr Fndn Gld Crml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88315,Es Juicy Bomb Lipgloss 104,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97130,Rim Thrl Skr Shmr Shk El Blsh,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94512,Cetaphil I/Moisture Crm 100G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
95858,Es Line N' Stain! Tattoo Ll 03,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97860,Hairif H24 Crl Cond 300Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97862,Hairif H24 Crl Shp 300Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97863,Hairif H24 Heat Prot 118Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97861,Hairif H24 Crl Def Crm 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
89561,Innisfree Bija Clns Foam 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
89563,Innisfree Vlc Clns Foam 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
93739,B/Lab Goody Drops Spf50+85Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
198651,Gem Hydrating Face Lotion 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
73220,Dv Moisture Bright E/Crm 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90483,Rim Super Gel Nail Polish 105,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94490,Ff Instant Exosome Lift 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97596,Boost Lab Hydrogel Eye Masks,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97498,Tbh Body Lotion 300Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97496,Tbh Body Wash 300Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96642,Npmu Wndr Pwd Banana Brat,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
192005,Hey Bud Hydrating Mask 100G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94174,Nivea Cell Epigen Rej Srm 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97302,Coco&Eve Gradual Lotion 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97497,Tbh Body Milk 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97575,Bioderma Perfect Glow 40Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97300,Coco&Eve Bronzing Face Md 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96625,Npmu Make Em Wndr Fdn Deep Ric,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96451,May Lift Ls Mte Avenue A 007,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
