sku_number,sku_description,promo_units_expected_to_sell,promo_period_demand_source,promo_period_demand_fallback_flag,promo_demand_unsafe_flag,promo_demand_model_source,model_promo_forecast_units,same_discount_promo_units,baseline_period_demand_units,unsafe_or_fallback_reason,available_alternative_sources,recommended_remediation
647891,Es All About Matt! Powder,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88336,Es Hydra Kiss Lip Oil 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88324,Es Eyeliner Pen 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167586,Catr Gel Afr Ultmt Grip Bse Ct,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88389,Es Baby Got Blush 50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88678,Pl Lip Brush,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
478610,Es Eyebrow Designer 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97157,Colgate T/Paste Hp 100G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
68327,Fframe Eyelid Lift 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
192246,Lor Magic Ret Perm 4 Drk Br,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90429,Rim Thrl Skr Glsy Gloss 750,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91883,Catr Plumping Lip Liner 069,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
93862,Mf Mir Pure Serum Fndn Light,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
66085,Moogoo Ult Clnsr Ceremides 500,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
981761,Esi Ne Shearing Darling 282,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167535,Catrendls Mteliq Ls 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91964,Catr Matte Ls & Liner 020,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91024,Catr Kohl Kajal Waterproof 020,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94528,No7 Lip Liner Red Carpet Ready,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97851,Antip Fig Fei Rpr Nsh Sp 340Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
548618,Ego Qv Gentle Wash 350Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97500,Tbh Skin Shady Sunscreen 75Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96539,Fraim Claw Clip Set 3Pk,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88236,Es Lashes To Impress 07,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97434,Emily In Paris New Begin P100,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97847,Antip Man Org Vol Shn Sp 340Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97849,Antip Pea Free Sm Hyd Sp 340Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167570,Catrsft Glm Bked Bls010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
197610,Palmolive L/Soap Foam Kids Pum,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
233056,Plunk S/Lift Coll Lft 50G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91871,Catr The Cozy Earth Es Palette,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91949,Catr Liq Brnzr 005,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91939,Catr U/E Brghtnr 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91062,Catr Matt Shne Cntrl Powdr 025,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167115,Es Baby Got Freckles Freckle P,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91002,Catr 24H Brush Liner Wp 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88386,Es 8H Mte Comfort Lipliner 10,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91026,Catr Kohl Kajal Waterproof 050,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
93435,Jpg Scandal Pour Homme T100,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97504,Billie Eilish Your Turn 2 P30,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96708,&Vanilla Pistachio And Van P50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96709,&Vanilla Santal And Van P50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97550,No7 Gi Skin Moist Milk 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97560,No7 Gi D/D Wrap Mask 70Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97553,No7 Gi Glow Clns Balm 43G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97555,No7 Gi Pore Cleans Oil 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97557,No7 Gi Bouncy Eye Cream 20G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91032,Catr Ultra Last2 Fixing Spray,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91054,Catr Allround Concealer 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97559,No7 Gi Collagen Jelly Mask 37G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97160,Colgate T/Brush Kids Sonic Hp,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
95101,Bronte Body Cop,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97551,No7 Gi Pore Buff Pads 80Pk,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97547,No7 Gi Cloud Foam Clns 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94888,No7 12 Hour Artist Pencil Noir,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97548,No7 Gi Dew B Water Cream 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
932434,Nivea Apd B&W Clear 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88302,Es Juicy Bom Lipgloss 101,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
91081,Mj Daisy Wild Edp 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
912611,Ck Eternity For Men Edt 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
95102,Bronte B/Lot Fig 400Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97321,Ogx Pro+Pep Shampoo 385Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97468,&Vanilla Van And Van P50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98113,Jf Fe Dc Hydrating Jelly 198Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98112,Jf Fe Dc Styling Foam 147Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98079,Jf Fe Mr Deep Cd 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98125,Jf Brilliant Brunette Sp 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98083,Jf Vl Lightweight Sp 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98126,Jf Brilliant Brunette Cd 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98115,Jf Fe Dc Curl Creme 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
21916,Es Lash Princess Volume Masc,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98123,Jf Fe Strength Serum 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
199964,Dermaveen Face Scrub 125Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98084,Jf Vl Blow Out Spray 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
98137,Jf Fe Leave-In Cd 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
478230,Es Kajal Pencil 01 Black,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
478404,Es Long-Lasting Eye Pencil 09,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96065,Bridgerton Rebel Vanilla P50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96066,Bridgerton Tempting Peach P50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96067,Bridgerton Grace Hydrangea P50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
93817,Palmol Bw Davidson Plm750Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
345172,Ck Euphoria For Women Edp 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88241,Es Kajal Pencil 29,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
193698,Mf 2000 Cal Vol Brow Drk Blnde,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167529,Catr Aloe Vera Es Stick 010,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
478586,Es All Eyes On Me Mascara 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
907693,Es Duo Sharpener,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
189835,Es I Love Extreme Vol Mascara,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
972541,Es Lash Princess Effect Masc,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
197744,Es Lash Ex Len&Vol Masc 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97503,Billie Eilish Your Turn 2 P100,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
58110,Moogoo Gentle Shampoo 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
184839,Hey Bud Eye Cream 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
90461,Mf Mp Wow Liner Chocolate Brwn,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
63446,Moogoo Eczema Psor Mm Crm 200G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94470,Hada Labo Aa Wrnkle Crrct Srm,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
89158,Versace Dylan Purple Edp 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
198145,Tena Pants Maxi Ext Lrg 10Pk,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92938,Mp 2Pc Pink Floral Set 25,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97577,Bioderma Pd Sun Lotion 200Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
478255,Es Kajal Pencil 08 Teddy,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
89154,Versace D/Blue P/F Edp 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
199851,Nivea Q10 Dual Action Ser 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
