sku_number,sku_description,decision,decision_quality_label,confidence_score,data_quality_score,demand_evidence_strength,promo_period_demand_source,promo_units_expected_to_sell,recommended_order_units,commercial_coverage_ratio,remaining_promo_sales_stock_gap,remaining_end_stock_gap,execution_ready_flag,execution_blocker,proposed_action_tier
189360,Aveeno F/G Conditioner 354Ml,HOLD,HOLD_NO_ORDER_NEEDED,61,90.0,MODERATE,same_discount_history,0.429,0,,0,0,NO,,tier_4_hold_monitor
667980,Esi Ne Fiji,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.429,0,0.0,0,1,NO,,tier_4_hold_monitor
15138,Vagisil Int/W Ultra Frsh 240Ml,HOLD,HOLD_NO_ORDER_NEEDED,45,90.0,MODERATE,same_discount_history,0.429,0,0.0,0,1,NO,,tier_4_hold_monitor
67688,Rim Wndr Ext Masc Brownblk,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.421,0,,0,0,NO,,tier_4_hold_monitor
197166,Rim Wonder Bond Masc Black,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.421,0,,0,0,NO,,tier_4_hold_monitor
738,Rim 60Sec N/P 405 Rose Liberti,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.417,0,0.0,0,1,NO,,tier_4_hold_monitor
90111,May Iar Col Corrector Orange,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.417,0,,0,0,NO,,tier_4_hold_monitor
350181,Mf Masc False Lash Wp Black,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.417,0,0.0,0,1,NO,,tier_4_hold_monitor
66917,Npmu Lip Ling Xxl 01 Undressd,HOLD,HOLD_NO_ORDER_NEEDED,68,90.0,MODERATE,same_discount_history,0.412,0,,0,0,NO,,tier_4_hold_monitor
70365,Npmu Tisi Brow Ms Taup,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.412,0,0.0,0,1,NO,,tier_4_hold_monitor
908223,Esi Ne 20 Lovie Dovie,HOLD,HOLD_NO_ORDER_NEEDED,68,90.0,MODERATE,same_discount_history,0.4,0,0.0,0,1,NO,,tier_4_hold_monitor
198729,May Sst Lumi Matte Fnd 115,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
198737,May Sst Lumi Matte Fnd 250,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
37357,Bioderma A/Derm Intns Gel 500M,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
13629,Vagisil P/Hydrate Ext Gel 30G,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
191177,May Superstay Glow Tint 30,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
198731,May Sst Lumi Matte Fnd 119,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
307416,Dv Sr Eczema Cream 100Ml,HOLD,HOLD_NO_ORDER_NEEDED,60,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
199331,Bondi Caramel Tech Face 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,58,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
56031,Nivea Q10 Matur Night Crm 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,56,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
196551,No7 Hydra+ Night Gel 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.4,0,,0,0,NO,,tier_4_hold_monitor
13628,Vagisil Oatmeal Wipes 12 Pack,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.4,0,0.0,0,1,NO,,tier_4_hold_monitor
18877,Antip Manuka Hny Night 60Ml,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.391,0,0.0,0,1,NO,,tier_4_hold_monitor
483753,Antip Van Pod Hyd Day Crm 60Ml,HOLD,HOLD_NO_ORDER_NEEDED,56,90.0,MODERATE,same_discount_history,0.391,0,0.0,0,1,NO,,tier_4_hold_monitor
12039,Rim Masc 100% Wp Black Black,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.389,0,,0,0,NO,,tier_4_hold_monitor
198712,May Sunkisser Blush 03 Sol Sch,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.389,0,,0,0,NO,,tier_4_hold_monitor
87606,Rim Thrlskr Glsygls Pink Bry,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.385,0,,0,0,NO,,tier_4_hold_monitor
198726,May Sst Lumi Matte Fnd 96,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.385,0,,0,0,NO,,tier_4_hold_monitor
198725,May Sst Lumi Matte Fnd 90,HOLD,HOLD_NO_ORDER_NEEDED,59,90.0,MODERATE,same_discount_history,0.385,0,,0,0,NO,,tier_4_hold_monitor
194088,Ariana Mod Vanilla Edp 30Ml,HOLD,HOLD_NO_ORDER_NEEDED,56,90.0,MODERATE,same_discount_history,0.385,0,0.0,0,1,NO,,tier_4_hold_monitor
195074,Avene Hyal Rnwl Firm Acig 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,72,90.0,MODERATE,same_discount_history,0.375,0,,0,0,NO,,tier_4_hold_monitor
195403,Npmu Vivid Mech Aquamarine,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.375,0,0.0,0,1,NO,,tier_4_hold_monitor
39401,May Fitme Matte Pore Fdn Tbge,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.375,0,,0,0,NO,,tier_4_hold_monitor
90159,Npmu Lip Iv Grape Gushin',HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.375,0,,0,0,NO,,tier_4_hold_monitor
90168,Npmu Epic Ink El Stone Washed,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.375,0,0.0,0,1,NO,,tier_4_hold_monitor
199056,Npmu Wondr Stk Blush Coral,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.375,0,,0,0,NO,,tier_4_hold_monitor
188998,Garn Hya Aloe Serum 30Ml,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.375,0,,0,0,NO,,tier_4_hold_monitor
185497,Npmu Micro Brw Pencl Ash Blnde,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.375,0,0.0,0,1,NO,,tier_4_hold_monitor
197172,Rim Wonder'Last Shadow 008,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.375,0,0.0,0,1,NO,,tier_4_hold_monitor
191385,Mf Mir Pure Vitmin C Serum,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.375,0,0.0,0,1,NO,,tier_4_hold_monitor
90162,Npmu Fat Oil Click Profile Pic,HOLD,HOLD_NO_ORDER_NEEDED,46,90.0,MODERATE,same_discount_history,0.375,0,0.0,0,1,NO,,tier_4_hold_monitor
542027,Rim Masc Day 2 Night Black,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.368,0,,0,0,NO,,tier_4_hold_monitor
51889,Rim Wndr Luxe Vol Masc Ex Blk,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.368,0,,0,0,NO,,tier_4_hold_monitor
185143,Antip Gospel V/C S/G G/C 200Ml,HOLD,HOLD_NO_ORDER_NEEDED,69,90.0,MODERATE,same_discount_history,0.364,0,,0,0,NO,,tier_4_hold_monitor
93983,May Es.Color Tattoo I Am Spicy,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.364,0,,0,0,NO,,tier_4_hold_monitor
22925,Rim Bb Cream 001 Light,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.364,0,0.0,0,1,NO,,tier_4_hold_monitor
17553,Loreal Age Perf Gldn Day 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.364,0,,0,0,NO,,tier_4_hold_monitor
193057,Mf Facefinity Fndn Crys Beige,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.364,0,0.0,0,1,NO,,tier_4_hold_monitor
67538,Mf Cl Mstre Kiss Dusky Rose,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.364,0,,0,0,NO,,tier_4_hold_monitor
199752,Rim Oh My Gloss Lipoil Bry Pnk,HOLD,HOLD_NO_ORDER_NEEDED,69,90.0,MODERATE,same_discount_history,0.357,0,,0,0,NO,,tier_4_hold_monitor
87597,Rim Lasting Finish Ls Pnky Prm,HOLD,HOLD_NO_ORDER_NEEDED,68,90.0,MODERATE,same_discount_history,0.357,0,,0,0,NO,,tier_4_hold_monitor
199760,Rim Mltitskr Brthbl Prmer,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.357,0,0.0,0,1,NO,,tier_4_hold_monitor
46884,May Fit Me Concealer Cocoa,HOLD,HOLD_NO_ORDER_NEEDED,60,90.0,MODERATE,same_discount_history,0.357,0,,0,0,NO,,tier_4_hold_monitor
57138,Mf False Lash Effect Rav Blk,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.357,0,,0,0,NO,,tier_4_hold_monitor
87462,Antipodes Vitc Toner 100Ml,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.353,0,0.0,0,1,NO,,tier_4_hold_monitor
188802,Jojoba Gel Mask 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,69,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
668053,Esi Ne Aruba Blue,HOLD,HOLD_NO_ORDER_NEEDED,68,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
198734,May Sst Lumi Matte Fnd 129,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
62225,Esi Expressie Crop Top & Roll,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
192845,Bondi Emerald Tech Foam 200Ml,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
195184,Bioderma Sebium Hydra Srm 30Ml,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
90427,Rim Mtch Prfctn Pwdr Trnsl Hny,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
93458,H Trop Silk Hyd Glw Mist 100Ml,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
90112,May Super Fluff 250 Blonde,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
95057,Q+A Vit C Shimmer Body Oil,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
56529,Rim Super Gel Wild Gal,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
90795,Antipodes Gold Mask 75Ml,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
90109,May Sst Lumi Matte Fnd 132,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
192847,Bondi Caramel Tech Foam 200Ml,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
38457,Moogoo Scalp Cream 120G,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
668988,Esi Ne Pink Diamond,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
668012,Esi Ne Really Red,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
189591,Esi Exp 210 Throw It On,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
260843,Neut Toner Alcohol Free 150Ml,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
90484,Rim M.T Brnzcntrsclpt Tan,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
668350,Esi Ne Sole Mate,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
67912,Neut Adv Acne Serum 30Ml,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
822876,Antip Jul A/B Gel Clsr 200Ml,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
2708,Benzac Blackheads Scrub 60G,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
885711,Aveeno S/Rel Wash F/F 354Ml,HOLD,HOLD_NO_ORDER_NEEDED,61,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
68445,Bioderma Sebium Gel Mous 200Ml,HOLD,HOLD_NO_ORDER_NEEDED,60,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
198710,May Tattoo Penc 901 Charcoal,HOLD,HOLD_NO_ORDER_NEEDED,60,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
44199,Jojoba Ultimate Day Cream 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,59,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
369365,Tena Proskin Super Med 12,HOLD,HOLD_NO_ORDER_NEEDED,57,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
17959,Ariana Sweet Like Candy Edp 30,HOLD,HOLD_NO_ORDER_NEEDED,56,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
226173,Joop! Homme Edt 125Ml,HOLD,HOLD_NO_ORDER_NEEDED,55,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
192125,Weleda Skin Food Day Crm 40Ml,HOLD,HOLD_NO_ORDER_NEEDED,55,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
94040,No7 P&P Ints Adv Serum 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,53,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
38295,Moogoo Soothing Msm Moist 200G,HOLD,HOLD_NO_ORDER_NEEDED,53,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
891967,Ego Qv Cream Pump 500G,HOLD,HOLD_NO_ORDER_NEEDED,53,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
74434,Elie Saab Girl Lovely Edp 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
190140,Essano Bond Repair Cd 600Ml,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
38425,Moogoo Eczema Psor Mm Crm 120G,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
90466,Mf M.P Lip Enhancer Universal,HOLD,HOLD_NO_ORDER_NEEDED,52,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
94037,No7 R&R Mtli Act Serum 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
70432,Rim Ls Lf Candy,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.333,0,0.0,0,1,NO,,tier_4_hold_monitor
195089,Hl Tokyo Aa Wrkle Red Crm 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
90437,Rim Omg Lip Btr Treat 005,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
38294,Moogoo Full Cream Moist 200G,HOLD,HOLD_NO_ORDER_NEEDED,49,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
38296,Moogoo Skn Milk Udder Crm 200G,HOLD,HOLD_NO_ORDER_NEEDED,47,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
581402,Plunk 99% Pure A/V Spry 125Ml,HOLD,HOLD_NO_ORDER_NEEDED,45,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
668509,Esi Ne Forever Yummy,HOLD,HOLD_NO_ORDER_NEEDED,45,90.0,MODERATE,same_discount_history,0.333,0,,0,0,NO,,tier_4_hold_monitor
191173,May Superstay Glow Tint 21,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.316,0,,0,0,NO,,tier_4_hold_monitor
193290,Rim Lastfin 35Hr Fndn Sft Bge,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.312,0,,0,0,NO,,tier_4_hold_monitor
193285,Rim Lastfin 35Hr Fndn Ivory,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.312,0,,0,0,NO,,tier_4_hold_monitor
53928,Rim Brow Pro Mic Def 2In1 Sb,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.312,0,,0,0,NO,,tier_4_hold_monitor
188024,Rim 60Sec N/P Coco-Nuts For U,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.312,0,0.0,0,1,NO,,tier_4_hold_monitor
89056,May Ss Teddy Tint Kneehigh,HOLD,HOLD_NO_ORDER_NEEDED,50,90.0,MODERATE,same_discount_history,0.308,0,,0,0,NO,,tier_4_hold_monitor
189263,May Ss24H Powder Ivory 10,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.304,0,0.0,0,1,NO,,tier_4_hold_monitor
192181,Antip Anoint Eye Gel 30Ml,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.304,0,0.0,0,1,NO,,tier_4_hold_monitor
89626,Rim Thrill Lip Latex Majesty,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.3,0,,0,0,NO,,tier_4_hold_monitor
92706,Rim Wndrbnd Lash Filler Brown,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.3,0,,0,0,NO,,tier_4_hold_monitor
54483,Mf Clr Elix Kiss Burnt Crml,HOLD,HOLD_NO_ORDER_NEEDED,59,90.0,MODERATE,same_discount_history,0.3,0,,0,0,NO,,tier_4_hold_monitor
198711,May Tattoo Penc 970 White,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.294,0,0.0,0,1,NO,,tier_4_hold_monitor
5196,Ariana Grande Ari Edp 30Ml,HOLD,HOLD_NO_ORDER_NEEDED,56,90.0,MODERATE,same_discount_history,0.294,0,0.0,0,1,NO,,tier_4_hold_monitor
193835,Rim Thrl Skr Masc Waterproof,HOLD,HOLD_NO_ORDER_NEEDED,55,90.0,MODERATE,same_discount_history,0.294,0,,0,0,NO,,tier_4_hold_monitor
192992,Rim Lasting Matte Ls 110,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
94075,Npmu Fat Cheek Blsh Dragon Frt,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
94052,Npmu Lft Brw Tint Soft Brwn,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
94064,Npmu Smushy Mte Lb Sugar Smus,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
520999,May L/S Superstay Timeless Tof,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
41720,Mf Brow Shaper Shade Dp Brnte,HOLD,HOLD_NO_ORDER_NEEDED,62,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
66792,Mf Ce Lip Liner Soft Spice,HOLD,HOLD_NO_ORDER_NEEDED,58,90.0,MODERATE,same_discount_history,0.286,0,0.0,0,1,NO,,tier_4_hold_monitor
193065,Mf Facefinity Fndn Warm Sand,HOLD,HOLD_NO_ORDER_NEEDED,55,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
192214,Dv Sens Sun Spf50+ Invis 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.286,0,,0,0,NO,,tier_4_hold_monitor
199134,Hada Labo Mens Aaging Crm 50Ml,HOLD,HOLD_NO_ORDER_NEEDED,50,90.0,MODERATE,same_discount_history,0.286,0,0.0,0,1,NO,,tier_4_hold_monitor
196365,Pref Acidic Toner Pearly Boost,HOLD,HOLD_NO_ORDER_NEEDED,46,90.0,MODERATE,same_discount_history,0.286,0,0.0,0,1,NO,,tier_4_hold_monitor
50677,Lor Excel 7.3 Dark Gldn Blonde,HOLD,HOLD_NO_ORDER_NEEDED,46,90.0,MODERATE,same_discount_history,0.286,0,0.0,0,1,NO,,tier_4_hold_monitor
193834,Rim Thrl Skr Masc Pitch Blk,HOLD,HOLD_NO_ORDER_NEEDED,63,90.0,MODERATE,same_discount_history,0.278,0,,0,0,NO,,tier_4_hold_monitor
93989,May Face Lift Stix 20 Nu Int,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.273,0,0.0,0,1,NO,,tier_4_hold_monitor
94004,May Lift Gloss 012 Opal As X,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.273,0,,0,0,NO,,tier_4_hold_monitor
7524,Rim Super Gel 23 Grap Sorb,HOLD,HOLD_NO_ORDER_NEEDED,61,90.0,MODERATE,same_discount_history,0.273,0,0.0,0,1,NO,,tier_4_hold_monitor
54484,Mf Clr Elix Kiss Sun Bronze,HOLD,HOLD_NO_ORDER_NEEDED,60,90.0,MODERATE,same_discount_history,0.273,0,0.0,0,1,NO,,tier_4_hold_monitor
88463,Mf Divine Lashes Blk Brwn,HOLD,HOLD_NO_ORDER_NEEDED,59,90.0,MODERATE,same_discount_history,0.273,0,0.0,0,1,NO,,tier_4_hold_monitor
193061,Mf Facefinity Fndn Warm Almond,HOLD,HOLD_NO_ORDER_NEEDED,58,90.0,MODERATE,same_discount_history,0.273,0,0.0,0,1,NO,,tier_4_hold_monitor
66794,Mf Ce Lip Liner Pink Princess,HOLD,HOLD_NO_ORDER_NEEDED,56,90.0,MODERATE,same_discount_history,0.273,0,,0,0,NO,,tier_4_hold_monitor
54485,Mf Clr Elix Kiss Rosewood,HOLD,HOLD_NO_ORDER_NEEDED,51,90.0,MODERATE,same_discount_history,0.273,0,,0,0,NO,,tier_4_hold_monitor
186416,Rim Scand Palette Rose Quartz,HOLD,HOLD_NO_ORDER_NEEDED,48,90.0,MODERATE,same_discount_history,0.273,0,,0,0,NO,,tier_4_hold_monitor
198732,May Sst Lumi Matte Fnd 126,HOLD,HOLD_NO_ORDER_NEEDED,68,90.0,MODERATE,same_discount_history,0.267,0,,0,0,NO,,tier_4_hold_monitor
193145,Npmu Bwm Calm Conclr Caramel,HOLD,HOLD_NO_ORDER_NEEDED,64,90.0,MODERATE,same_discount_history,0.267,0,,0,0,NO,,tier_4_hold_monitor
196233,Hf Pure Health Mask 100Ml,HOLD,HOLD_NO_ORDER_NEEDED,70,90.0,MODERATE,same_discount_history,0.25,0,,0,0,NO,,tier_4_hold_monitor
90148,Npmu Duck Plump Ll Beige Brwn,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.25,0,0.0,0,1,NO,,tier_4_hold_monitor
96479,May Face Lifter Fdn 116,HOLD,HOLD_NO_ORDER_NEEDED,67,90.0,MODERATE,same_discount_history,0.25,0,,0,0,NO,,tier_4_hold_monitor
94104,Esi 994 This And Th Ba,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.25,0,0.0,0,1,NO,,tier_4_hold_monitor
30163,Rim Scandaleyes Wp Liner Blue,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.25,0,,0,0,NO,,tier_4_hold_monitor
13630,Vagisil P/Hydrate Int Gel 5G 6,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.25,0,,0,0,NO,,tier_4_hold_monitor
94691,Rim K&F S/T Glow Vanilla,HOLD,HOLD_NO_ORDER_NEEDED,66,90.0,MODERATE,same_discount_history,0.25,0,,0,0,NO,,tier_4_hold_monitor
916730,Rim Es Glam Eye Hd 21 Gold Eye,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.25,0,0.0,0,1,NO,,tier_4_hold_monitor
69245,Rim Mt Concealer Ivory,HOLD,HOLD_NO_ORDER_NEEDED,65,90.0,MODERATE,same_discount_history,0.25,0,,0,0,NO,,tier_4_hold_monitor
