priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,model_promo_forecast_units,same_discount_promo_units,baseline_period_demand_units,selected_promo_period_demand_units,promo_units_expected_to_sell,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,action_tier,execution_ready_flag,execution_blocker,review_subtype,commercial_value_score,commercial_value_label,operator_priority_group,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes
2299,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90518,Ogx Bond Pro Rep Shamp 385Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.4,0.4,0.4,0.4,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.4,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.4,1.943,1.943,2,0,0.057,2.0,0.457,1.543,50.0,0.4,0.0,9.66,43,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.3,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2300,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,73221,Dv Regenerating N/Crm 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.4,0.4,0.4,0.4,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.4,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.4,1.943,1.943,2,0,0.057,2.0,0.457,1.543,40.0,0.4,0.0,11.74,40,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.2,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2293,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,63078,Esi Nu 514 Birthday Girl,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.429,0.429,0.429,0.429,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.429,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.429,2.939,2.939,3,0,0.061,2.0,0.49,2.51,50.0,0.429,0.0,6.41,44,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.2,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2297,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,198225,U By Kotex Bikini Hvy Sz 10,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.417,0.417,0.417,0.417,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.417,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.417,0.94,0.94,1,0,0.06,2.0,0.477,0.523,30.0,0.417,0.0,15.67,34,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.2,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2280,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,45396,Bondi/S Glo Matte Mist 75G,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.5,0.5,0.5,0.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.5,2.143,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.643,2.929,2.929,3,0,0.071,2.143,0.571,2.429,50.0,0.5,0.01,9.44,27,VERY_LOW,94.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2275,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,339358,Casting Crm Gls Blk Cherry 360,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.5,0.5,0.5,0.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.5,2.143,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.643,2.929,2.929,3,0,0.071,2.143,0.571,2.429,40.0,0.5,0.0,15.23,28,VERY_LOW,94.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2277,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,610798,Nivea Men Apd R/O C/Kick 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.5,0.5,0.5,0.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.5,2.143,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.643,2.929,2.929,3,0,0.071,2.143,0.571,2.429,50.1,0.5,0.0,2.99,28,VERY_LOW,94.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2276,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,38322,Nivea Men Apd R/O Deep 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.5,0.5,0.5,0.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.5,2.143,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.643,2.929,2.929,3,0,0.071,2.143,0.571,2.429,50.1,0.5,0.0,3.0,28,VERY_LOW,94.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2331,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,371939,Versace Bright Crys Edt W30Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.25,0.964,0.964,1,0,0.036,2.0,0.286,0.714,39.1,0.25,0.03,61.53,44,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2301,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,70704,Esi Expressie 430 Sk8 With,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.4,0.4,0.4,0.4,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.4,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.4,1.943,1.943,2,0,0.057,2.0,0.457,1.543,50.0,0.4,0.0,6.3,38,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2302,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90524,Ogx Rosemary Mint Shamp 385Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.4,0.4,0.4,0.4,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.4,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.4,1.943,1.943,2,0,0.057,2.0,0.457,1.543,50.0,0.4,0.01,9.96,36,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2289,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,55990,Aveeno Dermexa Emollient 200Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.444,0.444,0.444,0.444,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.444,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.444,1.937,1.937,2,0,0.063,2.0,0.507,1.493,40.0,0.444,0.0,16.33,29,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2290,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,406554,Palmers Body Str Mrk Crm 125G,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.444,0.444,0.444,0.444,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.444,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.444,1.937,1.937,2,0,0.063,2.0,0.507,1.493,40.0,0.444,0.0,11.3,28,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2285,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,194015,Csc Dly Balancing Water 150Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.5,0.5,0.5,0.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.5,2.143,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.643,2.929,2.929,3,0,0.071,2.143,0.571,2.429,50.0,0.5,0.0,13.19,25,VERY_LOW,94.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2284,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,60791,Bondi Sands Body Brush 1 Each,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.5,0.5,0.5,0.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.5,2.143,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.643,4.929,4.929,5,0,0.071,2.143,0.571,4.429,50.0,0.5,0.01,25.46,25,VERY_LOW,94.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,9.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2313,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94868,Essano Vit C Facial Oil 20Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,1.952,1.952,2,0,0.048,2.0,0.381,1.619,50.0,0.333,0.0,13.02,40,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.9,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2303,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199328,Bondi Sappire Tech Face 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.4,0.4,0.4,0.4,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.4,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.4,1.943,1.943,2,0,0.057,2.0,0.457,1.543,50.0,0.4,0.01,11.1,35,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.9,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2316,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,667287,Versace Eros Edt 100Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.333,0.952,0.952,1,0,0.048,2.0,0.381,0.619,29.7,0.333,0.04,151.73,31,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2328,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,185380,Olay Regen Antioxidant Crm 50G,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.286,0.286,0.286,0.286,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.286,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.286,1.959,1.959,2,0,0.041,2.0,0.327,1.673,50.0,0.286,0.02,24.99,40,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2332,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192063,Q+A Hyaluronic Acid Body Wash,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.25,1.964,1.964,2,0,0.036,2.0,0.286,1.714,50.0,0.25,0.01,5.87,44,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2305,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,67894,Garn Bb Anti Age Medium 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.375,0.375,0.375,0.375,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.375,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.375,3.946,3.946,4,0,0.054,2.0,0.429,3.571,50.0,0.375,0.0,12.29,41,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2309,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,54488,Mf Clr Elix Kiss Angl Pnk,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.364,0.364,0.364,0.364,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.364,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.364,1.948,1.948,2,0,0.052,2.0,0.416,1.584,50.0,0.364,0.01,9.5,35,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
