priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,model_promo_forecast_units,same_discount_promo_units,baseline_period_demand_units,selected_promo_period_demand_units,promo_units_expected_to_sell,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,action_tier,execution_ready_flag,execution_blocker,review_subtype,commercial_value_score,commercial_value_label,operator_priority_group,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes
2291,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195944,Esi Expressie 560 Choreo Queen,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.444,0.444,0.444,0.444,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.444,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.444,1.937,1.937,2,0,0.063,2.0,0.507,1.493,50.0,0.444,0.0,7.56,25,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2294,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199132,Hada Labo Mens Fm Clnsr 150Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.429,0.429,0.429,0.429,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.429,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.429,0.939,0.939,1,0,0.061,2.0,0.49,0.51,40.0,0.429,0.01,18.89,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2296,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,75411,Clairol Nne 4 D/Brown,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.429,0.429,0.429,0.429,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.429,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.429,0.939,0.939,1,0,0.061,2.0,0.49,0.51,50.0,0.429,0.0,8.49,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2295,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,75420,Clairol Nne 6R Nat L/Auburn,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.429,0.429,0.429,0.429,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.429,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.429,0.939,0.939,1,0,0.061,2.0,0.49,0.51,50.0,0.429,0.0,8.52,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2304,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,307386,Dv Dn Soap Free Cleanser 115G,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.4,0.4,0.4,0.4,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.4,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.4,0.943,0.943,1,0,0.057,2.0,0.457,0.543,40.0,0.4,0.0,5.6,27,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.7,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2307,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,198227,U By Kotex Full Brief Hvy 14,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.375,0.375,0.375,0.375,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.375,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.375,0.946,0.946,1,0,0.054,2.0,0.429,0.571,30.0,0.375,0.0,21.28,28,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.7,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2319,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,191685,Paris Hilton Rose Rush Edp 100,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.333,0.952,0.952,1,0,0.048,2.0,0.381,0.619,20.3,0.333,0.07,67.23,27,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.7,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2310,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195101,Olay Reg Pro Ret Eyecrm 15Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,3.952,3.952,4,0,0.048,2.0,0.381,3.619,50.0,0.333,0.01,36.05,40,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2311,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199952,Garnier Vit C Cream Cleanser,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,2.952,2.952,3,0,0.048,2.0,0.381,2.619,50.0,0.333,0.0,10.3,40,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2312,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199405,Tbh Micro Dart Patches 9Pk,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,2.952,2.952,3,0,0.048,2.0,0.381,2.619,40.0,0.333,0.01,6.46,40,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2314,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192802,White Glo Toner Polish Powder,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,1.952,1.952,2,0,0.048,2.0,0.381,1.619,30.0,0.333,0.01,10.01,34,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2335,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,196232,Hf P/Health Cd 300Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.25,1.964,1.964,2,0,0.036,2.0,0.286,1.714,40.0,0.25,0.01,10.76,40,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2321,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,342505,Nivea Apd R/O B&W Pure 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.333,0.952,0.952,1,0,0.048,2.0,0.381,0.619,50.1,0.333,0.0,3.04,27,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.5,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2327,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,31560,Sukin P/Age Firming Srm 30Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.308,0.308,0.308,0.308,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.308,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.308,0.956,0.956,1,0,0.044,2.0,0.352,0.648,50.0,0.308,0.01,15.22,29,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.5,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2336,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,95606,Mf Miracle Pure Mat Serm Prmer,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.25,1.964,1.964,2,0,0.036,2.0,0.286,1.714,50.0,0.25,0.01,14.82,39,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.5,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2330,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,65607,No7 Rad+ Eye Mask 5Pk,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.273,0.273,0.273,0.273,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.273,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.273,3.961,3.961,4,0,0.039,2.0,0.312,3.688,40.0,0.273,0.01,14.95,42,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.5,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2320,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,198224,U By Kotex Bikini Hvy Sz 6-8,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.333,0.952,0.952,1,0,0.048,2.0,0.381,0.619,30.0,0.333,0.0,17.19,27,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.5,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2322,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,43904,Clairol Ni 4 Dark Brown,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.333,0.952,0.952,1,0,0.048,2.0,0.381,0.619,50.0,0.333,0.0,10.52,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.4,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2333,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,64539,Sundae Cherry O Top Foam 265Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.25,5.964,5.964,6,0,0.036,2.0,0.286,5.714,40.0,0.25,0.01,22.19,40,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.3,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 6.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2298,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,549193,Tena Lady Extra 12,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.417,0.417,0.417,0.417,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.417,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.417,2.94,2.94,3,0,0.06,2.0,0.477,2.523,40.0,0.417,0.0,6.16,29,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.3,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2334,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96516,May Babylip Love Berry Crush,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.25,3.964,3.964,4,0,0.036,2.0,0.286,3.714,50.1,0.25,0.0,4.24,40,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.2,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
