sku_number,sku_description,model_promo_forecast_units,same_discount_promo_units,baseline_daily_rate_units,baseline_daily_source_days,baseline_period_demand_units,selected_promo_period_demand_units_before,selected_promo_period_demand_units_after,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag
191947,Garn Peel Micellar Water 400Ml,0.0,1.111,0.158729,56,1.111,1.111,1.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
893382,Aveeno S/Rel Lotion 225Ml,0.0,1.111,0.158729,56,1.111,1.111,1.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
190112,E/Pure Long Handle Loofah Brsh,0.0,1.111,0.158729,56,1.111,1.111,1.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65590,No7 R&R Eye Cream 15Ml,0.0,1.1,0.157143,56,1.1,1.1,1.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65586,No7 P&P Day Cream 50Ml,0.0,1.1,0.157143,56,1.1,1.1,1.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
44743,Dv Foaming Cleanser 125Ml,0.0,1.1,0.157143,56,1.1,1.1,1.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93980,May Colossal Bubble Wsh Nu,0.0,1.091,0.155843,56,1.091,1.091,1.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195046,Loreal Filler Hyal Serum 15Ml,0.0,1.062,0.151786,56,1.063,1.062,1.062,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195430,Npmu Duck Plmp Clrly Spicy,0.0,1.059,0.151257,56,1.059,1.059,1.059,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195266,May Falsies Surreal Meta Black,0.0,1.046,0.149357,56,1.045,1.046,1.046,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
89069,Ahc Hyal Day&Night Gel 50Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
89070,Ahc Proshot G/C Int Srm 40Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
63386,Jojoba Activating Clns Oil,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198636,Avene Kids Spf 50+ 200Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192126,Weleda Skin Food Nght Crm 40Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195990,May Vinyl Ink 155 Upbeat,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
98003,Rim Omg Lip Oil Deep Cherry,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
98004,Rim Omg Lip Oil Cappuccino,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
22226,Npmu Suede Matte Ll Softspoken,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
88099,Hf P/Grow Intense Serum 50Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
87747,Innisfree Grn T Pha Tnr 150Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91481,Bondi Sands Ex U/D Foam 200Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94495,Hey Bud Anti Aging Kit,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90171,Npmu Epic Ink El Denim Dazzle,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94054,Npmu Lft Snat Brw Tint Ash Brw,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
98033,Rim Oh My Gls Lip Btr Chai,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
98034,Rim Oh My Gls Lip Btr Cap,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92518,Sundae Esspresso Martini 265Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92517,Sundae Margarita 265Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
27192,Nivea Apd B&W Frs 250Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
55532,Lrp Eff M/Peel Cleanser 200Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94905,Lrp Hyalu Water Gel Cream 40Ml,0.0,1.0,0.142857,56,1.0,1.0,1.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
