sku_number,pre_promo_demand_units,promo_window_demand_units,total_expected_demand_units,pre_minus_promo,days_until_promo_start,promo_window_days
89873,0.0,0.0161,0.0161,-0.0161,63,7
38436,0.0,0.0161,0.0161,-0.0161,63,7
195420,0.0,0.0161,0.0161,-0.0161,63,7
31685,0.0,0.0161,0.0161,-0.0161,63,7
52122,0.0,0.0161,0.0161,-0.0161,63,7
32641,0.0,0.0161,0.0161,-0.0161,63,7
188804,0.0,0.0161,0.0161,-0.0161,63,7
102082,0.0,0.0161,0.0161,-0.0161,63,7
96600,0.0,0.0161,0.0161,-0.0161,63,7
190071,0.0,0.0161,0.0161,-0.0161,63,7
193057,0.0,0.0161,0.0161,-0.0161,63,7
92260,0.0,0.0161,0.0161,-0.0161,63,7
21184,0.0,0.0161,0.0161,-0.0161,63,7
61288,0.0,0.0161,0.0161,-0.0161,63,7
186416,0.0,0.0161,0.0161,-0.0161,63,7
93975,0.0,0.0161,0.0161,-0.0161,63,7
24918,0.0,0.0161,0.0161,-0.0161,63,7
192360,0.0,0.0161,0.0161,-0.0161,63,7
190084,0.0,0.0161,0.0161,-0.0161,63,7
504300,0.0,0.0161,0.0161,-0.0161,63,7
192005,0.0,0.0161,0.0161,-0.0161,63,7
57931,0.0,0.0161,0.0161,-0.0161,63,7
195575,0.0,0.0161,0.0161,-0.0161,63,7
191662,0.0,0.0161,0.0161,-0.0161,63,7
43903,0.0,0.0161,0.0161,-0.0161,63,7
187272,0.0,0.0161,0.0161,-0.0161,63,7
43904,0.0,0.0161,0.0161,-0.0161,63,7
57932,0.0,0.0161,0.0161,-0.0161,63,7
92473,0.0,0.0161,0.0161,-0.0161,63,7
90146,0.0,0.0161,0.0161,-0.0161,63,7
230685,0.0,0.0161,0.0161,-0.0161,63,7
94037,0.0,0.0161,0.0161,-0.0161,63,7
43528,0.0,0.0161,0.0161,-0.0161,63,7
96539,0.0,0.0161,0.0161,-0.0161,63,7
190147,0.0,0.0161,0.0161,-0.0161,63,7
31559,0.0,0.0161,0.0161,-0.0161,63,7
31560,0.0,0.0161,0.0161,-0.0161,63,7
186457,0.0,0.0161,0.0161,-0.0161,63,7
96480,0.0,0.0161,0.0161,-0.0161,63,7
199133,0.0,0.0161,0.0161,-0.0161,63,7
188806,0.0,0.0161,0.0161,-0.0161,63,7
198227,0.0,0.0161,0.0161,-0.0161,63,7
89018,0.0,0.0161,0.0161,-0.0161,63,7
18877,0.0,0.0161,0.0161,-0.0161,63,7
93850,0.0,0.0161,0.0161,-0.0161,63,7
95102,0.0,0.0161,0.0161,-0.0161,63,7
71552,0.0,0.0161,0.0161,-0.0161,63,7
679010,0.0,0.0161,0.0161,-0.0161,63,7
322083,0.0,0.0161,0.0161,-0.0161,63,7
493502,0.0,0.0161,0.0161,-0.0161,63,7
20558,0.0,0.0161,0.0161,-0.0161,63,7
199132,0.0,0.0161,0.0161,-0.0161,63,7
196358,0.0,0.0161,0.0161,-0.0161,63,7
50356,0.0,0.0161,0.0161,-0.0161,63,7
74326,0.0,0.0161,0.0161,-0.0161,63,7
192181,0.0,0.0161,0.0161,-0.0161,63,7
186283,0.0,0.0161,0.0161,-0.0161,63,7
93715,0.0,0.0161,0.0161,-0.0161,63,7
198726,0.0,0.0161,0.0161,-0.0161,63,7
277061,0.0,0.0161,0.0161,-0.0161,63,7
198731,0.0,0.0161,0.0161,-0.0161,63,7
490805,0.0,0.0161,0.0161,-0.0161,63,7
820504,0.0,0.0161,0.0161,-0.0161,63,7
357774,0.0,0.0161,0.0161,-0.0161,63,7
10431,0.0,0.0161,0.0161,-0.0161,63,7
194089,0.0,0.0161,0.0161,-0.0161,63,7
371939,0.0,0.0161,0.0161,-0.0161,63,7
36707,0.0,0.0161,0.0161,-0.0161,63,7
585463,0.0,0.0161,0.0161,-0.0161,63,7
6480,0.0,0.0161,0.0161,-0.0161,63,7
31556,0.0,0.0161,0.0161,-0.0161,63,7
94914,0.0,0.0161,0.0161,-0.0161,63,7
659573,0.0,0.0161,0.0161,-0.0161,63,7
92435,0.0,0.0161,0.0161,-0.0161,63,7
291245,0.0,0.0161,0.0161,-0.0161,63,7
97990,0.0,0.0161,0.0161,-0.0161,63,7
626309,0.0,0.0161,0.0161,-0.0161,63,7
184616,0.0,0.0161,0.0161,-0.0161,63,7
96459,0.0,0.0161,0.0161,-0.0161,63,7
194822,0.0,0.0161,0.0161,-0.0161,63,7
90109,0.0,0.0161,0.0161,-0.0161,63,7
371882,0.0,0.0161,0.0161,-0.0161,63,7
91878,0.0,0.0161,0.0161,-0.0161,63,7
87952,0.0,0.0161,0.0161,-0.0161,63,7
193002,0.0,0.0161,0.0161,-0.0161,63,7
189515,0.0,0.0161,0.0161,-0.0161,63,7
46772,0.0,0.0161,0.0161,-0.0161,63,7
234931,0.0,0.0161,0.0161,-0.0161,63,7
36117,0.0,0.0161,0.0161,-0.0161,63,7
167529,0.0,0.0161,0.0161,-0.0161,63,7
188997,0.0,0.0161,0.0161,-0.0161,63,7
94008,0.0,0.0161,0.0161,-0.0161,63,7
191181,0.0,0.0161,0.0161,-0.0161,63,7
655791,0.0,0.0161,0.0161,-0.0161,63,7
94006,0.0,0.0161,0.0161,-0.0161,63,7
91461,0.0,0.0161,0.0161,-0.0161,63,7
189243,0.0,0.0161,0.0161,-0.0161,63,7
199952,0.0,0.0161,0.0161,-0.0161,63,7
191176,0.0,0.0161,0.0161,-0.0161,63,7
437883,0.0,0.0161,0.0161,-0.0161,63,7
195944,0.0,0.0161,0.0161,-0.0161,63,7
91071,0.0,0.0161,0.0161,-0.0161,63,7
90440,0.0,0.0161,0.0161,-0.0161,63,7
24419,0.0,0.0161,0.0161,-0.0161,63,7
88731,0.0,0.0161,0.0161,-0.0161,63,7
96164,0.0,0.0161,0.0161,-0.0161,63,7
188636,0.0,0.0161,0.0161,-0.0161,63,7
192106,0.0,0.0161,0.0161,-0.0161,63,7
33268,0.0,0.0161,0.0161,-0.0161,63,7
15273,0.0,0.0161,0.0161,-0.0161,63,7
46905,0.0,0.0161,0.0161,-0.0161,63,7
90463,0.0,0.0161,0.0161,-0.0161,63,7
199839,0.0,0.0161,0.0161,-0.0161,63,7
307386,0.0,0.0161,0.0161,-0.0161,63,7
94559,0.0,0.0161,0.0161,-0.0161,63,7
769665,0.0,0.0161,0.0161,-0.0161,63,7
339358,0.0,0.0161,0.0161,-0.0161,63,7
5908,0.0,0.0161,0.0161,-0.0161,63,7
93345,0.0,0.0161,0.0161,-0.0161,63,7
192067,0.0,0.0161,0.0161,-0.0161,63,7
94051,0.0,0.0161,0.0161,-0.0161,63,7
192244,0.0,0.0161,0.0161,-0.0161,63,7
298352,0.0,0.0161,0.0161,-0.0161,63,7
94870,0.0,0.0161,0.0161,-0.0161,63,7
36234,0.0,0.0161,0.0161,-0.0161,63,7
194013,0.0,0.0161,0.0161,-0.0161,63,7
185330,0.0,0.0161,0.0161,-0.0161,63,7
191880,0.0,0.0161,0.0161,-0.0161,63,7
36130,0.0,0.0161,0.0161,-0.0161,63,7
87648,0.0,0.0161,0.0161,-0.0161,63,7
55649,0.0,0.0161,0.0161,-0.0161,63,7
102031,0.0,0.0161,0.0161,-0.0161,63,7
65635,0.0,0.0161,0.0161,-0.0161,63,7
194015,0.0,0.0161,0.0161,-0.0161,63,7
49268,0.0,0.0161,0.0161,-0.0161,63,7
167080,0.0,0.0161,0.0161,-0.0161,63,7
91038,0.0,0.0161,0.0161,-0.0161,63,7
91910,0.0,0.0161,0.0161,-0.0161,63,7
91877,0.0,0.0161,0.0161,-0.0161,63,7
94506,0.0,0.0161,0.0161,-0.0161,63,7
63078,0.0,0.0161,0.0161,-0.0161,63,7
67434,0.0,0.0161,0.0161,-0.0161,63,7
66918,0.0,0.0161,0.0161,-0.0161,63,7
189251,0.0,0.0161,0.0161,-0.0161,63,7
198738,0.0,0.0161,0.0161,-0.0161,63,7
57937,0.0,0.0161,0.0161,-0.0161,63,7
184834,0.0,0.0161,0.0161,-0.0161,63,7
27982,0.0,0.0161,0.0161,-0.0161,63,7
190112,0.0,0.0161,0.0161,-0.0161,63,7
45536,0.0,0.0161,0.0161,-0.0161,63,7
369381,0.0,0.0161,0.0161,-0.0161,63,7
193698,0.0,0.0161,0.0161,-0.0161,63,7
298018,0.0,0.0161,0.0161,-0.0161,63,7
323667,0.0,0.0161,0.0161,-0.0161,63,7
91070,0.0,0.0161,0.0161,-0.0161,63,7
42952,0.0,0.0161,0.0161,-0.0161,63,7
96516,0.0,0.0161,0.0161,-0.0161,63,7
102640,0.0,0.0161,0.0161,-0.0161,63,7
551139,0.0,0.0161,0.0161,-0.0161,63,7
752,0.0,0.0161,0.0161,-0.0161,63,7
43529,0.0,0.0161,0.0161,-0.0161,63,7
94249,0.0,0.0161,0.0161,-0.0161,63,7
93296,0.0,0.0161,0.0161,-0.0161,63,7
96151,0.0,0.0161,0.0161,-0.0161,63,7
198939,0.0,0.0161,0.0161,-0.0161,63,7
24417,0.0,0.0161,0.0161,-0.0161,63,7
90461,0.0,0.0161,0.0161,-0.0161,63,7
87763,0.0,0.0161,0.0161,-0.0161,63,7
93988,0.0,0.0161,0.0161,-0.0161,63,7
96632,0.0,0.0161,0.0161,-0.0161,63,7
90464,0.0,0.0161,0.0161,-0.0161,63,7
192066,0.0,0.0161,0.0161,-0.0161,63,7
58110,0.0,0.0161,0.0161,-0.0161,63,7
668228,0.0,0.0161,0.0161,-0.0161,63,7
197810,0.0,0.0161,0.0161,-0.0161,63,7
668566,0.0,0.0161,0.0161,-0.0161,63,7
94070,0.0,0.0161,0.0161,-0.0161,63,7
198733,0.0,0.0161,0.0161,-0.0161,63,7
196231,0.0,0.0161,0.0161,-0.0161,63,7
191177,0.0,0.0161,0.0161,-0.0161,63,7
57930,0.0,0.0161,0.0161,-0.0161,63,7
57934,0.0,0.0161,0.0161,-0.0161,63,7
92930,0.0,0.0161,0.0161,-0.0161,63,7
189249,0.0,0.0161,0.0161,-0.0161,63,7
73871,0.0,0.0161,0.0161,-0.0161,63,7
199329,0.0,0.0161,0.0161,-0.0161,63,7
43916,0.0,0.0161,0.0161,-0.0161,63,7
7235,0.0,0.0161,0.0161,-0.0161,63,7
51926,0.0,0.0161,0.0161,-0.0161,63,7
199753,0.0,0.0161,0.0161,-0.0161,63,7
49607,0.0,0.0161,0.0161,-0.0161,63,7
97196,0.0,0.0161,0.0161,-0.0161,63,7
198650,0.0,0.0161,0.0161,-0.0161,63,7
67891,0.0,0.0161,0.0161,-0.0161,63,7
92926,0.0,0.0161,0.0161,-0.0161,63,7
190244,0.0,0.0161,0.0161,-0.0161,63,7
94172,0.0,0.0161,0.0161,-0.0161,63,7
88389,0.0,0.0161,0.0161,-0.0161,63,7
50382,0.0,0.0161,0.0161,-0.0161,63,7
186417,0.0,0.0161,0.0161,-0.0161,63,7
193285,0.0,0.0161,0.0161,-0.0161,63,7
195559,0.0,0.0161,0.0161,-0.0161,63,7
167087,0.0,0.0161,0.0161,-0.0161,63,7
73221,0.0,0.0161,0.0161,-0.0161,63,7
34101,0.0,0.0161,0.0161,-0.0161,63,7
94470,0.0,0.0161,0.0161,-0.0161,63,7
199943,0.0,0.0161,0.0161,-0.0161,63,7
30163,0.0,0.0161,0.0161,-0.0161,63,7
199745,0.0,0.0161,0.0161,-0.0161,63,7
91047,0.0,0.0161,0.0161,-0.0161,63,7
92159,0.0,0.0161,0.0161,-0.0161,63,7
95876,0.0,0.0161,0.0161,-0.0161,63,7
483796,0.0,0.0161,0.0161,-0.0161,63,7
185193,0.0,0.0161,0.0161,-0.0161,63,7
87747,0.0,0.0161,0.0161,-0.0161,63,7
95860,0.0,0.0161,0.0161,-0.0161,63,7
199056,0.0,0.0161,0.0161,-0.0161,63,7
55498,0.0,0.0161,0.0161,-0.0161,63,7
90437,0.0,0.0161,0.0161,-0.0161,63,7
36237,0.0,0.0161,0.0161,-0.0161,63,7
24385,0.0,0.0161,0.0161,-0.0161,63,7
184832,0.0,0.0161,0.0161,-0.0161,63,7
94490,0.0,0.0161,0.0161,-0.0161,63,7
668533,0.0,0.0161,0.0161,-0.0161,63,7
22225,0.0,0.0161,0.0161,-0.0161,63,7
96652,0.0,0.0161,0.0161,-0.0161,63,7
55990,0.0,0.0161,0.0161,-0.0161,63,7
198942,0.0,0.0161,0.0161,-0.0161,63,7
98183,0.0,0.0161,0.0161,-0.0161,63,7
92706,0.0,0.0161,0.0161,-0.0161,63,7
668608,0.0,0.0161,0.0161,-0.0161,63,7
38390,0.0,0.0161,0.0161,-0.0161,63,7
95862,0.0,0.0161,0.0161,-0.0161,63,7
194041,0.0,0.0161,0.0161,-0.0161,63,7
167076,0.0,0.0161,0.0161,-0.0161,63,7
195082,0.0,0.0161,0.0161,-0.0161,63,7
94695,0.0,0.0161,0.0161,-0.0161,63,7
91481,0.0,0.0161,0.0161,-0.0161,63,7
91057,0.0,0.0161,0.0161,-0.0161,63,7
192801,0.0,0.0161,0.0161,-0.0161,63,7
98131,0.0,0.0161,0.0161,-0.0161,63,7
167546,0.0,0.0161,0.0161,-0.0161,63,7
192031,0.0,0.0161,0.0161,-0.0161,63,7
198697,0.0,0.0161,0.0161,-0.0161,63,7
40164,0.0,0.0161,0.0161,-0.0161,63,7
43396,0.0,0.0161,0.0161,-0.0161,63,7
96544,0.0,0.0161,0.0161,-0.0161,63,7
90795,0.0,0.0161,0.0161,-0.0161,63,7
11607,0.0,0.0161,0.0161,-0.0161,63,7
537187,0.0,0.0161,0.0161,-0.0161,63,7
235202,0.0,0.0161,0.0161,-0.0161,63,7
53929,0.0,0.0161,0.0161,-0.0161,63,7
199051,0.0,0.0161,0.0161,-0.0161,63,7
47656,0.0,0.0161,0.0161,-0.0161,63,7
90769,0.0,0.0161,0.0161,-0.0161,63,7
96451,0.0,0.0161,0.0161,-0.0161,63,7
92642,0.0,0.0161,0.0161,-0.0161,63,7
189356,0.0,0.0161,0.0161,-0.0161,63,7
195266,0.0,0.0161,0.0161,-0.0161,63,7
94806,0.0,0.0161,0.0161,-0.0161,63,7
91459,0.0,0.0161,0.0161,-0.0161,63,7
36469,0.0,0.0161,0.0161,-0.0161,63,7
519480,0.0,0.0161,0.0161,-0.0161,63,7
184833,0.0,0.0161,0.0161,-0.0161,63,7
88099,0.0,0.0161,0.0161,-0.0161,63,7
47723,0.0,0.0161,0.0161,-0.0161,63,7
4306,0.0,0.0161,0.0161,-0.0161,63,7
194019,0.0,0.0161,0.0161,-0.0161,63,7
190062,0.0,0.0161,0.0161,-0.0161,63,7
406554,0.0,0.0161,0.0161,-0.0161,63,7
51157,0.0,0.0161,0.0161,-0.0161,63,7
24554,0.0,0.0161,0.0161,-0.0161,63,7
90112,0.0,0.0161,0.0161,-0.0161,63,7
167162,0.0,0.0161,0.0161,-0.0161,63,7
90765,0.0,0.0161,0.0161,-0.0161,63,7
194888,0.0,0.0161,0.0161,-0.0161,63,7
198938,0.0,0.0161,0.0161,-0.0161,63,7
96642,0.0,0.0161,0.0161,-0.0161,63,7
38423,0.0,0.0161,0.0161,-0.0161,63,7
974374,0.0,0.0161,0.0161,-0.0161,63,7
167160,0.0,0.0161,0.0161,-0.0161,63,7
167159,0.0,0.0161,0.0161,-0.0161,63,7
199054,0.0,0.0161,0.0161,-0.0161,63,7
94669,0.0,0.0161,0.0161,-0.0161,63,7
44022,0.0,0.0161,0.0161,-0.0161,63,7
491500,0.0,0.0161,0.0161,-0.0161,63,7
492817,0.0,0.0161,0.0161,-0.0161,63,7
194038,0.0,0.0161,0.0161,-0.0161,63,7
89626,0.0,0.0161,0.0161,-0.0161,63,7
63631,0.0,0.0161,0.0161,-0.0161,63,7
191889,0.0,0.0161,0.0161,-0.0161,63,7
186525,0.0,0.0161,0.0161,-0.0161,63,7
194040,0.0,0.0161,0.0161,-0.0161,63,7
15840,0.0,0.0161,0.0161,-0.0161,63,7
388971,0.0,0.0161,0.0161,-0.0161,63,7
193207,0.0,0.0161,0.0161,-0.0161,63,7
339989,0.0,0.0161,0.0161,-0.0161,63,7
72540,0.0,0.0161,0.0161,-0.0161,63,7
50394,0.0,0.0161,0.0161,-0.0161,63,7
96445,0.0,0.0161,0.0161,-0.0161,63,7
195978,0.0,0.0161,0.0161,-0.0161,63,7
339970,0.0,0.0161,0.0161,-0.0161,63,7
91893,0.0,0.0161,0.0161,-0.0161,63,7
96625,0.0,0.0161,0.0161,-0.0161,63,7
32752,0.0,0.0161,0.0161,-0.0161,63,7
96612,0.0,0.0161,0.0161,-0.0161,63,7
167595,0.0,0.0161,0.0161,-0.0161,63,7
196833,0.0,0.0161,0.0161,-0.0161,63,7
192247,0.0,0.0161,0.0161,-0.0161,63,7
192194,0.0,0.0161,0.0161,-0.0161,63,7
95893,0.0,0.0161,0.0161,-0.0161,63,7
479212,0.0,0.0161,0.0161,-0.0161,63,7
98134,0.0,0.0161,0.0161,-0.0161,63,7
72544,0.0,0.0161,0.0161,-0.0161,63,7
46573,0.0,0.0161,0.0161,-0.0161,63,7
198725,0.0,0.0161,0.0161,-0.0161,63,7
94767,0.0,0.0161,0.0161,-0.0161,63,7
195184,0.0,0.0161,0.0161,-0.0161,63,7
59859,0.0,0.0161,0.0161,-0.0161,63,7
192093,0.0,0.0161,0.0161,-0.0161,63,7
167106,0.0,0.0161,0.0161,-0.0161,63,7
94868,0.0,0.0161,0.0161,-0.0161,63,7
67912,0.0,0.0161,0.0161,-0.0161,63,7
94682,0.0,0.0161,0.0161,-0.0161,63,7
189236,0.0,0.0161,0.0161,-0.0161,63,7
822876,0.0,0.0161,0.0161,-0.0161,63,7
94678,0.0,0.0161,0.0161,-0.0161,63,7
594997,0.0,0.0161,0.0161,-0.0161,63,7
90172,0.0,0.0161,0.0161,-0.0161,63,7
38294,0.0,0.0161,0.0161,-0.0161,63,7
91154,0.0,0.0161,0.0161,-0.0161,63,7
93818,0.0,0.0161,0.0161,-0.0161,63,7
72541,0.0,0.0161,0.0161,-0.0161,63,7
44199,0.0,0.0161,0.0161,-0.0161,63,7
70390,0.0,0.0161,0.0161,-0.0161,63,7
93862,0.0,0.0161,0.0161,-0.0161,63,7
98014,0.0,0.0161,0.0161,-0.0161,63,7
194047,0.0,0.0161,0.0161,-0.0161,63,7
94471,0.0,0.0161,0.0161,-0.0161,63,7
96454,0.0,0.0161,0.0161,-0.0161,63,7
10434,0.0,0.0161,0.0161,-0.0161,63,7
97160,0.0,0.0161,0.0161,-0.0161,63,7
281751,0.0,0.0161,0.0161,-0.0161,63,7
95829,0.0,0.0161,0.0161,-0.0161,63,7
95885,0.0,0.0161,0.0161,-0.0161,63,7
193145,0.0,0.0161,0.0161,-0.0161,63,7
167131,0.0,0.0161,0.0161,-0.0161,63,7
92856,0.0,0.0161,0.0161,-0.0161,63,7
34114,0.0,0.0161,0.0161,-0.0161,63,7
94256,0.0,0.0161,0.0161,-0.0161,63,7
192033,0.0,0.0161,0.0161,-0.0161,63,7
62978,0.0,0.0161,0.0161,-0.0161,63,7
192070,0.0,0.0161,0.0161,-0.0161,63,7
888133,0.0,0.0161,0.0161,-0.0161,63,7
668038,0.0,0.0161,0.0161,-0.0161,63,7
91945,0.0,0.0161,0.0161,-0.0161,63,7
908142,0.0,0.0161,0.0161,-0.0161,63,7
60844,0.0,0.0161,0.0161,-0.0161,63,7
478586,0.0,0.0161,0.0161,-0.0161,63,7
192152,0.0,0.0161,0.0161,-0.0161,63,7
12039,0.0,0.0161,0.0161,-0.0161,63,7
192214,0.0,0.0161,0.0161,-0.0161,63,7
73076,0.0,0.0161,0.0161,-0.0161,63,7
96477,0.0,0.0161,0.0161,-0.0161,63,7
91942,0.0,0.0161,0.0161,-0.0161,63,7
94510,0.0,0.0161,0.0161,-0.0161,63,7
199851,0.0,0.0161,0.0161,-0.0161,63,7
66734,0.0,0.0161,0.0161,-0.0161,63,7
90520,0.0,0.0161,0.0161,-0.0161,63,7
91007,0.0,0.0161,0.0161,-0.0161,63,7
91892,0.0,0.0161,0.0161,-0.0161,63,7
91884,0.0,0.0161,0.0161,-0.0161,63,7
679006,0.0,0.0161,0.0161,-0.0161,63,7
98175,0.0,0.0161,0.0161,-0.0161,63,7
96474,0.0,0.0161,0.0161,-0.0161,63,7
95606,0.0,0.0161,0.0161,-0.0161,63,7
190148,0.0,0.0161,0.0161,-0.0161,63,7
90790,0.0,0.0161,0.0161,-0.0161,63,7
91052,0.0,0.0161,0.0161,-0.0161,63,7
167099,0.0,0.0161,0.0161,-0.0161,63,7
167098,0.0,0.0161,0.0161,-0.0161,63,7
50395,0.0,0.0161,0.0161,-0.0161,63,7
167535,0.0,0.0161,0.0161,-0.0161,63,7
189093,0.0,0.0161,0.0161,-0.0161,63,7
192182,0.0,0.0161,0.0161,-0.0161,63,7
66922,0.0,0.0161,0.0161,-0.0161,63,7
981761,0.0,0.0161,0.0161,-0.0161,63,7
91018,0.0,0.0161,0.0161,-0.0161,63,7
34115,0.0,0.0161,0.0161,-0.0161,63,7
97545,0.0,0.0161,0.0161,-0.0161,63,7
91003,0.0,0.0161,0.0161,-0.0161,63,7
193413,0.0,0.0161,0.0161,-0.0161,63,7
93491,0.0,0.0161,0.0161,-0.0161,63,7
69749,0.0,0.0161,0.0161,-0.0161,63,7
74328,0.0,0.0161,0.0161,-0.0161,63,7
389196,0.0,0.0161,0.0161,-0.0161,63,7
90147,0.0,0.0161,0.0161,-0.0161,63,7
51564,0.0,0.0161,0.0161,-0.0161,63,7
24358,0.0,0.0161,0.0161,-0.0161,63,7
193317,0.0,0.0161,0.0161,-0.0161,63,7
91019,0.0,0.0161,0.0161,-0.0161,63,7
90167,0.0,0.0161,0.0161,-0.0161,63,7
90142,0.0,0.0161,0.0161,-0.0161,63,7
89058,0.0,0.0161,0.0161,-0.0161,63,7
90901,0.0,0.0161,0.0161,-0.0161,63,7
98022,0.0,0.0161,0.0161,-0.0161,63,7
91021,0.0,0.0161,0.0161,-0.0161,63,7
38449,0.0,0.0161,0.0161,-0.0161,63,7
189835,0.0,0.0161,0.0161,-0.0161,63,7
588,0.0,0.0161,0.0161,-0.0161,63,7
15839,0.0,0.0161,0.0161,-0.0161,63,7
39401,0.0,0.0161,0.0161,-0.0161,63,7
188805,0.0,0.0161,0.0161,-0.0161,63,7
50658,0.0,0.0161,0.0161,-0.0161,63,7
91020,0.0,0.0161,0.0161,-0.0161,63,7
96609,0.0,0.0161,0.0161,-0.0161,63,7
167151,0.0,0.0161,0.0161,-0.0161,63,7
96456,0.0,0.0161,0.0161,-0.0161,63,7
98015,0.0,0.0161,0.0161,-0.0161,63,7
167155,0.0,0.0161,0.0161,-0.0161,63,7
167154,0.0,0.0161,0.0161,-0.0161,63,7
65560,0.0,0.0161,0.0161,-0.0161,63,7
167152,0.0,0.0161,0.0161,-0.0161,63,7
94174,0.0,0.0161,0.0161,-0.0161,63,7
167148,0.0,0.0161,0.0161,-0.0161,63,7
91064,0.0,0.0161,0.0161,-0.0161,63,7
167147,0.0,0.0161,0.0161,-0.0161,63,7
167143,0.0,0.0161,0.0161,-0.0161,63,7
97129,0.0,0.0161,0.0161,-0.0161,63,7
167136,0.0,0.0161,0.0161,-0.0161,63,7
187274,0.0,0.0161,0.0161,-0.0161,63,7
15845,0.0,0.0161,0.0161,-0.0161,63,7
15182,0.0,0.0161,0.0161,-0.0161,63,7
195501,0.0,0.0161,0.0161,-0.0161,63,7
66823,0.0,0.0161,0.0161,-0.0161,63,7
195353,0.0,0.0161,0.0161,-0.0161,63,7
98133,0.0,0.0161,0.0161,-0.0161,63,7
94130,0.0,0.0161,0.0161,-0.0161,63,7
193199,0.0,0.0161,0.0161,-0.0161,63,7
97197,0.0,0.0161,0.0161,-0.0161,63,7
17549,0.0,0.0161,0.0161,-0.0161,63,7
91956,0.0,0.0161,0.0161,-0.0161,63,7
91863,0.0,0.0161,0.0161,-0.0161,63,7
259489,0.0,0.0161,0.0161,-0.0161,63,7
91881,0.0,0.0161,0.0161,-0.0161,63,7
15272,0.0,0.0161,0.0161,-0.0161,63,7
98124,0.0,0.0161,0.0161,-0.0161,63,7
638411,0.0,0.0161,0.0161,-0.0161,63,7
96602,0.0,0.0161,0.0161,-0.0161,63,7
91928,0.0,0.0161,0.0161,-0.0161,63,7
70704,0.0,0.0161,0.0161,-0.0161,63,7
95883,0.0,0.0161,0.0161,-0.0161,63,7
91906,0.0,0.0161,0.0161,-0.0161,63,7
96610,0.0,0.0161,0.0161,-0.0161,63,7
24167,0.0,0.0161,0.0161,-0.0161,63,7
93979,0.0,0.0161,0.0161,-0.0161,63,7
195405,0.0,0.0161,0.0161,-0.0161,63,7
97548,0.0,0.0161,0.0161,-0.0161,63,7
189242,0.0,0.0161,0.0161,-0.0161,63,7
668509,0.0,0.0161,0.0161,-0.0161,63,7
389188,0.0,0.0161,0.0161,-0.0161,63,7
196232,0.0,0.0161,0.0161,-0.0161,63,7
273694,0.0,0.0161,0.0161,-0.0161,63,7
97468,0.0,0.0161,0.0161,-0.0161,63,7
97851,0.0,0.0161,0.0161,-0.0161,63,7
91948,0.0,0.0161,0.0161,-0.0161,63,7
184835,0.0,0.0161,0.0161,-0.0161,63,7
198524,0.0,0.0161,0.0161,-0.0161,63,7
93927,0.0,0.0161,0.0161,-0.0161,63,7
193466,0.0,0.0161,0.0161,-0.0161,63,7
197219,0.0,0.0161,0.0161,-0.0161,63,7
184836,0.0,0.0161,0.0161,-0.0161,63,7
95023,0.0,0.0161,0.0161,-0.0161,63,7
91961,0.0,0.0161,0.0161,-0.0161,63,7
167137,0.0,0.0161,0.0161,-0.0161,63,7
94697,0.0,0.0161,0.0161,-0.0161,63,7
195258,0.0,0.0161,0.0161,-0.0161,63,7
189899,0.0,0.0161,0.0161,-0.0161,63,7
98108,0.0,0.0161,0.0161,-0.0161,63,7
187117,0.0,0.0161,0.0161,-0.0161,63,7
94067,0.0,0.0161,0.0161,-0.0161,63,7
94064,0.0,0.0161,0.0161,-0.0161,63,7
87761,0.0,0.0161,0.0161,-0.0161,63,7
90521,0.0,0.0161,0.0161,-0.0161,63,7
98122,0.0,0.0161,0.0161,-0.0161,63,7
98082,0.0,0.0161,0.0161,-0.0161,63,7
98111,0.0,0.0161,0.0161,-0.0161,63,7
98110,0.0,0.0161,0.0161,-0.0161,63,7
94284,0.0,0.0161,0.0161,-0.0161,63,7
94512,0.0,0.0161,0.0161,-0.0161,63,7
98107,0.0,0.0161,0.0161,-0.0161,63,7
92148,0.0,0.0161,0.0161,-0.0161,63,7
89061,0.0,0.0161,0.0161,-0.0161,63,7
90986,0.0,0.0161,0.0161,-0.0161,63,7
192186,0.0,0.0161,0.0161,-0.0161,63,7
195355,0.0,0.0161,0.0161,-0.0161,63,7
626376,0.0,0.0161,0.0161,-0.0161,63,7
93758,0.0,0.0161,0.0161,-0.0161,63,7
190116,0.0,0.0161,0.0161,-0.0161,63,7
94691,0.0,0.0161,0.0161,-0.0161,63,7
197212,0.0,0.0161,0.0161,-0.0161,63,7
91908,0.0,0.0161,0.0161,-0.0161,63,7
91017,0.0,0.0161,0.0161,-0.0161,63,7
63112,0.0,0.0161,0.0161,-0.0161,63,7
521062,0.0,0.0161,0.0161,-0.0161,63,7
186400,0.0,0.0161,0.0161,-0.0161,63,7
38296,0.0,0.0161,0.0161,-0.0161,63,7
188744,0.0,0.0161,0.0161,-0.0161,63,7
15270,0.0,0.0161,0.0161,-0.0161,63,7
71222,0.0,0.0161,0.0161,-0.0161,63,7
91030,0.0,0.0161,0.0161,-0.0161,63,7
542027,0.0,0.0161,0.0161,-0.0161,63,7
90063,0.0,0.0161,0.0161,-0.0161,63,7
98121,0.0,0.0161,0.0161,-0.0161,63,7
96656,0.0,0.0161,0.0161,-0.0161,63,7
91951,0.0,0.0161,0.0161,-0.0161,63,7
