sku_number,pre_promo_demand_units,promo_window_demand_units,total_expected_demand_units,pre_minus_promo,days_until_promo_start,promo_window_days
96155,0.0,0.0161,0.0161,-0.0161,63,7
91076,0.0,0.0161,0.0161,-0.0161,63,7
88057,0.0,0.0161,0.0161,-0.0161,63,7
198290,0.0,0.0161,0.0161,-0.0161,63,7
95493,0.0,0.0161,0.0161,-0.0161,63,7
4016,0.0,0.0161,0.0161,-0.0161,63,7
167074,0.0,0.0161,0.0161,-0.0161,63,7
91077,0.0,0.0161,0.0161,-0.0161,63,7
24359,0.0,0.0161,0.0161,-0.0161,63,7
97123,0.0,0.0161,0.0161,-0.0161,63,7
97302,0.0,0.0161,0.0161,-0.0161,63,7
38457,0.0,0.0161,0.0161,-0.0161,63,7
97500,0.0,0.0315,0.0315,-0.0315,63,7
90768,0.0,0.0315,0.0315,-0.0315,63,7
58978,0.0,0.0315,0.0315,-0.0315,63,7
190139,0.0,0.0315,0.0315,-0.0315,63,7
198224,0.0,0.0315,0.0315,-0.0315,63,7
341143,0.0,0.0315,0.0315,-0.0315,63,7
65482,0.0,0.0315,0.0315,-0.0315,63,7
192619,0.0,0.0315,0.0315,-0.0315,63,7
192802,0.0,0.0315,0.0315,-0.0315,63,7
90772,0.0,0.0315,0.0315,-0.0315,63,7
96603,0.0,0.0315,0.0315,-0.0315,63,7
96483,0.0,0.0315,0.0315,-0.0315,63,7
197210,0.0,0.0315,0.0315,-0.0315,63,7
92437,0.0,0.0315,0.0315,-0.0315,63,7
87769,0.0,0.0315,0.0315,-0.0315,63,7
22907,0.0,0.0315,0.0315,-0.0315,63,7
190138,0.0,0.0315,0.0315,-0.0315,63,7
189241,0.0,0.0315,0.0315,-0.0315,63,7
98013,0.0,0.0315,0.0315,-0.0315,63,7
96482,0.0,0.0315,0.0315,-0.0315,63,7
94527,0.0,0.0315,0.0315,-0.0315,63,7
41288,0.0,0.0315,0.0315,-0.0315,63,7
69727,0.0,0.0315,0.0315,-0.0315,63,7
36995,0.0,0.0315,0.0315,-0.0315,63,7
94258,0.0,0.0315,0.0315,-0.0315,63,7
97142,0.0,0.0315,0.0315,-0.0315,63,7
55494,0.0,0.0315,0.0315,-0.0315,63,7
43531,0.0,0.0315,0.0315,-0.0315,63,7
89756,0.0,0.0315,0.0315,-0.0315,63,7
98119,0.0,0.0315,0.0315,-0.0315,63,7
94648,0.0,0.0315,0.0315,-0.0315,63,7
98120,0.0,0.0315,0.0315,-0.0315,63,7
43877,0.0,0.0315,0.0315,-0.0315,63,7
96501,0.0,0.0315,0.0315,-0.0315,63,7
167157,0.0,0.0315,0.0315,-0.0315,63,7
490797,0.0,0.0315,0.0315,-0.0315,63,7
96504,0.0,0.0315,0.0315,-0.0315,63,7
70978,0.0,0.0315,0.0315,-0.0315,63,7
198293,0.0,0.0315,0.0315,-0.0315,63,7
93849,0.0,0.0315,0.0315,-0.0315,63,7
196550,0.0,0.0315,0.0315,-0.0315,63,7
95101,0.0,0.0315,0.0315,-0.0315,63,7
75006,0.0,0.0315,0.0315,-0.0315,63,7
98033,0.0,0.0315,0.0315,-0.0315,63,7
195409,0.0,0.0315,0.0315,-0.0315,63,7
193125,0.0,0.0315,0.0315,-0.0315,63,7
191317,0.0,0.0315,0.0315,-0.0315,63,7
90524,0.0,0.0315,0.0315,-0.0315,63,7
192177,0.0,0.0315,0.0315,-0.0315,63,7
98034,0.0,0.0315,0.0315,-0.0315,63,7
66906,0.0,0.0315,0.0315,-0.0315,63,7
196026,0.0,0.0315,0.0315,-0.0315,63,7
192837,0.0,0.0315,0.0315,-0.0315,63,7
196551,0.0,0.0315,0.0315,-0.0315,63,7
65915,0.0,0.0315,0.0315,-0.0315,63,7
96453,0.0,0.0315,0.0315,-0.0315,63,7
67988,0.0,0.0315,0.0315,-0.0315,63,7
67048,0.0,0.0315,0.0315,-0.0315,63,7
68267,0.0,0.0315,0.0315,-0.0315,63,7
94439,0.0,0.0315,0.0315,-0.0315,63,7
679024,0.0,0.0315,0.0315,-0.0315,63,7
69726,0.0,0.0315,0.0315,-0.0315,63,7
40357,0.0,0.0315,0.0315,-0.0315,63,7
52120,0.0,0.0315,0.0315,-0.0315,63,7
98123,0.0,0.0315,0.0315,-0.0315,63,7
94285,0.0,0.0315,0.0315,-0.0315,63,7
195017,0.0,0.0315,0.0315,-0.0315,63,7
94544,0.0,0.0315,0.0315,-0.0315,63,7
92919,0.0,0.0315,0.0315,-0.0315,63,7
96636,0.0,0.0315,0.0315,-0.0315,63,7
90436,0.0,0.0315,0.0315,-0.0315,63,7
196549,0.0,0.0315,0.0315,-0.0315,63,7
50666,0.0,0.0315,0.0315,-0.0315,63,7
10433,0.0,0.0315,0.0315,-0.0315,63,7
55410,0.0,0.0315,0.0315,-0.0315,63,7
94455,0.0,0.0315,0.0315,-0.0315,63,7
65586,0.0,0.0315,0.0315,-0.0315,63,7
194029,0.0,0.0315,0.0315,-0.0315,63,7
372102,0.0,0.0315,0.0315,-0.0315,63,7
94571,0.0,0.0315,0.0315,-0.0315,63,7
490813,0.0,0.0315,0.0315,-0.0315,63,7
91456,0.0,0.0315,0.0315,-0.0315,63,7
96466,0.0,0.0315,0.0315,-0.0315,63,7
94216,0.0,0.0315,0.0315,-0.0315,63,7
191174,0.0,0.0315,0.0315,-0.0315,63,7
50655,0.0,0.0315,0.0315,-0.0315,63,7
97553,0.0,0.0315,0.0315,-0.0315,63,7
40165,0.0,0.0315,0.0315,-0.0315,63,7
189360,0.0,0.0315,0.0315,-0.0315,63,7
908150,0.0,0.0315,0.0315,-0.0315,63,7
97550,0.0,0.0315,0.0315,-0.0315,63,7
94475,0.0,0.0315,0.0315,-0.0315,63,7
893382,0.0,0.0315,0.0315,-0.0315,63,7
40079,0.0,0.0315,0.0315,-0.0315,63,7
97547,0.0,0.0315,0.0315,-0.0315,63,7
49269,0.0,0.0315,0.0315,-0.0315,63,7
97988,0.0,0.0315,0.0315,-0.0315,63,7
716820,0.0,0.0315,0.0315,-0.0315,63,7
193210,0.0,0.0315,0.0315,-0.0315,63,7
73220,0.0,0.0315,0.0315,-0.0315,63,7
38425,0.0,0.0315,0.0315,-0.0315,63,7
32738,0.0,0.0315,0.0315,-0.0315,63,7
90429,0.0,0.0315,0.0315,-0.0315,63,7
90331,0.0,0.0315,0.0315,-0.0315,63,7
94641,0.0,0.0315,0.0315,-0.0315,63,7
52121,0.0,0.0315,0.0315,-0.0315,63,7
63446,0.0,0.0315,0.0315,-0.0315,63,7
47657,0.0,0.0315,0.0315,-0.0315,63,7
91939,0.0,0.0315,0.0315,-0.0315,63,7
95613,0.0,0.0315,0.0315,-0.0315,63,7
68375,0.0,0.0315,0.0315,-0.0315,63,7
33440,0.0,0.0315,0.0315,-0.0315,63,7
90144,0.0,0.0315,0.0315,-0.0315,63,7
26779,0.0,0.0315,0.0315,-0.0315,63,7
36122,0.0,0.0315,0.0315,-0.0315,63,7
198718,0.0,0.0315,0.0315,-0.0315,63,7
473154,0.0,0.0315,0.0315,-0.0315,63,7
94805,0.0,0.0315,0.0315,-0.0315,63,7
43532,0.0,0.0315,0.0315,-0.0315,63,7
195429,0.0,0.0315,0.0315,-0.0315,63,7
192924,0.0,0.0315,0.0315,-0.0315,63,7
54896,0.0,0.0315,0.0315,-0.0315,63,7
95861,0.0,0.0315,0.0315,-0.0315,63,7
66085,0.0,0.0315,0.0315,-0.0315,63,7
187273,0.0,0.0315,0.0315,-0.0315,63,7
98127,0.0,0.0315,0.0315,-0.0315,63,7
50927,0.0,0.0315,0.0315,-0.0315,63,7
52119,0.0,0.0315,0.0315,-0.0315,63,7
95615,0.0,0.0315,0.0315,-0.0315,63,7
70365,0.0,0.0315,0.0315,-0.0315,63,7
69756,0.0,0.0315,0.0315,-0.0315,63,7
94905,0.0,0.0315,0.0315,-0.0315,63,7
259098,0.0,0.0315,0.0315,-0.0315,63,7
591404,0.0,0.0315,0.0315,-0.0315,63,7
90114,0.0,0.0315,0.0315,-0.0315,63,7
94713,0.0,0.0315,0.0315,-0.0315,63,7
97321,0.0,0.0315,0.0315,-0.0315,63,7
49817,0.0,0.0315,0.0315,-0.0315,63,7
340006,0.0,0.0315,0.0315,-0.0315,63,7
75420,0.0,0.0315,0.0315,-0.0315,63,7
72539,0.0,0.0315,0.0315,-0.0315,63,7
96639,0.0,0.0315,0.0315,-0.0315,63,7
73371,0.0,0.0315,0.0315,-0.0315,63,7
431745,0.0,0.0315,0.0315,-0.0315,63,7
782327,0.0,0.0315,0.0315,-0.0315,63,7
96637,0.0,0.0315,0.0315,-0.0315,63,7
184839,0.0,0.0315,0.0315,-0.0315,63,7
188990,0.0,0.0315,0.0315,-0.0315,63,7
96481,0.0,0.0315,0.0315,-0.0315,63,7
94494,0.0,0.0315,0.0315,-0.0315,63,7
96593,0.0,0.0315,0.0315,-0.0315,63,7
292877,0.0,0.0315,0.0315,-0.0315,63,7
350181,0.0,0.0315,0.0315,-0.0315,63,7
57451,0.0,0.0315,0.0315,-0.0315,63,7
769878,0.0,0.0315,0.0315,-0.0315,63,7
97300,0.0,0.0315,0.0315,-0.0315,63,7
70357,0.0,0.0315,0.0315,-0.0315,63,7
199739,0.0,0.0315,0.0315,-0.0315,63,7
92921,0.0,0.0315,0.0315,-0.0315,63,7
55499,0.0,0.0315,0.0315,-0.0315,63,7
307351,0.0,0.0315,0.0315,-0.0315,63,7
44743,0.0,0.0315,0.0315,-0.0315,63,7
75411,0.0,0.0315,0.0315,-0.0315,63,7
94576,0.0,0.0315,0.0315,-0.0315,63,7
194016,0.0,0.0315,0.0315,-0.0315,63,7
90774,0.0,0.0315,0.0315,-0.0315,63,7
91883,0.0,0.0315,0.0315,-0.0315,63,7
94712,0.0,0.0315,0.0315,-0.0315,63,7
199761,0.0,0.0315,0.0315,-0.0315,63,7
93926,0.0,0.0315,0.0315,-0.0315,63,7
96476,0.0,0.0315,0.0315,-0.0315,63,7
43716,0.0,0.0315,0.0315,-0.0315,63,7
189264,0.0,0.0315,0.0315,-0.0315,63,7
93989,0.0,0.0315,0.0315,-0.0315,63,7
5909,0.0,0.0315,0.0315,-0.0315,63,7
93990,0.0,0.0315,0.0315,-0.0315,63,7
61549,0.0,0.0315,0.0315,-0.0315,63,7
91871,0.0,0.0315,0.0315,-0.0315,63,7
87463,0.0,0.0315,0.0315,-0.0315,63,7
2941,0.0,0.0315,0.0315,-0.0315,63,7
199067,0.0,0.0315,0.0315,-0.0315,63,7
28180,0.0,0.0315,0.0315,-0.0315,63,7
96709,0.0,0.0315,0.0315,-0.0315,63,7
96708,0.0,0.0315,0.0315,-0.0315,63,7
94456,0.0,0.0315,0.0315,-0.0315,63,7
91026,0.0,0.0315,0.0315,-0.0315,63,7
191947,0.0,0.0315,0.0315,-0.0315,63,7
96643,0.0,0.0315,0.0315,-0.0315,63,7
185380,0.0,0.0315,0.0315,-0.0315,63,7
193613,0.0,0.0315,0.0315,-0.0315,63,7
88241,0.0,0.0315,0.0315,-0.0315,63,7
89752,0.0,0.0315,0.0315,-0.0315,63,7
95830,0.0,0.0315,0.0315,-0.0315,63,7
50654,0.0,0.0315,0.0315,-0.0315,63,7
199736,0.0,0.0315,0.0315,-0.0315,63,7
189868,0.0,0.0315,0.0315,-0.0315,63,7
92162,0.0,0.0315,0.0315,-0.0315,63,7
94068,0.0,0.0315,0.0315,-0.0315,63,7
197809,0.0,0.0315,0.0315,-0.0315,63,7
92170,0.0,0.0315,0.0315,-0.0315,63,7
65489,0.0,0.0315,0.0315,-0.0315,63,7
65916,0.0,0.0315,0.0315,-0.0315,63,7
186550,0.0,0.0315,0.0315,-0.0315,63,7
307416,0.0,0.0315,0.0315,-0.0315,63,7
65607,0.0,0.0315,0.0315,-0.0315,63,7
89627,0.0,0.0315,0.0315,-0.0315,63,7
553586,0.0,0.0315,0.0315,-0.0315,63,7
90115,0.0,0.0315,0.0315,-0.0315,63,7
195434,0.0,0.0315,0.0315,-0.0315,63,7
167124,0.0,0.0315,0.0315,-0.0315,63,7
65481,0.0,0.0315,0.0315,-0.0315,63,7
91066,0.0,0.0315,0.0315,-0.0315,63,7
67963,0.0,0.0315,0.0315,-0.0315,63,7
88339,0.0,0.0315,0.0315,-0.0315,63,7
187119,0.0,0.0315,0.0315,-0.0315,63,7
46904,0.0,0.0315,0.0315,-0.0315,63,7
94885,0.0,0.0315,0.0315,-0.0315,63,7
39410,0.0,0.0315,0.0315,-0.0315,63,7
91033,0.0,0.0315,0.0315,-0.0315,63,7
298522,0.0,0.0315,0.0315,-0.0315,63,7
7236,0.0,0.0315,0.0315,-0.0315,63,7
64539,0.0,0.0315,0.0315,-0.0315,63,7
185329,0.0,0.0315,0.0315,-0.0315,63,7
87600,0.0,0.0315,0.0315,-0.0315,63,7
67094,0.0,0.0315,0.0315,-0.0315,63,7
67859,0.0,0.0315,0.0315,-0.0315,63,7
37850,0.0,0.0315,0.0315,-0.0315,63,7
67897,0.0,0.0315,0.0315,-0.0315,63,7
43876,0.0,0.0315,0.0315,-0.0315,63,7
15186,0.0,0.0315,0.0315,-0.0315,63,7
98004,0.0,0.0315,0.0315,-0.0315,63,7
56157,0.0,0.0315,0.0315,-0.0315,63,7
95872,0.0,0.0315,0.0315,-0.0315,63,7
356859,0.0,0.0315,0.0315,-0.0315,63,7
95890,0.0,0.0315,0.0315,-0.0315,63,7
88393,0.0,0.0315,0.0315,-0.0315,63,7
53927,0.0,0.0315,0.0315,-0.0315,63,7
90157,0.0,0.0315,0.0315,-0.0315,63,7
667915,0.0,0.0315,0.0315,-0.0315,63,7
38321,0.0,0.0315,0.0315,-0.0315,63,7
94570,0.0,0.0315,0.0315,-0.0315,63,7
92158,0.0,0.0315,0.0315,-0.0315,63,7
92180,0.0,0.0315,0.0315,-0.0315,63,7
88396,0.0,0.0315,0.0315,-0.0315,63,7
250753,0.0,0.0315,0.0315,-0.0315,63,7
647552,0.0,0.0315,0.0315,-0.0315,63,7
192063,0.0,0.0315,0.0315,-0.0315,63,7
65630,0.0,0.0315,0.0315,-0.0315,63,7
68527,0.0,0.0315,0.0315,-0.0315,63,7
38582,0.0,0.0315,0.0315,-0.0315,63,7
41319,0.0,0.0315,0.0315,-0.0315,63,7
205729,0.0,0.0315,0.0315,-0.0315,63,7
53928,0.0,0.0315,0.0315,-0.0315,63,7
190119,0.0,0.0315,0.0315,-0.0315,63,7
94052,0.0,0.0315,0.0315,-0.0315,63,7
260843,0.0,0.0315,0.0315,-0.0315,63,7
234915,0.0,0.0315,0.0315,-0.0315,63,7
189277,0.0,0.0315,0.0315,-0.0315,63,7
96465,0.0,0.0315,0.0315,-0.0315,63,7
67894,0.0,0.0315,0.0315,-0.0315,63,7
96508,0.0,0.0315,0.0315,-0.0315,63,7
97595,0.0,0.0315,0.0315,-0.0315,63,7
87767,0.0,0.0315,0.0315,-0.0315,63,7
96611,0.0,0.0315,0.0315,-0.0315,63,7
94566,0.0,0.0315,0.0315,-0.0315,63,7
167132,0.0,0.0315,0.0315,-0.0315,63,7
98126,0.0,0.0315,0.0315,-0.0315,63,7
189237,0.0,0.0315,0.0315,-0.0315,63,7
41572,0.0,0.0315,0.0315,-0.0315,63,7
198703,0.0,0.0315,0.0315,-0.0315,63,7
96601,0.0,0.0315,0.0315,-0.0315,63,7
94280,0.0,0.0315,0.0315,-0.0315,63,7
97573,0.0,0.0315,0.0315,-0.0315,63,7
186512,0.0,0.0315,0.0315,-0.0315,63,7
345016,0.0,0.0315,0.0315,-0.0315,63,7
89062,0.0,0.0315,0.0315,-0.0315,63,7
46888,0.0,0.0315,0.0315,-0.0315,63,7
91905,0.0,0.0315,0.0315,-0.0315,63,7
94213,0.0,0.0315,0.0315,-0.0315,63,7
89770,0.0,0.0315,0.0315,-0.0315,63,7
98083,0.0,0.0315,0.0315,-0.0315,63,7
94009,0.0,0.0315,0.0315,-0.0315,63,7
56179,0.0,0.0315,0.0315,-0.0315,63,7
520999,0.0,0.0315,0.0315,-0.0315,63,7
271543,0.0,0.0315,0.0315,-0.0315,63,7
15847,0.0,0.0315,0.0315,-0.0315,63,7
198717,0.0,0.0315,0.0315,-0.0315,63,7
88732,0.0,0.0315,0.0315,-0.0315,63,7
366773,0.0,0.0315,0.0315,-0.0315,63,7
90139,0.0,0.0315,0.0315,-0.0315,63,7
669326,0.0,0.0315,0.0315,-0.0315,63,7
15814,0.0,0.0315,0.0315,-0.0315,63,7
54417,0.0,0.0315,0.0315,-0.0315,63,7
67693,0.0,0.0315,0.0315,-0.0315,63,7
91060,0.0,0.0315,0.0315,-0.0315,63,7
89055,0.0,0.0315,0.0315,-0.0315,63,7
15820,0.0,0.0315,0.0315,-0.0315,63,7
94524,0.0,0.0315,0.0315,-0.0315,63,7
189602,0.0,0.0315,0.0315,-0.0315,63,7
94273,0.0,0.0315,0.0315,-0.0315,63,7
60791,0.0,0.0315,0.0315,-0.0315,63,7
18699,0.0,0.0315,0.0315,-0.0315,63,7
94640,0.0,0.0315,0.0315,-0.0315,63,7
198723,0.0,0.0315,0.0315,-0.0315,63,7
92258,0.0,0.0315,0.0315,-0.0315,63,7
384240,0.0,0.0315,0.0315,-0.0315,63,7
60845,0.0,0.0315,0.0315,-0.0315,63,7
91872,0.0,0.0315,0.0315,-0.0315,63,7
643335,0.0,0.0315,0.0315,-0.0315,63,7
91937,0.0,0.0315,0.0315,-0.0315,63,7
90791,0.0,0.0315,0.0315,-0.0315,63,7
97578,0.0,0.0315,0.0315,-0.0315,63,7
90110,0.0,0.0315,0.0315,-0.0315,63,7
60843,0.0,0.0315,0.0315,-0.0315,63,7
91050,0.0,0.0315,0.0315,-0.0315,63,7
90989,0.0,0.0315,0.0315,-0.0315,63,7
199058,0.0,0.0315,0.0315,-0.0315,63,7
15719,0.0,0.0315,0.0315,-0.0315,63,7
89057,0.0,0.0315,0.0315,-0.0315,63,7
36115,0.0,0.0315,0.0315,-0.0315,63,7
198712,0.0,0.0315,0.0315,-0.0315,63,7
198288,0.0,0.0315,0.0315,-0.0315,63,7
97509,0.0,0.0315,0.0315,-0.0315,63,7
97496,0.0,0.0315,0.0315,-0.0315,63,7
198719,0.0,0.0315,0.0315,-0.0315,63,7
69244,0.0,0.0315,0.0315,-0.0315,63,7
94010,0.0,0.0315,0.0315,-0.0315,63,7
87609,0.0,0.0315,0.0315,-0.0315,63,7
94892,0.0,0.0315,0.0315,-0.0315,63,7
98003,0.0,0.0315,0.0315,-0.0315,63,7
98079,0.0,0.0315,0.0315,-0.0315,63,7
167100,0.0,0.0315,0.0315,-0.0315,63,7
609900,0.0,0.0315,0.0315,-0.0315,63,7
310743,0.0,0.0315,0.0315,-0.0315,63,7
198730,0.0,0.0315,0.0315,-0.0315,63,7
592188,0.0,0.0315,0.0315,-0.0315,63,7
91023,0.0,0.0315,0.0315,-0.0315,63,7
289698,0.0,0.0315,0.0315,-0.0315,63,7
746,0.0,0.0315,0.0315,-0.0315,63,7
167161,0.0,0.0315,0.0315,-0.0315,63,7
94062,0.0,0.0315,0.0315,-0.0315,63,7
96448,0.0,0.0315,0.0315,-0.0315,63,7
630497,0.0,0.0315,0.0315,-0.0315,63,7
371238,0.0,0.0315,0.0315,-0.0315,63,7
31192,0.0,0.0315,0.0315,-0.0315,63,7
298085,0.0,0.0315,0.0315,-0.0315,63,7
36133,0.0,0.0315,0.0315,-0.0315,63,7
192923,0.0,0.0315,0.0315,-0.0315,63,7
91006,0.0,0.0315,0.0315,-0.0315,63,7
91008,0.0,0.0315,0.0315,-0.0315,63,7
90159,0.0,0.0315,0.0315,-0.0315,63,7
191950,0.0,0.0315,0.0315,-0.0315,63,7
90466,0.0,0.0315,0.0315,-0.0315,63,7
781207,0.0,0.0315,0.0315,-0.0315,63,7
167135,0.0,0.0315,0.0315,-0.0315,63,7
44033,0.0,0.0315,0.0315,-0.0315,63,7
95057,0.0,0.0315,0.0315,-0.0315,63,7
49493,0.0,0.0315,0.0315,-0.0315,63,7
167149,0.0,0.0315,0.0315,-0.0315,63,7
31486,0.0,0.0315,0.0315,-0.0315,63,7
167146,0.0,0.0315,0.0315,-0.0315,63,7
167128,0.0,0.0315,0.0315,-0.0315,63,7
186519,0.0,0.0315,0.0315,-0.0315,63,7
167141,0.0,0.0315,0.0315,-0.0315,63,7
427501,0.0,0.0315,0.0315,-0.0315,63,7
90773,0.0,0.0315,0.0315,-0.0315,63,7
230758,0.0,0.0315,0.0315,-0.0315,63,7
96447,0.0,0.0315,0.0315,-0.0315,63,7
49814,0.0,0.0315,0.0315,-0.0315,63,7
90143,0.0,0.0315,0.0315,-0.0315,63,7
41516,0.0,0.0315,0.0315,-0.0315,63,7
38584,0.0,0.0315,0.0315,-0.0315,63,7
96452,0.0,0.0315,0.0315,-0.0315,63,7
68327,0.0,0.0315,0.0315,-0.0315,63,7
96710,0.0,0.0315,0.0315,-0.0315,63,7
90775,0.0,0.0315,0.0315,-0.0315,63,7
66822,0.0,0.0315,0.0315,-0.0315,63,7
192922,0.0,0.0315,0.0315,-0.0315,63,7
94706,0.0,0.0315,0.0315,-0.0315,63,7
167130,0.0,0.0315,0.0315,-0.0315,63,7
41541,0.0,0.0315,0.0315,-0.0315,63,7
55173,0.0,0.0315,0.0315,-0.0315,63,7
67656,0.0,0.0315,0.0315,-0.0315,63,7
195586,0.0,0.0315,0.0315,-0.0315,63,7
192921,0.0,0.0315,0.0315,-0.0315,63,7
91155,0.0,0.0315,0.0315,-0.0315,63,7
189739,0.0,0.0315,0.0315,-0.0315,63,7
195591,0.0,0.0315,0.0315,-0.0315,63,7
5446,0.0,0.0315,0.0315,-0.0315,63,7
189740,0.0,0.0315,0.0315,-0.0315,63,7
190072,0.0,0.0315,0.0315,-0.0315,63,7
94467,0.0,0.0315,0.0315,-0.0315,63,7
88242,0.0,0.0315,0.0315,-0.0315,63,7
167142,0.0,0.0315,0.0315,-0.0315,63,7
932434,0.0,0.0315,0.0315,-0.0315,63,7
96635,0.0,0.0315,0.0315,-0.0315,63,7
188847,0.0,0.0315,0.0315,-0.0315,63,7
91072,0.0,0.0315,0.0315,-0.0315,63,7
190089,0.0,0.0315,0.0315,-0.0315,63,7
386421,0.0,0.0315,0.0315,-0.0315,63,7
67987,0.0,0.0315,0.0315,-0.0315,63,7
39412,0.0,0.0315,0.0315,-0.0315,63,7
396176,0.0,0.0315,0.0315,-0.0315,63,7
95870,0.0,0.0315,0.0315,-0.0315,63,7
190118,0.0,0.0315,0.0315,-0.0315,63,7
167116,0.0,0.0315,0.0315,-0.0315,63,7
958816,0.0,0.0315,0.0315,-0.0315,63,7
199405,0.0,0.0315,0.0315,-0.0315,63,7
70392,0.0,0.0315,0.0315,-0.0315,63,7
197748,0.0,0.0315,0.0315,-0.0315,63,7
27190,0.0,0.0315,0.0315,-0.0315,63,7
190088,0.0,0.0315,0.0315,-0.0315,63,7
167119,0.0,0.0315,0.0315,-0.0315,63,7
190124,0.0,0.0315,0.0315,-0.0315,63,7
167139,0.0,0.0315,0.0315,-0.0315,63,7
479196,0.0,0.0315,0.0315,-0.0315,63,7
894710,0.0,0.0315,0.0315,-0.0315,63,7
610798,0.0,0.0315,0.0315,-0.0315,63,7
30160,0.0,0.0315,0.0315,-0.0315,63,7
567302,0.0,0.0315,0.0315,-0.0315,63,7
192848,0.0,0.0315,0.0315,-0.0315,63,7
483788,0.0,0.0476,0.0476,-0.0476,63,7
89754,0.0,0.0476,0.0476,-0.0476,63,7
198294,0.0,0.0476,0.0476,-0.0476,63,7
97507,0.0,0.0476,0.0476,-0.0476,63,7
93922,0.0,0.0476,0.0476,-0.0476,63,7
63111,0.0,0.0476,0.0476,-0.0476,63,7
73377,0.0,0.0476,0.0476,-0.0476,63,7
195592,0.0,0.0476,0.0476,-0.0476,63,7
90151,0.0,0.0476,0.0476,-0.0476,63,7
96446,0.0,0.0476,0.0476,-0.0476,63,7
269875,0.0,0.0476,0.0476,-0.0476,63,7
94525,0.0,0.0476,0.0476,-0.0476,63,7
91964,0.0,0.0476,0.0476,-0.0476,63,7
97157,0.0,0.0476,0.0476,-0.0476,63,7
94073,0.0,0.0476,0.0476,-0.0476,63,7
55172,0.0,0.0476,0.0476,-0.0476,63,7
71519,0.0,0.0476,0.0476,-0.0476,63,7
199853,0.0,0.0476,0.0476,-0.0476,63,7
191879,0.0,0.0476,0.0476,-0.0476,63,7
195171,0.0,0.0476,0.0476,-0.0476,63,7
91016,0.0,0.0476,0.0476,-0.0476,63,7
14739,0.0,0.0476,0.0476,-0.0476,63,7
345008,0.0,0.0476,0.0476,-0.0476,63,7
331759,0.0,0.0476,0.0476,-0.0476,63,7
190097,0.0,0.0476,0.0476,-0.0476,63,7
95874,0.0,0.0476,0.0476,-0.0476,63,7
195440,0.0,0.0476,0.0476,-0.0476,63,7
199059,0.0,0.0476,0.0476,-0.0476,63,7
88082,0.0,0.0476,0.0476,-0.0476,63,7
193712,0.0,0.0476,0.0476,-0.0476,63,7
252668,0.0,0.0476,0.0476,-0.0476,63,7
49496,0.0,0.0476,0.0476,-0.0476,63,7
199849,0.0,0.0476,0.0476,-0.0476,63,7
97596,0.0,0.0476,0.0476,-0.0476,63,7
90014,0.0,0.0476,0.0476,-0.0476,63,7
95497,0.0,0.0476,0.0476,-0.0476,63,7
90841,0.0,0.0476,0.0476,-0.0476,63,7
198941,0.0,0.0476,0.0476,-0.0476,63,7
199901,0.0,0.0476,0.0476,-0.0476,63,7
65465,0.0,0.0476,0.0476,-0.0476,63,7
88325,0.0,0.0476,0.0476,-0.0476,63,7
46547,0.0,0.0476,0.0476,-0.0476,63,7
88098,0.0,0.0476,0.0476,-0.0476,63,7
94569,0.0,0.0476,0.0476,-0.0476,63,7
333751,0.0,0.0476,0.0476,-0.0476,63,7
72013,0.0,0.0476,0.0476,-0.0476,63,7
96509,0.0,0.0476,0.0476,-0.0476,63,7
94282,0.0,0.0476,0.0476,-0.0476,63,7
16565,0.0,0.0476,0.0476,-0.0476,63,7
52114,0.0,0.0476,0.0476,-0.0476,63,7
97508,0.0,0.0476,0.0476,-0.0476,63,7
56951,0.0,0.0476,0.0476,-0.0476,63,7
45302,0.0,0.0476,0.0476,-0.0476,63,7
88083,0.0,0.0476,0.0476,-0.0476,63,7
96460,0.0,0.0476,0.0476,-0.0476,63,7
91005,0.0,0.0476,0.0476,-0.0476,63,7
167111,0.0,0.0476,0.0476,-0.0476,63,7
195423,0.0,0.0476,0.0476,-0.0476,63,7
62913,0.0,0.0476,0.0476,-0.0476,63,7
192065,0.0,0.0476,0.0476,-0.0476,63,7
90111,0.0,0.0476,0.0476,-0.0476,63,7
885711,0.0,0.0476,0.0476,-0.0476,63,7
67581,0.0,0.0476,0.0476,-0.0476,63,7
591461,0.0,0.0476,0.0476,-0.0476,63,7
199848,0.0,0.0476,0.0476,-0.0476,63,7
647875,0.0,0.0476,0.0476,-0.0476,63,7
195134,0.0,0.0476,0.0476,-0.0476,63,7
96468,0.0,0.0476,0.0476,-0.0476,63,7
92174,0.0,0.0476,0.0476,-0.0476,63,7
88333,0.0,0.0476,0.0476,-0.0476,63,7
98002,0.0,0.0476,0.0476,-0.0476,63,7
206431,0.0,0.0476,0.0476,-0.0476,63,7
188995,0.0,0.0476,0.0476,-0.0476,63,7
36997,0.0,0.0476,0.0476,-0.0476,63,7
46906,0.0,0.0476,0.0476,-0.0476,63,7
37986,0.0,0.0476,0.0476,-0.0476,63,7
199328,0.0,0.0476,0.0476,-0.0476,63,7
91014,0.0,0.0476,0.0476,-0.0476,63,7
90171,0.0,0.0476,0.0476,-0.0476,63,7
167158,0.0,0.0476,0.0476,-0.0476,63,7
36233,0.0,0.0476,0.0476,-0.0476,63,7
62472,0.0,0.0476,0.0476,-0.0476,63,7
198708,0.0,0.0476,0.0476,-0.0476,63,7
