sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,selected_demand_units,raw_stock_gap_units,projected_stock_gap_units,order_reason_code,stock_position_status,demand_forecast_confidence,reason_short,audit_notes,has_explicit_hard_blocker
198289,Neut D/C Foam Cleanser 150G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=24,True
61296,Aveeno Applcidr Shampoo 354Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=26,True
483036,Garn Micellar Solution 400Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=24,True
98116,Jf Fe Dc Curl Mousse 190G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=27,True
90850,Frank Body Clearing Body Scrub,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=32,True
37849,Jerg Oil Argan Moistrsr 496Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=24,True
54862,Aveeno S/Rel Hand Mask 1P,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=24,True
33266,Tom Org Ultra Thn Liner 26Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=21,True
33264,Tom Org Regular Pads 10Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=23,True
188861,Weleda Skin Food Lip Balm 8Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=29,True
390763,U By Kotex U/T Reg Wing 14,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=27,True
95857,Es Lwl Tubing Length&Vol Masc,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.3961,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=62,True
190079,Pl Slanted Tweezer,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=34,True
14742,Palmol H/San Cherry Blssm 48Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.9999,8,8,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=8; recommended_units=0; confidence_pct=27,True
56278,Loreal R/Lift Fil Ha Serum 30M,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=23,True
57315,Olay Regen Ret Night Moist 50G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=22,True
194018,Csc Restoring Serum 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=34,True
59860,Benzac Ac Gel 5% 60G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=23,True
94276,Bioderma Hydrabio Micellar 500,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=39,True
92857,Og Rosemry Hair&Sclp 100Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=24,True
189359,Aveeno F/G Shampoo 354Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=24,True
7682,Bioderma A/Derm Intens Bm 200,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,9.2495,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=44,True
188848,Tbh Acne Anti-Bact Clns 125Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=39,True
87758,Innisfree Gt Aa Clns Fm 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.9999,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=30,True
390771,U By Kotex Ut Super Wing 12,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=27,True
41313,Rexona W Clin R/O Summer 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=26,True
190092,Pl Compact Magnifying Mirror,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=32,True
87766,Innisfree Aloe Mask 22Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,10.0002,7,7,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=7; recommended_units=0; confidence_pct=30,True
94457,Loreal A/P Cell Renew Duo Srm,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=23,True
96295,Olay Super Spf50 Fluid M 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=25,True
195099,Olay Reg Ret24 Max Serum 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=23,True
188708,Cerave Hydra Fm Oil Clns 473Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=23,True
16828,Lrp L/Kar Wash Crm 400Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=25,True
186358,Jojoba Australian Jojoba 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=34,True
193454,Embryolisse Lcreme Contr 75Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.7733,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=56,True
688711,Neut U/S Face Lot Spf50 88Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=23,True
186490,Avene Xeracalm Clns Oil 400Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,9.3243,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=43,True
193204,May Ls Sky High Wtp,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=26,True
94234,Cerave Blemish Patches,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=22,True
195044,Loreal Brt Rvl Nia Clnsr 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=23,True
96498,May Lash Sensa Body Wbl,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=33,True
96464,May Lifter Conceal 05,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=24,True
24384,May Iar Conc Med,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=27,True
43539,Aveeno Dermexa Fast&Long 75Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=21,True
188717,Cerave Hand Cream 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=21,True
94272,Tbh Patch It Up Inv P/Patches,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=30,True
197891,May Super Lock Brow Glue,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=24,True
20842,Ego Qv Intens Cream 100G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=23,True
386448,Nivea D/E Refr Prot Day30 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=23,True
189272,Frank Clearing Face Wash 140Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=32,True
92164,Es Foundation Stick 50,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=34,True
947520,Lanolips 101 O/Ment S/Bery 10G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=35,True
11822,Lanolips Tint Balm Nude 12.5G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=36,True
93915,Fraim Satin Cus Scrunchies 2Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=26,True
15151,Vagisil Int/W Ph Balance 240Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=25,True
197211,Pl Mini Blending Sponges 4Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,6,6,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=6; recommended_units=0; confidence_pct=34,True
63475,Loreal R/Lift Lsr Retin 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=23,True
90015,Olay Super Serum Day 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=28,True
57314,Olay Regen Ret Night Serm 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=23,True
192049,Cerave Skin Renew Ret Srm 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=38,True
70356,Npmu Bwm Sr N Calm Conc Fair,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=26,True
