sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,selected_demand_units,raw_stock_gap_units,projected_stock_gap_units,order_reason_code,stock_position_status,demand_forecast_confidence,reason_short,audit_notes,has_explicit_hard_blocker
90163,Npmu Bmelt Hlight Bright Butta,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=22,True
458104,Neut O/F Acne Wash 175Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=23,True
186524,Bondi Gradual Tinted 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=23,True
193196,May Lash Sensational Intns Blk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=26,True
459844,Cetaphil Moisturising Crm 250G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=22,True
94059,Npmu Bmelt Blsh Buta With Time,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=25,True
15733,Npmu Eb Pencil Micro Brun,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=26,True
521286,May Fit Me Concealer Fair,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=28,True
93999,May Lift Glaze 006 Caramel Glo,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=29,True
96150,Rim My Plump Lip Shaper Ll Cac,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=21,True
26141,Olay Regen Detox Scrub 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=22,True
10974,B/Bees Cd Tint Balm Red Dahlia,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=31,True
688355,Lanolips Tint Balm Rhuba 12.5G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=33,True
95864,Es Brow Lift & Freeze Glue 01,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=34,True
92149,Es Fix&Last 18H Fixing Spray,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=34,True
63822,Swiss Cotton Tips Paper 400Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=23,True
93916,Fraim Xl Soft Ptailers Blk 6Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,5,5,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=5; recommended_units=0; confidence_pct=25,True
199957,Olay Super Serum Night 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=22,True
90348,Loreal Revita Tri-Pep Srm 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
188954,Loreal Age Perf M/Nht Crm 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
481130,Loreal R/Lift Laser Night,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=24,True
195075,Avene Clnce Aha Exfol Srm 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=26,True
24925,Olay Regen M/Sculpt Ffree 48G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
96298,Neutrogena Colgn Eye Cream,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=24,True
71228,Lrp Tol Derm Eye Cream 20Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=26,True
97597,Boost Lab Prolift N&D Cream,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=34,True
195092,Hl Tokyo Aa Ltn Spr Hyd 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=24,True
191949,Garn Vit C Night Serum,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=24,True
807680,Benzac Ac Wash 5% 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=24,True
948845,Lrp Cleansing Micell Wtr 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=22,True
192760,Neut H/B Face Lot Spf50 85Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
94890,No7 Lip & Cheek Multi Use Stic,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=27,True
28286,Tena Pants Plus Night 12,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=26,True
191100,Tena Pant Night Medium 12,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=26,True
193722,No7 Rad+ 15% Vit C Serum 25Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=26,True
188745,Hada Labo Tokyo Eye Cream,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
94281,Aveeno Calm+Res Gel Mstsr 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=22,True
67327,B/Lab Retinol Night 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=31,True
185183,Bioderma A/Derm Crem Ult 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=31,True
698520,Bioderma Sensibio H20 250Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=34,True
90155,Npmu Lip Iv Blush Rush,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=22,True
94056,Npmu Lft Snat Brw Tint Espress,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
96641,Npmu Wndr Pwd Cheeky Cherry,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
61294,Aveeno Oatmlk Sp 354Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
199068,Npmu Btrmlt Blsh Getting Butta,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
192124,Weleda Skin Food Clns Blm 75Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=34,True
184733,Batiste Vol Dry Shampoo 350Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=24,True
184852,Epzen Bathing Bubbles 500Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=24,True
15844,Npmu Lg Butter Praline,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=28,True
721417,Invite E Cream 100G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=34,True
745049,Sukin Foam Facial Clnse 125Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
192064,Q+A Salicylic Acid Body Wash,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=26,True
189278,Frank Nourish Body Wash 360Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=30,True
69681,Nivea Aero Pearl&Beauty 250Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=23,True
95848,Es Peptide Glsy Lip Trtmnt 02,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=36,True
92176,Es Line N' Stain Lip Liner 02,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=33,True
195078,Garn Vit C Eye Mask,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=22,True
92177,Es B'Day Bmb Shiny Lipgloss 01,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=34,True
190091,Pl Facial Defuzzers 2Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,4,4,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=4; recommended_units=0; confidence_pct=34,True
72867,Neut R/Wrink Ret Pro+ Srm 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=24,True
92333,No7 Mnp Nrsh Night Cream 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=22,True
