total_skus,canonical_demand_fields_present_yes_no,stale_output_yes_no,rows_selected_demand_eq_1,rows_selected_demand_between_0_and_1,rows_selected_demand_eq_0,rows_positive_demand_no_demand_label,rows_positive_demand_no_demand_audit,rows_positive_gap,rows_positive_gap_zero_order,rows_positive_gap_zero_order_no_explicit_blocker,total_stock_gap_units,total_order_units,total_pre_promo_demand_units,total_promo_window_demand_units,all_zero_order_output_yes_no,rows_demand_collapse_warning,rows_tiny_model_demand_warning,tiny_model_demand_share,internal_fields_leaking_yes_no,customer_ready_yes_no,rows_feature_signal_exceeds_final_by_2plus,internal_leak_columns,audit_internal_token_counts,canonical_missing,source,phase3b_note,top_blocker_1,top_blocker_2,top_blocker_3
3531,YES,NO,3,2661,2661,0,0,1361,372,0,15975,9687,18400.9,11582.0,NO,26,2661,0.7536,NO,NO,309,none,"{'raw_units=': 0, 'provisional_units=': 0, 'final_units=': 0}",none,tmp/stage11_phase3b_fractional_demand_rerun_output/governed/promotions/priceline/772/prediction/2026-07-23/772_2026-07-23_allocation-report-se01-skincare-sales-event.csv,Phase 3B preserves fractional model demand in canonical contract fields; display integer rounding stays on predicted_units_total_promo only.,tiny_model_demand_share_high,none,none
