sku_number,estimated_demand_before_promo_start_units_before,predicted_promo_period_sales_units_before,total_expected_demand_to_promo_end_units_before,target_stock_on_hand_at_promo_end_units_before,optimal_stock_on_hand_day_one_units_before,stock_gap_units_before,recommended_order_units_before,decision_before,estimated_demand_before_promo_start_units_after,predicted_promo_period_sales_units_after,total_expected_demand_to_promo_end_units_after,target_stock_on_hand_at_promo_end_units_after,optimal_stock_on_hand_day_one_units_after,stock_gap_units_after,recommended_order_units_after,decision_after
94511,0,3.5,3.5,4.287,3,0,0,HOLD,1.0,1.0,2.0,30.0,31.0,29.0,0,REVIEW
97989,0,1.5,1.5,4.287,3,0,0,HOLD,0.429,1.0,1.429,12.857,13.857,11.286,0,REVIEW
190136,0,1.333,1.333,4.287,3,0,0,HOLD,0.381,1.0,1.381,11.429,12.429,8.81,0,REVIEW
33265,0,1.714,1.714,4.287,3,0,0,HOLD,0.49,1.0,1.49,14.694,15.694,13.184,0,REVIEW
549193,0,1.0,1.0,4.287,3,0,0,HOLD,0.06,1.0,1.06,2.0,3.0,0.06,0,REVIEW
478362,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,REVIEW
87766,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,REVIEW
95848,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
97992,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,2.429,0,REVIEW
190113,0,1.0,1.0,4.287,3,0,0,HOLD,0.238,1.0,1.238,7.143,8.143,3.381,0,REVIEW
342513,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,REVIEW
93919,0,2.5,2.5,4.287,3,0,0,HOLD,0.714,1.0,1.714,21.429,22.429,18.143,0,REVIEW
95864,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,REVIEW
958824,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,4.857,0,REVIEW
346268,0,2.2,2.2,4.287,3,0,0,HOLD,0.629,1.0,1.629,18.857,19.857,15.486,0,REVIEW
195088,0,1.333,1.333,4.287,3,0,0,HOLD,0.381,1.0,1.381,11.429,12.429,9.81,0,REVIEW
342483,0,1.167,1.167,4.287,3,0,0,HOLD,0.333,1.0,1.333,10.0,11.0,7.333,0,REVIEW
92176,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
735752,0,1.0,1.0,4.287,3,0,0,HOLD,0.214,1.0,1.214,6.429,7.429,4.643,0,REVIEW
201057,0,1.25,1.25,4.287,3,0,0,HOLD,0.357,1.0,1.357,10.714,11.714,8.071,0,REVIEW
27982,0,1.0,1.0,4.287,3,0,0,HOLD,0.229,1.0,1.229,6.857,7.857,5.086,0,REVIEW
93916,0,2.5,2.5,4.287,3,0,0,HOLD,0.714,1.0,1.714,21.429,22.429,18.143,0,REVIEW
190121,0,1.167,1.167,4.287,3,0,0,HOLD,0.333,1.0,1.333,10.0,11.0,6.333,0,REVIEW
92149,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,REVIEW
984248,0,2.042,2.042,4.287,3,0,0,HOLD,0.583,1.0,1.583,17.5,18.5,16.083,0,REVIEW
390941,0,2.607,2.607,4.287,3,0,0,HOLD,0.745,1.0,1.745,22.347,23.347,20.092,0,REVIEW
63823,0,3.5,3.5,4.287,3,0,0,HOLD,1.0,1.0,2.0,30.0,31.0,26.0,0,REVIEW
190061,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,REVIEW
190135,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
342491,0,1.0,1.0,4.287,3,0,0,HOLD,0.19,1.0,1.19,5.714,6.714,2.904,0,REVIEW
200980,0,1.571,1.571,4.287,3,0,0,HOLD,0.449,1.0,1.449,13.47,14.47,10.919,0,REVIEW
298018,0,1.167,1.167,4.287,3,0,0,HOLD,0.333,1.0,1.333,10.0,11.0,8.333,0,REVIEW
958816,0,1.0,1.0,4.287,3,0,0,HOLD,0.265,1.0,1.265,7.959,8.959,5.224,0,REVIEW
190079,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,REVIEW
90374,0,3.0,3.0,4.287,3,0,0,HOLD,0.857,1.0,1.857,25.714,26.714,24.571,0,REVIEW
192807,0,1.0,1.0,4.287,3,0,0,HOLD,0.224,1.0,1.224,6.735,7.735,4.959,0,REVIEW
41315,0,1.0,1.0,4.287,3,0,0,HOLD,0.25,1.0,1.25,7.5,8.5,5.75,0,REVIEW
87764,0,1.0,1.0,4.287,3,0,0,HOLD,0.114,1.0,1.114,3.429,4.429,1.543,0,REVIEW
96516,0,1.0,1.0,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,-0.964,0,REVIEW
190069,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
197214,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,REVIEW
92177,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
37987,0,5.25,5.25,4.287,3,0,0,HOLD,1.5,1.0,2.5,45.0,46.0,44.5,0,REVIEW
752,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,0.214,0,REVIEW
190091,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
478255,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
191663,0,2.091,2.091,4.287,3,0,0,HOLD,0.597,1.0,1.597,17.922,18.922,16.519,0,REVIEW
371246,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,6.857,0,REVIEW
190092,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,REVIEW
38322,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,0.214,0,REVIEW
610798,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,0.214,0,REVIEW
97053,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,REVIEW
20571,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-5.0,0,REVIEW
433829,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-4.0,0,REVIEW
41542,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-9.0,0,REVIEW
87952,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,REVIEW
31486,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,REVIEW
230685,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-4.0,0,REVIEW
353841,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-6.0,0,REVIEW
14742,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-7.0,0,REVIEW
72537,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,REVIEW
49493,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
607339,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,REVIEW
701580,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,REVIEW
721417,0,1.0,1.0,4.287,3,1,1,BUY,0.143,1.0,1.143,4.286,5.286,3.429,1,REVIEW
96463,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
97652,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
667287,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
89873,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
92473,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
189551,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
74434,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
97503,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
93715,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
277061,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
55232,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
96703,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
52722,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
94467,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
357774,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
204579,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
198535,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
191685,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
194089,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
64816,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
40356,0,1.429,1.429,4.287,3,2,0,HOLD,0.408,1.0,1.408,12.245,13.245,12.653,0,HOLD
371939,0,1.0,1.0,4.287,3,2,0,HOLD,0.036,1.0,1.036,2.0,3.0,2.036,0,HOLD
36707,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
585463,0,1.0,1.0,4.287,3,2,0,HOLD,0.107,1.0,1.107,3.214,4.214,3.321,0,HOLD
67898,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
194086,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
94914,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
191684,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
5192,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
659573,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
194088,0,1.0,1.0,4.287,3,2,0,HOLD,0.055,1.0,1.055,2.0,3.0,2.055,0,HOLD
89379,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
194085,0,1.0,1.0,4.287,3,2,0,HOLD,0.161,1.0,1.161,4.821,5.821,4.982,0,HOLD
345172,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
87653,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
912611,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
308978,0,1.0,1.0,4.287,3,2,0,HOLD,0.214,1.0,1.214,6.429,7.429,6.643,0,HOLD
665877,0,1.0,1.0,4.287,3,2,0,HOLD,0.112,1.0,1.112,3.367,4.367,3.479,0,HOLD
16525,0,1.0,1.0,4.287,3,2,0,HOLD,0.161,1.0,1.161,4.821,5.821,4.982,0,HOLD
267575,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
385301,0,1.0,1.0,4.287,3,2,0,HOLD,0.097,1.0,1.097,2.908,3.908,3.005,0,HOLD
371882,0,1.0,1.0,4.287,3,2,0,HOLD,0.086,1.0,1.086,2.571,3.571,2.657,0,HOLD
24919,0,1.0,1.0,4.287,3,2,0,HOLD,0.122,1.0,1.122,3.673,4.673,3.795,0,HOLD
396532,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
369373,0,1.0,1.0,4.287,3,2,0,HOLD,0.013,1.0,1.013,2.0,3.0,2.013,0,HOLD
51584,0,1.0,1.0,4.287,3,2,0,HOLD,0.018,1.0,1.018,2.0,3.0,2.018,0,HOLD
94037,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
94038,0,1.0,1.0,4.287,3,2,0,HOLD,0.095,1.0,1.095,2.857,3.857,2.952,0,HOLD
226173,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
52188,0,1.0,1.0,4.287,3,2,0,HOLD,0.029,1.0,1.029,2.0,3.0,2.029,0,HOLD
17959,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
5196,0,1.0,1.0,4.287,3,2,0,HOLD,0.042,1.0,1.042,2.0,3.0,2.042,0,HOLD
427501,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
87751,0,1.25,1.25,4.287,3,2,0,HOLD,0.357,1.0,1.357,10.714,11.714,11.071,0,HOLD
60343,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
203750,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
94040,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
66822,0,1.0,1.0,4.287,3,2,0,HOLD,0.092,1.0,1.092,2.755,3.755,2.847,0,HOLD
90775,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
96710,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
199133,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
188806,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
94252,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
68327,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
87469,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
69751,0,1.0,1.0,4.287,3,2,0,HOLD,0.161,1.0,1.161,4.845,5.845,5.006,0,HOLD
198227,0,1.0,1.0,4.287,3,2,0,HOLD,0.054,1.0,1.054,2.0,3.0,2.054,0,HOLD
369365,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
195090,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
287334,0,1.0,1.0,4.287,3,2,0,HOLD,0.126,1.0,1.126,3.771,4.771,3.897,0,HOLD
483753,0,1.0,1.0,4.287,3,2,0,HOLD,0.056,1.0,1.056,2.0,3.0,2.056,0,HOLD
90894,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
94507,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
95102,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
490649,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
679010,0,1.0,1.0,4.287,3,2,0,HOLD,0.133,1.0,1.133,4.0,5.0,4.133,0,HOLD
43530,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
493502,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
90773,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
187276,0,1.0,1.0,4.287,3,2,0,HOLD,0.107,1.0,1.107,3.214,4.214,3.321,0,HOLD
199132,0,1.0,1.0,4.287,3,2,0,HOLD,0.061,1.0,1.061,2.0,3.0,2.061,0,HOLD
233056,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
195077,0,1.0,1.0,4.287,3,2,0,HOLD,0.111,1.0,1.111,3.333,4.333,3.444,0,HOLD
196358,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
50356,0,1.0,1.0,4.287,3,2,0,HOLD,0.114,1.0,1.114,3.429,4.429,3.543,0,HOLD
74326,0,1.0,1.0,4.287,3,2,0,HOLD,0.018,1.0,1.018,2.0,3.0,2.018,0,HOLD
50654,0,1.0,1.0,4.287,3,2,0,HOLD,0.095,1.0,1.095,2.857,3.857,2.952,0,HOLD
50658,0,1.0,1.0,4.287,3,2,0,HOLD,0.107,1.0,1.107,3.214,4.214,3.321,0,HOLD
74328,0,1.0,1.0,4.287,3,2,0,HOLD,0.125,1.0,1.125,3.75,4.75,3.875,0,HOLD
20558,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
55494,0,1.0,1.0,4.287,3,2,0,HOLD,0.161,1.0,1.161,4.821,5.821,4.982,0,HOLD
322083,0,1.0,1.0,4.287,3,2,0,HOLD,0.097,1.0,1.097,2.908,3.908,3.005,0,HOLD
198224,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
610909,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
95098,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
93850,0,1.0,1.0,4.287,3,2,0,HOLD,0.095,1.0,1.095,2.857,3.857,2.952,0,HOLD
43395,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
18877,0,1.0,1.0,4.287,3,2,0,HOLD,0.056,1.0,1.056,2.0,3.0,2.056,0,HOLD
522287,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
199865,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
199134,0,1.0,1.0,4.287,3,2,0,HOLD,0.041,1.0,1.041,2.0,3.0,2.041,0,HOLD
89018,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
192168,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
198225,0,1.0,1.0,4.287,3,2,0,HOLD,0.06,1.0,1.06,2.0,3.0,2.06,0,HOLD
20868,0,1.083,1.083,4.287,3,2,0,HOLD,0.31,1.0,1.31,9.286,10.286,9.596,0,HOLD
50666,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
196550,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
198226,0,1.0,1.0,4.287,3,2,0,HOLD,0.036,1.0,1.036,2.0,3.0,2.036,0,HOLD
186457,0,1.0,1.0,4.287,3,2,0,HOLD,0.019,1.0,1.019,2.0,3.0,2.019,0,HOLD
65606,0,1.0,1.0,4.287,3,2,0,HOLD,0.234,1.0,1.234,7.013,8.013,7.247,0,HOLD
191317,0,1.0,1.0,4.287,3,2,0,HOLD,0.102,1.0,1.102,3.061,4.061,3.163,0,HOLD
31560,0,1.0,1.0,4.287,3,2,0,HOLD,0.044,1.0,1.044,2.0,3.0,2.044,0,HOLD
31559,0,1.0,1.0,4.287,3,2,0,HOLD,0.022,1.0,1.022,2.0,3.0,2.022,0,HOLD
196026,0,1.0,1.0,4.287,3,2,0,HOLD,0.107,1.0,1.107,3.214,4.214,3.321,0,HOLD
190147,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
189250,0,1.0,1.0,4.287,3,2,0,HOLD,0.279,1.0,1.279,8.376,9.376,8.655,0,HOLD
192051,0,1.5,1.5,4.287,3,2,0,HOLD,0.429,1.0,1.429,12.857,13.857,13.286,0,HOLD
192181,0,1.0,1.0,4.287,3,2,0,HOLD,0.043,1.0,1.043,2.0,3.0,2.043,0,HOLD
92846,0,11.5,11.5,4.287,3,2,0,HOLD,3.286,1.0,4.286,98.571,99.571,99.571,0,HOLD
416917,0,1.0,1.0,4.287,3,2,0,HOLD,0.176,1.0,1.176,5.275,6.275,5.451,0,HOLD
196365,0,1.0,1.0,4.287,3,2,0,HOLD,0.041,1.0,1.041,2.0,3.0,2.041,0,HOLD
188832,0,1.0,1.0,4.287,3,2,0,HOLD,0.095,1.0,1.095,2.857,3.857,2.952,0,HOLD
24923,0,1.0,1.0,4.287,3,2,0,HOLD,0.069,1.0,1.069,2.057,3.057,2.126,0,HOLD
194822,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
184616,0,1.0,1.0,4.287,3,2,0,HOLD,0.02,1.0,1.02,2.0,3.0,2.02,0,HOLD
87470,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
50677,0,1.0,1.0,4.287,3,2,0,HOLD,0.041,1.0,1.041,2.0,3.0,2.041,0,HOLD
74389,0,1.0,1.0,4.287,3,2,0,HOLD,0.036,1.0,1.036,2.0,3.0,2.036,0,HOLD
87462,0,1.0,1.0,4.287,3,2,0,HOLD,0.05,1.0,1.05,2.0,3.0,2.05,0,HOLD
87750,0,1.75,1.75,4.287,3,2,0,HOLD,0.5,1.0,1.5,15.0,16.0,15.5,0,HOLD
92435,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
43531,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
92437,0,1.0,1.0,4.287,3,2,0,HOLD,0.19,1.0,1.19,5.714,6.714,5.904,0,HOLD
188831,0,1.0,1.0,4.287,3,2,0,HOLD,0.095,1.0,1.095,2.857,3.857,2.952,0,HOLD
31556,0,1.0,1.0,4.287,3,2,0,HOLD,0.077,1.0,1.077,2.308,3.308,2.385,0,HOLD
92211,0,1.0,1.0,4.287,3,2,0,HOLD,0.245,1.0,1.245,7.347,8.347,7.592,0,HOLD
43877,0,1.0,1.0,4.287,3,2,0,HOLD,0.114,1.0,1.114,3.429,4.429,3.543,0,HOLD
32161,0,1.0,1.0,4.287,3,2,0,HOLD,0.25,1.0,1.25,7.5,8.5,7.75,0,HOLD
10431,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
65585,0,1.0,1.0,4.287,3,2,0,HOLD,0.091,1.0,1.091,2.727,3.727,2.818,0,HOLD
90113,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
92919,0,1.0,1.0,4.287,3,2,0,HOLD,0.286,1.0,1.286,8.571,9.571,8.857,0,HOLD
191888,0,2.5,2.5,4.287,3,2,0,HOLD,0.714,1.0,1.714,21.429,22.429,22.143,0,HOLD
61295,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
97594,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
192177,0,1.0,1.0,4.287,3,2,0,HOLD,0.104,1.0,1.104,3.117,4.117,3.221,0,HOLD
196364,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
88448,0,1.0,1.0,4.287,3,2,0,HOLD,0.02,1.0,1.02,2.0,3.0,2.02,0,HOLD
868744,0,1.0,1.0,4.287,3,2,0,HOLD,0.02,1.0,1.02,2.0,3.0,2.02,0,HOLD
89065,0,1.0,1.0,4.287,3,2,0,HOLD,0.214,1.0,1.214,6.429,7.429,6.643,0,HOLD
191385,0,1.0,1.0,4.287,3,2,0,HOLD,0.054,1.0,1.054,2.0,3.0,2.054,0,HOLD
196356,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
192008,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
50670,0,1.0,1.0,4.287,3,2,0,HOLD,0.082,1.0,1.082,2.449,3.449,2.531,0,HOLD
745111,0,1.0,1.0,4.287,3,2,0,HOLD,0.077,1.0,1.077,2.308,3.308,2.385,0,HOLD
196549,0,1.0,1.0,4.287,3,2,0,HOLD,0.2,1.0,1.2,6.0,7.0,6.2,0,HOLD
50676,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
74329,0,1.0,1.0,4.287,3,2,0,HOLD,0.179,1.0,1.179,5.357,6.357,5.536,0,HOLD
24423,0,1.0,1.0,4.287,3,2,0,HOLD,0.099,1.0,1.099,2.982,3.982,3.081,0,HOLD
95093,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
95094,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
192210,0,1.0,1.0,4.287,3,2,0,HOLD,0.071,1.0,1.071,2.143,3.143,2.214,0,HOLD
89074,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
93739,0,1.0,1.0,4.287,3,2,0,HOLD,0.0,1.0,1.0,2.0,3.0,2.0,0,HOLD
89071,0,1.0,1.0,4.287,3,2,0,HOLD,0.143,1.0,1.143,4.286,5.286,4.429,0,HOLD
192125,0,1.0,1.0,4.287,3,2,0,HOLD,0.048,1.0,1.048,2.0,3.0,2.048,0,HOLD
