sku_number,estimated_demand_before_promo_start_units_before,predicted_promo_period_sales_units_before,total_expected_demand_to_promo_end_units_before,target_stock_on_hand_at_promo_end_units_before,optimal_stock_on_hand_day_one_units_before,stock_gap_units_before,recommended_order_units_before,decision_before,estimated_demand_before_promo_start_units_after,predicted_promo_period_sales_units_after,total_expected_demand_to_promo_end_units_after,target_stock_on_hand_at_promo_end_units_after,optimal_stock_on_hand_day_one_units_after,stock_gap_units_after,recommended_order_units_after,decision_after
24554,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,6.857,0,HOLD
95866,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-6.0,0,HOLD
198737,0,1.0,1.0,4.287,3,0,0,HOLD,0.057,1.0,1.057,2.0,3.0,-0.943,0,HOLD
485632,0,1.0,1.0,4.287,3,0,0,HOLD,0.114,1.0,1.114,3.429,4.429,1.543,0,HOLD
96633,0,1.0,1.0,4.287,3,0,0,HOLD,0.214,1.0,1.214,6.429,7.429,2.643,0,HOLD
38423,0,1.0,1.0,4.287,3,0,0,HOLD,0.095,1.0,1.095,2.857,3.857,-1.048,0,HOLD
17553,0,1.0,1.0,4.287,3,0,0,HOLD,0.052,1.0,1.052,2.0,3.0,0.052,0,HOLD
95615,0,1.0,1.0,4.287,3,0,0,HOLD,0.167,1.0,1.167,5.0,6.0,2.167,0,HOLD
70363,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
280607,0,1.0,1.0,4.287,3,0,0,HOLD,0.238,1.0,1.238,7.143,8.143,-1.619,0,HOLD
307548,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
91904,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-4.0,0,HOLD
492817,0,1.0,1.0,4.287,3,0,0,HOLD,0.161,1.0,1.161,4.821,5.821,1.982,0,HOLD
307378,0,1.0,1.0,4.287,3,0,0,HOLD,0.2,1.0,1.2,6.0,7.0,4.2,0,HOLD
186525,0,1.0,1.0,4.287,3,0,0,HOLD,0.095,1.0,1.095,2.857,3.857,-1.048,0,HOLD
43396,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,2.429,0,HOLD
195429,0,1.853,1.853,4.287,3,0,0,HOLD,0.529,1.0,1.529,15.882,16.882,12.411,0,HOLD
96451,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
195423,0,1.059,1.059,4.287,3,0,0,HOLD,0.303,1.0,1.303,9.075,10.075,5.378,0,HOLD
187275,0,1.0,1.0,4.287,3,0,0,HOLD,0.107,1.0,1.107,3.214,4.214,1.321,0,HOLD
74330,0,1.0,1.0,4.287,3,0,0,HOLD,0.125,1.0,1.125,3.75,4.75,1.875,0,HOLD
95613,0,1.0,1.0,4.287,3,0,0,HOLD,0.107,1.0,1.107,3.214,4.214,1.321,0,HOLD
90171,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,0.429,0,HOLD
195355,0,1.0,1.0,4.287,3,0,0,HOLD,0.107,1.0,1.107,3.214,4.214,0.321,0,HOLD
96165,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
94053,0,1.0,1.0,4.287,3,0,0,HOLD,0.02,1.0,1.02,2.0,3.0,-1.98,0,HOLD
49087,0,3.25,3.25,4.287,3,0,0,HOLD,0.929,1.0,1.929,27.857,28.857,19.786,0,HOLD
93861,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
63109,0,1.912,1.912,4.287,3,0,0,HOLD,0.546,1.0,1.546,16.386,17.386,13.932,0,HOLD
55497,0,1.0,1.0,4.287,3,0,0,HOLD,0.238,1.0,1.238,7.143,8.143,4.381,0,HOLD
96155,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,-3.786,0,HOLD
96656,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
198937,0,1.0,1.0,4.287,3,0,0,HOLD,0.271,1.0,1.271,8.143,9.143,2.414,0,HOLD
94697,0,1.0,1.0,4.287,3,0,0,HOLD,0.016,1.0,1.016,2.0,3.0,-1.984,0,HOLD
96456,0,1.0,1.0,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,-1.964,0,HOLD
187274,0,1.0,1.0,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,0.036,0,HOLD
196554,0,1.5,1.5,4.287,3,0,0,HOLD,0.429,1.0,1.429,12.857,13.857,10.286,0,HOLD
199848,0,1.0,1.0,4.287,3,0,0,HOLD,0.095,1.0,1.095,2.857,3.857,0.952,0,HOLD
24358,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,6.857,0,HOLD
185143,0,1.0,1.0,4.287,3,0,0,HOLD,0.052,1.0,1.052,2.0,3.0,0.052,0,HOLD
96609,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
97548,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
68443,0,1.0,1.0,4.287,3,0,0,HOLD,0.161,1.0,1.161,4.821,5.821,1.982,0,HOLD
96602,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
96603,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
96610,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
184836,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
97500,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
167157,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-7.0,0,HOLD
96607,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,-0.786,0,HOLD
69726,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,0.429,0,HOLD
92920,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
195409,0,1.0,1.0,4.287,3,0,0,HOLD,0.202,1.0,1.202,6.051,7.051,2.253,0,HOLD
89058,0,1.0,1.0,4.287,3,0,0,HOLD,0.079,1.0,1.079,2.381,3.381,-0.54,0,HOLD
90142,0,1.0,1.0,4.287,3,0,0,HOLD,0.107,1.0,1.107,3.214,4.214,-0.679,0,HOLD
98022,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
188998,0,1.0,1.0,4.287,3,0,0,HOLD,0.054,1.0,1.054,2.0,3.0,0.054,0,HOLD
97129,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
65482,0,1.0,1.0,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,-1.964,0,HOLD
90063,0,1.0,1.0,4.287,3,0,0,HOLD,0.077,1.0,1.077,2.308,3.308,-0.615,0,HOLD
98123,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
90768,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,5.857,0,HOLD
197212,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-7.0,0,HOLD
94691,0,1.0,1.0,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,-1.964,0,HOLD
87651,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
195018,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
53981,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,HOLD
88460,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
91918,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
826960,0,1.0,1.0,4.287,3,0,0,HOLD,0.214,1.0,1.214,6.429,7.429,2.643,0,HOLD
93917,0,1.25,1.25,4.287,3,0,0,HOLD,0.357,1.0,1.357,10.714,11.714,0.071,0,HOLD
15826,0,1.0,1.0,4.287,3,0,0,HOLD,0.134,1.0,1.134,4.034,5.034,-0.832,0,HOLD
93980,0,1.0,1.0,4.287,3,0,0,HOLD,0.156,1.0,1.156,4.675,5.675,1.831,0,HOLD
189516,0,1.029,1.029,4.287,3,0,0,HOLD,0.294,1.0,1.294,8.823,9.823,5.117,0,HOLD
94679,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
66906,0,1.0,1.0,4.287,3,0,0,HOLD,0.193,1.0,1.193,5.798,6.798,0.991,0,HOLD
90161,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
94704,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
98013,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,5.857,0,HOLD
193073,0,1.0,1.0,4.287,3,0,0,HOLD,0.013,1.0,1.013,2.0,3.0,-0.987,0,HOLD
167112,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
196551,0,1.0,1.0,4.287,3,0,0,HOLD,0.057,1.0,1.057,2.0,3.0,0.057,0,HOLD
192837,0,2.143,2.143,4.287,3,0,0,HOLD,0.612,1.0,1.612,18.367,19.367,10.979,0,HOLD
75007,0,1.0,1.0,4.287,3,0,0,HOLD,0.089,1.0,1.089,2.679,3.679,0.768,0,HOLD
189241,0,1.0,1.0,4.287,3,0,0,HOLD,0.211,1.0,1.211,6.336,7.336,3.547,0,HOLD
55410,0,1.0,1.0,4.287,3,0,0,HOLD,0.199,1.0,1.199,5.963,6.963,3.162,0,HOLD
91041,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
70358,0,1.412,1.412,4.287,3,0,0,HOLD,0.403,1.0,1.403,12.101,13.101,9.504,0,HOLD
167094,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-8.0,0,HOLD
44743,0,1.0,1.0,4.287,3,0,0,HOLD,0.157,1.0,1.157,4.714,5.714,1.871,0,HOLD
70357,0,1.0,1.0,4.287,3,0,0,HOLD,0.269,1.0,1.269,8.067,9.067,5.336,0,HOLD
818895,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,0.429,0,HOLD
190094,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-5.0,0,HOLD
638437,0,1.0,1.0,4.287,3,0,0,HOLD,0.095,1.0,1.095,2.857,3.857,-0.048,0,HOLD
96511,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
68376,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,3.857,0,HOLD
188852,0,3.125,3.125,4.287,3,0,0,HOLD,0.893,1.0,1.893,26.786,27.786,24.679,0,HOLD
97549,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
97552,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
478628,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-7.0,0,HOLD
67026,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
90438,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
626724,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
893382,0,1.0,1.0,4.287,3,0,0,HOLD,0.159,1.0,1.159,4.762,5.762,0.921,0,HOLD
189360,0,1.0,1.0,4.287,3,0,0,HOLD,0.061,1.0,1.061,2.0,3.0,-0.939,0,HOLD
189592,0,1.0,1.0,4.287,3,0,0,HOLD,0.063,1.0,1.063,2.0,3.0,-2.937,0,HOLD
198561,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,-2.571,0,HOLD
24418,0,1.0,1.0,4.287,3,0,0,HOLD,0.007,1.0,1.007,2.0,3.0,-0.993,0,HOLD
63080,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,0.429,0,HOLD
196928,0,1.0,1.0,4.287,3,0,0,HOLD,0.008,1.0,1.008,2.0,3.0,-0.992,0,HOLD
57452,0,3.5,3.5,4.287,3,0,0,HOLD,1.0,1.0,2.0,30.0,31.0,29.0,0,HOLD
90781,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,15.714,0,HOLD
167096,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-7.0,0,HOLD
94248,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
259098,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
88446,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
193197,0,1.545,1.545,4.287,3,0,0,HOLD,0.442,1.0,1.442,13.247,14.247,10.689,0,HOLD
24422,0,1.0,1.0,4.287,3,0,0,HOLD,0.027,1.0,1.027,2.0,3.0,-0.973,0,HOLD
250236,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
57138,0,1.0,1.0,4.287,3,0,0,HOLD,0.051,1.0,1.051,2.0,3.0,0.051,0,HOLD
41594,0,1.761,1.761,4.287,3,0,0,HOLD,0.503,1.0,1.503,15.093,16.093,12.596,0,HOLD
92705,0,1.0,1.0,4.287,3,0,0,HOLD,0.086,1.0,1.086,2.571,3.571,-0.343,0,HOLD
198526,0,1.0,1.0,4.287,3,0,0,HOLD,0.018,1.0,1.018,2.0,3.0,-0.982,0,HOLD
385395,0,1.0,1.0,4.287,3,0,0,HOLD,0.095,1.0,1.095,2.857,3.857,-0.048,0,HOLD
195990,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
97574,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
27191,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,-1.571,0,HOLD
68083,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-6.0,0,HOLD
92925,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
193065,0,1.0,1.0,4.287,3,0,0,HOLD,0.041,1.0,1.041,2.0,3.0,0.041,0,HOLD
167088,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,HOLD
167089,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,HOLD
97128,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,-0.786,0,HOLD
52119,0,1.0,1.0,4.287,3,0,0,HOLD,0.234,1.0,1.234,7.013,8.013,1.247,0,HOLD
93970,0,1.0,1.0,4.287,3,0,0,HOLD,0.026,1.0,1.026,2.0,3.0,-0.974,0,HOLD
94051,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
96466,0,1.0,1.0,4.287,3,0,0,HOLD,0.179,1.0,1.179,5.357,6.357,2.536,0,HOLD
908150,0,1.0,1.0,4.287,3,0,0,HOLD,0.127,1.0,1.127,3.81,4.81,0.937,0,HOLD
93966,0,1.0,1.0,4.287,3,0,0,HOLD,0.026,1.0,1.026,2.0,3.0,-0.974,0,HOLD
49269,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,0.214,0,HOLD
89056,0,1.0,1.0,4.287,3,0,0,HOLD,0.044,1.0,1.044,2.0,3.0,0.044,0,HOLD
97988,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
191181,0,1.0,1.0,4.287,3,0,0,HOLD,0.078,1.0,1.078,2.338,3.338,0.416,0,HOLD
88731,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
96164,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
96503,0,1.0,1.0,4.287,3,0,0,HOLD,0.179,1.0,1.179,5.357,6.357,2.536,0,HOLD
69724,0,1.25,1.25,4.287,3,0,0,HOLD,0.357,1.0,1.357,10.714,11.714,9.071,0,HOLD
90153,0,1.0,1.0,4.287,3,0,0,HOLD,0.214,1.0,1.214,6.429,7.429,4.643,0,HOLD
96632,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
191177,0,1.0,1.0,4.287,3,0,0,HOLD,0.057,1.0,1.057,2.0,3.0,0.057,0,HOLD
57537,0,1.0,1.0,4.287,3,0,0,HOLD,0.02,1.0,1.02,2.0,3.0,0.02,0,HOLD
96643,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
194887,0,2.917,2.917,4.287,3,0,0,HOLD,0.833,1.0,1.833,25.0,26.0,23.833,0,HOLD
252767,0,1.0,1.0,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,0.036,0,HOLD
198939,0,1.0,1.0,4.287,3,0,0,HOLD,0.086,1.0,1.086,2.571,3.571,-3.343,0,HOLD
97769,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
91940,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
95867,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
199953,0,1.0,1.0,4.287,3,0,0,HOLD,0.029,1.0,1.029,2.0,3.0,0.029,0,HOLD
96639,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,-0.786,0,HOLD
37357,0,1.0,1.0,4.287,3,0,0,HOLD,0.057,1.0,1.057,2.0,3.0,0.057,0,HOLD
96637,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,-0.786,0,HOLD
198527,0,1.0,1.0,4.287,3,0,0,HOLD,0.018,1.0,1.018,2.0,3.0,-0.982,0,HOLD
199739,0,1.0,1.0,4.287,3,0,0,HOLD,0.167,1.0,1.167,5.0,6.0,2.167,0,HOLD
89069,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,2.429,0,HOLD
93975,0,1.0,1.0,4.287,3,0,0,HOLD,0.026,1.0,1.026,2.0,3.0,-0.974,0,HOLD
98106,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,HOLD
195441,0,1.0,1.0,4.287,3,0,0,HOLD,0.161,1.0,1.161,4.821,5.821,1.982,0,HOLD
523852,0,1.5,1.5,4.287,3,0,0,HOLD,0.429,1.0,1.429,12.857,13.857,6.286,0,HOLD
615951,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,4.857,0,HOLD
195430,0,1.0,1.0,4.287,3,0,0,HOLD,0.151,1.0,1.151,4.538,5.538,1.689,0,HOLD
94054,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
198933,0,1.0,1.0,4.287,3,0,0,HOLD,0.1,1.0,1.1,3.0,4.0,0.1,0,HOLD
72603,0,1.0,1.0,4.287,3,0,0,HOLD,0.092,1.0,1.092,2.755,3.755,0.847,0,HOLD
98033,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
98034,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
193144,0,1.0,1.0,4.287,3,0,0,HOLD,0.067,1.0,1.067,2.017,3.017,0.084,0,HOLD
93923,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
91031,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
95865,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-4.0,0,HOLD
198731,0,1.0,1.0,4.287,3,0,0,HOLD,0.057,1.0,1.057,2.0,3.0,0.057,0,HOLD
97990,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
90109,0,1.0,1.0,4.287,3,0,0,HOLD,0.048,1.0,1.048,2.0,3.0,0.048,0,HOLD
94285,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,0.214,0,HOLD
96539,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-2.0,0,HOLD
96636,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,5.857,0,HOLD
92515,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
96450,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,-0.786,0,HOLD
193290,0,1.0,1.0,4.287,3,0,0,HOLD,0.045,1.0,1.045,2.0,3.0,-0.955,0,HOLD
96446,0,1.0,1.0,4.287,3,0,0,HOLD,0.107,1.0,1.107,3.214,4.214,0.321,0,HOLD
71552,0,1.0,1.0,4.287,3,0,0,HOLD,0.091,1.0,1.091,2.727,3.727,0.818,0,HOLD
96447,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
96452,0,1.0,1.0,4.287,3,0,0,HOLD,0.107,1.0,1.107,3.214,4.214,0.321,0,HOLD
198727,0,1.0,1.0,4.287,3,0,0,HOLD,0.067,1.0,1.067,2.0,3.0,0.067,0,HOLD
195437,0,1.0,1.0,4.287,3,0,0,HOLD,0.118,1.0,1.118,3.529,4.529,0.647,0,HOLD
34281,0,1.0,1.0,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,-0.964,0,HOLD
167113,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-9.0,0,HOLD
98114,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
98130,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
43528,0,1.0,1.0,4.287,3,0,0,HOLD,0.071,1.0,1.071,2.143,3.143,0.214,0,HOLD
68082,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-5.0,0,HOLD
96449,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
198726,0,1.0,1.0,4.287,3,0,0,HOLD,0.055,1.0,1.055,2.0,3.0,0.055,0,HOLD
67656,0,1.0,1.0,4.287,3,0,0,HOLD,0.277,1.0,1.277,8.304,9.304,4.581,0,HOLD
98132,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
647891,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,HOLD
96459,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,1.429,0,HOLD
96455,0,1.0,1.0,4.287,3,0,0,HOLD,0.107,1.0,1.107,3.214,4.214,0.321,0,HOLD
626309,0,1.333,1.333,4.287,3,0,0,HOLD,0.381,1.0,1.381,11.429,12.429,6.81,0,HOLD
193069,0,1.0,1.0,4.287,3,0,0,HOLD,0.018,1.0,1.018,2.0,3.0,0.018,0,HOLD
291245,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,2.429,0,HOLD
97704,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
97705,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
97706,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
97311,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
44299,0,1.0,1.0,4.287,3,0,0,HOLD,0.026,1.0,1.026,2.0,3.0,-0.974,0,HOLD
191184,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
192920,0,1.0,1.0,4.287,3,0,0,HOLD,0.247,1.0,1.247,7.403,8.403,4.65,0,HOLD
490805,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,2.429,0,HOLD
186519,0,1.0,1.0,4.287,3,0,0,HOLD,0.086,1.0,1.086,2.571,3.571,-0.343,0,HOLD
192923,0,1.0,1.0,4.287,3,0,0,HOLD,0.136,1.0,1.136,4.082,5.082,1.218,0,HOLD
598275,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
185259,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,HOLD
98081,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
167091,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-4.0,0,HOLD
167092,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-4.0,0,HOLD
199406,0,1.0,1.0,4.287,3,0,0,HOLD,0.095,1.0,1.095,2.857,3.857,-2.048,0,HOLD
98080,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,HOLD
97140,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
97141,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
97143,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,HOLD
