metric,before,after
repaired_mean_sufficient_target,9.78599656442313,4.108264462809918
repaired_mean_legacy_target,0.9929460580912863,1.318457300275482
repaired_share,0.642038895302371,0.4835272178314537
trainable_share,0.9801083385134535,0.697096172631205
