sku_number,raw_total_promo_units,calibrated_total_promo_units,policy_adj_total_promo_units,final_daily_x_promo_days,baseline_x_promo_days,feature_consensus_total,feature_first7_total,promo_days,selected_demand_units,promo_window_demand_units,demand_forecast_basis,rounds_to_0or1,anti_collapse_floor_applied,feature_signal_max,feature_exceeds_final_by,collapse_category
972541,0.0,0.0,0.0,0.0,1.529,0.2183999999999999,0.0145599999999999,7.0,0,0,MODEL_PREDICTION,True,True,0.2183999999999999,0.2183999999999999,anti_collapse_repair_to_1
97161,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
193457,0.369,0.369,0.259,0.259,0.0,0.25,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.25,0.0,anti_collapse_repair_to_1
95832,0.369,0.369,0.211,0.211,0.0,1e-06,0.0301,7.0,1,1,MODEL_PREDICTION,True,True,0.0301,0.0,anti_collapse_repair_to_1
90980,0.369,0.369,0.369,0.369,0.0,1e-06,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
91004,0.369,0.369,0.008,0.008,0.113,0.0161,0.0010733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.0161,0.0,anti_collapse_repair_to_1
91936,0.369,0.369,0.008,0.008,0.113,0.0161,0.0010733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.0161,0.0,anti_collapse_repair_to_1
91060,0.369,0.369,0.015,0.015,0.22,0.0315,0.0021,7.0,1,1,MODEL_PREDICTION,True,True,0.0315,0.0,anti_collapse_repair_to_1
91009,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
91074,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
88364,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
95840,0.369,0.369,0.369,0.369,0.0,1e-06,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
91042,0.431,0.431,0.008,0.008,0.113,0.0161,0.0010733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.0161,0.0,anti_collapse_repair_to_1
188706,0.0,0.0,0.0,0.0,1.093,113.0,0.0104066666666666,7.0,0,0,MODEL_PREDICTION,True,True,113.0,113.0,anti_collapse_repair_to_1
192047,0.0,0.0,0.0,0.0,0.657,77.0,0.0062533333333333,7.0,0,0,MODEL_PREDICTION,True,True,77.0,77.0,anti_collapse_repair_to_1
188705,0.0,0.0,0.0,0.0,0.99,113.0,0.0094266666666666,7.0,0,0,MODEL_PREDICTION,True,True,113.0,113.0,anti_collapse_repair_to_1
167133,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
95114,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
95875,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167145,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167101,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
94274,0.369,0.008,0.008,0.008,0.113,2.5e-07,0.0010733333333333,7.0,2,1,MODEL_PREDICTION,True,True,0.0010733333333333,0.0,anti_collapse_repair_to_1
69352,0.369,0.008,0.008,0.008,0.113,0.50805,0.0010733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.50805,0.0,anti_collapse_repair_to_1
89770,0.369,0.369,0.015,0.015,0.22,0.0315,0.0021,7.0,1,1,MODEL_PREDICTION,True,True,0.0315,0.0,anti_collapse_repair_to_1
97859,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97858,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97857,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97856,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97861,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
89561,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
89563,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
199941,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
97862,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97860,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97863,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167942,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167941,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167940,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
91462,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
91458,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
88781,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
67693,0.369,0.015,0.015,0.015,0.22,1.0,0.0021,7.0,1,1,MODEL_PREDICTION,True,True,1.0,0.0,anti_collapse_repair_to_1
15769,0.369,0.369,0.369,0.369,0.0,1.2352941176470589,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
193286,0.369,0.008,0.008,0.008,0.113,0.2142857142857142,0.0010733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.2142857142857142,0.0,anti_collapse_repair_to_1
167335,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
94011,0.369,0.369,0.369,0.369,0.0,0.4545454545454545,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
167329,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
15841,0.369,0.008,0.008,0.008,0.113,0.8235294117647058,0.0010733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.8235294117647058,0.0,anti_collapse_repair_to_1
96490,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96506,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96505,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96497,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96496,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96495,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96494,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96493,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
96492,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
167333,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97677,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167572,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167548,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97554,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97572,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97947,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
41596,0.369,0.369,0.369,0.369,0.0,0.4285714285714285,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
94170,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
94171,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
94173,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97576,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97849,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
97847,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
167570,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
194821,0.369,0.008,0.008,0.008,0.113,0.2,0.0010733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.2,0.0,anti_collapse_repair_to_1
65469,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
187639,0.369,0.369,0.129,0.129,0.0,0.2,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.2,0.0,anti_collapse_repair_to_1
97434,0.369,0.369,0.259,0.259,0.0,2.5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.5e-07,0.0,anti_collapse_repair_to_1
15847,0.431,0.015,0.015,0.015,0.22,1.7647058823529411,0.0021,7.0,1,1,MODEL_PREDICTION,True,True,1.7647058823529411,0.7647058823529411,anti_collapse_repair_to_1
97201,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
98118,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
98117,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
98138,0.369,0.369,0.022,0.022,0.333,0.0475999999999999,0.0031733333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.0475999999999999,0.0,anti_collapse_repair_to_1
98136,0.369,0.369,0.029,0.029,0.436,0.0623,0.0041533333333333,7.0,1,1,MODEL_PREDICTION,True,True,0.0623,0.0,anti_collapse_repair_to_1
88447,0.369,0.369,0.259,0.259,0.0,5.5555555555555555e-08,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5.5555555555555555e-08,0.0,anti_collapse_repair_to_1
167947,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
68558,0.369,0.369,0.259,0.259,0.0,0.66666675,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.66666675,0.0,anti_collapse_repair_to_1
94980,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
92924,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
89069,0.369,0.369,0.369,0.369,0.0,1.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.0,0.0,anti_collapse_repair_to_1
63386,0.369,0.369,0.259,0.259,0.0,3.3333333333333335,0.0,7.0,1,1,MODEL_PREDICTION,True,True,3.3333333333333335,2.3333333333333335,anti_collapse_repair_to_1
417513,0.369,0.369,0.259,0.259,0.0,2.5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.5e-07,0.0,anti_collapse_repair_to_1
89070,0.369,0.369,0.369,0.369,0.0,1.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.0,0.0,anti_collapse_repair_to_1
94668,0.369,0.369,0.259,0.259,0.0,1.0000005,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.0000005,5.00000000069889e-07,anti_collapse_repair_to_1
89019,0.369,0.369,0.259,0.259,0.0,0.50000025,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.50000025,0.0,anti_collapse_repair_to_1
69284,0.369,0.369,0.259,0.259,0.0,1.6666666666666665e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.6666666666666665e-07,0.0,anti_collapse_repair_to_1
188803,0.369,0.369,0.259,0.259,0.0,1.6666666666666665e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.6666666666666665e-07,0.0,anti_collapse_repair_to_1
92928,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
199333,0.369,0.211,0.211,0.211,0.0,1.6666666666666665e-07,0.0301,7.0,1,1,MODEL_PREDICTION,True,True,0.0301,0.0,anti_collapse_repair_to_1
24404,0.369,0.369,0.259,0.259,0.0,1.6666666666666665e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.6666666666666665e-07,0.0,anti_collapse_repair_to_1
89066,0.369,0.369,0.259,0.259,0.0,0.50000025,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.50000025,0.0,anti_collapse_repair_to_1
195183,0.369,0.369,0.259,0.259,0.0,0.125,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.125,0.0,anti_collapse_repair_to_1
68444,0.369,0.369,0.259,0.259,0.0,0.5,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.5,0.0,anti_collapse_repair_to_1
199738,0.886,0.886,0.62,0.62,0.0,16.0,0.0,7.0,1,1,MODEL_PREDICTION,True,False,16.0,15.0,round_to_1_floor
195102,0.431,0.431,0.302,0.302,0.0,9.25,0.0,7.0,1,1,MODEL_PREDICTION,True,True,9.25,8.25,anti_collapse_repair_to_1
198630,0.369,0.369,0.259,0.259,0.0,1.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.0,0.0,anti_collapse_repair_to_1
195074,0.369,0.369,0.259,0.259,0.0,0.375,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.375,0.0,anti_collapse_repair_to_1
13652,0.369,0.369,0.203,0.203,0.0,0.5000005,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.5000005,0.0,anti_collapse_repair_to_1
92925,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
93551,0.369,0.369,0.259,0.259,0.0,2.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.0,1.0,anti_collapse_repair_to_1
92920,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
44019,0.369,0.369,0.259,0.259,0.0,1.4285714285714286,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.4285714285714286,0.4285714285714286,anti_collapse_repair_to_1
192839,0.369,0.369,0.369,0.369,0.0,0.4285714285714285,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
94248,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
94250,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
68268,0.369,0.369,0.369,0.369,0.0,0.7142857142857143,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
55493,0.369,0.369,0.259,0.259,0.0,1.625,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.625,0.625,anti_collapse_repair_to_1
92927,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
92923,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
68266,0.369,0.369,0.369,0.369,0.0,0.5714285714285714,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
94286,0.431,0.431,0.302,0.302,0.0,5.666666666666667,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5.666666666666667,4.666666666666667,anti_collapse_repair_to_1
826960,0.431,0.431,0.302,0.302,0.0,1.5,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.5,0.5,anti_collapse_repair_to_1
198639,0.431,0.431,0.302,0.302,0.0,3.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,3.0,2.0,anti_collapse_repair_to_1
68443,0.369,0.369,0.259,0.259,0.0,1.125,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.125,0.125,anti_collapse_repair_to_1
94283,0.369,0.369,0.259,0.259,0.0,2.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.0,1.0,anti_collapse_repair_to_1
198636,0.369,0.369,0.259,0.259,0.0,1.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.0,0.0,anti_collapse_repair_to_1
44021,0.369,0.369,0.259,0.259,0.0,0.7142857142857143,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.7142857142857143,0.0,anti_collapse_repair_to_1
192126,0.369,0.369,0.259,0.259,0.0,1.0000001111111112,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.0000001111111112,1.1111111120065686e-07,anti_collapse_repair_to_1
97499,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
94277,0.369,0.369,0.259,0.259,0.0,0.6666666666666666,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.6666666666666666,0.0,anti_collapse_repair_to_1
97301,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
87757,0.369,0.369,0.259,0.259,0.0,1.5000005,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.5000005,0.5000005000000001,anti_collapse_repair_to_1
24361,0.369,0.369,0.259,0.259,0.0,1.6666666666666667,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.6666666666666667,0.6666666666666667,anti_collapse_repair_to_1
97574,0.369,0.369,0.129,0.129,0.0,1e-06,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1e-06,0.0,anti_collapse_repair_to_1
89020,0.369,0.369,0.259,0.259,0.0,2.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.0,1.0,anti_collapse_repair_to_1
94454,0.369,0.369,0.259,0.259,0.0,2.5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.5e-07,0.0,anti_collapse_repair_to_1
89065,0.369,0.369,0.259,0.259,0.0,1.5,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.5,0.5,anti_collapse_repair_to_1
196233,0.369,0.369,0.259,0.259,0.0,0.375,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.375,0.0,anti_collapse_repair_to_1
87749,0.369,0.369,0.259,0.259,0.0,0.50000025,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.50000025,0.0,anti_collapse_repair_to_1
192197,0.369,0.369,0.259,0.259,0.0,1.25,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25,0.25,anti_collapse_repair_to_1
184838,0.369,0.369,0.203,0.203,0.0,2.5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.5e-07,0.0,anti_collapse_repair_to_1
184831,0.369,0.369,0.259,0.259,0.0,2.5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.5e-07,0.0,anti_collapse_repair_to_1
94247,0.369,0.369,0.203,0.203,0.0,1.0000005,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.0000005,5.00000000069889e-07,anti_collapse_repair_to_1
90771,0.369,0.369,0.203,0.203,0.0,1.5000005,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.5000005,0.5000005000000001,anti_collapse_repair_to_1
188802,0.369,0.369,0.259,0.259,0.0,0.3333334999999999,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.3333334999999999,0.0,anti_collapse_repair_to_1
189281,0.369,0.369,0.259,0.259,0.0,0.5,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.5,0.0,anti_collapse_repair_to_1
90794,0.369,0.369,0.369,0.369,0.0,0.3636363636363636,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
185143,0.369,0.103,0.103,0.103,0.0,0.4347826086956521,0.0147,7.0,1,1,MODEL_PREDICTION,True,True,0.4347826086956521,0.0,anti_collapse_repair_to_1
98024,0.369,0.369,0.369,0.369,0.0,5e-07,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
423863,0.369,0.369,0.259,0.259,0.0,0.5,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.5,0.0,anti_collapse_repair_to_1
1227,0.369,0.369,0.369,0.369,0.0,0.6521739130434783,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
195443,0.369,0.369,0.369,0.369,0.0,0.2307692307692307,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
90458,0.369,0.369,0.369,0.369,0.0,0.2222222222222222,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
94257,0.369,0.211,0.211,0.211,0.0,0.1,0.0301,7.0,1,1,MODEL_PREDICTION,True,True,0.1,0.0,anti_collapse_repair_to_1
199055,0.369,0.369,0.369,0.369,0.0,0.5384615384615384,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
668814,0.369,0.369,0.259,0.259,0.0,1.25,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25,0.25,anti_collapse_repair_to_1
199406,0.369,0.369,0.259,0.259,0.0,0.6666666666666666,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.6666666666666666,0.0,anti_collapse_repair_to_1
62854,0.369,0.369,0.369,0.369,0.0,0.5384615384615384,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
191180,0.369,0.369,0.369,0.369,0.0,0.5454545454545454,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
199752,0.369,0.369,0.259,0.259,0.0,0.3571428571428571,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.3571428571428571,0.0,anti_collapse_repair_to_1
94766,0.369,0.369,0.369,0.369,0.0,0.3,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
62911,0.369,0.369,0.369,0.369,0.0,1.375,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
94684,0.369,0.369,0.369,0.369,0.0,0.5,7.0,7.0,1,1,MODEL_PREDICTION,True,True,7.0,6.0,anti_collapse_repair_to_1
1230,0.369,0.369,0.259,0.259,0.0,0.217391304347826,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.217391304347826,0.0,anti_collapse_repair_to_1
89076,0.369,0.369,0.203,0.203,0.0,2.0,0.0,7.0,1,1,MODEL_PREDICTION,True,True,2.0,1.0,anti_collapse_repair_to_1
69210,0.369,0.369,0.259,0.259,0.0,0.7500000833333335,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.7500000833333335,0.0,anti_collapse_repair_to_1
24416,0.369,0.369,0.259,0.259,0.0,0.2142857142857142,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.2142857142857142,0.0,anti_collapse_repair_to_1
98011,0.369,0.369,0.203,0.203,0.0,5e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,5e-07,0.0,anti_collapse_repair_to_1
74064,0.369,0.369,0.259,0.259,0.0,1.25e-07,0.0,7.0,1,1,MODEL_PREDICTION,True,True,1.25e-07,0.0,anti_collapse_repair_to_1
668053,0.369,0.369,0.259,0.259,0.0,0.3333333333333333,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.3333333333333333,0.0,anti_collapse_repair_to_1
668160,0.369,0.369,0.259,0.259,0.0,0.75,0.0,7.0,1,1,MODEL_PREDICTION,True,True,0.75,0.0,anti_collapse_repair_to_1
