total_skus,rows_selected_demand_eq_1,rows_selected_demand_eq_0,rows_feature_signal_materially_higher,rows_raw_total_ge_2,rows_calibrated_total_ge_2,rows_policy_adj_total_ge_2,rows_final_x_days_ge_2,pct_final_rounds_to_zero_before_floor,demand_forecast_basis_nonnull_in_report,earliest_collapse_file_or_layer,earliest_collapse_column,likely_root_cause,stage11_mapping_bug_yes_no,upstream_model_or_disaggregation_bug_yes_no,feature_signal_recommended_use,customer_ready_yes_no,recommended_patch_target,patch_now_yes_no
3531,3506,4,472,87,3,2,2,99.8%,3531,decision_surface / model calibration pipeline,calibrated_predicted_units_sold (per-day after shrinkage),"Model calibration shrinks raw per-store per-day predictions by ~97% (raw p50=0.053 → calibrated p50=0.012 → x7days=0.082 → rounds to 0). Anti-collapse repair lifts zeros to 1, producing the uniform 1-unit pattern. Raw model signal (max=28.95/day → 202/period) is present but is calibrated away before reaching Stage 11.",NO — demand_forecast_basis=MODEL_PREDICTION for all rows; confidence/reason_code populated; contract running correctly. Stage 11 correctly receives and processes collapsed 1-unit input.,YES — calibration step removes ~97% of raw signal; anti-collapse floor masks the collapse as 1,"SANITY_CHECK_AND_ESCALATION_SIGNAL only — Bayesian posterior per-store estimate with reasonable magnitude, but provenance not validated as ground truth",NO — demand magnitude commercially invalid (1 unit/SKU for 99% of assortment),PRIMARY: Investigate model calibration over-shrinkage in the prediction pipeline (upstream; raw→calibrated removes 97% of signal). SECONDARY: Confirm feature_probability_bayesian_poisson_expected_units provenance and consider as per-SKU demand fallback in demand forecast contract when per-day model resolves < 2 total units.,NO — calibration fix requires upstream data investigation (not a Stage 11 change). Stage 11 is clean. Do not patch until calibration root cause is confirmed.
