run_id,export_folder,reports_exported,leak_safe_model_input_count,brain_feature_visibility_score,visibility_status,shadow_training_status,release_recommendation,primary_blocker
phase6f01_store_772_export,/var/folders/dw/25911jbx71712gfdgqyb0yh80000gn/T/tmpwemsapu0/export/2026-06-23_phase6f_feature_quality_operating_pack,PROMO_FEATURE_QUALITY_SUMMARY.csv;PROMO_FEATURE_QUALITY_PROFILE.csv;PROMO_BROKEN_FEATURE_REPAIR_PLAN.csv;PROMO_EXTREME_VALUE_POLICY.csv;PROMO_LEAKAGE_ACTION_TARGET_REVIEW.csv;PROMO_BRAIN_VISIBILITY_SCORECARD.csv;PROMO_LEAK_SAFE_MODEL_INPUT_FEATURE_SET.csv;PROMO_SHADOW_MODEL_PERFORMANCE.csv;PROMO_PHASE6F_RELEASE_GATE.csv,406,61.33,BLOCKED_BY_LEGACY_SELECTORS,BLOCKED_BY_FEATURE_QUALITY,NO_RELEASE,future_promo_or_missing_actuals_for_shadow_training
