sku_number,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,formula_before,projected_stock_on_hand_at_promo_start_before_order_units,before_mismatch
41572,4,0,0.333,3.667,3.667,0.0
51157,2,0,0.333,1.667,1.667,0.0
55458,2,0,0.333,1.667,1.667,0.0
59859,3,0,0.333,2.667,2.667,0.0
42806,2,0,0.333,1.667,1.667,0.0
198932,8,0,0.329,7.671,7.671,0.0
43716,1,0,0.327,0.673,0.673,0.0
65914,2,0,0.327,1.673,1.673,0.0
67890,2,0,0.327,1.673,1.673,0.0
184733,2,0,0.327,1.673,1.673,0.0
90014,10,0,0.325,9.675,9.675,0.0
191662,7,0,0.325,6.675,6.675,0.0
36997,2,0,0.324,1.676,1.676,0.0
198703,3,0,0.323,2.677,2.677,0.0
56483,2,0,0.321,1.679,1.679,0.0
96504,6,0,0.321,5.679,5.679,0.0
64536,3,0,0.321,2.679,2.679,0.0
94105,2,0,0.321,1.679,1.679,0.0
65466,4,0,0.321,3.679,3.679,0.0
94281,2,0,0.321,1.679,1.679,0.0
15727,2,0,0.319,1.681,1.681,0.0
71223,2,0,0.317,1.683,1.683,0.0
30538,0,2,0.317,1.683,1.683,0.0
60845,4,0,0.314,3.686,3.686,0.0
75790,3,0,0.314,2.686,2.686,0.0
87762,2,0,0.314,1.686,1.686,0.0
93977,3,0,0.312,2.688,2.688,0.0
626503,2,0,0.31,1.69,1.69,0.0
30633,8,0,0.31,7.69,7.69,0.0
626449,3,0,0.31,2.69,2.69,0.0
20868,1,0,0.31,0.69,0.69,0.0
195081,4,0,0.306,3.694,3.694,0.0
34860,2,0,0.306,1.694,1.694,0.0
57931,2,0,0.304,1.696,1.696,0.0
188995,2,0,0.304,1.696,1.696,0.0
195423,5,0,0.303,4.697,4.697,0.0
45302,3,0,0.302,2.698,2.698,0.0
190116,5,0,0.302,4.698,4.698,0.0
195172,1,0,0.302,0.698,0.698,0.0
36233,2,0,0.298,1.702,1.702,0.0
189238,3,0,0.298,2.702,2.702,0.0
745049,2,0,0.297,1.703,1.703,0.0
189516,5,0,0.294,4.706,4.706,0.0
193206,1,0,0.292,0.708,0.708,0.0
94668,3,0,0.286,2.714,2.714,0.0
93551,3,0,0.286,2.714,2.714,0.0
94283,4,0,0.286,3.714,3.714,0.0
89020,2,0,0.286,1.714,1.714,0.0
94247,2,0,0.286,1.714,1.714,0.0
96636,4,0,0.286,3.714,3.714,0.0
92259,4,0,0.286,3.714,3.714,0.0
197584,2,0,0.286,1.714,1.714,0.0
67330,7,0,0.286,6.714,6.714,0.0
24358,3,0,0.286,2.714,2.714,0.0
189515,4,0,0.286,3.714,3.714,0.0
96634,3,0,0.286,2.714,2.714,0.0
50927,1,0,0.286,0.714,0.714,0.0
195979,2,0,0.286,1.714,1.714,0.0
187203,2,0,0.286,1.714,1.714,0.0
195440,3,0,0.286,2.714,2.714,0.0
192343,3,0,0.286,2.714,2.714,0.0
94218,12,0,0.286,11.714,11.714,0.0
98014,5,0,0.286,4.714,4.714,0.0
89018,1,0,0.286,0.714,0.714,0.0
52120,9,0,0.286,8.714,8.714,0.0
98013,4,0,0.286,3.714,3.714,0.0
615951,5,0,0.286,4.714,4.714,0.0
64816,1,0,0.286,0.714,0.714,0.0
15238,2,0,0.286,1.714,1.714,0.0
345016,2,0,0.286,1.714,1.714,0.0
24167,2,0,0.286,1.714,1.714,0.0
94213,3,0,0.286,2.714,2.714,0.0
71222,4,0,0.286,3.714,3.714,0.0
87752,4,0,0.286,3.714,3.714,0.0
62934,1,0,0.286,0.714,0.714,0.0
68377,2,0,0.286,1.714,1.714,0.0
38424,1,5,0.286,5.714,5.714,0.0
626376,2,0,0.286,1.714,1.714,0.0
68376,6,0,0.286,5.714,5.714,0.0
228192,2,0,0.286,1.714,1.714,0.0
91460,2,0,0.286,1.714,1.714,0.0
92855,7,0,0.286,6.714,6.714,0.0
194041,3,0,0.286,2.714,2.714,0.0
24554,3,0,0.286,2.714,2.714,0.0
90768,4,0,0.286,3.714,3.714,0.0
4661,2,0,0.286,1.714,1.714,0.0
90765,2,0,0.286,1.714,1.714,0.0
92919,1,0,0.286,0.714,0.714,0.0
199842,1,0,0.286,0.714,0.714,0.0
94507,1,0,0.286,0.714,0.714,0.0
199865,1,0,0.286,0.714,0.714,0.0
90850,2,0,0.286,1.714,1.714,0.0
189278,2,0,0.286,1.714,1.714,0.0
10433,2,0,0.286,1.714,1.714,0.0
94641,1,0,0.286,0.714,0.714,0.0
10434,2,0,0.286,1.714,1.714,0.0
797588,2,0,0.286,1.714,1.714,0.0
88082,2,0,0.286,1.714,1.714,0.0
195354,1,0,0.286,0.714,0.714,0.0
97996,1,0,0.286,0.714,0.714,0.0
90935,2,0,0.286,1.714,1.714,0.0
60343,1,0,0.286,0.714,0.714,0.0
96510,2,0,0.286,1.714,1.714,0.0
481130,2,0,0.286,1.714,1.714,0.0
616311,2,0,0.286,1.714,1.714,0.0
87470,1,0,0.286,0.714,0.714,0.0
43395,1,0,0.286,0.714,0.714,0.0
250753,4,0,0.279,3.721,3.721,0.0
192921,3,0,0.279,2.721,2.721,0.0
189250,1,0,0.279,0.721,0.721,0.0
198697,3,0,0.278,2.722,2.722,0.0
63081,3,0,0.277,2.723,2.723,0.0
185498,7,0,0.277,6.723,6.723,0.0
67656,5,0,0.277,4.723,4.723,0.0
341140,3,0,0.277,2.723,2.723,0.0
199059,4,0,0.276,3.724,3.724,0.0
192941,5,0,0.273,4.727,4.727,0.0
65589,5,0,0.271,4.729,4.729,0.0
198937,7,0,0.271,6.729,6.729,0.0
198938,5,0,0.271,4.729,4.729,0.0
72014,3,0,0.271,2.729,2.729,0.0
265969,2,0,0.27,1.73,1.73,0.0
70977,6,0,0.27,5.73,5.73,0.0
195079,2,0,0.27,1.73,1.73,0.0
70357,4,0,0.269,3.731,3.731,0.0
90146,2,0,0.268,1.732,1.732,0.0
36996,2,0,0.267,1.733,1.733,0.0
38391,3,2,0.266,4.734,4.734,0.0
22514,2,0,0.265,1.735,1.735,0.0
192032,8,0,0.262,7.738,7.738,0.0
37850,2,0,0.262,1.738,1.738,0.0
63111,3,0,0.26,2.74,2.74,0.0
94002,3,0,0.26,2.74,2.74,0.0
199052,6,0,0.259,5.741,5.741,0.0
199057,1,0,0.257,0.743,0.743,0.0
90543,8,0,0.257,7.743,7.743,0.0
67048,2,0,0.257,1.743,1.743,0.0
887455,3,0,0.254,2.746,2.746,0.0
75006,7,0,0.254,6.746,6.746,0.0
11607,2,0,0.254,1.746,1.746,0.0
189521,1,0,0.252,0.748,0.748,0.0
15182,3,0,0.25,2.75,2.75,0.0
195353,2,0,0.25,1.75,1.75,0.0
92334,9,0,0.25,8.75,8.75,0.0
192065,2,0,0.25,1.75,1.75,0.0
32161,1,0,0.25,0.75,0.75,0.0
57930,4,0,0.248,3.752,3.752,0.0
242845,2,0,0.248,1.752,1.752,0.0
192920,4,0,0.247,3.753,3.753,0.0
198720,3,0,0.246,2.754,2.754,0.0
42952,1,0,0.245,0.755,0.755,0.0
92211,1,0,0.245,0.755,0.755,0.0
193125,2,0,0.244,1.756,1.756,0.0
65835,2,0,0.243,1.757,1.757,0.0
36234,1,0,0.242,0.758,0.758,0.0
36237,2,0,0.241,1.759,1.759,0.0
24361,2,0,0.238,1.762,1.762,0.0
57451,1,0,0.238,0.762,0.762,0.0
93519,3,0,0.238,2.762,2.762,0.0
192194,3,0,0.238,2.762,2.762,0.0
650609,7,0,0.238,6.762,6.762,0.0
60772,1,0,0.238,0.762,0.762,0.0
280607,10,0,0.238,9.762,9.762,0.0
55497,4,0,0.238,3.762,3.762,0.0
186282,2,2,0.238,3.762,3.762,0.0
405922,1,0,0.238,0.762,0.762,0.0
650242,2,0,0.238,1.762,1.762,0.0
490797,2,0,0.238,1.762,1.762,0.0
16828,2,0,0.238,1.762,1.762,0.0
52119,7,0,0.234,6.766,6.766,0.0
54856,1,0,0.234,0.766,0.766,0.0
65606,1,0,0.234,0.766,0.766,0.0
55493,3,0,0.232,2.768,2.768,0.0
189005,2,0,0.232,1.768,1.768,0.0
630497,3,0,0.232,2.768,2.768,0.0
198718,1,0,0.23,0.77,0.77,0.0
57927,1,0,0.23,0.77,0.77,0.0
63699,4,0,0.229,3.771,3.771,0.0
32160,2,0,0.229,1.771,1.771,0.0
73076,4,0,0.229,3.771,3.771,0.0
51154,5,0,0.229,4.771,4.771,0.0
186552,9,0,0.229,8.771,8.771,0.0
193210,1,0,0.227,0.773,0.773,0.0
15820,2,0,0.227,1.773,1.773,0.0
192200,7,0,0.224,6.776,6.776,0.0
65915,2,0,0.224,1.776,1.776,0.0
195740,1,0,0.224,0.776,0.776,0.0
57932,3,0,0.224,2.776,2.776,0.0
2941,1,0,0.222,0.778,0.778,0.0
886149,2,0,0.222,1.778,1.778,0.0
195986,3,0,0.221,2.779,2.779,0.0
745103,2,0,0.22,1.78,1.78,0.0
632950,5,0,0.219,4.781,4.781,0.0
57936,3,0,0.217,2.783,2.783,0.0
195102,7,0,0.214,6.786,6.786,0.0
87757,2,0,0.214,1.786,1.786,0.0
826960,5,0,0.214,4.786,4.786,0.0
89065,1,0,0.214,0.786,0.786,0.0
69211,2,0,0.214,1.786,1.786,0.0
54475,7,0,0.214,6.786,6.786,0.0
96633,5,0,0.214,4.786,4.786,0.0
31685,2,0,0.214,1.786,1.786,0.0
87761,5,0,0.214,4.786,4.786,0.0
96501,6,0,0.214,5.786,5.786,0.0
192922,3,0,0.214,2.786,2.786,0.0
67701,3,0,0.214,2.786,2.786,0.0
192033,4,0,0.214,3.786,3.786,0.0
389196,3,0,0.214,2.786,2.786,0.0
199854,4,0,0.214,3.786,3.786,0.0
273694,2,0,0.214,1.786,1.786,0.0
51770,1,6,0.214,6.786,6.786,0.0
65486,2,0,0.214,1.786,1.786,0.0
94439,5,0,0.214,4.786,4.786,0.0
51690,3,0,0.214,2.786,2.786,0.0
93922,13,0,0.214,12.786,12.786,0.0
308978,1,0,0.214,0.786,0.786,0.0
89753,2,0,0.214,1.786,1.786,0.0
194047,3,0,0.214,2.786,2.786,0.0
60950,6,0,0.214,5.786,5.786,0.0
50382,2,0,0.214,1.786,1.786,0.0
194012,4,0,0.214,3.786,3.786,0.0
90772,2,0,0.214,1.786,1.786,0.0
194019,3,0,0.214,2.786,2.786,0.0
194040,3,0,0.214,2.786,2.786,0.0
282413,2,0,0.214,1.786,1.786,0.0
94216,8,0,0.214,7.786,7.786,0.0
90153,3,0,0.214,2.786,2.786,0.0
94640,2,0,0.214,1.786,1.786,0.0
616532,2,0,0.214,1.786,1.786,0.0
87637,1,0,0.214,0.786,0.786,0.0
87807,1,0,0.214,0.786,0.786,0.0
96498,2,0,0.214,1.786,1.786,0.0
50655,2,0,0.214,1.786,1.786,0.0
90811,2,0,0.214,1.786,1.786,0.0
94510,2,0,0.214,1.786,1.786,0.0
192064,2,0,0.214,1.786,1.786,0.0
90145,2,0,0.214,1.786,1.786,0.0
189241,4,0,0.211,3.789,3.789,0.0
193194,3,0,0.208,2.792,2.792,0.0
188954,2,0,0.208,1.792,1.792,0.0
46906,2,0,0.207,1.793,1.793,0.0
198721,9,0,0.206,8.794,8.794,0.0
188997,1,0,0.206,0.794,0.794,0.0
36117,2,0,0.205,1.795,1.795,0.0
44019,3,0,0.204,2.796,2.796,0.0
40165,1,0,0.204,0.796,0.796,0.0
551139,1,0,0.204,0.796,0.796,0.0
46547,2,0,0.204,1.796,1.796,0.0
31106,2,0,0.204,1.796,1.796,0.0
94065,4,0,0.018,3.982,3.982,0.0
17549,4,0,0.202,3.798,3.798,0.0
195409,5,0,0.202,4.798,4.798,0.0
15814,4,0,0.202,3.798,3.798,0.0
193199,2,0,0.201,1.799,1.799,0.0
54418,3,0,0.2,2.8,2.8,0.0
307378,3,0,0.2,2.8,2.8,0.0
54417,3,0,0.2,2.8,2.8,0.0
196549,1,0,0.2,0.8,0.8,0.0
386448,2,0,0.2,1.8,1.8,0.0
55410,4,0,0.199,3.801,3.801,0.0
90151,6,0,0.196,5.804,5.804,0.0
192031,3,0,0.196,2.804,2.804,0.0
60630,1,0,0.196,0.804,0.804,0.0
191955,1,0,0.196,0.804,0.804,0.0
90348,2,0,0.196,1.804,1.804,0.0
195157,2,0,0.196,1.804,1.804,0.0
66734,2,0,0.195,1.805,1.805,0.0
52114,2,0,0.195,1.805,1.805,0.0
63112,2,0,0.193,1.807,1.807,0.0
66906,6,0,0.193,5.807,5.807,0.0
193142,3,0,0.193,2.807,2.807,0.0
483796,3,0,0.193,2.807,2.807,0.0
483648,2,0,0.193,1.807,1.807,0.0
198719,2,0,0.19,1.81,1.81,0.0
94566,2,0,0.19,1.81,1.81,0.0
22907,7,0,0.19,6.81,6.81,0.0
88733,7,0,0.19,6.81,6.81,0.0
366781,3,0,0.19,2.81,2.81,0.0
192342,2,0,0.19,1.81,1.81,0.0
37407,2,0,0.19,1.81,1.81,0.0
16565,7,0,0.19,6.81,6.81,0.0
679024,5,0,0.19,4.81,4.81,0.0
38414,7,0,0.19,6.81,6.81,0.0
38449,4,0,0.19,3.81,3.81,0.0
44251,3,0,0.19,2.81,2.81,0.0
192261,8,0,0.19,7.81,7.81,0.0
7236,2,0,0.19,1.81,1.81,0.0
198464,2,0,0.19,1.81,1.81,0.0
92437,1,0,0.19,0.81,0.81,0.0
519480,2,0,0.19,1.81,1.81,0.0
199407,2,0,0.19,1.81,1.81,0.0
192806,2,0,0.19,1.81,1.81,0.0
195092,2,0,0.19,1.81,1.81,0.0
188745,2,0,0.19,1.81,1.81,0.0
195098,2,0,0.189,1.811,1.811,0.0
36130,1,0,0.188,0.812,0.812,0.0
38582,2,0,0.188,1.812,1.812,0.0
34105,3,0,0.188,2.812,2.812,0.0
27983,5,0,0.186,4.814,4.814,0.0
92951,8,0,0.186,7.814,7.814,0.0
191100,2,0,0.186,1.814,1.814,0.0
195405,2,0,0.185,1.815,1.815,0.0
184854,3,0,0.184,2.816,2.816,0.0
94062,2,0,0.184,1.816,1.816,0.0
94073,2,0,0.184,1.816,1.816,0.0
39412,2,0,0.184,1.816,1.816,0.0
40164,3,0,0.184,2.816,2.816,0.0
93996,2,0,0.182,1.818,1.818,0.0
196004,3,0,0.182,2.818,2.818,0.0
52121,1,0,0.182,0.818,0.818,0.0
46573,2,0,0.182,1.818,1.818,0.0
199058,3,0,0.181,2.819,2.819,0.0
192197,2,0,0.179,1.821,1.821,0.0
668814,3,0,0.179,2.821,2.821,0.0
15220,3,0,0.179,2.821,2.821,0.0
87608,3,0,0.179,2.821,2.821,0.0
32659,2,0,0.179,1.821,1.821,0.0
38584,4,0,0.179,3.821,3.821,0.0
96458,7,0,0.179,6.821,6.821,0.0
96466,4,0,0.179,3.821,3.821,0.0
96503,4,0,0.179,3.821,3.821,0.0
96468,3,0,0.179,2.821,2.821,0.0
90110,3,0,0.179,2.821,2.821,0.0
74329,1,0,0.179,0.821,0.821,0.0
22400,2,0,0.179,1.821,1.821,0.0
67434,2,0,0.179,1.821,1.821,0.0
4306,6,0,0.179,5.821,5.821,0.0
62912,2,0,0.179,1.821,1.821,0.0
90164,2,0,0.179,1.821,1.821,0.0
193613,1,0,0.179,0.821,0.821,0.0
193128,5,0,0.176,4.824,4.824,0.0
416917,1,0,0.176,0.824,0.824,0.0
192924,1,0,0.175,0.825,0.825,0.0
888133,2,0,0.175,1.825,1.825,0.0
55512,3,0,0.175,2.825,2.825,0.0
73205,3,0,0.175,2.825,2.825,0.0
35779,2,0,0.175,1.825,1.825,0.0
189242,3,0,0.174,2.826,2.826,0.0
57937,4,0,0.174,3.826,3.826,0.0
388823,2,0,0.171,1.829,1.829,0.0
36995,5,0,0.171,4.829,4.829,0.0
65591,9,0,0.171,8.829,8.829,0.0
65843,2,0,0.171,1.829,1.829,0.0
195241,2,0,0.171,1.829,1.829,0.0
195043,3,0,0.17,2.83,2.83,0.0
196001,3,0,0.169,2.831,2.831,0.0
195984,3,0,0.169,2.831,2.831,0.0
252668,2,0,0.169,1.831,1.831,0.0
195406,0,3,0.168,2.832,2.832,0.0
189240,3,0,0.168,2.832,2.832,0.0
36116,1,0,0.168,0.832,0.832,0.0
36469,10,0,0.167,9.833,9.833,0.0
199739,4,0,0.167,3.833,3.833,0.0
638411,10,0,0.167,9.833,9.833,0.0
625,5,0,0.167,4.833,4.833,0.0
291252,2,0,0.167,1.833,1.833,0.0
95615,4,0,0.167,3.833,3.833,0.0
4662,2,0,0.167,1.833,1.833,0.0
259489,2,0,0.165,1.835,1.835,0.0
22225,2,0,0.163,1.837,1.837,0.0
307351,1,0,0.163,0.837,0.837,0.0
18260,4,0,0.162,3.838,3.838,0.0
46904,2,0,0.161,1.839,1.839,0.0
69751,1,0,0.161,0.839,0.839,0.0
68443,4,0,0.161,3.839,3.839,0.0
90147,2,0,0.161,1.839,1.839,0.0
55494,1,0,0.161,0.839,0.839,0.0
492817,4,0,0.161,3.839,3.839,0.0
195441,4,0,0.161,3.839,3.839,0.0
194085,1,0,0.161,0.839,0.839,0.0
191949,2,0,0.161,1.839,1.839,0.0
16525,1,0,0.161,0.839,0.839,0.0
419257,2,0,0.159,1.841,1.841,0.0
94565,7,0,0.159,6.841,6.841,0.0
191947,5,0,0.159,4.841,4.841,0.0
893382,5,0,0.159,4.841,4.841,0.0
514063,3,0,0.159,2.841,2.841,0.0
67987,2,0,0.159,1.841,1.841,0.0
192093,2,0,0.159,1.841,1.841,0.0
190112,5,0,0.159,4.841,4.841,0.0
198935,3,0,0.157,2.843,2.843,0.0
65590,8,0,0.157,7.843,7.843,0.0
65586,4,0,0.157,3.843,3.843,0.0
44743,4,0,0.157,3.843,3.843,0.0
41320,2,0,0.157,1.843,1.843,0.0
587982,1,0,0.157,0.843,0.843,0.0
93991,2,0,0.156,1.844,1.844,0.0
93980,4,0,0.156,3.844,3.844,0.0
46905,1,0,0.155,0.845,0.845,0.0
769886,2,0,0.152,1.848,1.848,0.0
68527,3,0,0.152,2.848,2.848,0.0
195046,5,0,0.152,4.848,4.848,0.0
195430,4,0,0.151,3.849,3.849,0.0
195266,7,0,0.149,6.851,6.851,0.0
483788,2,0,0.149,1.851,1.851,0.0
46772,1,0,0.149,0.851,0.851,0.0
189245,3,0,0.149,2.851,2.851,0.0
483699,2,0,0.149,1.851,1.851,0.0
89069,3,0,0.143,2.857,2.857,0.0
89070,4,0,0.143,3.857,3.857,0.0
63386,3,0,0.143,2.857,2.857,0.0
13652,1,0,0.143,0.857,0.857,0.0
198630,2,0,0.143,1.857,1.857,0.0
198636,8,0,0.143,7.857,7.857,0.0
192126,3,0,0.143,2.857,2.857,0.0
89076,2,0,0.143,1.857,1.857,0.0
89074,1,0,0.143,0.857,0.857,0.0
48200,2,0,0.143,1.857,1.857,0.0
44001,2,0,0.143,1.857,1.857,0.0
192620,2,0,0.143,1.857,1.857,0.0
94576,1,0,0.143,0.857,0.857,0.0
94669,2,0,0.143,1.857,1.857,0.0
87463,2,0,0.143,1.857,1.857,0.0
94629,2,0,0.143,1.857,1.857,0.0
96635,2,0,0.143,1.857,1.857,0.0
30160,2,0,0.143,1.857,1.857,0.0
195990,4,0,0.143,3.857,3.857,0.0
98003,4,0,0.143,3.857,3.857,0.0
98004,4,0,0.143,3.857,3.857,0.0
22226,4,0,0.143,3.857,3.857,0.0
94477,1,0,0.143,0.857,0.857,0.0
193612,1,0,0.143,0.857,0.857,0.0
296780,1,0,0.143,0.857,0.857,0.0
94496,2,0,0.143,1.857,1.857,0.0
56032,2,0,0.143,1.857,1.857,0.0
56179,2,0,0.143,1.857,1.857,0.0
92516,2,0,0.143,1.857,1.857,0.0
184853,2,0,0.143,1.857,1.857,0.0
88099,7,0,0.143,6.857,6.857,0.0
87747,6,0,0.143,5.857,5.857,0.0
91481,6,0,0.143,5.857,5.857,0.0
94495,3,0,0.143,2.857,2.857,0.0
90171,5,0,0.143,4.857,4.857,0.0
94054,4,0,0.143,3.857,3.857,0.0
98033,4,0,0.143,3.857,3.857,0.0
98034,4,0,0.143,3.857,3.857,0.0
92518,4,0,0.143,3.857,3.857,0.0
92517,4,0,0.143,3.857,3.857,0.0
27192,6,0,0.143,5.857,5.857,0.0
195117,2,0,0.143,1.857,1.857,0.0
92929,2,0,0.143,1.857,1.857,0.0
96601,2,0,0.143,1.857,1.857,0.0
96465,2,0,0.143,1.857,1.857,0.0
96460,2,0,0.143,1.857,1.857,0.0
15839,2,0,0.143,1.857,1.857,0.0
94068,2,0,0.143,1.857,1.857,0.0
55532,9,0,0.143,8.857,8.857,0.0
94905,3,0,0.143,2.857,2.857,0.0
69726,5,0,0.143,4.857,4.857,0.0
63080,5,0,0.143,4.857,4.857,0.0
96447,4,0,0.143,3.857,3.857,0.0
96449,4,0,0.143,3.857,3.857,0.0
96459,4,0,0.143,3.857,3.857,0.0
188847,3,0,0.143,2.857,2.857,0.0
93986,4,0,0.143,3.857,3.857,0.0
90068,3,0,0.143,2.857,2.857,0.0
69244,4,0,0.143,3.857,3.857,0.0
94568,3,0,0.143,2.857,2.857,0.0
184834,1,0,0.143,0.857,0.857,0.0
94456,1,0,0.143,0.857,0.857,0.0
44022,2,0,0.143,1.857,1.857,0.0
94284,7,0,0.143,6.857,6.857,0.0
98002,3,0,0.143,2.857,2.857,0.0
374849,1,0,0.143,0.857,0.857,0.0
310735,2,0,0.143,1.857,1.857,0.0
195134,3,0,0.143,2.857,2.857,0.0
192009,6,0,0.143,5.857,5.857,0.0
27191,7,0,0.143,6.857,6.857,0.0
199853,4,0,0.143,3.857,3.857,0.0
90438,4,0,0.143,3.857,3.857,0.0
87557,7,0,0.143,6.857,6.857,0.0
90114,1,0,0.143,0.857,0.857,0.0
93296,2,0,0.143,1.857,1.857,0.0
59865,3,0,0.143,2.857,2.857,0.0
609900,7,0,0.143,6.857,6.857,0.0
581747,5,0,0.143,4.857,4.857,0.0
89071,0,1,0.143,0.857,0.857,0.0
94506,1,0,0.143,0.857,0.857,0.0
89772,2,0,0.143,1.857,1.857,0.0
490763,2,0,0.143,1.857,1.857,0.0
345008,2,0,0.143,1.857,1.857,0.0
98022,4,0,0.143,3.857,3.857,0.0
97129,4,0,0.143,3.857,3.857,0.0
67026,4,0,0.143,3.857,3.857,0.0
490755,3,0,0.143,2.857,2.857,0.0
62471,3,0,0.143,2.857,2.857,0.0
67882,1,0,0.143,0.857,0.857,0.0
67897,2,0,0.143,1.857,1.857,0.0
386421,2,0,0.143,1.857,1.857,0.0
269875,2,0,0.143,1.857,1.857,0.0
191879,5,0,0.143,4.857,4.857,0.0
818895,5,0,0.143,4.857,4.857,0.0
16728,2,0,0.143,1.857,1.857,0.0
194039,3,0,0.143,2.857,2.857,0.0
51771,4,0,0.143,3.857,3.857,0.0
189094,3,0,0.143,2.857,2.857,0.0
185198,3,0,0.143,2.857,2.857,0.0
781207,3,0,0.143,2.857,2.857,0.0
472581,1,0,0.143,0.857,0.857,0.0
91455,2,0,0.143,1.857,1.857,0.0
92260,2,0,0.143,1.857,1.857,0.0
56387,2,0,0.143,1.857,1.857,0.0
198561,8,0,0.143,7.857,7.857,0.0
90901,3,0,0.143,2.857,2.857,0.0
198941,4,0,0.143,3.857,3.857,0.0
93918,7,0,0.143,6.857,6.857,0.0
90774,2,0,0.143,1.857,1.857,0.0
65560,6,0,0.143,5.857,5.857,0.0
67328,7,0,0.143,6.857,6.857,0.0
677469,3,0,0.143,2.857,2.857,0.0
90464,1,0,0.143,0.857,0.857,0.0
88083,2,0,0.143,1.857,1.857,0.0
90902,2,0,0.143,1.857,1.857,0.0
70978,7,0,0.143,6.857,6.857,0.0
194029,3,0,0.143,2.857,2.857,0.0
198942,8,0,0.143,7.857,7.857,0.0
93926,6,0,0.143,5.857,5.857,0.0
93984,0,3,0.143,2.857,2.857,0.0
87769,2,0,0.143,1.857,1.857,0.0
193405,2,0,0.143,1.857,1.857,0.0
30527,0,2,0.143,1.857,1.857,0.0
87419,4,0,0.143,3.857,3.857,0.0
97990,4,0,0.143,3.857,3.857,0.0
490805,3,0,0.143,2.857,2.857,0.0
90769,4,0,0.143,3.857,3.857,0.0
194089,1,0,0.143,0.857,0.857,0.0
372102,2,0,0.143,1.857,1.857,0.0
199720,16,0,0.143,15.857,15.857,0.0
291245,3,0,0.143,2.857,2.857,0.0
43396,3,0,0.143,2.857,2.857,0.0
97988,4,0,0.143,3.857,3.857,0.0
94475,1,0,0.143,0.857,0.857,0.0
668004,5,0,0.143,4.857,4.857,0.0
90773,1,0,0.143,0.857,0.857,0.0
192860,2,0,0.143,1.857,1.857,0.0
92435,1,0,0.143,0.857,0.857,0.0
92434,1,0,0.143,0.857,0.857,0.0
95023,2,0,0.143,1.857,1.857,0.0
769665,1,0,0.143,0.857,0.857,0.0
89752,1,0,0.143,0.857,0.857,0.0
192124,2,0,0.143,1.857,1.857,0.0
87431,1,0,0.143,0.857,0.857,0.0
191889,2,0,0.143,1.857,1.857,0.0
59858,2,0,0.143,1.857,1.857,0.0
195116,1,0,0.143,0.857,0.857,0.0
189275,1,0,0.143,0.857,0.857,0.0
199840,2,0,0.143,1.857,1.857,0.0
195090,1,0,0.143,0.857,0.857,0.0
188744,2,0,0.143,1.857,1.857,0.0
94648,2,0,0.143,1.857,1.857,0.0
10431,1,0,0.143,0.857,0.857,0.0
198293,2,0,0.143,1.857,1.857,0.0
67891,2,0,0.143,1.857,1.857,0.0
55499,2,0,0.143,1.857,1.857,0.0
90775,1,0,0.143,0.857,0.857,0.0
196550,1,0,0.143,0.857,0.857,0.0
58978,2,0,0.143,1.857,1.857,0.0
72663,2,0,0.143,1.857,1.857,0.0
198291,2,0,0.143,1.857,1.857,0.0
87469,1,0,0.143,0.857,0.857,0.0
192168,1,0,0.143,0.857,0.857,0.0
90113,1,0,0.143,0.857,0.857,0.0
95477,1,0,0.143,0.857,0.857,0.0
198292,2,0,0.143,1.857,1.857,0.0
199379,2,0,0.143,1.857,1.857,0.0
199948,2,0,0.143,1.857,1.857,0.0
61295,1,0,0.143,0.857,0.857,0.0
199738,4,0,0.018,3.982,3.982,0.0
188990,2,0,0.137,1.863,1.863,0.0
191174,2,0,0.137,1.863,1.863,0.0
189262,3,0,0.137,2.863,2.863,0.0
192923,4,0,0.136,3.864,3.864,0.0
299936,1,0,0.135,0.865,0.865,0.0
15826,6,0,0.134,5.866,5.866,0.0
47677,1,0,0.134,0.866,0.866,0.0
199051,3,0,0.134,2.866,2.866,0.0
679010,1,0,0.133,0.867,0.867,0.0
87600,2,0,0.133,1.867,1.867,0.0
380600,2,0,0.132,1.868,1.868,0.0
62913,3,0,0.131,2.869,2.869,0.0
196029,2,0,0.131,1.869,1.869,0.0
769878,2,0,0.131,1.869,1.869,0.0
885541,2,0,0.131,1.869,1.869,0.0
30626,2,0,0.13,1.87,1.87,0.0
189243,1,0,0.13,0.87,0.87,0.0
36121,1,0,0.13,0.87,0.87,0.0
36122,1,0,0.13,0.87,0.87,0.0
191175,2,0,0.13,1.87,1.87,0.0
94008,1,0,0.13,0.87,0.87,0.0
57934,4,0,0.13,3.87,3.87,0.0
40079,1,0,0.13,0.87,0.87,0.0
70983,3,0,0.129,2.871,2.871,0.0
74931,3,0,0.129,2.871,2.871,0.0
28286,2,0,0.129,1.871,1.871,0.0
676195,3,0,0.127,2.873,2.873,0.0
90436,5,0,0.127,4.873,4.873,0.0
271519,3,0,0.127,2.873,2.873,0.0
20865,2,0,0.127,1.873,1.873,0.0
298077,2,0,0.127,1.873,1.873,0.0
908142,3,0,0.127,2.873,2.873,0.0
908150,4,0,0.127,3.873,3.873,0.0
287334,1,0,0.126,0.874,0.874,0.0
300160,2,0,0.125,1.875,1.875,0.0
53929,2,0,0.125,1.875,1.875,0.0
668178,4,0,0.125,3.875,3.875,0.0
