sku_number,predicted_promo_period_sales_units,promo_period_demand_source,promo_period_demand_warning
43539,0.444,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
24420,0.435,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90432,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
192839,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94069,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
40169,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
41596,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
193697,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
184615,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
63078,0.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
192118,0.423,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
653048,0.421,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
199746,0.417,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
549193,0.417,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
323608,0.4,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
806463,0.4,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
36223,0.381,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90160,0.375,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
14083,0.375,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
66788,0.375,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
67894,0.375,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
50674,0.375,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
309146,0.375,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195518,0.364,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90794,0.364,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
38393,0.364,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
196050,0.364,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188025,0.364,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
102634,0.364,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
66928,0.353,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94766,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
521179,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94869,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
95024,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94872,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195101,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
199952,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
199405,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195603,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
388815,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
17082,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
40520,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90846,0.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
727,0.312,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
18258,0.308,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
39403,0.294,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94055,0.286,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
87610,0.286,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
75419,0.286,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93973,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93971,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93968,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93997,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
196240,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
62977,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
54486,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
65607,0.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
41206,0.269,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
192994,0.267,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96467,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96499,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96500,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
974412,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
194501,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
730,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96475,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96484,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96486,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
30162,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96154,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
54487,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
64539,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96516,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
67698,0.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195412,0.235,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195443,0.231,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90458,0.222,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
73871,0.222,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
252726,0.222,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
193143,0.214,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94677,0.2,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
192929,0.2,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
67963,0.2,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
67692,0.182,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93974,0.182,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93981,0.182,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93982,0.182,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93972,0.182,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
196931,0.176,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90463,0.167,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
49794,0.154,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
192991,0.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94074,0.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90447,0.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188037,0.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188943,0.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
49268,0.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
75415,0.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
193291,0.125,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94688,0.125,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94685,0.125,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90169,0.125,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
193318,0.125,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
96257,0.125,baseline_daily_times_promotion_days_floor,promo_demand_uses_baseline_daily_floor
94696,0.111,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
102282,0.111,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
194133,0.111,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93967,0.091,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93978,0.091,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
193079,0.091,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195519,0.091,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
46574,0.091,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
43901,0.091,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
191380,0.071,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
196932,0.059,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94274,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
199941,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94493,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97860,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97862,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97863,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97861,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
89561,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
89563,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88781,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91458,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91462,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97856,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97857,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97858,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97859,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167940,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167941,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167942,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
89770,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167329,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167335,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96490,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96492,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96493,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96494,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96495,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96496,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96497,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94170,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94171,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91074,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96505,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96506,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91042,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91060,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91936,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
95832,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91004,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91009,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
193458,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167333,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94173,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88364,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97161,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
187639,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
65469,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94107,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
62311,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
199080,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88447,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190016,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88067,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
985465,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
89161,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97554,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97572,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
98136,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
98117,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
95875,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
98118,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167101,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167145,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
98138,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167133,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
350699,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
451096,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
74442,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
60996,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
940194,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91543,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97201,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97947,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97576,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
95114,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167572,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167548,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
58111,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
38463,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97677,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167947,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167102,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
529263,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97434,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97847,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97849,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167570,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
197610,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
91081,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
52720,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
184,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96065,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96066,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96067,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
67711,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
185346,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
93817,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
89157,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92850,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
19985,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88057,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
89158,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190064,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
198145,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92938,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97577,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
478255,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167330,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167332,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92939,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92940,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
574210,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97578,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190068,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190089,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167331,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94802,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167326,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167328,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167325,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
167327,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88097,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
87748,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94803,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190069,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
230685,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
96354,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
49493,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97710,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97711,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97712,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97713,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
55227,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88280,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
41542,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
199079,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
194422,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88342,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190088,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
95848,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
20571,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
87952,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
72537,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
188698,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
194013,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
67880,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
197220,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
197211,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
95864,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92149,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190061,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190079,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92177,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190091,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
188707,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92176,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
197214,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
701580,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
51564,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94892,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94524,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
92812,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
188700,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94810,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
478362,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190092,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
669326,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
668664,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
73699,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94536,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
87758,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
87766,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
647883,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
31486,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94895,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94809,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94885,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94891,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94233,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94808,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
57227,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
342513,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88795,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94890,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
94280,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
97053,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
14742,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
347302,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
21183,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
87767,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
190135,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
433829,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
353841,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
607339,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
88779,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
72867,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
186090,0.0,missing_promo_period_demand,no_safe_promo_period_demand_evidence
188712,30.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188711,27.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
654921,27.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94902,26.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
92846,23.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90912,21.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188699,20.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
92847,20.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188704,18.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
90914,16.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
367011,15.5,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
43839,13.625,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195051,13.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188720,13.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188709,13.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188996,12.625,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
63416,12.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
55533,12.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
87417,11.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
192050,11.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
20798,10.778,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188833,10.667,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
199841,10.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93335,10.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
193204,9.273,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
11838,9.125,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
46889,9.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
87753,9.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
198637,8.75,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
87755,8.5,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
495891,8.333,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
192838,8.143,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
198880,8.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188857,7.667,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
200956,7.429,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
57452,7.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
42110,7.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
195978,7.0,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
62765,6.833,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
49087,6.5,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
93337,6.5,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
188852,6.25,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
252999,5.875,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
194887,5.833,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
94286,5.667,historical_units_same_discount_avg_fallback,promo_demand_uses_same_discount_history_fallback
